Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,24,70,17,103,20,43,18,161
Wake Forest,Bill Dooley [507],,52,70,91,103,81,43,71,161
New Mexico,Mike Sheppard [1673],,78,70,61,103,102,43,81,161
Southern Mississippi,Jeff Bower [169],,69,70,86,103,81,43,61,161
California,Bruce Snyder [1717],,22,70,14,103,4,43,50,161
Cincinnati,Tim Murphy [1333],,62,70,90,103,75,43,87,161
Tennessee,Johnny Majors [1142],,17,70,11,103,10,43,8,161
Memphis,Chuck Stobart [1760],,60,70,53,103,37,43,97,161
Mississippi,Billy Brewer [181],,58,70,67,103,56,43,94,161
Clemson,Ken Hatfield [803],,27,70,28,103,14,43,36,161
Purdue,Jim Colletto [338],,104,70,71,103,50,43,93,161
Virginia Tech,Frank Beamer [102],,49,70,52,103,56,43,95,161
Temple,Jerry Berndt [121],,63,70,0,103,95,43,59,161
Wyoming,Joe Tiller [1840],,45,70,72,103,34,43,84,161
Kansas State,Bill Snyder [1716],,44,70,57,103,25,43,11,161
Kansas,Glen Mason [1163],,48,70,30,103,28,43,22,161
Penn State,Joe Paterno [1433],,7,70,8,103,4,43,9,161
Long Beach State,Willie Brown [210],,80,70,83,103,107,43,76,161
Northern Illinois,Charlie Sadler [1609],,97,70,102,103,95,43,107,161
Cal State Fullerton,Gene Murphy [1331],,81,70,100,103,106,43,73,161
Louisville,Howard Schnellenberger [1639],,68,70,98,103,78,43,72,161
Missouri,Bob Stull [1785],,55,70,44,103,32,43,67,161
East Carolina,Bill Lewis [1096],,14,70,10,103,36,43,39,161
Oregon,Rich Brooks [195],,65,70,75,103,104,43,65,161
Miami (OH),Randy Walker [1913],,94,70,74,103,73,43,45,161
Pacific,Walt Harris [789],,75,70,85,103,95,43,86,161
Bowling Green State,Gary Blackney [147],,10,70,18,103,50,43,23,161
Vanderbilt,Gerry DiNardo [485],,57,70,41,103,50,43,57,161
Wisconsin,Barry Alvarez [25],,105,70,78,103,84,43,96,161
Akron,Gerry Faust [600],,76,70,94,103,92,43,83,161
Colorado State,Earle Bruce [212],,72,70,88,103,84,43,53,161
Duke,Barry Wilson [1993],,53,70,73,103,45,43,82,161
Brigham Young,LaVell Edwards [550],,25,70,31,103,22,43,7,161
Washington,Don James [928],,2,70,4,103,1,43,1,161
Illinois,John Mackovic [1136],Lou Tepper [1822],103,70,9,103,34,43,12,161
Louisiana-Lafayette,Nelson Stokley [1763],,84,70,96,103,75,43,77,161
Arizona State,Larry Marmie [1152],,31,70,46,103,22,43,26,161
Rutgers,Doug Graber [715],,54,70,68,103,50,43,20,161
Kent State,Pete Cordelli [361],,100,70,92,103,95,43,106,161
Arizona,Dick Tomey [1853],,36,70,34,103,65,43,69,161
Kentucky,Bill Curry [421],,59,70,81,103,61,43,92,161
Air Force,Fisher DeBerry [452],,32,70,35,103,25,43,31,161
Utah,Ron McBride [1178],,41,70,55,103,32,43,15,161
Georgia,Ray Goff [703],,34,70,20,103,10,43,16,161
Nebraska,Tom Osborne [1408],,3,70,23,103,4,43,32,161
Fresno State,Jim Sweeney [1799],,19,70,48,103,56,43,28,161
Syracuse,Paul Pasqualoni [1432],,13,70,7,103,37,43,10,161
Army,Bob Sutton [1794],,67,70,93,103,61,43,102,161
South Carolina,Sparky Woods [2019],,30,70,62,103,50,43,88,161
Baylor,Grant Teaff [1816],,82,70,25,103,14,43,47,161
Eastern Michigan,Jim Harkema [777],,107,70,84,103,87,43,62,161
Florida State,Bobby Bowden [166],,4,70,3,103,4,43,46,161
Alabama,Gene Stallings [1732],,16,70,13,103,4,43,41,161
Florida,Steve Spurrier [1728],,15,70,2,103,1,43,51,161
Oregon State,Jerry Pettibone [1457],,71,70,97,103,102,43,103,161
Tulsa,David Rader [1506],,12,70,24,103,4,43,49,161
Texas Tech,Spike Dykes [543],,87,70,39,103,73,43,52,161
Nevada-Las Vegas,Jim Strong [1780],,77,70,89,103,99,43,55,161
Miami (FL),Dennis Erickson [576],,1,70,1,103,1,43,2,161
Navy,George Chaump [294],,93,70,99,103,99,43,54,161
San Jose State,Terry Shea [1665],,23,70,65,103,90,43,48,161
Maryland,Joe Krivak [1045],,51,70,59,103,50,43,56,161
New Mexico State,Jim Hess [835],,79,70,95,103,105,43,58,161
Boston College,Tom Coughlin [369],,42,70,76,103,56,43,85,161
West Virginia,Don Nehlen [1352],,28,70,15,103,45,43,5,161
Ohio,Tom Lichtenberg [1099],,99,70,103,103,92,43,60,161
San Diego State,Al Luginbill [1128],,33,70,49,103,28,43,19,161
