Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Wake Forest,Harry Rabenhorst [1505],,93,19,0,44,92,16,79,70
Lafayette,Jock Sutherland [1792],,72,19,67,44,72,16,13,70
Washington & Lee,Bill Raftery [1509],,22,19,16,44,35,16,36,70
Dartmouth,Dartmouth_UNKNOWN_COACH,,58,19,17,44,1,16,11,70
Lehigh,Tom Keady [977],,75,19,57,44,77,16,85,70
California,Andy Smith [1697],,36,19,45,44,26,16,45,70
Sewanee,Sewanee_UNKNOWN_COACH,,77,19,0,44,56,16,89,70
Tennessee,John Bender [114],,74,19,0,44,56,16,82,70
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,46,19,0,44,26,16,87,70
Colorado College,Poss Parsons [1431],,5,19,6,44,1,16,31,70
Erskine,Erskine_UNKNOWN_COACH,,99,19,77,44,99,16,90,70
Washington & Jefferson,D.C. Morrow [1312],,63,19,33,44,26,16,81,70
Yale,Yale_UNKNOWN_COACH,,79,19,40,44,83,16,50,70
Mississippi,R.L. Sullivan [1788],,26,19,0,44,65,16,80,70
Purdue,Butch Scanlon [1628],,32,19,0,44,26,16,74,70
Clemson,Edward Donahue [499],,65,19,49,44,45,16,19,70
Grinnell,Russell Tollefson [1850],,56,19,0,44,72,16,72,70
Virginia Tech,Charles Bernier [122],,88,19,69,44,88,16,70,70
Drake,Mark Banks [75],,53,19,65,44,56,16,27,70
Kansas State,Zora Clevenger [321],,55,19,0,44,72,16,86,70
Wyoming,John Corbett [360],,10,19,0,44,26,16,71,70
Kansas,Leon McCarty [1184],,52,19,0,44,56,16,83,70
Penn State,Hugo Bezdek [130],,57,19,20,44,8,16,48,70
Furman,Furman_UNKNOWN_COACH,,92,19,44,44,90,16,57,70
Cornell,John Rush [1600],,73,19,0,44,77,16,92,70
Missouri,John Miller [1274],,49,19,31,44,52,16,56,70
Oregon,Shy Huntington [905],,20,19,28,44,8,16,52,70
Howard Payne,Howard Payne_UNKNOWN_COACH,,45,19,72,44,19,16,77,70
Georgetown,Georgetown_UNKNOWN_COACH,,81,19,13,44,26,16,54,70
Vanderbilt,Dan McGugin [1210],,14,19,4,44,26,16,44,70
Wisconsin,J.R. Richards [1546],,28,19,1,44,13,16,20,70
Colorado State,Harry Hughes [900],,6,19,5,44,8,16,10,70
Colgate,Ellery Huntington [904],,70,19,39,44,56,16,14,70
Washington,Claude Hunt [902],,21,19,37,44,13,16,33,70
Illinois,Robert Zuppke [2053],,29,19,2,44,1,16,30,70
Oglethorpe,Frank Anderson [35],,94,19,0,44,92,16,94,70
Rutgers,George Sanford [1615],,76,19,38,44,80,16,65,70
Princeton,Princeton_UNKNOWN_COACH,,71,19,52,44,65,16,24,70
Kentucky,Andrew Gill [691],,69,19,71,44,52,16,100,70
Utah,Thomas Fitzpatrick [629],,7,19,7,44,13,16,15,70
Georgia,W.A. Cunningham [416],,17,19,55,44,45,16,12,70
Nebraska,Henry Schulte [1642],,51,19,15,44,45,16,18,70
Syracuse,Syracuse_UNKNOWN_COACH,,68,19,8,44,52,16,51,70
Army,Charles Daly [430],,83,19,48,44,56,16,62,70
South Carolina,Dixon Foster [643],,97,19,78,44,98,16,63,70
Colorado Mines,Ralph Glaze [699],,11,19,0,44,35,16,73,70
Baylor,Bubs Mosley [1317],,42,19,68,44,19,16,7,70
Samford,Samford_UNKNOWN_COACH,,60,19,0,44,65,16,75,70
Alabama,Xen Scott [1647],,16,19,26,44,35,16,49,70
Florida,Florida_UNKNOWN_COACH,,25,19,73,44,65,16,41,70
Wofford,Rip Major [1141],,98,19,64,44,96,16,46,70
Centre,Charley Moran [1303],,4,19,30,44,1,16,1,70
Oregon State,Bill Hargiss [776],,38,19,50,44,45,16,91,70
Navy,Gilmour Dobie [489],,82,19,46,44,35,16,55,70
Presbyterian,Walter Johnson [955],,96,19,58,44,92,16,47,70
Maryland,Curley Byrd [231],,89,19,76,44,90,16,96,70
Boston College,Frank Cavanaugh [285],,78,19,21,44,81,16,78,70
West Virginia,Mont McIntire [1211],,62,19,25,44,19,16,53,70
Virginia,Harris Coleman [336],,91,19,61,44,92,16,76,70
Texas,William Juneau [972],,40,19,23,44,8,16,43,70
Northwestern,Charlie Bachman [56],,66,19,59,44,81,16,58,70
Oklahoma State,James Pixlee [1472],,39,19,79,44,72,16,59,70
Washington State,Gus Welch [1951],,35,19,35,44,19,16,39,70
Virginia Military Institute,Red Fleming [632],,87,19,54,44,87,16,9,70
Harvard,Robert Fisher [624],,2,19,18,44,1,16,3,70
Auburn,Mike Donahue [500],,15,19,14,44,35,16,17,70
North Carolina State,William Fetzer [617],,86,19,51,44,86,16,16,70
Michigan,Fielding Yost [2036],,34,19,75,44,45,16,60,70
Colorado,Joe Mills [1280],,9,19,74,44,26,16,61,70
