Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Red Sanders [1613],,12,40,17,81,14,26,28,142
Wake Forest,Tom Rogers [1578],,53,40,29,81,66,26,19,142
Washington & Lee,Carl Wise [2004],,93,40,95,81,102,26,109,142
William & Mary,Jackie Freeman [651],,64,40,83,81,86,26,88,142
New Mexico,Dudley DeGroot [455],,99,40,49,81,86,26,17,142
Dartmouth,DeOrmond McLaughry [1223],,91,40,91,81,54,26,113,142
West Texas A&M,Frank Kimbrough [1006],,101,40,97,81,98,26,102,142
California,Pappy Waldorf [1908],,23,40,22,81,21,26,13,142
Tennessee,Bob Neyland [1364],,16,40,11,81,18,26,43,142
Santa Clara,Richard Gallagher [670],,75,40,59,81,59,26,77,142
Detroit Mercy,Dutch Clark [315],,69,40,81,81,83,26,75,142
Yale,Jordan Olivar [1402],,24,40,66,81,36,26,53,142
Mississippi,John Vaught [1889],,2,40,12,81,3,26,56,142
Purdue,Stuart Holcomb [857],,25,40,48,81,32,26,35,142
Clemson,Frank Howard [888],,63,40,93,81,75,26,58,142
Virginia Tech,Frank Moseley [1315],,78,40,88,81,105,26,60,142
Temple,Al Kawal [976],,110,40,0,81,92,26,104,142
Drake,Warren Gaer [668],,74,40,0,81,110,26,93,142
Wyoming,Bowden Wyatt [2029],,103,40,72,81,95,26,31,142
Kansas State,Bill Meek [1246],,76,40,0,81,98,26,79,142
Kansas,Jules Sikes [1686],,41,40,23,81,40,26,7,142
Penn State,Rip Engle [567],,6,40,7,81,7,26,52,142
Furman,William Young [2042],,62,40,28,81,68,26,20,142
Fordham,Edward Danowski [432],,70,40,100,81,86,26,108,142
New York University,Hugh Devore [470],,111,40,0,81,95,26,72,142
Cornell,George James [929],,87,40,96,81,48,26,92,142
Missouri,Don Faurot [599],,57,40,21,81,24,26,50,142
Oregon,Len Casanova [275],,82,40,73,81,73,26,63,142
Pacific,Ernie Jorge [971],,33,40,65,81,54,26,49,142
Vanderbilt,Bill Edwards [548],,66,40,50,81,77,26,59,142
Wisconsin,Ivy Williamson [1989],,37,40,42,81,40,26,22,142
Colorado State,Robert Davis [447],,102,40,64,81,92,26,16,142
Colgate,Hal Lahar [1059],,77,40,82,81,44,26,10,142
Duke,Bill Murray [1334],,14,40,10,81,14,26,8,142
Brigham Young,Charles Atkinson [52],,106,40,55,81,102,26,110,142
Washington,Howard Odell [1394],,22,40,24,81,18,26,29,142
Illinois,Ray Eliot [553],,85,40,38,81,48,26,100,142
Arizona State,Clyde Smith [1699],,38,40,35,81,59,26,34,142
Rutgers,Harvey Harman [780],,84,40,92,81,59,26,95,142
Princeton,Charles Caldwell [237],,30,40,44,81,32,26,38,142
Marquette,Liz Blackbourn [143],,68,40,56,81,82,26,73,142
Arizona,Warren Woodson [2020],,96,40,31,81,83,26,25,142
Kentucky,Bear Bryant [215],,44,40,58,81,32,26,32,142
Georgia,Wallace Butts [230],,18,40,34,81,24,26,6,142
Utah,Jack Curtice [422],,92,40,51,81,86,26,48,142
Nebraska,William Glassford [698],,34,40,52,81,36,26,37,142
Northern Arizona,John Peterson [1454],,40,40,0,81,105,26,106,142
Hardin-Simmons,Murray Evans [581],,47,40,85,81,86,26,71,142
Syracuse,Ben Schwartzwalder [1644],,5,40,9,81,5,26,42,142
Army,Red Blaik [148],,28,40,43,81,14,26,15,142
Wichita State,Bob Carlson [266],,71,40,90,81,86,26,105,142
South Carolina,Rex Enright [573],,60,40,25,81,73,26,67,142
Baylor,George Sauer [1621],,52,40,47,81,64,26,9,142
Florida,Bob Woodruff [2016],,17,40,20,81,21,26,55,142
Alabama,Red Drew [520],,4,40,8,81,3,26,57,142
Tulsa,John Brothers [197],,20,40,19,81,24,26,54,142
Oregon State,Kip Taylor [1815],,81,40,68,81,71,26,90,142
Texas Tech,DeWitt Weaver [1941],,94,40,63,81,95,26,61,142
Miami (FL),Andy Gustafson [741],,67,40,76,81,81,26,89,142
Navy,Eddie Erdelatz [575],,13,40,16,81,11,26,51,142
San Jose State,Robert Bronzan [192],,73,40,32,81,48,26,45,142
Maryland,Jim Tatum [1812],,7,40,18,81,5,26,12,142
New Mexico State,Joe Coleman [337],,104,40,75,81,102,26,87,142
West Virginia,Art Lewis [1095],,26,40,14,81,71,26,11,142
Boston College,Mike Holovak [871],,65,40,78,81,77,26,5,142
George Washington,Bo Sherman [1675],,36,40,77,81,77,26,21,142
Idaho,Babe Curfman [418],,83,40,87,81,68,26,103,142
Virginia,Arthur Guepe [738],,61,40,39,81,75,26,18,142
Texas,Edwin Price [1490],,15,40,13,81,14,26,14,142
Texas-El Paso,Mike Brumbelow [214],,100,40,86,81,92,26,66,142
Northwestern,Robert Voigts [1896],,113,40,80,81,44,26,101,142
Southern California,Jess Hill [846],,11,40,5,81,11,26,3,142
Oklahoma State,Jennings Whitworth [1971],,56,40,60,81,68,26,83,142
Washington State,Alton Kircher [1021],,55,40,67,81,66,26,69,142
Virginia Military Institute,Thomas Nugent [1378],,79,40,101,81,108,26,82,142
Harvard,Lloyd Jordan [969],,90,40,79,81,40,26,94,142
Auburn,Ralph Jordan [970],,46,40,103,81,40,26,81,142
Villanova,Arthur Raimo [1512],,21,40,36,81,28,26,30,142
