Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,William Spaulding [1723],,123,41,67,87,72,22,7,128
Wake Forest,Jim Weaver [1943],,55,41,77,87,56,22,54,128
Washington & Lee,Tex Tilson [1843],,113,41,101,87,116,22,126,128
New Mexico,Gwinn Henry [827],,63,41,94,87,85,22,103,128
William & Mary,William & Mary_UNKNOWN_COACH,,121,41,0,87,128,22,116,128
Gonzaga,Mike Pecarovich [1442],,130,41,68,87,110,22,130,128
Dartmouth,Red Blaik [148],,5,41,16,87,27,22,52,128
California,Stub Allison [23],,124,41,66,87,78,22,76,128
San Francisco,George Malley [1143],,131,41,52,87,116,22,99,128
Washburn,Elmer Holm [868],,101,41,113,87,130,22,96,128
Sewanee,Heck Clark [316],,112,41,0,87,104,22,94,128
Tennessee,Bob Neyland [1364],,52,41,20,87,16,22,69,128
Santa Clara,Santa Clara_UNKNOWN_COACH,,32,41,2,87,8,22,20,128
Colorado College,W.T. VandeGraaff [1885],,86,41,98,87,110,22,79,128
Erskine,Erskine_UNKNOWN_COACH,,117,41,0,87,116,22,102,128
Detroit Mercy,Gus Dorais [512],,42,41,4,87,13,22,11,128
Yale,Yale_UNKNOWN_COACH,,6,41,18,87,31,22,23,128
Mississippi,Ed Walker [1911],,68,41,33,87,24,22,81,128
Purdue,Noble Kizer [1026],,39,41,55,87,60,22,63,128
Clemson,Jess Neely [1350],,105,41,72,87,60,22,50,128
Grinnell,Guy Looabaugh [1119],,103,41,0,87,131,22,86,128
Virginia Tech,Henry Redd [1520],,116,41,86,87,121,22,89,128
Temple,Pop Warner [1926],,53,41,9,87,23,22,43,128
Drake,Vee Green [727],,89,41,103,87,82,22,129,128
Wyoming,Wyoming_UNKNOWN_COACH,,79,41,107,87,88,22,88,128
Kansas State,Wesley Fry [658],,74,41,97,87,67,22,55,128
Kansas,Adrian Lindsey [1103],,76,41,0,87,78,22,83,128
Penn State,Bob Higgins [842],,44,41,78,87,97,22,117,128
Furman,Furman_UNKNOWN_COACH,,69,41,59,87,47,22,48,128
Fordham,Jimmy Crowley [407],,50,41,35,87,1,22,10,128
New York University,Mal Stevens [1745],,49,41,34,87,72,22,105,128
Cornell,Cornell_UNKNOWN_COACH,,29,41,100,87,94,22,75,128
Missouri,Don Faurot [599],,30,41,62,87,67,22,41,128
Mercer,Mercer_UNKNOWN_COACH,,73,41,115,87,104,22,77,128
Oregon,Prink Callison [248],,128,41,112,87,100,22,107,128
Creighton,Marchy Schwartz [1643],,43,41,96,87,78,22,21,128
Georgetown,Jack Hagerty [749],,81,41,63,87,104,22,36,128
Vanderbilt,Ray Morrison [1310],,99,41,108,87,38,22,109,128
Wisconsin,Harry Stuhldreher [1784],,59,41,0,87,92,22,131,128
Colorado State,Harry Hughes [900],,58,41,82,87,82,22,30,128
Colgate,Andrew Kerr [995],,21,41,91,87,27,22,92,128
Duke,Wallace Wade [1902],,3,41,27,87,1,22,29,128
Brigham Young,Ott Romney [1581],,77,41,87,87,43,22,123,128
Washington,James Phelan [1460],,17,41,44,87,60,22,13,128
Illinois,Robert Zuppke [2053],,20,41,104,87,85,22,39,128
Arizona State,Rudy Lavik [1074],,65,41,58,87,51,22,91,128
Northern Colorado,J.W. Hancock [764],,78,41,95,87,85,22,22,128
Princeton,Fritz Crisler [391],,8,41,53,87,38,22,37,128
Saint Mary's (CA),Slip Madigan [1139],,51,41,19,87,21,22,58,128
Carnegie Mellon,Howard Harpster [786],,40,41,31,87,67,22,87,128
Marquette,Frank Murray [1335],,25,41,17,87,18,22,59,128
Arizona,Tex Oliver [1404],,36,41,47,87,38,22,49,128
Kentucky,C.A. Wynne [2031],,107,41,76,87,51,22,56,128
Georgia,Harry Mehre [1247],,66,41,39,87,43,22,70,128
Utah,Ike Armstrong [48],,57,41,32,87,34,22,18,128
Nebraska,Dana Bible [132],,16,41,41,87,60,22,47,128
Northern Arizona,Mark McIntosh [1213],,64,41,89,87,47,22,19,128
Syracuse,Vic Hanson [769],,70,41,0,87,116,22,82,128
Army,Gar Davidson [439],,22,41,85,87,51,22,14,128
South Carolina,Don McCallister [1180],,109,41,56,87,97,22,80,128
Baylor,Morley Jennings [942],,94,41,49,87,31,22,15,128
Colorado Mines,Wilbur White [1965],,88,41,0,87,121,22,74,128
Florida,Josh Cody [328],,110,41,90,87,100,22,78,128
Alabama,Frank Thomas [1827],,1,41,28,87,1,22,1,128
Wofford,Jules Carson [272],,119,41,0,87,121,22,73,128
Tulsa,Vic Hurt [907],,93,41,88,87,13,22,12,128
Oregon State,Lon Stiner [1758],,126,41,61,87,97,22,121,128
Texas Tech,Pete Cawthon [286],,62,41,6,87,125,22,6,128
Miami (FL),Irl Tubbs [1866],,72,41,54,87,100,22,17,128
Navy,Thomas Hamilton [759],,9,41,25,87,43,22,26,128
Presbyterian,Walter Johnson [955],,115,41,106,87,110,22,128,128
Maryland,Frank Dobson [490],,111,41,84,87,110,22,25,128
Montana State,Jack Croft [393],,85,41,109,87,104,22,101,128
New Mexico State,Gerald Hines [849],,46,41,65,87,43,22,16,128
West Virginia,Trusty Tallman [1806],,80,41,110,87,110,22,118,128
George Washington,James Pixlee [1472],,47,41,42,87,1,22,5,128
Idaho,Ted Bank [72],,129,41,93,87,104,22,122,128
Virginia,Gus Tebell [1818],,118,41,0,87,125,22,127,128
Duquesne,Duquesne_UNKNOWN_COACH,,10,41,5,87,16,22,33,128
Texas,Jack Chevigny [297],,104,41,29,87,60,22,84,128
Western State,Paul Wright [2027],,87,41,0,87,116,22,97,128
Texas-El Paso,Mack Saxon [1626],,45,41,75,87,1,22,32,128
Northwestern,Pappy Waldorf [1908],,13,41,14,87,51,22,31,128
Southern California,Howard Jones [962],,19,41,80,87,82,22,28,128
Oklahoma State,Ted Cox [376],,96,41,114,87,128,22,111,128
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,108,41,73,87,94,22,35,128
Washington State,O.E. Hollingbery [864],,122,41,51,87,67,22,38,128
Harvard,Harvard_UNKNOWN_COACH,,23,41,111,87,56,22,112,128
Auburn,Jack Meagher [1243],,35,41,8,87,10,22,42,128
Villanova,Villanova_UNKNOWN_COACH,,83,41,15,87,24,22,40,128
North Carolina State,Hunk Anderson [37],,98,41,71,87,60,22,114,128
Michigan,Harry Kipke [1020],,27,41,99,87,88,22,124,128
Louisiana State,Bernie Moore [1298],,33,41,7,87,9,22,34,128
Colorado,Bunny Oakes [1392],,56,41,48,87,78,22,27,128
Pennsylvania,Harvey Harman [780],,7,41,36,87,34,22,4,128
Arkansas,Fred Thomsen [1835],,84,41,13,87,10,22,51,128
Tulane,Red Dawson [449],,67,41,26,87,10,22,46,128
Holy Cross,Holy Cross_UNKNOWN_COACH,,4,41,12,87,24,22,57,128
Southern Methodist,Madison Bell [109],,97,41,57,87,34,22,113,128
Rice,Jimmy Kitts [1025],,102,41,30,87,38,22,93,128
Stanford,Tiny Thornhill [1837],,125,41,83,87,94,22,90,128
Columbia,Lou Little [1107],,28,41,81,87,92,22,53,128
Loyola (LA),Loyola (LA)_UNKNOWN_COACH,,37,41,0,87,27,22,95,128
Chicago,Clark Shaughnessy [1659],,100,41,116,87,88,22,115,128
Richmond,Glenn Thistlethwaite [1826],,120,41,0,87,125,22,125,128
Iowa,Ossie Solem [1720],,41,41,37,87,72,22,85,128
Brown,DeOrmond McLaughry [1223],,24,41,118,87,60,22,110,128
Michigan State,Charlie Bachman [56],,26,41,43,87,21,22,45,128
Georgia Tech,William Alexander [15],,106,41,74,87,47,22,24,128
Loyola Marymount,Tom Lieb [1100],,61,41,21,87,121,22,98,128
Saint Louis,Saint Louis_UNKNOWN_COACH,,31,41,92,87,72,22,64,128
Indiana,Bo McMillin [1231],,18,41,69,87,67,22,62,128
Texas Christian,Dutch Meyer [1257],,92,41,1,87,1,22,66,128
Notre Dame,Elmer Layden [1077],,12,41,11,87,47,22,65,128
Pittsburgh,Jock Sutherland [1792],,11,41,10,87,18,22,61,128
Minnesota,Bernie Bierman [137],,15,41,22,87,56,22,68,128
Centenary (LA),Curtis Player [1474],,71,41,24,87,27,22,100,128
Citadel,Tatum Gressette [730],,114,41,102,87,104,22,108,128
Ohio State,Francis Schmidt [1638],,14,41,46,87,56,22,72,128
Montana,Doug Fessenden [615],,127,41,64,87,100,22,71,128
Bucknell,Hook Mylin [1343],,82,41,38,87,110,22,120,128
Mississippi State,Ralph Sasse [1620],,34,41,45,87,18,22,67,128
Manhattan,Manhattan_UNKNOWN_COACH,,95,41,60,87,34,22,119,128
Oklahoma,Biff Jones [958],,60,41,79,87,72,22,9,128
Davidson,Gene McEver [1204],,54,41,70,87,51,22,8,128
