Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,97,65,59,106,49,40,64,161
Wake Forest,Bill Dooley [507],,51,65,87,106,74,40,98,161
New Mexico,Mike Sheppard [1673],,90,65,38,106,99,40,80,161
Southern Mississippi,Curley Hallman [757],,53,65,6,106,61,40,74,161
California,Bruce Snyder [1717],,99,65,45,106,51,40,68,161
Cincinnati,Tim Murphy [1333],,58,65,97,106,74,40,99,161
Tennessee,Johnny Majors [1142],,1,65,7,106,8,40,30,161
Memphis,Chuck Stobart [1760],,60,65,94,106,71,40,87,161
Mississippi,Billy Brewer [181],,22,65,40,106,13,40,19,161
Purdue,Fred Akers [10],,31,65,84,106,63,40,70,161
Clemson,Danny Ford [640],,27,65,3,106,1,40,46,161
Virginia Tech,Frank Beamer [102],,32,65,30,106,16,40,7,161
Temple,Jerry Berndt [121],,78,65,98,106,78,40,96,161
Wyoming,Paul Roach [1553],,86,65,48,106,85,40,83,161
Kansas State,Bill Snyder [1716],,66,65,0,106,92,40,59,161
Kansas,Glen Mason [1163],,56,65,89,106,85,40,81,161
Penn State,Joe Paterno [1433],,16,65,22,106,16,40,29,161
Long Beach State,Larry Reisbig [1533],,105,65,93,106,105,40,76,161
Northern Illinois,Jerry Pettibone [1457],,25,65,47,106,55,40,10,161
Cal State Fullerton,Gene Murphy [1331],,91,65,79,106,92,40,55,161
Louisville,Howard Schnellenberger [1639],,55,65,74,106,63,40,32,161
Missouri,Bob Stull [1785],,65,65,80,106,89,40,69,161
East Carolina,Bill Lewis [1096],,54,65,58,106,63,40,93,161
Oregon,Rich Brooks [195],,95,65,34,106,31,40,9,161
Miami (OH),Tim Rose [1588],,76,65,85,106,78,40,88,161
Pacific,Walt Harris [789],,104,65,95,106,104,40,63,161
Bowling Green State,Moe Ankney [42],,71,65,63,106,82,40,58,161
Vanderbilt,Watson Brown [209],,61,65,99,106,74,40,82,161
Wisconsin,Don Morton [1313],,47,65,82,106,63,40,97,161
Akron,Gerry Faust [600],,10,65,55,106,19,40,6,161
Colorado State,Earle Bruce [212],,87,65,50,106,89,40,57,161
Duke,Steve Spurrier [1728],,23,65,9,106,36,40,18,161
Brigham Young,LaVell Edwards [550],,84,65,31,106,28,40,17,161
Washington,Don James [928],,93,65,24,106,42,40,5,161
Louisiana-Lafayette,Nelson Stokley [1763],,52,65,27,106,58,40,15,161
