Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,48,75,11,130,1,50,24,177
Wake Forest,Al Groh [737],,104,75,106,130,45,50,80,177
New Mexico,Joe Lee Dunn [535],,97,75,90,130,59,50,87,177
West Texas A&M,West Texas A&M_UNKNOWN_COACH,,17,75,76,130,64,50,5,177
Southern Mississippi,Jim Carmody [267],,33,75,87,130,59,50,29,177
California,Joe Kapp [973],,92,75,49,130,84,50,91,177
Indiana State,Indiana State_UNKNOWN_COACH,,69,75,86,130,92,50,59,177
Cincinnati,Dave Currey [420],,37,75,73,130,88,50,107,177
Tennessee,Johnny Majors [1142],,3,75,3,130,5,50,50,177
Memphis,Rey Dempsey [459],,39,75,100,130,80,50,76,177
Mississippi,Billy Brewer [181],,29,75,95,130,31,50,74,177
Clemson,Danny Ford [640],,54,75,35,130,35,50,13,177
Purdue,Leon Burtnett [227],,71,75,41,130,66,50,64,177
Virginia Tech,Bill Dooley [507],,38,75,45,130,45,50,19,177
Temple,Bruce Arians [47],,73,75,96,130,84,50,56,177
Drake,Drake_UNKNOWN_COACH,,55,75,78,130,101,50,100,177
Kansas State,Jim Dickey [477],Lee Moon [1296],66,75,108,130,101,50,101,177
Wyoming,Al Kincaid [1008],,98,75,65,130,71,50,63,177
Kansas,Mike Gottfried [713],,65,75,71,130,45,50,78,177
Penn State,Joe Paterno [1433],,9,75,8,130,12,50,11,177
Long Beach State,Mike Sheppard [1673],,90,75,67,130,76,50,23,177
Northern Illinois,Jerry Pettibone [1457],,83,75,81,130,76,50,93,177
Cal State Fullerton,Gene Murphy [1331],,77,75,79,130,97,50,48,177
Louisville,Howard Schnellenberger [1639],,47,75,0,130,92,50,68,177
Missouri,Woody Widenhofer [1974],,84,75,99,130,105,50,92,177
East Carolina,Art Baker [65],,75,75,102,130,92,50,66,177
Oregon,Rich Brooks [195],,86,75,57,130,45,50,86,177
Miami (OH),Tim Rose [1588],,4,75,48,130,27,50,39,177
Pacific,Bob Cope [358],,94,75,94,130,101,50,58,177
Bowling Green State,Dennis Stolz [1765],,2,75,33,130,5,50,10,177
Vanderbilt,George MacIntyre [1132],,67,75,98,130,51,50,54,177
Wisconsin,Dave McClain [1187],,59,75,26,130,70,50,85,177
Colorado State,Leon Fuller [662],,96,75,55,130,40,50,57,177
Duke,Steve Sloan [1695],,101,75,68,130,68,50,82,177
Brigham Young,LaVell Edwards [550],,76,75,15,130,12,50,8,177
Washington,Don James [928],,82,75,16,130,35,50,6,177
Louisiana-Lafayette,Sam Robertson [1559],,41,75,88,130,88,50,97,177
Illinois,Mike White [1964],,58,75,21,130,68,50,28,177
Arizona State,John Cooper [355],,52,75,25,130,33,50,18,177
Rutgers,Dick Anderson [32],,74,75,109,130,88,50,69,177
Kent State,Dick Scesniak [1630],,110,75,85,130,101,50,95,177
Arizona,Larry Smith [1706],,56,75,32,130,40,50,31,177
Kentucky,Jerry Claiborne [311],,35,75,64,130,55,50,104,177
Air Force,Fisher DeBerry [452],,18,75,24,130,14,50,27,177
Georgia,Vince Dooley [509],,27,75,2,130,23,50,20,177
Utah,Jim Fassel [596],,78,75,51,130,45,50,4,177
Nebraska,Tom Osborne [1408],,13,75,29,130,23,50,37,177
Fresno State,Jim Sweeney [1799],,1,75,23,130,1,50,1,177
Syracuse,Dick MacPherson [1137],,36,75,56,130,59,50,45,177
Army,Jim Young [2038],,30,75,50,130,76,50,43,177
South Carolina,Joe Morrison [1309],,72,75,82,130,66,50,102,177
Wichita State,Ron Chismar [300],,53,75,83,130,97,50,96,177
Baylor,Grant Teaff [1816],,28,75,17,130,25,50,38,177
Eastern Michigan,Jim Harkema [777],,106,75,91,130,84,50,62,177
Florida State,Bobby Bowden [166],,19,75,30,130,20,50,47,177
Southern Illinois,Ray Door [511],,62,75,60,130,105,50,60,177
Florida,Galen Hall [754],,6,75,1,130,1,50,51,177
Alabama,Ray Perkins [1449],,10,75,4,130,14,50,49,177
Oregon State,Dave Kragthorpe [1041],,91,75,47,130,80,50,99,177
Tulsa,Don Morton [1313],,42,75,40,130,59,50,46,177
Texas Tech,Jerry Moore [1300],,44,75,80,130,57,50,84,177
Nevada-Las Vegas,Harvey Hyde [913],,61,75,74,130,92,50,52,177
Miami (FL),Jimmy Johnson [952],,7,75,5,130,8,50,36,177
San Jose State,Claude Gilbert [689],,93,75,104,130,108,50,53,177
Navy,Gary Tranquill [1858],,85,75,38,130,73,50,55,177
Maryland,Bobby Ross [1589],,11,75,28,130,14,50,9,177
New Mexico State,Fred Zechman [2049],,99,75,101,130,109,50,83,177
Ohio,Cleve Bryant [216],,109,75,97,130,97,50,61,177
Boston College,Jack Bicknell [134],,40,75,89,130,80,50,88,177
West Virginia,Don Nehlen [1352],,16,75,53,130,40,50,7,177
San Diego State,Doug Scovil [1648],,88,75,59,130,73,50,98,177
Virginia,George Welsh [1954],,87,75,19,130,37,50,40,177
Texas,Fred Akers [10],,24,75,20,130,18,50,3,177
Ball State,Paul Schudel [1641],,107,75,72,130,88,50,89,177
Texas-El Paso,Bill Yung [2046],,100,75,36,130,110,50,79,177
Northwestern,Dennis Green [724],,80,75,66,130,73,50,90,177
Southern California,Ted Tollner [1852],,57,75,18,130,37,50,35,177
Oklahoma State,Pat Jones [966],,21,75,27,130,25,50,16,177
Washington State,Jim Walden [1906],,79,75,42,130,51,50,110,177
Auburn,Pat Dye [540],,23,75,6,130,18,50,22,177
Michigan,Bo Schembechler [1631],,12,75,14,130,8,50,25,177
North Carolina State,Tom Reed [1522],,103,75,52,130,97,50,103,177
Louisiana State,Bill Arnsparger [49],,15,75,44,130,27,50,21,177
Colorado,Bill McCartney [1183],,63,75,37,130,37,50,15,177
Arkansas,Ken Hatfield [803],,25,75,22,130,20,50,17,177
Tulane,Mack Brown [204],,46,75,105,130,84,50,71,177
Southern Methodist,Bobby Collins [341],,31,75,39,130,45,50,32,177
Rice,Watson Brown [209],,34,75,103,130,55,50,72,177
Illinois State,Illinois State_UNKNOWN_COACH,,14,75,84,130,1,50,30,177
Stanford,Jack Elway [563],,89,75,46,130,76,50,73,177
Western Michigan,Jack Harbaugh [770],,105,75,77,130,80,50,94,177
Toledo,Dan Simrell [1692],,108,75,63,130,92,50,70,177
Iowa,Hayden Fry [657],,49,75,9,130,5,50,26,177
Michigan State,George Perles [1450],,50,75,31,130,31,50,14,177
Georgia Tech,Bill Curry [421],,26,75,10,130,20,50,2,177
Indiana,Bill Mallory [1144],,68,75,75,130,71,50,109,177
Texas Christian,Jim Wacker [1900],,45,75,107,130,59,50,108,177
Notre Dame,Gerry Faust [600],,20,75,34,130,29,50,75,177
Central Michigan,Herb Deromedi [464],,5,75,61,130,29,50,42,177
