Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Syracuse,Syracuse_UNKNOWN_COACH,,46,2,0,17,45,2,56,36
Virginia Medical,Virginia Medical_UNKNOWN_COACH,,70,2,0,17,57,2,74,36
Army,Charles Daly [430],,12,2,11,17,9,2,13,36
South Carolina,N.B. Edgerton [545],,67,2,37,17,57,2,28,36
Wake Forest,Frank Thompson [1829],,76,2,0,17,70,2,62,36
West Virginia Wesleyan,Felton [606],McIntyre [1214],42,2,25,17,27,2,33,36
Lafayette,George McCaa [1179],,50,2,0,17,45,2,54,36
Colorado Mines,Harry Buckingham [217],Erle Kristler [1044],25,2,24,17,57,2,31,36
Baylor,Norman Payne [1438],,77,2,0,17,75,2,48,36
Washington & Lee,H.L. Dowd [515],,53,2,21,17,27,2,16,36
Dartmouth,Frank Cavanaugh [285],,43,2,29,17,27,2,9,36
Lehigh,Tom Keady [977],,40,2,0,17,35,2,58,36
Alabama,Tubby Graves [723],,65,2,35,17,35,2,27,36
Florida,G.E. Pyle [1501],,68,2,0,17,63,2,66,36
Sewanee,Harris Cope [359],,63,2,39,17,27,2,53,36
Tennessee,Zora Clevenger [321],,69,2,56,17,45,2,67,36
Navy,Navy_UNKNOWN_COACH,,15,2,19,17,20,2,30,36
Carlisle,Pop Warner [1926],,39,2,7,17,20,2,21,36
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,75,2,0,17,70,2,77,36
Colorado College,C.J. Rothget [1592],,34,2,0,17,70,2,23,36
West Virginia,West Virginia_UNKNOWN_COACH,,55,2,0,17,35,2,71,36
Washington & Jefferson,Bob Folwell [638],,1,2,9,17,1,2,1,36
Virginia,W. Warren [1930],,59,2,2,17,1,2,15,36
Yale,Howard Jones [962],,16,2,44,17,27,2,37,36
Mississippi,Mississippi_UNKNOWN_COACH,,56,2,42,17,45,2,35,36
Texas,Dave Allerdice [21],,9,2,15,17,9,2,34,36
Purdue,Andy Smith [1697],,11,2,52,17,9,2,40,36
Clemson,Bob Williams [1982],,66,2,34,17,45,2,22,36
Virginia Tech,Branch Bocock [158],,54,2,32,17,35,2,32,36
Drake,John Griffith [733],,28,2,55,17,57,2,55,36
Wyoming,Ralph Thacker [1823],,37,2,0,17,77,2,44,36
Kansas State,Guy Lowman [1123],,27,2,54,17,57,2,52,36
Northwestern,Dennis Grady [716],,35,2,0,17,45,2,47,36
Kansas,Arthur Mosse [1320],,26,2,38,17,45,2,11,36
Virginia Military Institute,Henry Poaque [1475],,51,2,8,17,9,2,18,36
Harvard,Percy Haughton [805],,3,2,23,17,1,2,4,36
Auburn,Mike Donahue [500],,6,2,4,17,1,2,6,36
Penn State,Bill Hollenback [860],,48,2,0,17,45,2,70,36
North Carolina State,North Carolina State_UNKNOWN_COACH,,52,2,10,17,20,2,14,36
Michigan,Fielding Yost [2036],,5,2,27,17,1,2,5,36
Louisiana State,Pat Dwyer [538],,18,2,33,17,9,2,24,36
Pennsylvania,George Brooke [193],,44,2,49,17,35,2,25,36
Colorado,Fred Folsom [637],,24,2,14,17,45,2,19,36
Tulane,A.C. Hoffman [854],,72,2,50,17,63,2,73,36
Arkansas,E.T. Pickering [1463],,57,2,48,17,57,2,29,36
Cornell,Cornell_UNKNOWN_COACH,,41,2,28,17,27,2,57,36
Missouri,Missouri_UNKNOWN_COACH,,20,2,16,17,27,2,26,36
Mercer,Mercer_UNKNOWN_COACH,,71,2,0,17,70,2,69,36
Chicago,Amos Alonzo Stagg [1730],,4,2,6,17,1,2,2,36
Iowa,Jesse Hawley [808],,8,2,43,17,9,2,38,36
Brown,Edward Robinson [1561],,47,2,0,17,45,2,75,36
Georgia Tech,John Heisman [821],,62,2,26,17,20,2,36,36
Indiana,James Sheldon [1669],,23,2,46,17,27,2,76,36
Notre Dame,Jesse Harper [783],,2,2,1,17,1,2,3,36
Georgetown,Frank Gargan [675],,58,2,3,17,35,2,60,36
Vanderbilt,Dan McGugin [1210],,60,2,41,17,9,2,68,36
Pittsburgh,Joseph Duff [528],,38,2,5,17,9,2,42,36
Wisconsin,William Juneau [972],,13,2,53,17,20,2,61,36
Colorado State,Harry Hughes [900],,29,2,51,17,63,2,20,36
Colgate,Laurence Bankart [73],,14,2,40,17,20,2,43,36
Minnesota,Henry Williams [1985],,10,2,20,17,9,2,41,36
Illinois,Robert Zuppke [2053],,19,2,13,17,20,2,39,36
Citadel,George Rogers [1576],,73,2,0,17,70,2,63,36
Ohio State,John Wilce [1977],,33,2,58,17,35,2,72,36
Bucknell,By Dickson [479],,49,2,18,17,45,2,45,36
Mississippi State,William Chadwick [291],,17,2,30,17,9,2,10,36
Oklahoma,Bennie Owen [1412],,22,2,12,17,35,2,46,36
Princeton,W. Gresham Andrews [40],,45,2,31,17,35,2,12,36
Davidson,W.T. Cook [351],,74,2,0,17,63,2,50,36
North Carolina,T.C. Trenchard [1861],,64,2,36,17,45,2,8,36
Denver,Denver_UNKNOWN_COACH,,36,2,57,17,75,2,65,36
Iowa State,Homer Hubbard [893],,21,2,47,17,35,2,49,36
Georgia,W.A. Cunningham [416],,61,2,22,17,9,2,17,36
Utah,Fred Bennion [119],,30,2,45,17,63,2,64,36
Washington (MO),W.P. Edmunds [546],,31,2,0,17,63,2,51,36
Nebraska,Jumbo Stiehm [1755],,7,2,17,17,1,2,7,36
Texas A&M,Charley Moran [1303],,32,2,59,17,63,2,59,36
