Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Syracuse,Syracuse_UNKNOWN_COACH,,10,1,7,4,14,1,24,6
Lafayette,L.A. Cobbett [323],,45,1,0,4,43,1,46,6
Baylor,Bubs Mosley [1317],,44,1,0,4,36,1,45,6
Dartmouth,Dartmouth_UNKNOWN_COACH,,36,1,0,4,36,1,37,6
Lehigh,Tom Keady [977],,27,1,0,4,36,1,20,6
California,Andy Smith [1697],,3,1,9,4,1,1,1,6
Oregon State,Bill Hargiss [776],,15,1,0,4,28,1,29,6
Navy,Gilmour Dobie [489],,30,1,0,4,14,1,40,6
Maryland,Curley Byrd [231],,1,1,0,4,1,1,2,6
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,24,1,0,4,28,1,43,6
Clemson,Edward Donahue [499],,37,1,0,4,28,1,22,6
Purdue,Butch Scanlon [1628],,46,1,15,4,48,1,25,6
Texas,William Juneau [972],,13,1,2,4,1,1,4,6
Virginia Tech,Charles Bernier [122],,16,1,0,4,1,1,5,6
Drake,Mark Banks [75],,23,1,0,4,14,1,42,6
Kansas State,Zora Clevenger [321],,8,1,0,4,1,1,3,6
Northwestern,Fred Murphy [1330],,34,1,24,4,36,1,34,6
Oklahoma State,Earl Pritchard [1495],,39,1,0,4,14,1,35,6
Auburn,Mike Donahue [500],,35,1,0,4,28,1,44,6
Furman,Furman_UNKNOWN_COACH,,40,1,0,4,36,1,33,6
Michigan,Fielding Yost [2036],,5,1,4,4,1,1,6,6
Colorado,Joe Mills [1280],,32,1,0,4,14,1,32,6
Pennsylvania,Pennsylvania_UNKNOWN_COACH,,33,1,19,4,14,1,21,6
Arkansas,Norman Paine [1421],,18,1,0,4,14,1,49,6
Southern Methodist,J. Rix [1552],,43,1,23,4,28,1,41,6
Rice,John Anderson [38],,21,1,20,4,14,1,38,6
Chicago,Amos Alonzo Stagg [1730],,47,1,0,4,49,1,39,6
Iowa,Howard Jones [962],,29,1,5,4,28,1,26,6
Brown,Edward Robinson [1561],,20,1,22,4,28,1,27,6
Michigan State,George Gauthier [679],,48,1,10,4,45,1,31,6
Georgia Tech,John Heisman [821],,26,1,8,4,14,1,28,6
Oregon,Shy Huntington [905],,12,1,0,4,14,1,19,6
Mare Island Marines,Mare Island Marines_UNKNOWN_COACH,,9,1,0,4,14,1,47,6
Texas Christian,E.M. Tipton [1845],,14,1,0,4,14,1,14,6
Notre Dame,Knute Rockne [1568],,49,1,17,4,47,1,16,6
Vanderbilt,Ray Morrison [1310],,11,1,21,4,1,1,11,6
Pittsburgh,Pop Warner [1926],,25,1,3,4,1,1,13,6
Great Lakes Navy,Great Lakes Navy_UNKNOWN_COACH,,2,1,1,4,1,1,12,6
Wisconsin,Guy Lowman [1123],,38,1,14,4,43,1,15,6
Minnesota,Henry Williams [1985],,31,1,13,4,36,1,18,6
Illinois,Robert Zuppke [2053],,17,1,6,4,14,1,17,6
Ohio State,John Wilce [1977],,42,1,0,4,45,1,36,6
Rutgers,George Sanford [1615],,19,1,12,4,28,1,48,6
Mississippi State,Sid Robinson [1566],,4,1,0,4,1,1,7,6
Oklahoma,Bennie Owen [1412],,7,1,0,4,1,1,10,6
Denver,John Fike [620],,28,1,16,4,1,1,8,6
Washington (MO),R.B. Rutherford [1605],,6,1,11,4,1,1,9,6
Nebraska,William Kline [1027],,41,1,25,4,36,1,30,6
Texas A&M,Tubby Graves [723],,22,1,18,4,14,1,23,6
