Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Bob Toledo [1849],,17,68,7,130,22,46,8,189
Wake Forest,Jim Caldwell [239],,29,68,93,130,90,46,99,189
New Mexico,Rocky Long [1116],,110,68,104,130,105,46,56,189
Southern Mississippi,Jeff Bower [169],,43,68,63,130,59,46,43,189
California,Tom Holmoe [870],,49,68,43,130,46,46,74,189
Cincinnati,Rick Minter [1283],,87,68,99,130,81,46,78,189
Tennessee,Phillip Fulmer [664],,2,68,1,130,1,46,1,189
Memphis,Rip Scherer [1633],,83,68,100,130,79,46,63,189
Mississippi,David Cutcliffe [426],Tommy Tuberville [1867],82,68,56,130,22,46,28,189
Clemson,Tommy West [1955],,34,68,102,130,94,46,75,189
Purdue,Joe Tiller [1840],,52,68,13,130,30,46,17,189
Virginia Tech,Frank Beamer [102],,31,68,20,130,16,46,53,189
Temple,Bobby Wallace [1915],,79,68,51,130,107,46,103,189
Alabama-Birmingham,Watson Brown [209],,95,68,108,130,90,46,101,189
Wyoming,Dana Dimel [484],,19,68,34,130,13,46,42,189
Kansas State,Bill Snyder [1716],,20,68,18,130,32,46,6,189
Kansas,Terry Allen [20],,69,68,66,130,64,46,84,189
Penn State,Joe Paterno [1433],,14,68,16,130,19,46,24,189
Northern Illinois,Joe Novak [1376],,100,68,90,130,86,46,112,189
Boise State,Dirk Koetter [1036],,99,68,84,130,70,46,110,189
Louisville,John Smith [1705],,45,68,65,130,73,46,26,189
Missouri,Larry Smith [1706],,23,68,31,130,38,46,5,189
East Carolina,Steve Logan [1113],,46,68,82,130,77,46,20,189
Oregon,Mike Bellotti [113],,25,68,27,130,26,46,7,189
Miami (OH),Randy Walker [1913],,13,68,38,130,6,46,9,189
Bowling Green State,Gary Blackney [147],,75,68,22,130,83,46,83,189
Marshall,Bob Pruett [1498],,12,68,24,130,1,46,55,189
Vanderbilt,Woody Widenhofer [1974],,92,68,101,130,83,46,89,189
Wisconsin,Barry Alvarez [25],,10,68,8,130,16,46,54,189
Akron,Lee Owens [1415],,78,68,85,130,105,46,86,189
Colorado State,Sonny Lubick [1124],,27,68,26,130,43,46,49,189
Duke,Fred Goldsmith [706],,39,68,95,130,86,46,87,189
Brigham Young,LaVell Edwards [550],,41,68,59,130,40,46,32,189
Washington,Jim Lambright [1061],,26,68,53,130,38,46,12,189
Illinois,Ron Turner [1869],,71,68,94,130,74,46,65,189
Louisiana-Lafayette,Nelson Stokley [1763],,96,68,107,130,94,46,82,189
Arizona State,Bruce Snyder [1717],,55,68,62,130,43,46,92,189
Kent State,Dean Pees [1443],,104,68,0,130,111,46,80,189
Rutgers,Terry Shea [1665],,36,68,83,130,43,46,107,189
Arizona,Dick Tomey [1853],,16,68,28,130,25,46,31,189
Kentucky,Hal Mumme [1326],,15,68,60,130,22,46,25,189
Air Force,Fisher DeBerry [452],,3,68,25,130,1,46,23,189
Utah,Ron McBride [1178],,44,68,71,130,72,46,37,189
Georgia,Jim Donnan [504],,8,68,30,130,11,46,35,189
Nebraska,Frank Solich [1721],,22,68,35,130,36,46,27,189
Fresno State,Pat Hill [847],,107,68,76,130,94,46,72,189
Syracuse,Paul Pasqualoni [1432],,30,68,6,130,11,46,11,189
Army,Bob Sutton [1794],,47,68,92,130,74,46,111,189
South Carolina,Brad Scott [1645],,93,68,109,130,99,46,93,189
Baylor,Dave Roberts [1556],,60,68,47,130,62,46,68,189
Eastern Michigan,Rick Rasnick [1516],,102,68,81,130,107,46,104,189
Florida State,Bobby Bowden [166],,5,68,3,130,6,46,46,189
