Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Bill Barnes [82],,33,92,32,128,35,61,33,150
Wake Forest,Billy Hildebrand [844],,104,92,51,128,45,61,73,150
William & Mary,Milt Drewer [521],,112,92,95,128,97,61,108,150
New Mexico,Bill Weeks [1946],,13,92,53,128,15,61,10,150
Dartmouth,Bob Blackman [146],,20,92,80,128,72,61,48,150
West Texas A&M,Joe Kerbel [992],,54,92,16,128,99,61,36,150
California,Marv Levy [1093],,70,92,93,128,90,61,86,150
Cincinnati,Charles Studley [1783],,95,92,73,128,93,61,109,150
Tennessee,Bowden Wyatt [2029],,84,92,41,128,50,61,18,150
Memphis,Billy Murphy [1329],,89,92,77,128,101,61,59,150
Detroit Mercy,Jim Miller [1273],,59,92,48,128,66,61,21,150
Yale,Jordan Olivar [1402],,31,92,100,128,77,61,81,150
Mississippi,John Vaught [1889],,9,92,18,128,10,61,13,150
Clemson,Frank Howard [888],,105,92,36,128,46,61,58,150
Purdue,Jack Mollenkopf [1289],,25,92,24,128,26,61,11,150
Virginia Tech,Jerry Claiborne [311],,111,92,71,128,64,61,92,150
Wyoming,Bob Devaney [468],,5,92,44,128,10,61,40,150
Kansas State,Doug Weaver [1942],,44,92,103,128,82,61,82,150
Kansas,Jack Mitchell [1285],,16,92,22,128,41,61,32,150
Penn State,Rip Engle [567],,65,92,14,128,10,61,8,150
Furman,Robert King [1016],,107,92,75,128,99,61,30,150
Cornell,Tom Harp [782],,37,92,86,128,79,61,79,150
Missouri,Dan Devine [469],,15,92,9,128,1,61,62,150
Oregon,Len Casanova [275],,74,92,57,128,31,61,93,150
Miami (OH),Miami (OH)_UNKNOWN_COACH,,28,92,87,128,70,61,61,150
Pacific,John Rohde [1579],,62,92,105,128,104,61,91,150
Vanderbilt,Arthur Guepe [738],,97,92,90,128,54,61,90,150
Wisconsin,Milt Bruhn [213],,27,92,13,128,29,61,57,150
Colorado State,Tuffy Mullison [1325],,80,92,0,128,112,61,102,150
Colgate,Alva Kelley [982],,38,92,59,128,22,61,47,150
Duke,Bill Murray [1334],,47,92,25,128,47,61,19,150
Brigham Young,Hal Mitchell [1284],,78,92,104,128,106,61,87,150
Washington,Jim Owens [1414],,71,92,55,128,33,61,25,150
Illinois,Pete Elliott [558],,50,92,0,128,59,61,84,150
Arizona State,Frank Kush [1054],,29,92,29,128,64,61,16,150
Rutgers,John Bateman [92],,3,92,46,128,1,61,1,150
Princeton,Richard Colman [345],,30,92,60,128,74,61,6,150
Arizona,Jim LaRue [1070],,6,92,21,128,1,61,20,150
Kentucky,Blanton Collier [339],,85,92,61,128,53,61,26,150
Air Force,Ben Martin [1157],,52,92,99,128,86,61,96,150
Georgia,Johnny Griffith [735],,88,92,67,128,38,61,77,150
Utah,Ray Nagel [1345],,19,92,19,128,30,61,44,150
Nebraska,William Jennings [943],,43,92,98,128,79,61,106,150
Hardin-Simmons,Howard McChesney [1186],,92,92,0,128,110,61,75,150
Syracuse,Ben Schwartzwalder [1644],,63,92,31,128,15,61,41,150
Army,Dale Hall [752],,58,92,34,128,56,61,34,150
Wichita State,Hank Foldberg [636],,61,92,37,128,97,61,15,150
South Carolina,Marvin Bass [91],,102,92,40,128,68,61,70,150
Baylor,John Bridgers [186],,22,92,10,128,44,61,50,150
Florida State,Bill Peterson [1453],,86,92,64,128,82,61,14,150
Alabama,Bear Bryant [215],,2,92,7,128,1,61,2,150
Florida,Ray Graves [722],,72,92,76,128,35,61,66,150
Tulsa,Glenn Dobbs [487],,90,92,102,128,106,61,65,150
Oregon State,Tommy Prothro [1497],,69,92,68,128,82,61,101,150
Texas Tech,J. King [1013],,53,92,15,128,43,61,85,150
Miami (FL),Andy Gustafson [741],,64,92,30,128,33,61,55,150
San Jose State,Robert Titchenal [1847],,77,92,52,128,62,61,60,150
Navy,Wayne Hardin [773],,57,92,28,128,15,61,56,150
Maryland,Thomas Nugent [1378],,103,92,23,128,1,61,53,150
New Mexico State,Warren Woodson [2020],,55,92,94,128,101,61,54,150
West Virginia,Gene Corum [365],,98,92,56,128,55,61,89,150
Boston College,Ernest Hefferle [819],,67,92,50,128,72,61,88,150
George Washington,Jim Camp [251],,108,92,78,128,95,61,63,150
Idaho,Skip Stahley [1731],,75,92,82,128,106,61,64,150
Virginia,William Elias [552],,106,92,45,128,66,61,67,150
Texas,Darrell Royal [1597],,8,92,3,128,1,61,23,150
Dayton,Stan Zajdel [2047],,96,92,81,128,95,61,103,150
Texas-El Paso,Ben Collins [340],,56,92,0,128,106,61,68,150
Northwestern,Ara Parseghian [1430],,34,92,65,128,35,61,71,150
Southern California,John McKay [1215],,49,92,88,128,58,61,94,150
Oklahoma State,Cliff Speegle [1726],,42,92,85,128,77,61,100,150
Virginia Military Institute,John McKenna [1220],,109,92,83,128,90,61,42,150
Washington State,Jim Sutherland [1791],,73,92,84,128,86,61,110,150
Harvard,John Yovicsin [2044],,14,92,63,128,26,61,22,150
Auburn,Ralph Jordan [970],,83,92,49,128,22,61,12,150
Villanova,Alex Bell [108],,60,92,42,128,68,61,5,150
Michigan,Bump Elliott [556],,24,92,17,128,22,61,31,150
North Carolina State,Earle Edwards [549],,101,92,70,128,50,61,74,150
Pennsylvania,John Stiegman [1754],,32,92,107,128,82,61,112,150
Colorado,Everett Grandelius [719],,11,92,8,128,31,61,27,150
Louisiana State,Paul Dietzel [483],,7,92,4,128,1,61,37,150
Arkansas,Frank Broyles [211],,10,92,5,128,15,61,35,150
Tulane,Andy Pilney [1466],,82,92,97,128,62,61,97,150
Holy Cross,Edward Anderson [33],,66,92,66,128,70,61,29,150
Southern Methodist,Bill Meek [1246],,51,92,79,128,59,61,76,150
North Texas,Odus Mitchell [1286],,91,92,101,128,104,61,39,150
Rice,Jess Neely [1350],,17,92,1,128,22,61,45,150
Stanford,Jack Curtice [422],,76,92,69,128,59,61,78,150
Columbia,Aldo Donelli [502],,4,92,54,128,10,61,43,150
Richmond,Edwin Merrick [1250],,99,92,74,128,93,61,24,150
Iowa,Jerry Burns [225],,26,92,35,128,28,61,38,150
