Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Karl Dorrell [513],DeWayne Walker [1910],29,122,11,179,25,89,112,210
Middle Tennessee State,Rick Stockstill [1762],,96,122,88,179,101,89,110,210
Wake Forest,Jim Grobe [736],,47,122,42,179,40,89,16,210
New Mexico,Rocky Long [1116],,23,122,58,179,55,89,58,210
Southern Mississippi,Jeff Bower [169],,102,122,79,179,108,89,27,210
California,Jeff Tedford [1819],,33,122,19,179,26,89,15,210
Cincinnati,Brian Kelly [985],,11,122,21,179,6,89,13,210
Troy,Larry Blakeney [150],,65,122,71,179,75,89,7,210
Tennessee,Phillip Fulmer [664],,35,122,6,179,30,89,41,210
Memphis,Tommy West [1955],,99,122,90,179,105,89,25,210
Mississippi,Ed Orgeron [1407],,69,122,109,179,75,89,81,210
Clemson,Tommy Bowden [168],,43,122,40,179,38,89,57,210
Purdue,Joe Tiller [1840],,24,122,73,179,38,89,11,210
Virginia Tech,Frank Beamer [102],,4,122,23,179,12,89,32,210
Temple,Al Golden [704],,115,122,98,179,89,89,94,210
Alabama-Birmingham,Neil Callaway [247],,105,122,117,179,113,89,65,210
Wyoming,Joe Glenn [700],,42,122,63,179,80,89,92,210
Kansas State,Ron Prince [1494],,48,122,48,179,84,89,107,210
Kansas,Mark Mangino [1147],,2,122,27,179,10,89,26,210
Penn State,Joe Paterno [1433],,14,122,49,179,14,89,6,210
Northern Illinois,Joe Novak [1376],,116,122,115,179,101,89,114,210
Buffalo,Turner Gill [692],,95,122,91,179,88,89,118,210
Boise State,Chris Petersen [1452],,31,122,70,179,60,89,47,210
Louisville,Steve Kragthorpe [1042],,71,122,39,179,45,89,78,210
Missouri,Gary Pinkel [1467],,6,122,3,179,9,89,40,210
East Carolina,Skip Holtz [877],,104,122,56,179,14,89,54,210
Oregon,Mike Bellotti [113],,32,122,4,179,27,89,44,210
Miami (OH),Shane Montgomery [1295],,117,122,82,179,75,89,111,210
Bowling Green State,Gregg Brandon [179],,93,122,83,179,80,89,12,210
Vanderbilt,Bobby Johnson [946],,68,122,69,179,71,89,66,210
Marshall,Mark Snyder [1719],,103,122,92,179,110,89,64,210
Wisconsin,Bret Bielema [136],,15,122,45,179,31,89,8,210
South Florida,Jim Leavitt [1083],,34,122,7,179,44,89,29,210
Akron,J.D. Brookhart [194],,118,122,97,179,90,89,109,210
Colorado State,Sonny Lubick [1124],,75,122,100,179,75,89,117,210
Duke,Ted Roof [1583],,83,122,111,179,69,89,70,210
Brigham Young,Bronco Mendenhall [1249],,20,122,31,179,1,89,24,210
Washington,Tyrone Willingham [1991],,30,122,52,179,58,89,88,210
Louisiana-Lafayette,Rickey Bustle [228],,100,122,108,179,97,89,99,210
Illinois,Ron Zook [2052],,9,122,32,179,10,89,35,210
Arizona State,Dennis Erickson [576],,12,122,20,179,20,89,33,210
Florida International,Mario Cristobal [392],,101,122,0,179,113,89,84,210
Florida Atlantic,Howard Schnellenberger [1639],,76,122,77,179,84,89,28,210
Kent State,Doug Martin [1159],,119,122,101,179,105,89,102,210
Rutgers,Greg Schiano [1634],,74,122,38,179,47,89,5,210
Connecticut,Randy Edsall [547],,19,122,29,179,42,89,43,210
Arizona,Mike Stoops [1770],,26,122,37,179,56,89,119,210
Kentucky,Rich Brooks [195],,64,122,8,179,35,89,42,210
Air Force,Troy Calhoun [241],,36,122,53,179,52,89,48,210
Utah,Kyle Whittingham [1969],,22,122,41,179,24,89,39,210
Georgia,Mark Richt [1548],,10,122,9,179,1,89,61,210
Nebraska,Bill Callahan [242],,46,122,59,179,22,89,100,210
Fresno State,Pat Hill [847],,39,122,76,179,61,89,60,210
Syracuse,Greg Robinson [1562],,92,122,84,179,94,89,72,210
Army,Stan Brock [191],,89,122,112,179,63,89,120,210
South Carolina,Steve Spurrier [1728],,63,122,16,179,31,89,73,210
Baylor,Guy Morriss [1311],,59,122,110,179,86,89,71,210
Eastern Michigan,Jeff Genyk [680],,112,122,94,179,97,89,97,210
Florida State,Bobby Bowden [166],,66,122,36,179,68,89,59,210
Alabama,Nick Saban [1608],,67,122,28,179,69,89,62,210
Florida,Urban Meyer [1259],,17,122,14,179,29,89,55,210
Oregon State,Mike Riley [1550],,13,122,17,179,22,89,46,210
Tulsa,Todd Graham [718],,79,122,43,179,47,89,10,210
Texas Tech,Mike Leach [1079],,55,122,15,179,75,89,18,210
Nevada-Las Vegas,Mike Sanford [1616],,52,122,81,179,101,89,95,210
Miami (FL),Randy Shannon [1656],,77,122,68,179,66,89,67,210
San Jose State,Dick Tomey [1853],,49,122,105,179,86,89,93,210
Navy,Paul Johnson [954],Ken Niumatalolo [1368],81,122,54,179,51,89,17,210
Maryland,Ralph Friedgen [654],,72,122,46,179,42,89,68,210
New Mexico State,Hal Mumme [1326],,54,122,106,179,108,89,69,210
