Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,33,100,15,128,8,60,52,174
Wake Forest,Al Groh [737],,48,100,83,128,54,60,82,174
New Mexico,Joe Lee Dunn [535],,71,100,89,128,91,60,69,174
West Texas A&M,West Texas A&M_UNKNOWN_COACH,,102,100,103,128,107,60,97,174
Southern Mississippi,Jim Carmody [267],,60,100,88,128,78,60,93,174
Indiana State,Indiana State_UNKNOWN_COACH,,2,100,76,128,96,60,25,174
California,Joe Kapp [973],,37,100,91,128,78,60,87,174
Cincinnati,Dave Currey [420],,63,100,101,128,83,60,85,174
Tennessee,Johnny Majors [1142],,26,100,38,128,26,60,51,174
Memphis,Rey Dempsey [459],,58,100,67,128,64,60,76,174
Mississippi,Billy Brewer [181],,57,100,77,128,83,60,105,174
Purdue,Leon Burtnett [227],,77,100,29,128,45,60,57,174
Clemson,Danny Ford [640],,45,100,35,128,37,60,49,174
Virginia Tech,Bill Dooley [507],,46,100,54,128,52,60,10,174
Temple,Bruce Arians [47],,18,100,36,128,54,60,8,174
Drake,Drake_UNKNOWN_COACH,,101,100,98,128,106,60,106,174
Kansas State,Jim Dickey [477],,79,100,82,128,74,60,107,174
Wyoming,Al Kincaid [1008],,66,100,65,128,41,60,91,174
Kansas,Mike Gottfried [713],,53,100,31,128,64,60,78,174
Penn State,Joe Paterno [1433],,72,100,2,128,19,60,32,174
Long Beach State,Mike Sheppard [1673],,39,100,93,128,78,60,104,174
Northern Illinois,Lee Corso [364],,107,100,64,128,100,60,72,174
Cal State Fullerton,Gene Murphy [1331],,3,100,60,128,1,60,55,174
Louisville,Bob Weber [1945],,43,100,70,128,98,60,103,174
Missouri,Warren Powers [1486],,78,100,87,128,69,60,66,174
East Carolina,Ed Emory [566],,61,100,0,128,96,60,64,174
Oregon,Rich Brooks [195],,35,100,50,128,33,60,9,174
Miami (OH),Tim Rose [1588],,105,100,80,128,78,60,59,174
Pacific,Bob Cope [358],,40,100,96,128,83,60,99,174
Bowling Green State,Dennis Stolz [1765],,24,100,66,128,69,60,20,174
Vanderbilt,George MacIntyre [1132],,47,100,27,128,54,60,88,174
Wisconsin,Dave McClain [1187],,83,100,42,128,41,60,22,174
Colorado State,Leon Fuller [662],,69,100,74,128,88,60,63,174
Duke,Steve Sloan [1695],,55,100,100,128,64,60,65,174
Brigham Young,LaVell Edwards [550],,1,100,25,128,1,60,1,174
Washington,Don James [928],,5,100,13,128,1,60,16,174
Louisiana-Lafayette,Sam Robertson [1559],,51,100,75,128,69,60,7,174
Illinois,Mike White [1964],,76,100,49,128,37,60,34,174
Arizona State,Darryl Rogers [1574],,34,100,62,128,29,60,71,174
Rutgers,Dick Anderson [32],,17,100,20,128,41,60,30,174
Kent State,Dick Scesniak [1630],,110,100,71,128,103,60,95,174
Arizona,Larry Smith [1706],,28,100,59,128,13,60,17,174
Kentucky,Jerry Claiborne [311],,16,100,23,128,37,60,19,174
Air Force,Fisher DeBerry [452],,68,100,39,128,51,60,38,174
Utah,Chuck Stobart [1760],,67,100,68,128,45,60,67,174
Georgia,Vince Dooley [509],,44,100,26,128,33,60,29,174
Nebraska,Tom Osborne [1408],,7,100,8,128,7,60,12,174
Fresno State,Jim Sweeney [1799],,41,100,81,128,88,60,109,174
Syracuse,Dick MacPherson [1137],,21,100,11,128,48,60,13,174
Army,Jim Young [2038],,19,100,58,128,50,60,50,174
South Carolina,Joe Morrison [1309],,9,100,19,128,11,60,44,174
Wichita State,Ron Chismar [300],,100,100,0,128,105,60,68,174
Baylor,Grant Teaff [1816],,93,100,47,128,29,60,90,174
Eastern Michigan,Jim Harkema [777],,106,100,90,128,100,60,62,174
Florida State,Bobby Bowden [166],,10,100,30,128,26,60,54,174
Southern Illinois,Ray Door [511],,103,100,0,128,108,60,60,174
Florida,Galen Hall [754],Charley Pell [1446],4,100,9,128,24,60,58,174
Alabama,Ray Perkins [1449],,49,100,28,128,59,60,86,174
Tulsa,John Cooper [355],,95,100,57,128,94,60,56,174
Oregon State,Joe Avezzano [54],,36,100,94,128,37,60,84,174
Texas Tech,Jerry Moore [1300],,94,100,72,128,93,60,61,174
Nevada-Las Vegas,Harvey Hyde [913],,11,100,34,128,21,60,53,174
Miami (FL),Jimmy Johnson [952],,42,100,1,128,23,60,43,174
Navy,Gary Tranquill [1858],,74,100,40,128,54,60,101,174
San Jose State,Claude Gilbert [689],,38,100,84,128,74,60,11,174
Maryland,Bobby Ross [1589],,29,100,6,128,21,60,6,174
New Mexico State,Fred Zechman [2049],,88,100,102,128,108,60,100,174
Boston College,Jack Bicknell [134],,13,100,5,128,1,60,15,174
West Virginia,Don Nehlen [1352],,20,100,4,128,45,60,26,174
Ohio,Brian Burke [221],,104,100,79,128,74,60,102,174
San Diego State,Doug Scovil [1648],,65,100,86,128,83,60,98,174
Virginia,George Welsh [1954],,12,100,24,128,41,60,23,174
Texas,Fred Akers [10],,97,100,10,128,16,60,21,174
Ball State,Dwight Wallace [1916],,108,100,85,128,98,60,92,174
Texas-El Paso,Bill Yung [2046],,89,100,99,128,110,60,79,174
Northwestern,Dennis Green [724],,84,100,95,128,59,60,108,174
Southern California,Ted Tollner [1852],,27,100,3,128,11,60,14,174
Oklahoma State,Pat Jones [966],,8,100,21,128,8,60,4,174
Washington State,Jim Walden [1906],,31,100,61,128,29,60,35,174
Auburn,Pat Dye [540],,50,100,18,128,25,60,33,174
Michigan,Bo Schembechler [1631],,82,100,32,128,16,60,31,174
North Carolina State,Tom Reed [1522],,56,100,73,128,69,60,94,174
Louisiana State,Bill Arnsparger [49],,15,100,14,128,8,60,28,174
Colorado,Bill McCartney [1183],,81,100,105,128,78,60,74,174
Arkansas,Ken Hatfield [803],,91,100,37,128,26,60,39,174
Tulane,Wally English [569],,59,100,69,128,88,60,75,174
Southern Methodist,Bobby Collins [341],,14,100,16,128,19,60,37,174
Illinois State,Illinois State_UNKNOWN_COACH,,99,100,92,128,103,60,24,174
Rice,Watson Brown [209],,98,100,0,128,94,60,73,174
Stanford,Jack Elway [563],,32,100,41,128,33,60,77,174
Western Michigan,Jack Harbaugh [770],,109,100,78,128,102,60,96,174
Toledo,Dan Simrell [1692],,22,100,51,128,59,60,36,174
Iowa,Hayden Fry [657],,75,100,22,128,15,60,27,174
Michigan State,George Perles [1450],,80,100,52,128,54,60,18,174
Georgia Tech,Bill Curry [421],,54,100,43,128,29,60,3,174
Indiana,Bill Mallory [1144],,86,100,106,128,69,60,110,174
Texas Christian,Jim Wacker [1900],,90,100,45,128,48,60,46,174
Notre Dame,Gerry Faust [600],,70,100,7,128,52,60,45,174
