Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Red Sanders [1613],,23,59,22,103,18,33,16,130
Wake Forest,Paul Amen [27],,69,59,96,103,84,33,76,130
New Mexico,Dick Clausen [319],,99,59,80,103,105,33,91,130
William & Mary,Jackie Freeman [651],,96,59,0,103,111,33,84,130
Dartmouth,Bob Blackman [146],,91,59,42,103,9,33,37,130
West Texas A&M,Frank Kimbrough [1006],,72,59,68,103,61,33,10,130
California,Pappy Waldorf [1908],,108,59,15,103,68,33,88,130
Cincinnati,George Blackburn [144],,85,59,49,103,61,33,24,130
Tennessee,Bowden Wyatt [2029],,8,59,7,103,1,33,7,130
Detroit Mercy,Wally Fromhart [656],,86,59,86,103,103,33,77,130
Yale,Jordan Olivar [1402],,29,59,28,103,1,33,52,130
Mississippi,John Vaught [1889],,34,59,23,103,27,33,53,130
Purdue,Jack Mollenkopf [1289],,13,59,83,103,61,33,89,130
Clemson,Frank Howard [888],,38,59,43,103,43,33,41,130
Virginia Tech,Frank Moseley [1315],,56,59,61,103,56,33,30,130
Drake,Warren Gaer [668],,103,59,104,103,100,33,101,130
Wyoming,Phil Dickens [472],,2,59,45,103,1,33,1,130
Kansas State,Bernard Mertes [1254],,78,59,93,103,89,33,82,130
Kansas,Chuck Mather [1169],,76,59,88,103,84,33,111,130
Penn State,Rip Engle [567],,17,59,27,103,27,33,18,130
Furman,Homer Hobbs [852],,63,59,78,103,73,33,105,130
Cornell,George James [929],,97,59,91,103,100,33,73,130
Missouri,Don Faurot [599],,47,59,89,103,82,33,96,130
Oregon,Len Casanova [275],,104,59,17,103,38,33,38,130
Pacific,Moose Myers [1342],,54,59,56,103,38,33,49,130
Vanderbilt,Arthur Guepe [738],,50,59,79,103,34,33,64,130
Wisconsin,Milt Bruhn [213],,39,59,0,103,61,33,78,130
Colorado State,Tuffy Mullison [1325],,98,59,98,103,97,33,61,130
Colgate,Hal Lahar [1059],,88,59,24,103,97,33,100,130
Duke,Bill Murray [1334],,45,59,70,103,46,33,14,130
Brigham Young,Harold Kopp [1039],,102,59,101,103,103,33,55,130
Washington,Darrell Royal [1597],,106,59,25,103,21,33,8,130
Illinois,Ray Eliot [553],,48,59,12,103,61,33,62,130
Arizona State,Dan Devine [469],,27,59,30,103,1,33,15,130
Rutgers,John Stiegman [1754],,94,59,106,103,107,33,108,130
Princeton,Charles Caldwell [237],,74,59,39,103,13,33,9,130
Marquette,Johnny Druze [525],,87,59,0,103,107,33,66,130
Arizona,Warren Woodson [2020],,71,59,67,103,56,33,67,130
Kentucky,Blanton Collier [339],,31,59,47,103,29,33,20,130
Utah,Jack Curtice [422],,43,59,65,103,50,33,25,130
Georgia,Wallace Butts [230],,59,59,76,103,61,33,104,130
Nebraska,Pete Elliott [558],,75,59,85,103,79,33,75,130
Hardin-Simmons,Sammy Baugh [98],,53,59,51,103,68,33,95,130
Syracuse,Ben Schwartzwalder [1644],,15,59,14,103,21,33,29,130
Army,Red Blaik [148],,16,59,33,103,25,33,27,130
South Carolina,Warren Giese [688],,44,59,62,103,45,33,6,130
Wichita State,Pete Tillman [1841],,83,59,66,103,89,33,70,130
Baylor,Sam Boyd [171],,7,59,4,103,21,33,44,130
