Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Pepper Rodgers [1572],,94,94,89,147,78,60,97,198
Wake Forest,Cal Stoll [1764],,57,94,50,147,62,60,11,198
Tampa,Tampa_UNKNOWN_COACH,,60,94,78,147,107,60,36,198
New Mexico,Rudy Feldman [604],,23,94,48,147,31,60,14,198
William & Mary,Lou Holtz [876],,84,94,69,147,114,60,123,198
Dartmouth,John Crouthamel [400],,16,94,6,147,1,60,28,198
West Texas A&M,Gene Mayfield [1173],,119,94,121,147,114,60,65,198
Southern Mississippi,P.W. Underwood [1872],,33,94,83,147,65,60,7,198
California,Ray Willsey [1992],,75,94,21,147,37,60,23,198
Cincinnati,Ray Callahan [244],,65,94,45,147,65,60,5,198
Tennessee,Bill Battle [97],,7,94,8,147,16,60,26,198
Chattanooga,Harold Wilkes [1978],,64,94,125,147,125,60,87,198
Memphis,Billy Murphy [1329],,93,94,47,147,62,60,83,198
Yale,Carmen Cozza [377],,26,94,106,147,89,60,79,198
Mississippi,Billy Kinard [1007],,10,94,20,147,21,60,10,198
Purdue,Bob DeMoss [458],,102,94,96,147,65,60,119,198
Clemson,Cecil Ingram [918],,54,94,46,147,58,60,101,198
Virginia Tech,Charles Coffey [330],,59,94,93,147,110,60,99,198
Temple,Wayne Hardin [773],,74,94,108,147,73,60,44,198
Drake,Jack Wallace [1917],,115,94,101,147,110,60,114,198
Kansas State,Vince Gibson [686],,50,94,79,147,45,60,93,198
Wyoming,Fritz Shurmur [1684],,91,94,60,147,40,60,80,198
Kansas,Don Fambrough [592],,49,94,90,147,50,60,90,198
Penn State,Joe Paterno [1433],,8,94,18,147,21,60,18,198
Furman,Robert King [1016],,86,94,118,147,125,60,128,198
Long Beach State,Jim Strangeland [1776],,112,94,35,147,99,60,12,198
Northern Illinois,Jerry Ippoliti [922],,118,94,76,147,73,60,22,198
Cornell,Jack Musick [1337],,17,94,9,147,6,60,43,198
Louisville,Lee Corso [364],,116,94,64,147,105,60,9,198
Missouri,Al Onofrio [1405],,52,94,117,147,52,60,75,198
Texas-Arlington,John Symank [1803],,111,94,123,147,101,60,98,198
East Carolina,Sonny Randle [1515],,88,94,77,147,119,60,104,198
Oregon,Jerry Frei [653],,105,94,23,147,38,60,102,198
Miami (OH),Bill Mallory [1144],,47,94,42,147,11,60,33,198
Pacific,Homer Smith [1704],,126,94,68,147,103,60,126,198
Bowling Green State,Don Nehlen [1352],,124,94,39,147,6,60,27,198
Marshall,Jack Lengyel [1087],,122,94,98,147,114,60,64,198
Vanderbilt,Bill Pace [1417],,56,94,94,147,35,60,62,198
Wisconsin,John Jardine [934],,104,94,81,147,60,60,129,198
Colorado State,Jerry Wampfler [1919],,108,94,102,147,95,60,95,198
Colgate,Neil Wheelwright [1957],,25,94,112,147,84,60,105,198
Duke,Mike McGee [1208],,58,94,17,147,65,60,20,198
Brigham Young,Tommy Hudspeth [896],,100,94,70,147,92,60,113,198
Washington,Jim Owens [1414],,38,94,25,147,16,60,15,198
Illinois,Bob Blackman [146],,43,94,72,147,58,60,120,198
Arizona State,Frank Kush [1054],,13,94,12,147,1,60,41,198
Rutgers,John Bateman [92],,21,94,82,147,42,60,32,198
Kent State,Don James [928],,121,94,109,147,78,60,109,198
Princeton,Jake McCandless [1181],,24,94,58,147,45,60,110,198
Arizona,Bob Weber [1945],,95,94,38,147,81,60,85,198
Kentucky,John Ray [1517],,53,94,97,147,31,60,127,198
Air Force,Ben Martin [1157],,15,94,65,147,39,60,38,198
Utah,Bill Meek [1246],,99,94,99,147,89,60,108,198
Georgia,Vince Dooley [509],,9,94,11,147,16,60,51,198
Nebraska,Bob Devaney [468],,1,94,1,147,1,60,1,198
Fresno State,Darryl Rogers [1574],,127,94,52,147,105,60,48,198
Syracuse,Ben Schwartzwalder [1644],,80,94,51,147,78,60,49,198
Army,Thomas Cahill [236],,34,94,57,147,40,60,6,198
South Carolina,Paul Dietzel [483],,55,94,53,147,60,60,55,198
Wichita State,Bob Seaman [1649],,120,94,119,147,119,60,115,198
Baylor,Bill Beall [101],,70,94,120,147,84,60,61,198
Florida State,Larry Jones [965],,36,94,49,147,45,60,47,198
Alabama,Bear Bryant [215],,3,94,2,147,6,60,37,198
Florida,Doug Dickey [476],,41,94,86,147,27,60,73,198
Tulsa,Claude Gibson [685],,117,94,66,147,107,60,71,198
Oregon State,Dee Andros [41],,96,94,10,147,65,60,70,198
Texas Tech,Jim Carlen [264],,72,94,37,147,56,60,69,198
Miami (FL),Fran Curci [417],,42,94,74,147,81,60,68,198
San Jose State,DeWayne King [1010],,106,94,19,147,65,60,67,198
Navy,Rick Forzano [641],,79,94,67,147,84,60,66,198
Maryland,Roy Lester [1089],,63,94,115,147,119,60,117,198
New Mexico State,Jim Wood [2012],,110,94,87,147,99,60,59,198
Ohio,Bill Hess [834],,71,94,63,147,21,60,58,198
West Virginia,Bobby Bowden [166],,77,94,29,147,71,60,16,198
Boston College,Joseph Yukica [2045],,73,94,31,147,72,60,13,198
San Diego State,Don Coryell [366],,113,94,41,147,101,60,8,198
Idaho,Don Robbins [1554],,18,94,100,147,45,60,4,198
Virginia,Don Lawrence [1075],,62,94,110,147,114,60,72,198
Texas,Darrell Royal [1597],,30,94,36,147,25,60,19,198
Dayton,John McVay [1238],,61,94,62,147,110,60,103,198
Texas-El Paso,Robert Dobbs [488],,109,94,56,147,98,60,76,198
Northwestern,Alex Agase [7],,44,94,44,147,31,60,29,198
Southern California,John McKay [1215],,37,94,15,147,11,60,25,198
Oklahoma State,Floyd Gass [678],,51,94,107,147,49,60,77,198
Virginia Military Institute,Bob Thalman [1824],,87,94,122,147,128,60,78,198
Washington State,Jim Sweeney [1799],,97,94,24,147,84,60,106,198
Harvard,Joseph Restic [1536],,27,94,14,147,84,60,88,198
Auburn,Ralph Jordan [970],,6,94,4,147,11,60,31,198
Villanova,Lou Ferry [611],,22,94,75,147,73,60,30,198
Michigan,Bo Schembechler [1631],,20,94,30,147,6,60,24,198
North Carolina State,Al Michaels [1262],,90,94,85,147,123,60,112,198
California-Santa Barbara,California-Santa Barbara_UNKNOWN_COACH,,125,94,113,147,110,60,81,198
Pennsylvania,Harry Gamble [673],,28,94,124,147,92,60,82,198
Louisiana State,Charles McClendon [1189],,11,94,22,147,25,60,17,198
Colorado,Eddie Crowder [402],,5,94,13,147,11,60,3,198
Arkansas,Frank Broyles [211],,67,94,27,147,21,60,35,198
Tulane,Bennie Ellender [554],,76,94,59,147,55,60,121,198
Holy Cross,Edward Doherty [495],,81,94,61,147,81,60,84,198
Southern Methodist,Hayden Fry [657],,68,94,91,147,53,60,86,198
North Texas,Rod Rust [1604],,114,94,80,147,103,60,111,198
Rice,Bill Peterson [1453],,69,94,103,147,54,60,122,198
Stanford,John Ralston [1514],,107,94,7,147,1,60,40,198
Columbia,Frank Navarro [1347],,19,94,5,147,11,60,42,198
Western Michigan,Bill Doolittle [510],,48,94,73,147,16,60,39,198
Toledo,Jack Murphy [1332],,2,94,16,147,1,60,2,198
Richmond,Frank Jones [960],,83,94,88,147,73,60,125,198
Iowa,Frank Lauterbur [1072],,103,94,114,147,95,60,91,198
Brown,Leonard Jardine [935],,29,94,0,147,95,60,107,198
Michigan State,Duffy Daugherty [437],,45,94,40,147,62,60,34,198
Georgia Tech,Bud Carson [271],,35,94,33,147,42,60,21,198
Indiana,John Pont [1482],,101,94,111,147,92,60,92,198
Texas Christian,Jim Pittman [1470],Billy Tohill [1848],39,94,71,147,27,60,52,198
Notre Dame,Ara Parseghian [1430],,31,94,28,147,27,60,50,198
Pittsburgh,Carl DePasqua [462],,78,94,95,147,73,60,118,198
Cal State Los Angeles,Cal State Los Angeles_UNKNOWN_COACH,,129,94,0,147,114,60,94,198
Minnesota,Murray Warmath [1925],,98,94,104,147,89,60,74,198
Houston,Bill Yeoman [2035],,14,94,26,147,16,60,46,198
Hawaii,Dave Holmes [869],,128,94,84,147,107,60,96,198
Citadel,Red Parker [1426],,85,94,92,147,123,60,54,198
Ohio State,Woody Hayes [812],,46,94,54,147,35,60,57,198
Mississippi State,Charles Shira [1680],,40,94,116,147,50,60,124,198
Oklahoma,Chuck Fairbanks [589],,4,94,3,147,6,60,60,198
Davidson,David Fagg [588],,89,94,0,147,129,60,63,198
North Carolina,Bill Dooley [507],,32,94,32,147,56,60,56,198
Iowa State,Johnny Majors [1142],,12,94,34,147,27,60,53,198
Boston University,Boston University_UNKNOWN_COACH,,82,94,126,147,125,60,116,198
