Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,5,81,9,140,8,62,44,180
Wake Forest,Al Groh [737],,61,81,62,140,102,62,95,180
New Mexico,Joe Lee Dunn [535],,86,81,92,140,74,62,82,180
Southern Mississippi,Jim Carmody [267],,62,81,69,140,38,62,14,180
California,Joe Kapp [973],,31,81,39,140,53,62,70,180
Cincinnati,Dave Currey [420],,68,81,26,140,74,62,64,180
Tennessee,Johnny Majors [1142],,50,81,34,140,31,62,33,180
Memphis,Charlie Bailey [62],,90,81,105,140,96,62,103,180
Mississippi,Billy Brewer [181],,44,81,18,140,33,62,8,180
Clemson,Danny Ford [640],,14,81,15,140,26,62,42,180
Purdue,Leon Burtnett [227],,74,81,76,140,88,62,88,180
Virginia Tech,Bill Dooley [507],,52,81,16,140,24,62,9,180
Temple,Bruce Arians [47],,51,81,24,140,20,62,51,180
Wyoming,Dennis Erickson [576],,78,81,67,140,70,62,50,180
Kansas State,Stan Parrish [1429],,48,81,104,140,74,62,79,180
Kansas,Bob Valesente [1878],,56,81,102,140,78,62,80,180
Penn State,Joe Paterno [1433],,1,81,1,140,1,62,1,180
Long Beach State,Mike Sheppard [1673],,35,81,78,140,70,62,15,180
Northern Illinois,Jerry Pettibone [1457],,105,81,87,140,92,62,69,180
Cal State Fullerton,Gene Murphy [1331],,95,81,93,140,74,62,71,180
Louisville,Howard Schnellenberger [1639],,85,81,98,140,88,62,105,180
Missouri,Woody Widenhofer [1974],,80,81,96,140,70,62,99,180
East Carolina,Art Baker [65],,65,81,82,140,70,62,104,180
Oregon,Rich Brooks [195],,23,81,33,140,49,62,76,180
Miami (OH),Tim Rose [1588],,96,81,21,140,78,62,53,180
Pacific,Bob Cope [358],,93,81,75,140,83,62,85,180
Bowling Green State,Moe Ankney [42],,99,81,59,140,98,62,83,180
Vanderbilt,Watson Brown [209],,77,81,99,140,98,62,94,180
Wisconsin,Jim Hilles [848],,82,81,85,140,86,62,81,180
Colorado State,Leon Fuller [662],,89,81,50,140,61,62,46,180
Duke,Steve Sloan [1695],,60,81,74,140,100,62,58,180
Brigham Young,LaVell Edwards [550],,41,81,42,140,17,62,23,180
Washington,Don James [928],,11,81,14,140,15,62,13,180
Illinois,Mike White [1964],,84,81,58,140,87,62,77,180
Louisiana-Lafayette,Nelson Stokley [1763],,64,81,81,140,66,62,93,180
Arizona State,John Cooper [355],,4,81,4,140,1,62,6,180
Kent State,Glen Mason [1163],,102,81,46,140,102,62,17,180
Rutgers,Dick Anderson [32],,67,81,36,140,44,62,22,180
Arizona,Larry Smith [1706],,22,81,2,140,11,62,31,180
Kentucky,Jerry Claiborne [311],,53,81,37,140,35,62,29,180
Air Force,Fisher DeBerry [452],,73,81,48,140,55,62,18,180
Utah,Jim Fassel [596],,88,81,89,140,81,62,91,180
Georgia,Vince Dooley [509],,42,81,12,140,27,62,37,180
Nebraska,Tom Osborne [1408],,6,81,19,140,8,62,28,180
Fresno State,Jim Sweeney [1799],,25,81,65,140,64,62,5,180
Syracuse,Dick MacPherson [1137],,71,81,55,140,40,62,65,180
Army,Jim Young [2038],,70,81,57,140,6,62,102,180
South Carolina,Joe Morrison [1309],,58,81,91,140,35,62,63,180
Wichita State,Ron Chismar [300],,72,81,100,140,92,62,66,180
Baylor,Grant Teaff [1816],,20,81,29,140,47,62,49,180
Eastern Michigan,Jim Harkema [777],,103,81,73,140,94,62,61,180
Florida State,Bobby Bowden [166],,8,81,56,140,17,62,41,180
Florida,Galen Hall [754],,54,81,13,140,15,62,52,180
Alabama,Ray Perkins [1449],,10,81,10,140,14,62,56,180
Oregon State,Dave Kragthorpe [1041],,29,81,77,140,66,62,101,180
Tulsa,Don Morton [1313],,45,81,71,140,11,62,55,180
Texas Tech,Spike Dykes [543],David McWilliams [1241],36,81,43,140,49,62,57,180
Nevada-Las Vegas,Wayne Nunnely [1379],,92,81,88,140,66,62,96,180
Miami (FL),Jimmy Johnson [952],,2,81,3,140,3,62,54,180
Navy,Gary Tranquill [1858],,81,81,95,140,58,62,84,180
San Jose State,Claude Gilbert [689],,24,81,28,140,51,62,47,180
