Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Dick Vermeil [1893],,73,90,33,152,41,65,23,194
Wake Forest,Chuck Mills [1278],,118,90,118,152,98,65,111,194
Lafayette,Lafayette_UNKNOWN_COACH,,74,90,128,152,118,65,96,194
Tampa,Dennis Fryzel [659],,111,90,100,152,76,65,77,194
William & Mary,James Root [1584],,132,90,54,152,95,65,100,194
New Mexico,Bill Mondt [1291],,87,90,104,152,59,65,90,194
Dartmouth,John Crouthamel [400],,116,90,91,152,110,65,84,194
West Texas A&M,Gene Mayfield [1173],,107,90,83,152,71,65,44,194
Southern Mississippi,P.W. Underwood [1872],,110,90,61,152,74,65,34,194
California,Mike White [1964],,54,90,52,152,43,65,16,194
Cincinnati,Tony Mason [1166],,82,90,64,152,63,65,10,194
Tennessee,Bill Battle [97],,9,90,22,152,11,65,74,194
Chattanooga,Joe Morrison [1309],,119,90,0,152,133,65,113,194
Memphis,Fred Pancoast [1423],,92,90,71,152,61,65,53,194
Yale,Carmen Cozza [377],,4,90,48,152,101,65,39,194
Mississippi,Ken Cooper [356],,91,90,58,152,63,65,127,194
Purdue,Alex Agase [7],,58,90,13,152,51,65,81,194
Clemson,Red Parker [1426],,33,90,32,152,17,65,8,194
Virginia Tech,Jimmy Sharpe [1658],,99,90,84,152,87,65,112,194
Temple,Wayne Hardin [773],,31,90,70,152,67,65,66,194
Drake,Jack Wallace [1917],,129,90,113,152,128,65,128,194
Wyoming,Fritz Shurmur [1684],,97,90,0,152,125,65,116,194
Kansas State,Vince Gibson [686],,51,90,65,152,51,65,95,194
Kansas,Don Fambrough [592],,50,90,36,152,48,65,92,194
Penn State,Joe Paterno [1433],,24,90,19,152,17,65,56,194
Furman,Art Baker [65],,131,90,95,152,92,65,88,194
Long Beach State,Wayne Howard [889],,63,90,92,152,112,65,61,194
Northern Illinois,Jerry Ippoliti [922],,122,90,108,152,110,65,21,194
Cornell,Jack Musick [1337],,103,90,116,152,112,65,82,194
Louisville,Tom Alley [22],,94,90,94,152,67,65,105,194
Missouri,Al Onofrio [1405],,22,90,16,152,8,65,28,194
Texas-Arlington,Harold Elliott [557],,123,90,127,152,125,65,78,194
East Carolina,Pat Dye [540],,126,90,74,152,87,65,26,194
Oregon,Don Read [1518],,79,90,121,152,85,65,108,194
Miami (OH),Dick Crum [409],,2,90,29,152,1,65,1,194
Pacific,Chester Caddas [234],,62,90,78,152,118,65,25,194
Bowling Green State,Don Nehlen [1352],,120,90,73,152,89,65,18,194
Vanderbilt,Steve Sloan [1695],,42,90,31,152,37,65,32,194
Marshall,Jack Lengyel [1087],,130,90,0,152,128,65,130,194
Wisconsin,John Jardine [934],,19,90,24,152,34,65,48,194
Colorado State,Sarkis Arslanian [51],,93,90,115,152,63,65,119,194
Colgate,Neil Wheelwright [1957],,109,90,99,152,114,65,126,194
Duke,Mike McGee [1208],,38,90,49,152,19,65,43,194
Brigham Young,LaVell Edwards [550],,67,90,44,152,51,65,38,194
Washington,Jim Owens [1414],,77,90,55,152,37,65,132,194
Louisiana-Lafayette,Augie Tammariello [1807],,125,90,126,152,128,65,133,194
Illinois,Bob Blackman [146],,57,90,57,152,45,65,17,194
Arizona State,Frank Kush [1054],,80,90,38,152,57,65,37,194
Rutgers,Frank Burns [224],,68,90,47,152,98,65,59,194
Kent State,Don James [928],,90,90,90,152,92,65,58,194
Princeton,Robert Casciola [276],,21,90,98,152,108,65,33,194
Arizona,Jim Young [2038],,48,90,41,152,54,65,54,194
Kentucky,Fran Curci [417],,41,90,28,152,34,65,71,194
Air Force,Ben Martin [1157],,85,90,106,152,128,65,86,194
Utah,Tom Lovat [1121],,98,90,122,152,128,65,129,194
Georgia,Vince Dooley [509],,36,90,26,152,31,65,24,194
Nebraska,Tom Osborne [1408],,20,90,21,152,37,65,65,194
Fresno State,J.R. Boone [163],,61,90,101,152,114,65,85,194
Syracuse,Frank Maloney [1145],,75,90,102,152,78,65,104,194
Army,Homer Smith [1704],,65,90,105,152,82,65,110,194
Wichita State,Jim Wright [2026],,108,90,124,152,121,65,131,194
South Carolina,Paul Dietzel [483],,89,90,59,152,61,65,80,194
Baylor,Grant Teaff [1816],,25,90,7,152,19,65,52,194
Eastern Michigan,Eastern Michigan_UNKNOWN_COACH,,12,90,110,152,95,65,107,194
Florida State,Darrell Mudra [1323],,100,90,109,152,89,65,109,194
Southern Illinois,Doug Weaver [1942],,127,90,125,152,121,65,124,194
Alabama,Bear Bryant [215],,7,90,4,152,1,65,15,194
Florida,Doug Dickey [476],,43,90,8,152,1,65,12,194
Oregon State,Dee Andros [41],,76,90,107,152,80,65,106,194
Tulsa,F. Dry [526],,52,90,51,152,54,65,20,194
Texas Tech,Jim Carlen [264],,40,90,17,152,21,65,29,194
Massachusetts,Massachusetts_UNKNOWN_COACH,,115,90,119,152,105,65,123,194
Miami (FL),Pete Elliott [558],,45,90,56,152,26,65,27,194
San Jose State,Darryl Rogers [1574],,56,90,50,152,45,65,19,194
Navy,George Welsh [1954],,86,90,34,152,80,65,121,194
Maryland,Jerry Claiborne [311],,26,90,20,152,13,65,11,194
New Mexico State,Jim Bradley [175],,106,90,97,152,118,65,102,194
Boston College,Joseph Yukica [2045],,30,90,60,152,71,65,31,194
West Virginia,Bobby Bowden [166],,64,90,82,152,76,65,134,194
Ohio,Bill Hess [834],,88,90,85,152,108,65,35,194
San Diego State,Claude Gilbert [689],,55,90,40,152,1,65,46,194
Idaho,Eddy Troxel [1865],,124,90,0,152,133,65,89,194
Virginia,Sonny Randle [1515],,53,90,87,152,82,65,99,194
Texas,Darrell Royal [1597],,29,90,10,152,22,65,45,194
Dayton,Ron Marciniak [1149],,128,90,120,152,125,65,98,194
Texas-El Paso,Gil Bartosh [90],,96,90,93,152,121,65,115,194
Northwestern,John Pont [1482],,70,90,111,152,57,65,118,194
Southern California,John McKay [1215],,15,90,3,152,24,65,42,194
Arkansas State,Bill Davidson [438],,11,90,89,152,92,65,41,194
Oklahoma State,Jim Stanley [1734],,47,90,15,152,43,65,49,194
Virginia Military Institute,Bob Thalman [1824],,112,90,68,152,85,65,47,194
Washington State,Jim Sweeney [1799],,78,90,123,152,82,65,94,194
Harvard,Joseph Restic [1536],,95,90,27,152,100,65,40,194
McNeese State,McNeese State_UNKNOWN_COACH,,6,90,112,152,95,65,30,194
Auburn,Ralph Jordan [970],,8,90,11,152,8,65,7,194
Villanova,Lou Ferry [611],Jim Weaver [1943],113,90,103,152,103,65,117,194
North Carolina State,Lou Holtz [876],,23,90,18,152,16,65,55,194
Michigan,Bo Schembechler [1631],,14,90,14,152,31,65,51,194
Pennsylvania,Harry Gamble [673],,13,90,79,152,103,65,62,194
Louisiana State,Charles McClendon [1189],,44,90,45,152,37,65,36,194
Colorado,Bill Mallory [1144],,46,90,35,152,41,65,93,194
Tulane,Bennie Ellender [554],,59,90,96,152,74,65,97,194
