Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,74,106,9,164,6,63,35,202
Wake Forest,John Mackovic [1136],,58,106,136,164,90,63,116,202
William & Mary,James Root [1584],,59,106,110,164,101,63,130,202
New Mexico,Bill Mondt [1291],,127,106,56,164,70,63,5,202
Dartmouth,Joseph Yukica [2045],,98,106,25,164,1,63,53,202
West Texas A&M,Bill Yung [2046],,139,106,112,164,129,63,100,202
Southern Mississippi,Bobby Collins [341],,52,106,33,164,90,63,14,202
California,Roger Theder [1825],,79,106,43,164,22,63,72,202
Indiana State,Dick Jamieson [930],,140,106,121,164,138,63,109,202
Cincinnati,Ralph Staub [1738],,55,106,53,164,85,63,107,202
Tennessee,Johnny Majors [1142],,75,106,86,164,42,63,41,202
Chattanooga,Joe Morrison [1309],,23,106,59,164,1,63,57,202
Memphis,Richard Williamson [1990],,62,106,40,164,96,63,133,202
Yale,Carmen Cozza [377],,91,106,39,164,27,63,26,202
Mississippi,Steve Sloan [1695],,51,106,51,164,64,63,110,202
Purdue,Jim Young [2038],,11,106,34,164,18,63,11,202
Clemson,Danny Ford [640],Charley Pell [1446],8,106,19,164,22,63,19,202
Virginia Tech,Bill Dooley [507],,57,106,120,164,85,63,111,202
Temple,Wayne Hardin [773],,21,106,99,164,59,63,51,202
Drake,Chuck Shelton [1671],,135,106,98,164,125,63,126,202
Wyoming,Bill Lewis [1096],,125,106,84,164,79,63,135,202
Kansas State,Jim Dickey [477],,61,106,76,164,85,63,124,202
Kansas,Bud Moore [1299],,70,106,36,164,90,63,121,202
Penn State,Joe Paterno [1433],,1,106,16,164,10,63,22,202
Northwestern State,Northwestern State_UNKNOWN_COACH,,116,106,106,164,136,63,123,202
Furman,Dick Sheridan [1674],,43,106,85,164,101,63,66,202
Long Beach State,Dave Currey [420],,134,106,79,164,124,63,60,202
Northern Illinois,Pat Culpepper [412],,111,106,108,164,125,63,118,202
Cal State Fullerton,Jim Colletto [338],,124,106,115,164,122,63,136,202
