Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,William Spaulding [1723],,47,19,94,57,49,14,93,76
Wake Forest,F.S. Miller [1270],,57,19,81,57,75,14,39,76
Washington & Lee,Eugene Oberst [1393],,92,19,0,57,84,14,96,76
Gonzaga,Ray Flaherty [630],,56,19,0,57,98,14,88,76
Dartmouth,Jack Cannell [258],,23,19,54,57,35,14,18,76
California,Nibs Price [1493],,48,19,9,57,35,14,64,76
Sewanee,Harvey Harmon [781],,103,19,92,57,84,14,95,76
Tennessee,Bob Neyland [1364],,9,19,10,57,11,14,10,76
Colorado College,W.T. VandeGraaff [1885],,82,19,0,57,103,14,74,76
Washington & Jefferson,William Amos [29],,87,19,68,57,75,14,35,76
Detroit Mercy,Gus Dorais [512],,43,19,52,57,49,14,62,76
Yale,Mal Stevens [1745],,25,19,61,57,46,14,60,76
Mississippi,Mississippi_UNKNOWN_COACH,,104,19,0,57,90,14,97,76
Purdue,Noble Kizer [1026],,32,19,20,57,11,14,46,76
Clemson,Josh Cody [328],,15,19,50,57,27,14,34,76
Grinnell,Lester Watt [1936],,75,19,0,57,75,14,81,76
Virginia Tech,O.E. Neale [1349],,52,19,72,57,55,14,20,76
Temple,Henry Miller [1272],,86,19,42,57,72,14,25,76
Drake,Ossie Solem [1720],,73,19,44,57,70,14,19,76
Kansas State,Bo McMillin [1231],,94,19,58,57,84,14,33,76
Wyoming,John Rhodes [1541],,81,19,83,57,103,14,70,76
Kansas,Bill Hargiss [776],,96,19,39,57,63,14,7,76
Penn State,Bob Higgins [842],,91,19,0,57,84,14,67,76
Fordham,Frank Cavanaugh [285],,27,19,22,57,46,14,58,76
New York University,New York University_UNKNOWN_COACH,,60,19,26,57,49,14,48,76
Cornell,Gilmour Dobie [489],,65,19,74,57,60,14,54,76
Missouri,Gwinn Henry [827],,98,19,79,57,66,14,102,76
Regis (CO),Regis (CO)_UNKNOWN_COACH,,54,19,73,57,96,14,52,76
Oregon,Clarence Spears [1725],,45,19,56,57,46,14,15,76
Creighton,Creighton_UNKNOWN_COACH,,97,19,0,57,79,14,80,76
Georgetown,Tommy Mills [1281],,90,19,18,57,84,14,98,76
Vanderbilt,Dan McGugin [1210],,16,19,34,57,18,14,24,76
Wisconsin,Glenn Thistlethwaite [1826],,35,19,65,57,18,14,23,76
Colorado State,Harry Hughes [900],,78,19,59,57,98,14,104,76
Colgate,Andrew Kerr [995],,59,19,25,57,1,14,11,76
Duke,Jimmy DeHart [456],,29,19,29,57,1,14,17,76
Brigham Young,Ott Romney [1581],,18,19,51,57,11,14,14,76
Washington,James Phelan [1460],,46,19,38,57,49,14,71,76
Illinois,Robert Zuppke [2053],,39,19,91,57,27,14,106,76
Northern Colorado,William Saunders [1624],,80,19,90,57,100,14,28,76
Princeton,Princeton_UNKNOWN_COACH,,66,19,0,57,61,14,72,76
Saint Mary's (CA),Slip Madigan [1139],,44,19,12,57,42,14,42,76
Carnegie Mellon,Walter Steffen [1742],,63,19,40,57,55,14,36,76
Marquette,Frank Murray [1335],,1,19,53,57,1,14,1,76
Kentucky,Harry Gamage [672],,30,19,75,57,18,14,40,76
