Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,44,68,22,114,18,47,65,165
Wake Forest,Jim Caldwell [239],,71,68,97,114,73,47,87,165
New Mexico,Dennis Franchione [645],,58,68,18,114,63,47,81,165
Southern Mississippi,Jeff Bower [169],,61,68,65,114,50,47,14,165
California,Keith Gilbertson [690],,36,68,56,114,15,47,92,165
Cincinnati,Rick Minter [1283],,89,68,98,114,73,47,99,165
Tennessee,Phillip Fulmer [664],,23,68,25,114,24,47,27,165
Memphis,Chuck Stobart [1760],,86,68,78,114,63,47,55,165
Mississippi,Joe Lee Dunn [535],,87,68,84,114,69,47,90,165
Purdue,Jim Colletto [338],,39,68,57,114,46,47,71,165
Clemson,Tommy West [1955],,67,68,67,114,54,47,68,165
Virginia Tech,Frank Beamer [102],,55,68,37,114,39,47,50,165
Temple,Ron Dickerson [474],,77,68,95,114,71,47,103,165
Wyoming,Joe Tiller [1840],,33,68,53,114,59,47,56,165
Kansas State,Bill Snyder [1716],,11,68,31,114,24,47,9,165
Kansas,Glen Mason [1163],,16,68,75,114,35,47,10,165
Penn State,Joe Paterno [1433],,1,68,6,114,1,47,1,165
Northern Illinois,Charlie Sadler [1609],,82,68,93,114,94,47,94,165
Louisville,Howard Schnellenberger [1639],,84,68,40,114,24,47,37,165
Missouri,Larry Smith [1706],,79,68,94,114,78,47,73,165
East Carolina,Steve Logan [1113],,60,68,63,114,48,47,32,165
Oregon,Rich Brooks [195],,17,68,10,114,6,47,18,165
Miami (OH),Randy Walker [1913],,101,68,73,114,59,47,15,165
Pacific,Chuck Shelton [1671],,48,68,88,114,90,47,78,165
Bowling Green State,Gary Blackney [147],,56,68,51,114,54,47,7,165
Vanderbilt,Gerry DiNardo [485],,81,68,74,114,71,47,98,165
Wisconsin,Barry Alvarez [25],,37,68,23,114,42,47,46,165
Akron,Gerry Faust [600],,106,68,103,114,102,47,84,165
Colorado State,Sonny Lubick [1124],,13,68,15,114,6,47,58,165
Duke,Fred Goldsmith [706],,52,68,41,114,44,47,54,165
Brigham Young,LaVell Edwards [550],,14,68,19,114,30,47,45,165
Washington,Jim Lambright [1061],,27,68,7,114,14,47,12,165
Louisiana-Lafayette,Nelson Stokley [1763],,62,68,52,114,90,47,20,165
Illinois,Lou Tepper [1822],,40,68,33,114,47,47,11,165
Arizona State,Bruce Snyder [1717],,45,68,44,114,27,47,104,165
