Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Tommy Prothro [1497],,41,79,13,138,54,48,27,180
Wake Forest,Cal Stoll [1764],,61,79,61,138,43,48,48,180
New Mexico,Rudy Feldman [604],,38,79,67,138,72,48,17,180
William & Mary,Lou Holtz [876],,118,79,101,138,108,48,121,180
Dartmouth,Bob Blackman [146],,2,79,27,138,1,48,1,180
West Texas A&M,Joe Kerbel [992],,35,79,80,138,13,48,51,180
Southern Mississippi,P.W. Underwood [1872],,77,79,70,138,77,48,93,180
California,Ray Willsey [1992],,74,79,5,138,84,48,10,180
Cincinnati,Ray Callahan [244],,91,79,52,138,40,48,38,180
Tennessee,Bill Battle [97],,5,79,8,138,25,48,32,180
Memphis,Billy Murphy [1329],,96,79,49,138,36,48,14,180
Yale,Carmen Cozza [377],,9,79,60,138,13,48,45,180
Mississippi,John Vaught [1889],,49,79,22,138,25,48,20,180
Purdue,Bob DeMoss [458],,44,79,15,138,62,48,102,180
Clemson,Cecil Ingram [918],,68,79,96,138,47,48,95,180
Virginia Tech,Jerry Claiborne [311],,113,79,69,138,103,48,114,180
Kansas State,Vince Gibson [686],,60,79,33,138,49,48,28,180
Wyoming,Lloyd Eaton [544],,108,79,114,138,112,48,94,180
Kansas,Pepper Rodgers [1572],,71,79,47,138,62,48,92,180
Penn State,Joe Paterno [1433],,84,79,45,138,59,48,39,180
Furman,Robert King [1016],,121,79,93,138,99,48,33,180
Long Beach State,Jim Strangeland [1776],,23,79,40,138,8,48,8,180
Northern Illinois,Doc Urich [1874],,36,79,117,138,77,48,107,180
Buffalo,Bob Deming [457],,115,79,0,138,122,48,82,180
Cornell,Jack Musick [1337],,10,79,78,138,17,48,44,180
Louisville,Lee Corso [364],,57,79,50,138,1,48,64,180
Missouri,Dan Devine [469],,69,79,51,138,56,48,76,180
East Carolina,Mike McGee [1208],,120,79,83,138,94,48,74,180
Oregon,Jerry Frei [653],,87,79,7,138,53,48,9,180
Miami (OH),Bill Mallory [1144],,33,79,54,138,67,48,25,180
Pacific,Homer Smith [1704],,78,79,48,138,99,48,67,180
Bowling Green State,Don Nehlen [1352],,39,79,108,138,112,48,99,180
Marshall,Rick Tolley [1851],,65,79,111,138,117,48,97,180
Vanderbilt,Bill Pace [1417],,55,79,106,138,45,48,96,180
Wisconsin,John Jardine [934],,82,79,55,138,51,48,113,180
Colorado State,Jerry Wampfler [1919],,105,79,82,138,88,48,73,180
Colgate,Neil Wheelwright [1957],,114,79,113,138,103,48,111,180
Duke,Tom Harp [782],,62,79,64,138,45,48,24,180
Brigham Young,Tommy Hudspeth [896],,106,79,98,138,94,48,103,180
Washington,Jim Owens [1414],,40,79,17,138,17,48,37,180
Illinois,James Valek [1877],,86,79,26,138,52,48,109,180
Arizona State,Frank Kush [1054],,3,79,36,138,1,48,4,180
Rutgers,John Bateman [92],,19,79,112,138,25,48,106,180
Kent State,Dave Puddington [1499],,94,79,87,138,120,48,86,180
Princeton,Jake McCandless [1181],,11,79,81,138,22,48,31,180
Arizona,Bob Weber [1945],,75,79,95,138,88,48,85,180
Kentucky,John Ray [1517],,59,79,86,138,47,48,123,180
Air Force,Ben Martin [1157],,30,79,10,138,54,48,43,180
Utah,Bill Meek [1246],,73,79,76,138,77,48,52,180
Georgia,Vince Dooley [509],,54,79,14,138,40,48,26,180
Nebraska,Bob Devaney [468],,1,79,12,138,1,48,2,180
Fresno State,Darryl Rogers [1574],,24,79,75,138,77,48,50,180
Syracuse,Ben Schwartzwalder [1644],,99,79,56,138,67,48,47,180
Army,Thomas Cahill [236],,116,79,119,138,103,48,110,180
South Carolina,Paul Dietzel [483],,67,79,73,138,42,48,120,180
Wichita State,Ben Wilson [1994],,97,79,0,138,120,48,77,180
Baylor,Bill Beall [101],,102,79,103,138,84,48,115,180
Florida State,Bill Peterson [1453],,56,79,35,138,38,48,57,180
Florida,Doug Dickey [476],,52,79,28,138,31,48,63,180
Alabama,Bear Bryant [215],,50,79,25,138,29,48,66,180
Tulsa,Claude Gibson [685],,58,79,58,138,33,48,65,180
