Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Bob Toledo [1849],,6,81,14,125,9,49,42,186
Wake Forest,Jim Caldwell [239],,23,81,75,125,69,49,92,186
New Mexico,Dennis Franchione [645],,77,81,41,125,33,49,6,186
Southern Mississippi,Jeff Bower [169],,19,81,39,125,53,49,53,186
California,Tom Holmoe [870],,29,81,89,125,47,49,78,186
Cincinnati,Rick Minter [1283],,54,81,43,125,71,49,43,186
Tennessee,Phillip Fulmer [664],,5,81,2,125,4,49,26,186
Memphis,Rip Scherer [1633],,59,81,94,125,95,49,62,186
Mississippi,Tommy Tuberville [1867],,17,81,8,125,19,49,24,186
Purdue,Joe Tiller [1840],,55,81,22,125,9,49,13,186
Clemson,Tommy West [1955],,22,81,61,125,31,49,41,186
Virginia Tech,Frank Beamer [102],,107,81,56,125,19,49,10,186
Temple,Ron Dickerson [474],,109,81,85,125,86,49,91,186
Alabama-Birmingham,Watson Brown [209],,68,81,104,125,99,49,89,186
Wyoming,Dana Dimel [484],,72,81,71,125,61,49,56,186
Kansas State,Bill Snyder [1716],,2,81,17,125,4,49,30,186
Kansas,Terry Allen [20],,47,81,76,125,73,49,84,186
Penn State,Joe Paterno [1433],,15,81,20,125,4,49,8,186
Northern Illinois,Joe Novak [1376],,91,81,0,125,107,49,80,186
Boise State,Houston Nutt [1380],,93,81,93,125,107,49,110,186
Louisville,Ron Cooper [357],,63,81,107,125,99,49,95,186
Missouri,Larry Smith [1706],,42,81,49,125,33,49,46,186
East Carolina,Steve Logan [1113],,52,81,67,125,67,49,74,186
Oregon,Mike Bellotti [113],,30,81,16,125,26,49,52,186
Miami (OH),Randy Walker [1913],,78,81,32,125,73,49,55,186
Bowling Green State,Gary Blackney [147],,88,81,70,125,86,49,69,186
Vanderbilt,Woody Widenhofer [1974],,36,81,96,125,53,49,64,186
Marshall,Bob Pruett [1498],,79,81,30,125,77,49,51,186
Wisconsin,Barry Alvarez [25],,51,81,53,125,39,49,7,186
Akron,Lee Owens [1415],,89,81,101,125,102,49,86,186
Colorado State,Sonny Lubick [1124],,41,81,28,125,31,49,12,186
Duke,Fred Goldsmith [706],,67,81,91,125,86,49,87,186
Brigham Young,LaVell Edwards [550],,102,81,29,125,67,49,5,186
Washington,Jim Lambright [1061],,10,81,15,125,15,49,28,186
Illinois,Ron Turner [1869],,64,81,0,125,102,49,109,186
Louisiana-Lafayette,Nelson Stokley [1763],,70,81,0,125,102,49,82,186
Arizona State,Bruce Snyder [1717],,27,81,13,125,19,49,22,186
Kent State,Jim Corrigall [363],,85,81,92,125,105,49,70,186
Rutgers,Terry Shea [1665],,112,81,0,125,95,49,112,186
Arizona,Dick Tomey [1853],,16,81,18,125,28,49,33,186
Kentucky,Hal Mumme [1326],,34,81,77,125,47,49,97,186
Air Force,Fisher DeBerry [452],,40,81,19,125,28,49,21,186
Georgia,Jim Donnan [504],,11,81,5,125,15,49,23,186
Utah,Ron McBride [1178],,99,81,38,125,61,49,25,186
Nebraska,Tom Osborne [1408],,1,81,4,125,1,49,1,186
Fresno State,Pat Hill [847],,71,81,37,125,59,49,106,186
Syracuse,Paul Pasqualoni [1432],,49,81,33,125,37,49,9,186
Army,Bob Sutton [1794],,84,81,100,125,93,49,111,186
South Carolina,Brad Scott [1645],,25,81,60,125,33,49,93,186
Baylor,Dave Roberts [1556],,66,81,82,125,58,49,68,186
Eastern Michigan,Rick Rasnick [1516],,86,81,86,125,86,49,104,186
Florida State,Bobby Bowden [166],,7,81,9,125,4,49,40,186
Florida,Steve Spurrier [1728],,12,81,1,125,1,49,54,186
Alabama,Mike DuBose [527],,35,81,26,125,50,49,103,186
Oregon State,Mike Riley [1550],,31,81,80,125,50,49,108,186
Tulsa,David Rader [1506],,103,81,83,125,77,49,61,186
Texas Tech,Spike Dykes [543],,39,81,47,125,9,49,50,186
Nevada-Las Vegas,Jeff Horton [885],,75,81,102,125,81,49,60,186
Miami (FL),Butch Davis [442],,108,81,84,125,57,49,101,186
San Jose State,Dave Baldwin [68],,74,81,50,125,63,49,58,186
Navy,Charlie Weatherbie [1939],,69,81,73,125,42,49,47,186
Maryland,Ron Vanderlinden [1886],,92,81,99,125,83,49,57,186
New Mexico State,Tony Samuel [1612],,97,81,106,125,111,49,59,186
Boston College,Tom O'Brien [1384],,110,81,74,125,91,49,88,186
Ohio,Jim Grobe [736],,80,81,65,125,81,49,4,186
West Virginia,Don Nehlen [1352],,106,81,42,125,56,49,16,186
Idaho,Chris Tormey [1856],,94,81,98,125,109,49,102,186
San Diego State,Ted Tollner [1852],,73,81,63,125,41,49,90,186
Virginia,George Welsh [1954],,20,81,54,125,15,49,17,186
Texas,John Mackovic [1136],,46,81,68,125,59,49,65,186
Ball State,Bill Lynch [1130],,87,81,59,125,99,49,100,186
Texas-El Paso,Charlie Bailey [62],,101,81,72,125,65,49,66,186
Northwestern,Gary Barnett [84],,56,81,57,125,71,49,67,186
Southern California,John Robinson [1564],,26,81,31,125,23,49,14,186
Arkansas State,Joe Hollis [865],,111,81,108,125,112,49,99,186
Oklahoma State,Bob Simmons [1687],,44,81,46,125,37,49,11,186
Washington State,Mike Price [1492],,4,81,10,125,4,49,3,186
Louisiana-Monroe,Ed Zaunbrecher [2048],,45,81,88,125,86,49,94,186
Auburn,Terry Bowden [167],,14,81,3,125,9,49,20,186
Michigan,Lloyd Carr [269],,3,81,7,125,1,49,2,186
North Carolina State,Mike O'Cain [1385],,24,81,48,125,33,49,29,186
Colorado,Rick Neuheisel [1357],,43,81,36,125,39,49,72,186
Louisiana State,Gerry DiNardo [485],,32,81,6,125,23,49,27,186
Tulane,Tommy Bowden [168],,50,81,58,125,65,49,19,186
Arkansas,Danny Ford [640],,38,81,27,125,44,49,76,186
North Texas,Matt Simon [1689],,95,81,78,125,110,49,96,186
Southern Methodist,Mike Cavan [283],,98,81,40,125,43,49,34,186
Rice,Ken Hatfield [803],,100,81,35,125,63,49,32,186
Stanford,Tyrone Willingham [1991],,28,81,34,125,25,49,75,186
Western Michigan,Gary Darnell [434],,82,81,66,125,83,49,36,186
Toledo,Gary Pinkel [1467],,81,81,21,125,50,49,37,186
Iowa,Hayden Fry [657],,53,81,52,125,73,49,35,186
Michigan State,Nick Saban [1608],,57,81,25,125,19,49,31,186
Georgia Tech,George O'Leary [1390],,21,81,44,125,28,49,18,186
Indiana,Cam Cameron [249],,62,81,95,125,95,49,73,186
Texas Christian,Pat Sullivan [1787],,104,81,90,125,83,49,77,186
Notre Dame,Bob Davie [440],,58,81,12,125,26,49,45,186
Central Michigan,Dick Flynn [635],,90,81,103,125,106,49,105,186
Pittsburgh,Walt Harris [789],,105,81,62,125,55,49,15,186
Nevada,Jeff Tisdel [1846],,83,81,81,125,77,49,79,186
Minnesota,Glen Mason [1163],,61,81,97,125,93,49,98,186
Houston,Kim Helton [823],,60,81,79,125,69,49,107,186
Hawaii,Fred Vonappen [1897],,76,81,87,125,91,49,71,186
Ohio State,John Cooper [355],,13,81,24,125,9,49,48,186
Central Florida,Gene McDowell [1202],,37,81,51,125,47,49,81,186
Mississippi State,Jackie Sherrill [1677],,33,81,11,125,45,49,44,186
Louisiana Tech,Gary Crowton [408],,18,81,55,125,45,49,39,186
Oklahoma,John Blake [149],,48,81,64,125,77,49,83,186
North Carolina,Mack Brown [204],Carl Torbush [1855],8,81,23,125,9,49,49,186
Iowa State,Dan McCarney [1182],,65,81,105,125,95,49,63,186
Utah State,John Smith [1705],,96,81,69,125,73,49,85,186
Texas A&M,R.C. Slocum [1696],,9,81,45,125,15,49,38,186
