Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Syracuse,William Hollenback [862],,53,7,0,28,67,6,80,53
Army,Charles Daly [430],,5,7,5,28,1,6,1,53
South Carolina,Rice Warren [1929],,93,7,73,28,92,6,85,53
Wake Forest,G.M. Billings [140],,57,7,0,28,81,6,59,53
West Virginia Wesleyan,West Virginia Wesleyan_UNKNOWN_COACH,,47,7,0,28,59,6,92,53
Lafayette,Wilmer Crowell [405],,38,7,0,28,43,6,74,53
Colorado Mines,F.G. Carter [273],,20,7,59,28,27,6,32,53
Baylor,Bubs Mosley [1317],,69,7,16,28,1,6,25,53
Washington & Lee,Jogger Elcock [551],,33,7,33,28,35,6,24,53
Dartmouth,Frank Cavanaugh [285],,42,7,61,28,59,6,12,53
Lehigh,Tom Keady [977],,31,7,71,28,27,6,76,53
Alabama,Thomas Kelley [983],,75,7,28,28,67,6,48,53
Florida,Florida_UNKNOWN_COACH,,76,7,0,28,71,6,72,53
Wofford,Leslie Moser [1316],,91,7,68,28,93,6,70,53
California,Andy Smith [1697],,3,7,0,28,11,6,67,53
Oregon State,Joseph Pipal [1468],,25,7,0,28,27,6,68,53
Sewanee,Harris Cope [359],,77,7,23,28,71,6,58,53
Tennessee,John Bender [114],,7,7,10,28,1,6,4,53
Navy,Jonas Ingram [919],,40,7,15,28,43,6,18,53
Presbyterian,Walter Johnson [955],,89,7,52,28,86,6,78,53
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,85,7,54,28,81,6,83,53
Colorado College,C.J. Rothget [1592],,16,7,31,28,11,6,29,53
West Virginia,Mont McIntire [1211],,44,7,44,28,52,6,44,53
Washington & Jefferson,Sol Metzger [1256],,30,7,35,28,27,6,46,53
Virginia,Peyton Evans [582],,50,7,48,28,71,6,89,53
Yale,Tad Jones [968],,29,7,1,28,19,6,53,53
Mississippi,Fred Robbins [1555],,82,7,0,28,86,6,82,53
Clemson,Wayne Hart [796],,54,7,50,28,77,6,86,53
Purdue,Cleo O'Donnell [1388],,66,7,0,28,43,6,91,53
Texas,Conrad Van Gent [1882],,70,7,6,28,43,6,36,53
Virginia Tech,Jack Ingersoll [917],,45,7,41,28,59,6,47,53
Drake,Ralph Glaze [699],,62,7,0,28,43,6,55,53
Wyoming,John Corbett [360],,22,7,66,28,43,6,77,53
Kansas State,Zora Clevenger [321],,26,7,8,28,27,6,14,53
Northwestern,Fred Murphy [1330],,18,7,30,28,11,6,21,53
Kansas,Herman Olcott [1401],,68,7,19,28,43,6,63,53
Oklahoma State,John Griffith [734],,74,7,0,28,59,6,62,53
Virginia Military Institute,Frank Gorton [712],,52,7,70,28,74,6,61,53
Harvard,Percy Haughton [805],,34,7,26,28,27,6,15,53
Auburn,Mike Donahue [500],,13,7,32,28,19,6,30,53
Penn State,Dick Harlow [779],,15,7,46,28,19,6,49,53
Furman,Furman_UNKNOWN_COACH,,92,7,55,28,81,6,66,53
North Carolina State,North Carolina State_UNKNOWN_COACH,,55,7,63,28,77,6,87,53
Michigan,Fielding Yost [2036],,39,7,0,28,43,6,38,53
Colorado,Bob Evans [580],,21,7,69,28,35,6,65,53
Louisiana State,Dana Bible [132],,78,7,24,28,74,6,37,53
Pennsylvania,Pennsylvania_UNKNOWN_COACH,,10,7,21,28,11,6,28,53
Arkansas,T.T. McConnell [1191],,84,7,0,28,86,6,71,53
Tulane,Clark Shaughnessy [1659],,73,7,42,28,59,6,84,53
Southern Methodist,Ray Morrison [1310],,87,7,0,28,90,6,73,53
Rice,Phillip Arbuckle [45],,71,7,22,28,52,6,45,53
Newberry,James Driver [524],,90,7,64,28,90,6,43,53
Cornell,Cornell_UNKNOWN_COACH,,35,7,51,28,35,6,42,53
Missouri,Henry Schulte [1642],,27,7,11,28,35,6,51,53
Chicago,Amos Alonzo Stagg [1730],,64,7,34,28,35,6,40,53
Iowa,Howard Jones [962],,60,7,43,28,27,6,75,53
Brown,Edward Robinson [1561],,28,7,2,28,11,6,50,53
Georgia Tech,John Heisman [821],,12,7,12,28,1,6,2,53
Oregon,Hugo Bezdek [130],,2,7,27,28,1,6,3,53
