Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Bert LaBrucherie [1056],,20,52,46,79,61,26,13,141
Wake Forest,D.C. Walker [1909],,39,52,12,79,39,26,19,141
Washington & Lee,Art Lewis [1095],,92,52,85,79,45,26,97,141
William & Mary,Rube McCray [1196],,35,52,30,79,22,26,63,141
New Mexico,Berl Huffman [899],,82,52,93,79,100,26,80,141
Dartmouth,DeOrmond McLaughry [1223],,21,52,63,79,29,26,20,141
West Texas A&M,Frank Kimbrough [1006],,77,52,75,79,80,26,12,141
California,Pappy Waldorf [1908],,6,52,26,79,12,26,15,141
San Francisco,Ed McKeever [1219],,63,52,43,79,61,26,61,141
Tennessee,Bob Neyland [1364],,51,52,19,79,29,26,106,141
Chattanooga,Andrew Moore [1297],,57,52,0,79,54,26,103,141
Santa Clara,Len Casanova [275],,37,52,102,79,67,26,79,141
Detroit Mercy,Chuck Baer [59],,80,52,53,79,86,26,51,141
Yale,Howard Odell [1394],,25,52,22,79,22,26,42,141
Mississippi,John Vaught [1889],,41,52,5,79,22,26,11,141
Purdue,Stuart Holcomb [857],,113,52,52,79,22,26,41,141
Clemson,Frank Howard [888],,59,52,94,79,54,26,93,141
Virginia Tech,Jimmy Kitts [1025],,91,52,83,79,39,26,99,141
Portland,Portland_UNKNOWN_COACH,,111,52,0,79,117,26,89,141
Temple,Ray Morrison [1310],,88,52,107,79,119,26,87,141
Drake,Al Kawal [976],,107,52,105,79,115,26,78,141
Kansas State,Sam Francis [646],,112,52,0,79,119,26,104,141
Wyoming,Bowden Wyatt [2029],,98,52,72,79,105,26,81,141
Kansas,George Sauer [1621],,15,52,42,79,22,26,65,141
Penn State,Bob Higgins [842],,2,52,62,79,1,26,1,141
Furman,Robert Smith [1711],,86,52,106,79,74,26,75,141
Fordham,Edward Danowski [432],,72,52,0,79,105,26,72,141
New York University,Hook Mylin [1343],,89,52,0,79,121,26,110,141
Cornell,George James [929],,22,52,68,79,34,26,77,141
Missouri,Don Faurot [599],,27,52,36,79,90,26,6,141
Oregon,Jim Aiken [9],,23,52,32,79,74,26,44,141
Georgetown,Jack Hagerty [749],,71,52,79,79,100,26,96,141
Vanderbilt,Red Sanders [1613],,55,52,6,79,49,26,22,141
Wisconsin,Harry Stuhldreher [1784],,16,52,31,79,18,26,14,141
Colorado State,Robert Davis [447],,105,52,78,79,100,26,118,141
Colgate,Paul Bixler [142],,47,52,0,79,74,26,71,141
