Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,William Spaulding [1723],,42,38,2,86,14,21,64,138
Wake Forest,Jim Weaver [1943],,95,38,95,86,88,21,128,138
Washington & Lee,Tex Tilson [1843],,101,38,105,86,107,21,123,138
New Mexico,Gwinn Henry [827],,74,38,72,86,94,21,13,138
William & Mary,Tommy Dowler [517],,63,38,0,86,125,21,115,138
Dartmouth,Red Blaik [148],,5,38,70,86,8,21,16,138
Gonzaga,Mike Pecarovich [1442],,118,38,81,86,32,21,21,138
California,Stub Allison [23],,41,38,4,86,8,21,60,138
San Francisco,Lawrence Lewis [1098],,117,38,51,86,29,21,29,138
Washburn,Ernest Bearg [103],,120,38,99,86,119,21,125,138
Sewanee,Heck Clark [316],,111,38,0,86,130,21,95,138
Tennessee,W.H. Britton [190],,91,38,23,86,64,21,113,138
Santa Clara,Santa Clara_UNKNOWN_COACH,,116,38,82,86,26,21,110,138
Colorado College,W.T. VandeGraaff [1885],,75,38,76,86,101,21,19,138
Detroit Mercy,Gus Dorais [512],,38,38,19,86,40,21,28,138
Yale,Yale_UNKNOWN_COACH,,50,38,67,86,60,21,8,138
Mississippi,Ed Walker [1911],,39,38,47,86,71,21,33,138
Purdue,Noble Kizer [1026],,17,38,9,86,44,21,23,138
Clemson,Jess Neely [1350],,89,38,69,86,80,21,26,138
Grinnell,Lester Watt [1936],,109,38,102,86,112,21,97,138
Virginia Tech,Henry Redd [1520],,96,38,92,86,88,21,112,138
Temple,Pop Warner [1926],,80,38,7,86,42,21,11,138
Drake,Vee Green [727],,107,38,96,86,107,21,130,138
Wyoming,Wyoming_UNKNOWN_COACH,,124,38,71,86,112,21,93,138
Kansas State,Wesley Fry [658],,32,38,45,86,36,21,94,138
Kansas,Adrian Lindsey [1103],,29,38,39,86,18,21,84,138
Penn State,Bob Higgins [842],,77,38,29,86,94,21,117,138
Furman,Furman_UNKNOWN_COACH,,88,38,62,86,75,21,20,138
Fordham,Jimmy Crowley [407],,18,38,22,86,45,21,32,138
New York University,Mal Stevens [1745],,19,38,44,86,1,21,15,138
Cornell,Gilmour Dobie [489],,66,38,0,86,94,21,71,138
Missouri,Don Faurot [599],,36,38,83,86,55,21,106,138
McDaniel,McDaniel_UNKNOWN_COACH,,79,38,103,86,101,21,121,138
Mercer,Mercer_UNKNOWN_COACH,,90,38,0,86,88,21,103,138
Oregon,Prink Callison [248],,44,38,43,86,21,21,39,138
Creighton,Marchy Schwartz [1643],,108,38,88,86,125,21,101,138
Georgetown,Jack Hagerty [749],,22,38,100,86,107,21,118,138
Vanderbilt,Ray Morrison [1310],,46,38,20,86,49,21,37,138
Wisconsin,Clarence Spears [1725],,16,38,0,86,55,21,131,138
Colorado State,Harry Hughes [900],,59,38,77,86,80,21,81,138
Colgate,Andrew Kerr [995],,64,38,52,86,80,21,34,138
Duke,Wallace Wade [1902],,86,38,16,86,29,21,31,138
Brigham Young,Ott Romney [1581],,127,38,58,86,107,21,90,138
Washington,James Phelan [1460],,45,38,73,86,23,21,14,138
Illinois,Robert Zuppke [2053],,14,38,61,86,49,21,88,138
Arizona State,Rudy Lavik [1074],,128,38,98,86,112,21,114,138
Northern Colorado,J.W. Hancock [764],,60,38,104,86,112,21,47,138
Haskell,Haskell_UNKNOWN_COACH,,121,38,0,86,130,21,89,138
Princeton,Fritz Crisler [391],,1,38,40,86,1,21,1,138
Saint Mary's (CA),Slip Madigan [1139],,43,38,54,86,18,21,52,138
Marquette,Frank Murray [1335],,11,38,10,86,1,21,53,138
Carnegie Mellon,Howard Harpster [786],,82,38,48,86,43,21,85,138
Arizona,Tex Oliver [1404],,106,38,41,86,80,21,46,138
Kentucky,C.A. Wynne [2031],,84,38,42,86,60,21,25,138
Utah,Ike Armstrong [48],,55,38,55,86,64,21,57,138
Georgia,Harry Mehre [1247],,87,38,33,86,71,21,10,138
Nebraska,Dana Bible [132],,4,38,34,86,14,21,67,138
Northern Arizona,Mark McIntosh [1213],,130,38,0,86,119,21,107,138
Hardin-Simmons,Hardin-Simmons_UNKNOWN_COACH,,114,38,0,86,94,21,76,138
Syracuse,Vic Hanson [769],,65,38,57,86,88,21,65,138
Army,Gar Davidson [439],,48,38,65,86,55,21,18,138
South Carolina,Don McCallister [1180],,99,38,93,86,94,21,119,138
Baylor,Morley Jennings [942],,25,38,32,86,18,21,49,138
Colorado Mines,George Scott [1646],,125,38,0,86,119,21,75,138
Alabama,Frank Thomas [1827],,49,38,25,86,55,21,22,138
Florida,Dutch Stanley [1733],,92,38,106,86,80,21,72,138
Centre,Centre_UNKNOWN_COACH,,103,38,0,86,112,21,104,138
Tulsa,Gus Henderson [824],,102,38,86,86,101,21,70,138
Oregon State,Lon Stiner [1758],,61,38,85,86,23,21,69,138
Texas Tech,Pete Cawthon [286],,113,38,101,86,88,21,74,138
Navy,Thomas Hamilton [759],,51,38,63,86,64,21,17,138
Presbyterian,Walter Johnson [955],,105,38,0,86,107,21,105,138
Maryland,Jack Faber [587],,20,38,66,86,36,21,7,138
Montana State,Schubert Dyche [539],,126,38,90,86,119,21,78,138
New Mexico State,Gerald Hines [849],,37,38,75,86,88,21,36,138
West Virginia,Trusty Tallman [1806],,98,38,107,86,101,21,120,138
George Washington,James Pixlee [1472],,97,38,94,86,94,21,99,138
Idaho,Ted Bank [72],,122,38,110,86,60,21,80,138
Virginia,Gus Tebell [1818],,56,38,0,86,112,21,126,138
Duquesne,Duquesne_UNKNOWN_COACH,,34,38,26,86,38,21,42,138
Texas,Jack Chevigny [297],,30,38,38,86,29,21,82,138
Western State,Paul Wright [2027],,131,38,0,86,125,21,109,138
Texas-El Paso,Mack Saxon [1626],,129,38,0,86,119,21,116,138
Northwestern,Pappy Waldorf [1908],,6,38,6,86,45,21,91,138
Southern California,Howard Jones [962],,62,38,89,86,51,21,83,138
Oklahoma State,Albert Exendine [586],,115,38,111,86,128,21,86,138
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,104,38,109,86,119,21,111,138
Washington State,O.E. Hollingbery [864],,119,38,87,86,55,21,45,138
Harvard,Harvard_UNKNOWN_COACH,,52,38,0,86,64,21,87,138
Auburn,Jack Meagher [1243],,73,38,18,86,26,21,41,138
Villanova,Harry Stuhldreher [1784],,78,38,14,86,1,21,38,138
North Carolina State,Hunk Anderson [37],,93,38,64,86,75,21,35,138
Michigan,Harry Kipke [1020],,15,38,35,86,51,21,40,138
Louisiana State,Bernie Moore [1298],,27,38,13,86,23,21,30,138
Colorado,Bunny Oakes [1392],,54,38,36,86,60,21,6,138
