Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,17,122,76,187,30,84,45,223
Wake Forest,Chuck Mills [1278],,86,122,75,187,58,84,142,223
New Mexico,Bill Mondt [1291],,117,122,100,187,136,84,123,223
William & Mary,James Root [1584],,79,122,43,187,42,84,59,223
West Texas A&M,Gene Mayfield [1173],,135,122,37,187,139,84,106,223
Dartmouth,John Crouthamel [400],,10,122,68,187,16,84,35,223
Southern Mississippi,Bobby Collins [341],,100,122,92,187,113,84,119,223
Indiana State,Tom Harp [782],,131,122,114,187,105,84,86,223
California,Mike White [1964],,55,122,101,187,54,84,112,223
Cincinnati,Tony Mason [1166],,7,122,46,187,12,84,7,223
Tennessee,Bill Battle [97],,44,122,53,187,42,84,51,223
Chattanooga,Joe Morrison [1309],,41,122,91,187,77,84,64,223
Memphis,Richard Williamson [1990],,80,122,51,187,47,84,57,223
Yale,Carmen Cozza [377],,4,122,35,187,7,84,40,223
Mississippi,Ken Cooper [356],,84,122,20,187,67,84,88,223
Purdue,Alex Agase [7],,48,122,32,187,36,84,117,223
Clemson,Red Parker [1426],,90,122,81,187,72,84,82,223
Virginia Tech,Jimmy Sharpe [1658],,81,122,63,187,56,84,34,223
Temple,Wayne Hardin [773],,52,122,104,187,91,84,110,223
Drake,Jack Wallace [1917],,140,122,119,187,136,84,127,223
Wyoming,Fred Akers [10],,109,122,57,187,105,84,14,223
Kansas State,Ellis Rainsberger [1513],,93,122,90,187,62,84,104,223
Kansas,Bud Moore [1299],,64,122,22,187,23,84,43,223
Penn State,Joe Paterno [1433],,25,122,74,187,47,84,50,223
Northwestern State,A.L. Williams [1981],,141,122,61,187,130,84,122,223
Furman,Art Baker [65],,87,122,39,187,12,84,97,223
Long Beach State,Wayne Howard [889],,42,122,109,187,121,84,25,223
Northern Illinois,Pat Culpepper [412],,142,122,132,187,130,84,92,223
Cal State Fullerton,Jim Colletto [338],,58,122,140,187,134,84,131,223
Cornell,George Seifert [1652],,16,122,67,187,113,84,128,223
Louisville,Vince Gibson [686],,77,122,124,187,50,84,85,223
Missouri,Al Onofrio [1405],,65,122,1,187,24,84,9,223
Texas-Arlington,Harold Elliott [557],,133,122,31,187,117,84,83,223
East Carolina,Pat Dye [540],,30,122,34,187,38,84,31,223
Oregon,Don Read [1518],,74,122,118,187,67,84,84,223
Miami (OH),Dick Crum [409],,127,122,89,187,82,84,77,223
Pacific,Chester Caddas [234],,114,122,138,187,136,84,75,223
Bowling Green State,Don Nehlen [1352],,121,122,55,187,84,84,46,223
Vanderbilt,Fred Pancoast [1423],,85,122,122,187,47,84,71,223
Marshall,Frank Ellwood [560],,126,122,84,187,72,84,108,223
Wisconsin,John Jardine [934],,67,122,103,187,38,84,89,223
Akron,Akron_UNKNOWN_COACH,,53,122,94,187,96,84,39,223
Colorado State,Sarkis Arslanian [51],,115,122,79,187,121,84,30,223
Colgate,Frederick Dunlap [532],,6,122,117,187,99,84,47,223
Duke,Mike McGee [1208],,46,122,80,187,38,84,41,223
Brigham Young,LaVell Edwards [550],,97,122,30,187,110,84,58,223
Washington,Don James [928],,71,122,105,187,56,84,141,223
Illinois,Bob Blackman [146],,43,122,26,187,33,84,99,223
Louisiana-Lafayette,Augie Tammariello [1807],,50,122,33,187,7,84,53,223
Arizona State,Frank Kush [1054],,110,122,108,187,113,84,124,223
Rutgers,Frank Burns [224],,2,122,62,187,1,84,1,223
Kent State,Dennis Fitzgerald [626],,106,122,50,187,58,84,62,223
Connecticut,Connecticut_UNKNOWN_COACH,,99,122,0,187,110,84,96,223
Princeton,Robert Casciola [276],,15,122,120,187,105,84,94,223
Arizona,Jim Young [2038],,111,122,107,187,117,84,138,223
Kentucky,Fran Curci [417],,24,122,17,187,33,84,66,223
Air Force,Ben Martin [1157],,108,122,102,187,99,84,136,223
Utah,Tom Lovat [1121],,113,122,126,187,130,84,118,223
Georgia,Vince Dooley [509],,3,122,12,187,7,84,63,223
Nebraska,Tom Osborne [1408],,60,122,5,187,7,84,54,223
Fresno State,Jim Sweeney [1799],,57,122,112,187,130,84,67,223
Syracuse,Frank Maloney [1145],,104,122,129,187,88,84,113,223
Army,Homer Smith [1704],,102,122,96,187,96,84,130,223
Wichita State,Jim Wright [2026],,139,122,77,187,126,84,79,223
South Carolina,Jim Carlen [264],,45,122,49,187,62,84,21,223
Baylor,Grant Teaff [1816],,35,122,42,187,19,84,18,223
Eastern Michigan,Ed Chlebek [302],,130,122,95,187,99,84,115,223
Southern Illinois,Rey Dempsey [459],,122,122,72,187,42,84,8,223
Florida State,Bobby Bowden [166],,92,122,66,187,54,84,132,223
Florida,Doug Dickey [476],,31,122,9,187,38,84,24,223
Alabama,Bear Bryant [215],,21,122,24,187,28,84,27,223
Tulsa,F. Dry [526],,68,122,28,187,21,84,26,223
Oregon State,Craig Fertig [612],,76,122,130,187,91,84,76,223
Texas Tech,Steve Sloan [1695],,33,122,8,187,12,84,23,223
Massachusetts,Massachusetts_UNKNOWN_COACH,,11,122,136,187,84,84,129,223
Miami (FL),Carl Selmer [1654],,61,122,98,187,50,84,73,223
Navy,George Welsh [1954],,98,122,110,187,84,84,72,223
San Jose State,Lynn Stiles [1756],,56,122,97,187,117,84,13,223
Maryland,Jerry Claiborne [311],,5,122,25,187,7,84,32,223
New Mexico State,Jim Bradley [175],,138,122,115,187,134,84,87,223
West Virginia,Frank Cignetti [309],,40,122,88,187,58,84,116,223
Boston College,Joseph Yukica [2045],,94,122,69,187,82,84,29,223
Ohio,Bill Hess [834],,120,122,65,187,72,84,44,223
Idaho,Idaho_UNKNOWN_COACH,,116,122,134,187,126,84,90,223
San Diego State,Claude Gilbert [689],,18,122,45,187,113,84,42,223
Virginia,Dick Bestwick [129],,83,122,133,187,91,84,93,223
Texas,Darrell Royal [1597],,36,122,36,187,84,84,36,223
Dayton,Ron Marciniak [1149],,128,122,127,187,99,84,133,223
Ball State,Dave McClain [1187],,124,122,73,187,80,84,38,223
Texas-El Paso,Gil Bartosh [90],,118,122,116,187,139,84,121,223
Northwestern,John Pont [1482],,105,122,128,187,121,84,125,223
Southern California,John Robinson [1564],,13,122,14,187,25,84,28,223
Oklahoma State,Jim Stanley [1734],,63,122,3,187,19,84,12,223
Arkansas State,Bill Davidson [438],,132,122,64,187,126,84,134,223
