Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Terry Donahue [501],,88,68,14,119,24,43,93,158
Wake Forest,Bill Dooley [507],,32,68,94,119,49,43,77,158
New Mexico,Mike Sheppard [1673],,104,68,96,119,95,43,96,158
Southern Mississippi,Jeff Bower [169],Curley Hallman [757],66,68,20,119,40,43,11,158
California,Bruce Snyder [1717],,24,68,17,119,9,43,2,158
Cincinnati,Tim Murphy [1333],,81,68,102,119,95,43,95,158
Tennessee,Johnny Majors [1142],,21,68,22,119,7,43,27,158
Memphis,Chuck Stobart [1760],,69,68,84,119,69,43,99,158
Mississippi,Billy Brewer [181],,23,68,43,119,52,43,16,158
Purdue,Fred Akers [10],,42,68,100,119,56,43,71,158
Clemson,Ken Hatfield [803],,2,68,18,119,37,43,12,158
Virginia Tech,Frank Beamer [102],,30,68,30,119,35,43,54,158
Temple,Jerry Berndt [121],,51,68,57,119,32,43,44,158
Wyoming,Paul Roach [1553],,92,68,46,119,13,43,29,158
Kansas State,Bill Snyder [1716],,77,68,76,119,87,43,98,158
Kansas,Glen Mason [1163],,29,68,81,119,72,43,97,158
Penn State,Joe Paterno [1433],,19,68,13,119,24,43,8,158
Long Beach State,George Allen [16],,98,68,90,119,98,43,66,158
Northern Illinois,Jerry Pettibone [1457],,76,68,64,119,83,43,75,158
Cal State Fullerton,Gene Murphy [1331],,107,68,0,119,107,43,90,158
Louisville,Howard Schnellenberger [1639],,6,68,48,119,43,43,52,158
Missouri,Bob Stull [1785],,56,68,70,119,71,43,102,158
East Carolina,Bill Lewis [1096],,68,68,60,119,66,43,107,158
Oregon,Rich Brooks [195],,87,68,19,119,20,43,41,158
Miami (OH),Randy Walker [1913],,73,68,74,119,76,43,9,158
Pacific,Walt Harris [789],,102,68,99,119,103,43,87,158
Bowling Green State,Moe Ankney [42],,80,68,95,119,93,43,59,158
Vanderbilt,Watson Brown [209],,70,68,85,119,87,43,84,158
Wisconsin,Barry Alvarez [25],,48,68,87,119,83,43,81,158
Akron,Gerry Faust [600],,78,68,98,119,87,43,58,158
Colorado State,Earle Bruce [212],,86,68,28,119,4,43,20,158
Duke,Barry Wilson [1993],,28,68,89,119,46,43,82,158
Brigham Young,LaVell Edwards [550],,14,68,8,119,1,43,14,158
Washington,Don James [928],,7,68,5,119,4,43,26,158
Louisiana-Lafayette,Nelson Stokley [1763],,74,68,75,119,78,43,64,158
Illinois,John Mackovic [1136],,35,68,1,119,38,43,15,158
Arizona State,Larry Marmie [1152],,91,68,51,119,24,43,94,158
Rutgers,Doug Graber [715],,55,68,88,119,56,43,106,158
Kent State,Dick Crum [409],,82,68,97,119,98,43,67,158
Arizona,Dick Tomey [1853],,90,68,7,119,13,43,35,158
Kentucky,Bill Curry [421],,58,68,52,119,59,43,92,158
Air Force,Fisher DeBerry [452],,96,68,41,119,32,43,32,158
Utah,Ron McBride [1178],,103,68,66,119,93,43,68,158
Georgia,Ray Goff [703],,64,68,36,119,64,43,74,158
Nebraska,Tom Osborne [1408],,5,68,42,119,20,43,28,158
Fresno State,Jim Sweeney [1799],,13,68,67,119,87,43,17,158
Syracuse,Dick MacPherson [1137],,49,68,37,119,27,43,48,158
Army,Jim Young [2038],,54,68,83,119,52,43,78,158
South Carolina,Sparky Woods [2019],,17,68,54,119,40,43,50,158
Baylor,Grant Teaff [1816],,12,68,71,119,27,43,49,158
Eastern Michigan,Jim Harkema [777],,83,68,80,119,101,43,79,158
Florida State,Bobby Bowden [166],,16,68,16,119,9,43,10,158
Alabama,Gene Stallings [1732],,67,68,23,119,46,43,55,158
Florida,Steve Spurrier [1728],,18,68,26,119,13,43,53,158
Tulsa,David Rader [1506],,85,68,103,119,83,43,103,158
Oregon State,Dave Kragthorpe [1041],,100,68,53,119,103,43,57,158
Texas Tech,Spike Dykes [543],,40,68,82,119,66,43,56,158
Nevada-Las Vegas,Jim Strong [1780],,99,68,86,119,101,43,83,158
Miami (FL),Dennis Erickson [576],,15,68,4,119,7,43,51,158
San Jose State,Terry Shea [1665],,11,68,31,119,13,43,42,158
Navy,George Chaump [294],,60,68,62,119,56,43,85,158
Maryland,Joe Krivak [1045],,27,68,38,119,27,43,13,158
New Mexico State,Jim Hess [835],,106,68,104,119,106,43,60,158
Boston College,Jack Bicknell [134],,53,68,73,119,49,43,86,158
Ohio,Tom Lichtenberg [1099],,84,68,0,119,103,43,61,158
West Virginia,Don Nehlen [1352],,50,68,92,119,52,43,62,158
San Diego State,Al Luginbill [1128],,95,68,50,119,27,43,7,158
Virginia,George Welsh [1954],,25,68,25,119,36,43,22,158
Texas,David McWilliams [1241],,8,68,9,119,9,43,21,158
Ball State,Paul Schudel [1641],,79,68,61,119,87,43,19,158
Texas-El Paso,David Lee [1085],,105,68,69,119,98,43,104,158
Northwestern,Francis Peay [1441],,46,68,91,119,81,43,65,158
Southern California,Larry Smith [1706],,38,68,15,119,20,43,5,158
Oklahoma State,Pat Jones [966],,47,68,78,119,73,43,89,158
Arkansas State,Al Kincaid [1008],,93,68,105,119,87,43,76,158
Washington State,Mike Price [1492],,94,68,47,119,32,43,105,158
Auburn,Pat Dye [540],,22,68,21,119,49,43,25,158
Michigan,Gary Moeller [1287],,34,68,10,119,20,43,18,158
North Carolina State,Dick Sheridan [1674],,31,68,40,119,38,43,23,158
Colorado,Bill McCartney [1183],,4,68,2,119,1,43,33,158
Louisiana State,Mike Archer [46],,72,68,39,119,62,43,73,158
Arkansas,Jack Crowe [404],,45,68,63,119,81,43,70,158
Tulane,Greg Davis [443],,75,68,65,119,79,43,72,158
Southern Methodist,Forrest Gregg [728],,59,68,101,119,83,43,101,158
Rice,Fred Goldsmith [706],,44,68,77,119,80,43,91,158
Stanford,Dennis Green [724],,89,68,11,119,27,43,69,158
Western Michigan,Al Molde [1288],,63,68,56,119,75,43,31,158
Toledo,Nick Saban [1608],,62,68,49,119,62,43,36,158
Iowa,Hayden Fry [657],,33,68,6,119,9,43,34,158
Michigan State,George Perles [1450],,36,68,24,119,13,43,30,158
Georgia Tech,Bobby Ross [1589],,1,68,12,119,1,43,1,158
Indiana,Bill Mallory [1144],,37,68,68,119,52,43,24,158
Texas Christian,Jim Wacker [1900],,43,68,72,119,69,43,100,158
Notre Dame,Lou Holtz [876],,20,68,3,119,4,43,4,158
Pittsburgh,Paul Hackett [745],,52,68,93,119,46,43,88,158
Central Michigan,Herb Deromedi [464],,61,68,44,119,60,43,40,158
Minnesota,John Gutekunst [742],,41,68,34,119,43,43,6,158
Houston,John Jenkins [938],,3,68,33,119,13,43,45,158
Hawaii,Bob Wagner [1904],,101,68,29,119,66,43,43,158
Ohio State,John Cooper [355],,39,68,32,119,40,43,39,158
Mississippi State,Rockey Felker [605],,65,68,45,119,60,43,63,158
Louisiana Tech,Joe Peace [1439],,71,68,58,119,76,43,47,158
Oklahoma,Gary Gibbs [683],,10,68,35,119,13,43,46,158
North Carolina,Mack Brown [204],,26,68,59,119,43,43,38,158
Iowa State,Jim Walden [1906],,57,68,55,119,74,43,80,158
Utah State,Chuck Shelton [1671],,97,68,79,119,95,43,3,158
Texas A&M,R.C. Slocum [1696],,9,68,27,119,64,43,37,158
