Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Rick Neuheisel [1357],,52,99,50,153,38,72,21,225
Middle Tennessee State,Rick Stockstill [1762],,44,99,69,153,67,72,5,225
Wake Forest,Jim Grobe [736],,61,99,55,153,54,72,99,225
New Mexico,Mike Locksley [1111],,107,99,116,153,104,72,68,225
Southern Mississippi,Larry Fedora [603],,79,99,73,153,76,72,30,225
California,Jeff Tedford [1819],,48,99,29,153,30,72,43,225
Cincinnati,Brian Kelly [985],Jeff Quinn [1504],6,99,11,153,10,72,9,225
Troy,Larry Blakeney [150],,56,99,63,153,45,72,31,225
Tennessee,Lane Kiffin [1002],,40,99,49,153,40,72,36,225
Memphis,Tommy West [1955],,89,99,111,153,88,72,86,225
Mississippi,Houston Nutt [1380],,39,99,34,153,4,72,61,225
Purdue,Danny Hope [878],,95,99,12,153,95,72,87,225
Clemson,Dabo Swinney [1801],,18,99,20,153,15,72,58,225
Virginia Tech,Frank Beamer [102],,16,99,16,153,15,72,53,225
Temple,Al Golden [704],,17,99,65,153,88,72,28,225
Alabama-Birmingham,Neil Callaway [247],,88,99,86,153,83,72,96,225
Wyoming,Dave Christensen [304],,22,99,82,153,58,72,13,225
Kansas State,Bill Snyder [1716],,76,99,80,153,114,72,73,225
Kansas,Mark Mangino [1147],,78,99,77,153,30,72,88,225
Penn State,Joe Paterno [1433],,10,99,22,153,10,72,11,225
Northern Illinois,Jerry Kill [1004],,103,99,74,153,88,72,33,225
Buffalo,Turner Gill [692],,115,99,93,153,95,72,82,225
Boise State,Chris Petersen [1452],,1,99,4,153,1,72,1,225
Louisville,Steve Kragthorpe [1042],,42,99,89,153,71,72,101,225
Missouri,Gary Pinkel [1467],,29,99,59,153,23,72,16,225
East Carolina,Skip Holtz [877],,64,99,51,153,67,72,20,225
Oregon,Chip Kelly [986],,12,99,7,153,4,72,65,225
Miami (OH),Michael Haywood [815],,117,99,114,153,110,72,91,225
Bowling Green State,Dave Clawson [320],,102,99,72,153,88,72,46,225
Vanderbilt,Bobby Johnson [946],,43,99,117,153,71,72,94,225
Marshall,Mark Snyder [1719],,85,99,67,153,78,72,60,225
