Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,Bill Barnes [82],,59,74,38,118,51,45,107,162
Wake Forest,William Tate [1811],,114,74,32,118,87,45,6,162
William & Mary,Marv Levy [1093],,117,74,99,118,101,45,101,162
New Mexico,Bill Weeks [1946],,77,74,28,118,1,45,52,162
Lehigh,Mike Cooley [353],,24,74,0,118,35,45,77,162
Dartmouth,Bob Blackman [146],,12,74,49,118,27,45,21,162
West Texas A&M,Joe Kerbel [992],,99,74,105,118,109,45,69,162
Southern Mississippi,Pie Vann [1887],,34,74,94,118,80,45,8,162
California,Ray Willsey [1992],,71,74,51,118,69,45,96,162
Cincinnati,Charles Studley [1783],,52,74,40,118,9,45,40,162
Tennessee,Doug Dickey [476],,50,74,47,118,87,45,84,162
Memphis,Billy Murphy [1329],,36,74,83,118,82,45,103,162
Detroit Mercy,John Idzik [916],,90,74,104,118,106,45,74,162
Yale,John Pont [1482],,11,74,67,118,14,45,16,162
Mississippi,John Vaught [1889],,35,74,74,118,80,45,65,162
Purdue,Jack Mollenkopf [1289],,39,74,2,118,35,45,12,162
Clemson,Frank Howard [888],,113,74,71,118,94,45,94,162
Virginia Tech,Jerry Claiborne [311],,116,74,9,118,96,45,36,162
Wyoming,Lloyd Eaton [544],,79,74,29,118,51,45,25,162
Kansas State,Doug Weaver [1942],,82,74,96,118,59,45,88,162
Kansas,Jack Mitchell [1285],,80,74,66,118,54,45,20,162
Penn State,Rip Engle [567],,62,74,17,118,32,45,49,162
Furman,Robert King [1016],,119,74,113,118,120,45,121,162
Buffalo,Dick Offenhamer [1397],,26,74,101,118,106,45,80,162
Cornell,Tom Harp [782],,21,74,78,118,24,45,78,162
Louisville,Frank Camp [250],,105,74,114,118,120,45,76,162
Missouri,Dan Devine [469],,73,74,25,118,43,45,57,162
Oregon,Len Casanova [275],,42,74,19,118,14,45,53,162
Miami (OH),Bo Schembechler [1631],,67,74,48,118,14,45,42,162
Pacific,Pacific_UNKNOWN_COACH,,104,74,0,118,117,45,68,162
Bowling Green State,Doyt Perry [1451],,7,74,33,118,1,45,17,162
Vanderbilt,Jack Green [726],,49,74,57,118,85,45,97,162
Marshall,Charlie Snyder [1718],,17,74,53,118,21,45,11,162
Wisconsin,Milt Bruhn [213],,57,74,63,118,40,45,61,162
Colorado State,Milo Lude [1125],,96,74,97,118,64,45,60,162
Colgate,Hal Lahar [1059],,20,74,69,118,9,45,29,162
Duke,Bill Murray [1334],,108,74,59,118,90,45,109,162
Brigham Young,Tommy Hudspeth [896],,93,74,80,118,69,45,90,162
Washington,Jim Owens [1414],,43,74,13,118,48,45,24,162
Illinois,Pete Elliott [558],,30,74,22,118,38,45,34,162
Arizona State,Frank Kush [1054],,81,74,65,118,58,45,35,162
Rutgers,John Bateman [92],,9,74,88,118,14,45,28,162
Kent State,Leo Strang [1775],,98,74,92,118,76,45,114,162
Princeton,Richard Colman [345],,2,74,14,118,1,45,1,162
Arizona,Jim LaRue [1070],,78,74,30,118,48,45,10,162
