Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Jim Brovelli [363],,193,334,2,0,196,338
Rhode Island,Claude English [978],Jack Kraft [1798],15,334,2,0,79,338
Hofstra,Dick Berg [219],,62,334,2,0,158,338
Indiana State,Bill Hodges [1493],,193,334,2,0,106,338
New Hampshire,Gerry Friel [1127],,39,334,2,0,158,338
Cincinnati,Ed Badger [112],,105,334,2,0,133,338
Morehead State,Wayne Martin [2036],,52,334,2,0,53,338
Tennessee,Don DeVoe [808],,145,334,2,0,1,338
Chattanooga,Murray Arnold [94],,183,334,2,0,133,338
Memphis,Dana Kirk [1771],,104,334,2,0,79,338
Providence,Gary Walters [3295],,17,334,2,0,158,338
American,Gary Williams [3403],,66,334,2,0,133,338
West Chester,Earl Voss [3261],,69,334,2,0,211,338
La Salle,Lefty Ervin [984],,61,334,2,0,27,338
Mississippi,Bob Weltlich [3345],,146,334,2,0,106,338
Purdue,Gene Keady [1710],,197,334,2,0,106,338
Weber State,Neil McCarthy [2076],,14,334,2,0,1,338
Portland,Jack Avina [106],,189,334,2,0,133,338
Alabama-Birmingham,Gene Bartow [163],,120,334,2,0,79,338
Kansas State,Jack Hartman [1384],,180,334,2,0,27,338
Maine,Skip Chappelle [546],,37,334,2,0,27,338
Northern Illinois,John McDougal [2114],,154,334,2,0,53,338
Cal State Fullerton,George McQuarn [2160],,105,334,2,0,133,338
Eastern Kentucky,Ed Byhre [443],,51,334,2,0,79,338
Houston Baptist,Gene Iba [1588],,43,334,2,0,133,338
Bradley,Dick Versace [3248],,103,334,2,0,1,338
Creighton,Tom Apke [80],,192,334,2,0,53,338
Bowling Green State,John Weinert [3337],,146,334,2,0,27,338
Georgetown,John Thompson [3154],,11,334,2,0,1,338
Marshall,Bob Zuffelato [3511],,182,334,2,0,27,338
Wisconsin,Bill Cofield [600],,203,334,2,0,196,338
Colorado State,Tony McAndrews [2055],,68,334,2,0,106,338
Colgate,Mike Griffin [1278],,22,334,2,0,133,338
Duke,Mike Krzyzewski [1814],,157,334,2,0,53,338
Brigham Young,Frank Arnold [92],,15,334,2,0,1,338
Western Carolina,Steve Cottrell [668],,186,334,2,0,53,338
Washington,Marv Harshman [1381],,103,334,2,0,106,338
Louisiana-Lafayette,Bobby Paschal [2473],,100,334,2,0,27,338
Arizona State,Ned Wulk [3482],,48,334,2,0,27,338
Austin Peay,Ron Bargatze [139],,55,334,2,0,133,338
Kent State,Ed Douma [866],,158,334,2,0,79,338
Seton Hall,Bill Raftery [2622],,16,334,2,0,133,338
Murray State,Ronald Greene [1263],,44,334,2,0,27,338
Princeton,Pete Carril [504],,100,334,2,0,27,338
Saint Mary's (CA),Bill Oates [2418],,188,334,2,0,1,338
Virginia Commonwealth,J.D. Barnett [150],,119,334,2,0,53,338
Tennessee Tech,Tom Deaton [782],,54,334,2,0,158,338
Butler,Joe Sexson [2886],,17,334,2,0,79,338
Fresno State,Tiny Grant [1243],,101,334,2,0,53,338
Hardin-Simmons,Jim Shuler [2916],,45,334,2,0,158,338
Wichita State,Gene Smithson [2975],,187,334,2,0,27,338
Baylor,Jim Haller [1325],,110,334,2,0,133,338
Eastern Michigan,Jim Boyce [303],,160,334,2,0,205,338
Florida State,Joe Williams [3407],,92,334,2,0,53,338
South Alabama,Cliff Ellis [963],,103,334,2,0,1,338
Florida,Norm Sloan [2944],,151,334,2,0,205,338
Alabama,Wimp Sanderson [2815],,145,334,2,0,79,338
Oregon State,Ralph Miller [2217],,47,334,2,0,1,338
Rider,John Carpenter [503],,67,334,2,0,205,338
San Jose State,Bill Berry [226],,104,334,2,0,79,338
Montana State,Bruce Haroldson [1359],,144,334,2,0,79,338
Boston College,Tom Davis [771],,15,334,2,0,106,338
Idaho,Don Monson [2252],,145,334,2,0,27,338
Virginia,Terry Holland [1508],,160,334,2,0,106,338
Delaware State,Ajac Triplett [3195],,24,334,2,0,1,338
St. John's (NY),Lou Carnesecca [500],,13,334,2,0,53,338
Duquesne,Mike Rice [2689],,101,334,2,0,1,338
Texas,Abe Lemons [1890],,65,334,2,0,53,338
Ball State,Steve Yoder [3493],,158,334,2,0,106,338
Jacksonville,Tates Locke [1927],,115,334,2,0,27,338
Texas-El Paso,Don Haskins [1390],,39,334,2,0,53,338
Washington State,George Raveling [2636],,58,334,2,0,79,338
Harvard,Frank McLaughlin [2143],,103,334,2,0,106,338
Oklahoma City,Ken Trickey [3192],,11,334,2,0,53,338
Louisiana-Monroe,Benny Hollis [1511],,14,334,2,0,1,338
Villanova,Rollie Massimino [2043],,98,334,2,0,27,338
Michigan,Bill Frieder [1126],,202,334,2,0,158,338
Arkansas,Eddie Sutton [3090],,57,334,2,0,27,338
Georgia State,Roger Couch [669],,122,334,2,0,158,338
Holy Cross,George Blaney [266],,2,334,2,0,1,338
Rice,Mike Schuler [2861],,111,334,2,0,180,338
St. Bonaventure,Jim Satalin [2816],,100,334,2,0,133,338
Iowa,Lute Olson [2434],,197,334,2,0,53,338
Charlotte,Mike Pratt [2579],,120,334,2,0,106,338
Michigan State,Jud Heathcote [1414],,201,334,2,0,133,338
Georgia Tech,Dwayne Morrison [2277],,161,334,2,0,180,338
Texas Southern,Robert Moreland [2264],,60,334,2,0,106,338
Indiana,Bob Knight [1782],,187,334,2,0,27,338
Texas Christian,Jim Killingsworth [1760],,112,334,2,0,196,338
Pittsburgh,Roy Chipman [558],,103,334,2,0,53,338
Central Michigan,Dick Parfitt [2461],,163,334,2,0,196,338
Howard,A.B. Williamson [3420],,16,334,2,0,27,338
Minnesota,Jim Dutcher [914],,199,334,2,0,79,338
Lamar,Pat Foster [1101],,48,334,2,0,1,338
Hawaii,Larry Little [1914],,64,334,2,0,158,338
Citadel,Les Robinson [2729],,183,334,2,0,158,338
Ohio State,Eldon Miller [2208],,195,334,2,0,1,338
Montana,Mike Montgomery [2254],,143,334,2,0,53,338
Davidson,Eddie Biedenbach [243],,187,334,2,0,180,338
North Carolina,Dean Smith [2954],,153,334,2,0,27,338
Iowa State,Johnny Orr [2437],,185,334,2,0,133,338
Utah State,Rod Tueller [3205],,99,334,2,0,1,338
Texas A&M,Shelby Metcalf [2189],,46,334,2,0,1,338
Florida A&M,Josh Giles [1188],,24,334,2,0,79,338
UCLA,Larry Brown [379],,66,334,2,0,53,338
Wake Forest,Carl Tacy [3109],,159,334,2,0,158,338
Lafayette,Will Rackley [2616],,61,334,2,0,106,338
New Mexico,Gary Colson [619],,69,334,2,0,133,338
Dartmouth,Tim Cohane [603],,105,334,2,0,158,338
Lehigh,Brian Hill [1465],,69,334,2,0,210,338
West Texas A&M,Ken Edwards [948],,192,334,2,0,133,338
Gonzaga,Dan Fitzgerald [1057],,191,334,2,0,106,338
California,Dick Kuchen [1815],,116,334,2,0,196,338
Canisius,Nick Macarchuk [1971],,12,334,2,0,106,338
San Francisco,Peter Barry [157],,185,334,2,0,27,338
East Tennessee State,Jim Hallahan [1323],,178,334,2,0,79,338
California-Irvine,Bill Mulligan [2303],,106,334,2,0,180,338
Santa Clara,Carroll Williams [3398],,191,334,2,0,158,338
Grambling,Fred Hobdy [1489],,46,334,2,0,27,338
Yale,Ray Carazo [485],,101,334,2,0,53,338
Northeastern,Jim Calhoun [454],,37,334,2,0,106,338
Clemson,Bill C. Foster [1096],,158,334,2,0,79,338
Virginia Tech,Charles Moir [2241],,97,334,2,0,27,338
Temple,Don Casey [518],,63,334,2,0,53,338
Drake,Bob Ortegel [2440],,194,334,2,0,158,338
Wyoming,Jim Brandenburg [324],,57,334,2,0,79,338
Evansville,Dick Walters [3294],,17,334,2,0,106,338
Kansas,Ted Owens [2450],,182,334,2,0,106,338
Furman,Eddie Holbrook [1502],,15,334,2,0,1,338
Long Beach State,Tex Winter [3445],,100,334,2,0,27,338
Middle Tennessee,Stan Simpson [2932],,53,334,2,0,106,338
Boise State,Dave Leach [1872],,148,334,2,0,133,338
Cornell,Tom Miller [2219],,106,334,2,0,180,338
Louisville,Denny Crum [711],,1,334,2,0,1,338
Missouri,Norm Stewart [3051],,146,334,2,0,1,338
Texas-Arlington,Bob Snake LeGrand [1884],,100,334,2,0,133,338
Mercer,Bill Bibb [240],,41,334,2,0,53,338
Oregon,Jim Haney [1338],,115,334,2,0,133,338
Miami (OH),Darrell Hedric [1417],,159,334,2,0,133,338
Pacific,Dick Fichtner [1034],,102,334,2,0,106,338
Vanderbilt,Richard Schmidt [2847],,148,334,2,0,180,338
South Florida,Lee Rose [2767],,123,334,2,0,180,338
Southern,Carl Stewart [3041],,59,334,2,0,79,338
North Carolina A&T,Don Corbett [658],,26,334,2,0,106,338
Illinois,Lou Henson [1437],,199,334,2,0,180,338
Oral Roberts,Ken Hayes [1403],,10,334,2,0,1,338
Rutgers,Tom Young [3499],,99,334,2,0,106,338
Connecticut,Dom Perno [2504],,14,334,2,0,79,338
