Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Hank Egan [951],,71,533,2,0,193,531
Rhode Island,Al Skinner [2941],,18,533,2,0,33,531
Saint Francis (PA),Jim Baron [151],,122,533,2,0,223,531
Hofstra,Butch van Breda Kolff [3230],,215,533,2,0,223,531
Southern Mississippi,M.K. Turk [3207],,187,533,2,0,193,531
Old Dominion,Tom Young [3499],,161,533,2,0,97,531
New Hampshire,Gerry Friel [1127],,110,533,2,0,266,531
Indiana State,Ronald Greene [1263],,74,533,2,0,223,531
Cincinnati,Tony Yates [3488],,186,533,2,0,161,531
Morehead State,Tommy Gaither [1140],,17,533,2,0,223,531
Tennessee,Don DeVoe [808],,268,533,2,0,223,531
Chattanooga,Mack McCarthy [2075],,246,533,2,0,33,531
Memphis,Larry Finch [1041],,185,533,2,0,65,531
Providence,Rick Barnes [145],,255,533,2,0,251,531
Missouri State,Charles Spoonhour [3001],,19,533,2,0,1,531
American,Ed Tapscott [3113],,121,533,2,0,97,531
La Salle,Speedy Morris [2274],,2,533,2,0,1,531
Mississippi,Ed Murphy [2310],,270,533,2,0,161,531
Green Bay,Dick Bennett [211],,29,533,2,0,33,531
Purdue,Gene Keady [1710],,18,533,2,0,1,531
Weber State,Denny Huston [1580],,206,533,2,0,251,531
Portland,Larry Steele [3026],,71,533,2,0,223,531
Alabama-Birmingham,Gene Bartow [163],,163,533,2,0,129,531
Kansas State,Lon Kruger [1811],,24,533,2,0,33,531
Saint Peter's,Ted Fiore [1048],,18,533,2,0,65,531
Maryland-Eastern Shore,Steve Williams [3417],,82,533,2,0,223,531
Penn State,Bruce Parkhill [2467],,107,533,2,0,65,531
Stephen F. Austin,Mike Martin [2034],,120,533,2,0,161,531
Fordham,Nick Macarchuk [1971],,22,533,2,0,33,531
Maine,Rudy Keeling [1718],,106,533,2,0,161,531
Cal State Fullerton,John Sneed [2977],,207,533,2,0,193,531
East Carolina,Mike Steele [3027],,123,533,2,0,193,531
Eastern Kentucky,Max Good [1224],,12,533,2,0,97,531
Illinois-Chicago,Bob Hallberg [1324],,54,533,2,0,161,531
Houston Baptist,Tommy Jones [1680],,175,533,2,0,251,531
Bradley,Stan Albeck [26],,17,533,2,0,1,531
St. Francis (NY),Rich Zvosec [3513],,122,533,2,0,193,531
Creighton,Tony Barone [152],,71,533,2,0,97,531
Mississippi Valley State,Lafayette Stribling [3069],,76,533,2,0,193,531
Bowling Green State,Jim Larranaga [1856],,250,533,2,0,161,531
Georgetown,John Thompson [3154],,254,533,2,0,97,531
Marshall,Rick Huckabay [1549],,74,533,2,0,1,531
Wisconsin,Steve Yoder [3493],,83,533,2,0,193,531
Colorado State,Tiny Grant [1243],,190,533,2,0,161,531
Colgate,Joe Baker [120],,108,533,2,0,223,531
Duke,Mike Krzyzewski [1814],,182,533,2,0,1,531
Brigham Young,Ladell Andersen [57],,187,533,2,0,1,531
Western Carolina,Dave Possinger [2563],,250,533,2,0,223,531
Washington,Andy Russo [2793],,200,533,2,0,223,531
Louisiana-Lafayette,Marty Fletcher [1070],,83,533,2,0,97,531
Arizona State,Steve Patterson [2479],Bob Schermerhorn [2837],199,533,2,0,251,531
Austin Peay,Lake Kelly [1732],,13,533,2,0,65,531
Fairleigh Dickinson,Tom Green [1258],,72,533,2,0,1,531
Kent State,Jim McDonald [2108],,253,533,2,0,251,531
Robert Morris,Jarrett Durham [912],,112,533,2,0,97,531
Seton Hall,P.J. Carlesimo [490],,252,533,2,0,129,531
Murray State,Steve Newton [2359],,6,533,2,0,1,531
Princeton,Pete Carril [504],,105,533,2,0,33,531
Saint Mary's (CA),Lynn Nance [2333],,67,533,2,0,65,531
Virginia Commonwealth,Mike Pollio [2556],,161,533,2,0,33,531
Tennessee Tech,Tom Deaton [782],Frank Harrell [1366],14,533,2,0,161,531
Butler,Joe Sexson [2886],,162,533,2,0,97,531
Fresno State,Ron Adams [16],,208,533,2,0,251,531
North Carolina-Wilmington,Robert McPherson [2158],,110,533,2,0,33,531
Hardin-Simmons,Dennis Harp [1360],,170,533,2,0,97,531
Army,Les Wothke [3475],,29,533,2,0,161,531
Wichita State,Eddie Fogler [1083],,69,533,2,0,33,531
Baylor,Gene Iba [1588],,200,533,2,0,1,531
Eastern Michigan,Ben Braun [328],,18,533,2,0,1,531
Florida State,Pat Kennedy [1742],,183,533,2,0,129,531
South Alabama,Ronnie Arrow [96],,161,533,2,0,65,531
Alabama,Wimp Sanderson [2815],,271,533,2,0,266,531
Florida,Norm Sloan [2944],,267,533,2,0,97,531
Georgia Southern,Frank Kerns [1749],,168,533,2,0,33,531
Oregon State,Ralph Miller [2217],,178,533,2,0,33,531
Rider,John Carpenter [503],,215,533,2,0,193,531
Nevada-Las Vegas,Jerry Tarkanian [3114],,185,533,2,0,33,531
Navy,Pete Herrmann [1447],,124,533,2,0,129,531
San Jose State,Bill Berry [226],,206,533,2,0,223,531
Montana State,Stu Starner [3021],,203,533,2,0,33,531
Boston College,Jim O'Brien [2391],,254,533,2,0,65,531
Idaho,Kermit Davis [765],,180,533,2,0,65,531
Monmouth,Wayne Szoke [3107],,98,533,2,0,33,531
Virginia,Terry Holland [1508],,184,533,2,0,161,531
Delaware State,Jeff Jones [1671],,85,533,2,0,251,531
St. John's (NY),Lou Carnesecca [500],,251,533,2,0,193,531
Duquesne,Jim Satalin [2816],,109,533,2,0,193,531
Western Illinois,Jack Margenthaler [2015],,51,533,2,0,129,531
Texas,Thomas Penders [2500],,202,533,2,0,129,531
Valparaiso,Homer Drew [877],,54,533,2,0,223,531
Ball State,Rick Majerus [2001],,250,533,2,0,129,531
Loyola (MD),Mark Amatucci [54],,120,533,2,0,161,531
Jacksonville,Rich Haddad [1300],,166,533,2,0,223,531
Texas-El Paso,Don Haskins [1390],,190,533,2,0,65,531
Washington State,Kelvin Sampson [2806],,197,533,2,0,161,531
Harvard,Peter Roby [2736],,108,533,2,0,161,531
Louisiana-Monroe,Mike Vining [3254],,70,533,2,0,65,531
Villanova,Rollie Massimino [2043],,250,533,2,0,161,531
Michigan,Steve Fisher [1054],Bill Frieder [1126],65,533,2,0,33,531
Arkansas,Nolan Richardson [2695],,201,533,2,0,65,531
Georgia State,Bob Reinhart [2668],,176,533,2,0,266,531
Holy Cross,George Blaney [266],,24,533,2,0,97,531
North Texas,Jimmy Gales [1141],,19,533,2,0,1,531
Illinois State,Bob Donewald [847],,70,533,2,0,65,531
Rice,Scott Thompson [3157],,205,533,2,0,193,531
St. Bonaventure,Ron DeCarli [783],,97,533,2,0,161,531
Coastal Carolina,Russ Bergman [221],,185,533,2,0,97,531
James Madison,Lefty Driesell [883],,124,533,2,0,223,531
Iowa,Tom Davis [771],,80,533,2,0,161,531
Charlotte,Jeff Mullins [2304],,69,533,2,0,1,531
Northern Iowa,Eldon Miller [2208],,52,533,2,0,193,531
Michigan State,Jud Heathcote [1414],,84,533,2,0,251,531
Georgia Tech,Bobby Cremins [695],,184,533,2,0,97,531
Texas Southern,Robert Moreland [2264],,53,533,2,0,65,531
Indiana,Bob Knight [1782],,82,533,2,0,97,531
Texas Christian,Moe Iba [1590],,205,533,2,0,251,531
Pittsburgh,Paul Evans [1003],,248,533,2,0,1,531
Central Michigan,Charlie Coles [609],,248,533,2,0,65,531
Howard,A.B. Williamson [3420],,82,533,2,0,33,531
Minnesota,Clem Haskins [1389],,85,533,2,0,223,531
Lamar,Tony Branch [323],,82,533,2,0,65,531
Youngstown State,Jim Cleamons [582],,17,533,2,0,193,531
Hawaii,Riley Wallace [3288],,193,533,2,0,223,531
Citadel,Randy Nesbit [2349],,250,533,2,0,193,531
Fairfield,Mitch Buonaguro [416],,27,533,2,0,129,531
Ohio State,Gary Williams [3403],,84,533,2,0,129,531
Texas-San Antonio,Ken Burmeister [428],,168,533,2,0,1,531
Niagara,Andy Walker [3277],,104,533,2,0,33,531
Montana,Stew Morrill [2270],,206,533,2,0,129,531
Manhattan,Steve Lappas [1853],,29,533,2,0,223,531
Davidson,Bobby Hussey [1579],,246,533,2,0,97,531
North Carolina,Dean Smith [2954],,180,533,2,0,33,531
Iowa State,Johnny Orr [2437],,75,533,2,0,97,531
Utah State,Kohn Smith [2963],,186,533,2,0,65,531
Texas A&M,Shelby Metcalf [2189],,203,533,2,0,161,531
Florida A&M,Willie Booker [290],,68,533,2,0,65,531
UCLA,Jim Harrick [1367],,179,533,2,0,65,531
Coppin State,Fang Mitchell [2233],,70,533,2,0,129,531
Wake Forest,Bob Staak [3006],,187,533,2,0,223,531
Lafayette,John Leone [1894],,181,533,2,0,1,531
William & Mary,Chuck Swenson [3105],,122,533,2,0,161,531
New Mexico,Dave Bliss [274],,193,533,2,0,129,531
