Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Hank Egan [951],,66,527,2,0,224,510
Rhode Island,Al Skinner [2941],,50,527,2,0,129,510
Saint Francis (PA),Jim Baron [151],,192,527,2,0,224,510
Hofstra,Butch van Breda Kolff [3230],,142,527,2,0,129,510
Old Dominion,Tom Young [3499],,160,527,2,0,193,510
Southern Mississippi,M.K. Turk [3207],,144,527,2,0,161,510
New Hampshire,Jim Boylan [307],,83,527,2,0,264,510
Indiana State,Tates Locke [1927],,144,527,2,0,224,510
Cincinnati,Bob Huggins [1552],,142,527,2,0,129,510
Morehead State,Tommy Gaither [1140],,25,527,2,0,129,510
Tennessee,Wade Houston [1538],,264,527,2,0,1,510
Chattanooga,Mack McCarthy [2075],,233,527,2,0,65,510
Memphis,Larry Finch [1041],,142,527,2,0,1,510
Providence,Rick Barnes [145],,233,527,2,0,193,510
Missouri State,Charles Spoonhour [3001],,14,527,2,0,1,510
American,Ed Tapscott [3113],,51,527,2,0,129,510
Mississippi,Ed Murphy [2310],,265,527,2,0,224,510
Green Bay,Dick Bennett [211],,151,527,2,0,33,510
La Salle,Speedy Morris [2274],,2,527,2,0,1,510
Purdue,Gene Keady [1710],,175,527,2,0,224,510
Weber State,Denny Huston [1580],,86,527,2,0,97,510
Portland,Larry Steele [3026],,66,527,2,0,193,510
Alabama-Birmingham,Gene Bartow [163],,155,527,2,0,97,510
Kansas State,Lon Kruger [1811],,89,527,2,0,129,510
Saint Peter's,Ted Fiore [1048],,11,527,2,0,33,510
Maryland-Eastern Shore,Steve Williams [3417],,83,527,2,0,250,510
Stephen F. Austin,Mike Martin [2034],,231,527,2,0,224,510
Penn State,Bruce Parkhill [2467],,49,527,2,0,97,510
Fordham,Nick Macarchuk [1971],,18,527,2,0,65,510
Maine,Rudy Keeling [1718],,79,527,2,0,161,510
Cal State Fullerton,John Sneed [2977],,156,527,2,0,129,510
East Carolina,Mike Steele [3027],,52,527,2,0,97,510
Eastern Kentucky,Mike Pollio [2556],,22,527,2,0,97,510
Illinois-Chicago,Bob Hallberg [1324],,151,527,2,0,161,510
Houston Baptist,Houston Baptist_UNKNOWN_COACH,,245,527,2,0,161,510
Bradley,Stan Albeck [26],,141,527,2,0,193,510
St. Francis (NY),Rich Zvosec [3513],,193,527,2,0,250,510
Creighton,Tony Barone [152],,58,527,2,0,1,510
Mississippi Valley State,Lafayette Stribling [3069],,158,527,2,0,193,510
Bowling Green State,Jim Larranaga [1856],,226,527,2,0,161,510
Georgetown,John Thompson [3154],,66,527,2,0,1,510
Marshall,Dana Altman [51],,245,527,2,0,161,510
Wisconsin,Steve Yoder [3493],,177,527,2,0,250,510
Colorado State,Tiny Grant [1243],,223,527,2,0,65,510
Colgate,Jack Bruen [399],,82,527,2,0,193,510
Duke,Mike Krzyzewski [1814],,222,527,2,0,1,510
Brigham Young,Roger Reid [2663],,229,527,2,0,129,510
Western Carolina,Greg Blatt [269],,247,527,2,0,193,510
Washington,Lynn Nance [2333],,14,527,2,0,129,510
Louisiana-Lafayette,Marty Fletcher [1070],,145,527,2,0,65,510
Arizona State,Bill Frieder [1126],,24,527,2,0,224,510
Austin Peay,Lake Kelly [1732],,16,527,2,0,33,510
Fairleigh Dickinson,Tom Green [1258],,156,527,2,0,33,510
Kent State,Jim McDonald [2108],,63,527,2,0,33,510
Robert Morris,Jarrett Durham [912],,155,527,2,0,1,510
Seton Hall,P.J. Carlesimo [490],,223,527,2,0,97,510
Murray State,Steve Newton [2359],,16,527,2,0,65,510
Princeton,Pete Carril [504],,59,527,2,0,1,510
Saint Mary's (CA),Paul Landreaux [1838],,60,527,2,0,1,510
Virginia Commonwealth,Sonny Smith [2972],,156,527,2,0,65,510
Tennessee Tech,Frank Harrell [1366],,25,527,2,0,193,510
Butler,Barry Collier [611],,133,527,2,0,161,510
Fresno State,Ron Adams [16],,156,527,2,0,193,510
North Carolina-Wilmington,Robert McPherson [2158],,50,527,2,0,1,510
Hardin-Simmons,Dennis Harp [1360],,246,527,2,0,250,510
Army,Les Wothke [3475],,23,527,2,0,97,510
Wichita State,Mike Cohen [604],,138,527,2,0,33,510
Baylor,Gene Iba [1588],,170,527,2,0,250,510
Eastern Michigan,Ben Braun [328],,224,527,2,0,129,510
South Alabama,Ronnie Arrow [96],,61,527,2,0,1,510
Florida State,Pat Kennedy [1742],,139,527,2,0,65,510
Alabama,Wimp Sanderson [2815],,261,527,2,0,33,510
Florida,Don DeVoe [808],,261,527,2,0,65,510
Georgia Southern,Frank Kerns [1749],,62,527,2,0,33,510
Oregon State,Jim Anderson [67],,11,527,2,0,65,510
Rider,Kevin Bannon [135],,146,527,2,0,224,510
Nevada-Las Vegas,Jerry Tarkanian [3114],,13,527,2,0,1,510
San Jose State,Stan Morrison [2281],,159,527,2,0,264,510
Navy,Pete Herrmann [1447],,54,527,2,0,193,510
Montana State,Stu Starner [3021],,87,527,2,0,129,510
Boston College,Jim O'Brien [2391],,238,527,2,0,250,510
Idaho,Kermit Davis [765],,59,527,2,0,1,510
Monmouth,Wayne Szoke [3107],,192,527,2,0,65,510
Virginia,Terry Holland [1508],,223,527,2,0,65,510
Delaware State,Jeff Jones [1671],,81,527,2,0,193,510
St. John's (NY),Lou Carnesecca [500],,237,527,2,0,129,510
Duquesne,John Carroll [508],,52,527,2,0,224,510
Western Illinois,Jack Margenthaler [2015],,149,527,2,0,129,510
Texas,Thomas Penders [2500],,64,527,2,0,33,510
Valparaiso,Homer Drew [877],,152,527,2,0,193,510
Ball State,Dick Hunsaker [1562],,13,527,2,0,1,510
Loyola (MD),Tom Schneider [2850],,190,527,2,0,193,510
Jacksonville,Rich Haddad [1300],,157,527,2,0,129,510
Texas-El Paso,Don Haskins [1390],,223,527,2,0,1,510
Washington State,Kelvin Sampson [2806],,18,527,2,0,193,510
Harvard,Peter Roby [2736],,89,527,2,0,129,510
Louisiana-Monroe,Mike Vining [3254],,226,527,2,0,65,510
Villanova,Rollie Massimino [2043],,237,527,2,0,161,510
Michigan,Steve Fisher [1054],,137,527,2,0,65,510
Arkansas,Nolan Richardson [2695],,63,527,2,0,1,510
Georgia State,Bob Reinhart [2668],,242,527,2,0,224,510
Holy Cross,George Blaney [266],,26,527,2,0,193,510
North Texas,Jimmy Gales [1141],,225,527,2,0,33,510
Rice,Scott Thompson [3157],,170,527,2,0,97,510
Illinois State,Bob Bender [202],,143,527,2,0,161,510
St. Bonaventure,Tom Chapman [545],,52,527,2,0,161,510
Coastal Carolina,Russ Bergman [221],,154,527,2,0,1,510
James Madison,Lefty Driesell [883],,52,527,2,0,161,510
Iowa,Tom Davis [771],,174,527,2,0,97,510
Charlotte,Jeff Mullins [2304],,154,527,2,0,33,510
Northern Iowa,Eldon Miller [2208],,149,527,2,0,65,510
Michigan State,Jud Heathcote [1414],,179,527,2,0,129,510
Georgia Tech,Bobby Cremins [695],,223,527,2,0,129,510
Texas Southern,Robert Moreland [2264],,153,527,2,0,33,510
Indiana,Bob Knight [1782],,62,527,2,0,33,510
Texas Christian,Moe Iba [1590],,154,527,2,0,65,510
Pittsburgh,Paul Evans [1003],,235,527,2,0,65,510
