Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Bill Grier [1275],,68,704,2,0,126,679
Rhode Island,Jim Baron [151],,150,704,2,0,126,679
Southern Utah,Roger Reid [2663],,55,704,2,0,157,679
Norfolk State,Anthony Evans [990],,292,704,2,0,188,679
Saint Francis (PA),Bobby Jones [1662],,257,704,2,0,296,679
Hofstra,Tom Pecora [2492],,60,704,2,0,1,679
Southern Mississippi,Larry Eustachy [989],,191,704,2,0,157,679
Old Dominion,Blaine Taylor [3120],,41,704,2,0,64,679
New Hampshire,Bill Herrion [1445],,180,704,2,0,95,679
Indiana State,Kevin McKenna [2135],,178,704,2,0,219,679
Central Arkansas,Central Arkansas_UNKNOWN_COACH,,158,704,2,0,296,679
Cincinnati,Mick Cronin [702],,142,704,2,0,321,679
Troy,Don Maestri [1987],,319,704,2,0,311,679
Morehead State,Donnie Tyndall [3214],,274,704,2,0,276,679
Tennessee,Bruce Pearl [2489],,293,704,2,0,32,679
Chattanooga,John Shulman [2917],,86,704,2,0,219,679
Quinnipiac,Tom Moore [2261],,188,704,2,0,32,679
Memphis,John Calipari [457],,1,704,2,0,1,679
Missouri State,Barry Hinson [1481],,154,704,2,0,64,679
Providence,Tim Welsh [3344],,138,704,2,0,219,679
American,Jeff Jones [1672],,40,704,2,0,95,679
Mississippi,Andy Kennedy [1737],,297,704,2,0,296,679
La Salle,John Giannini [1181],,159,704,2,0,321,679
Green Bay,Tod Kowalczyk [1797],,72,704,2,0,95,679
Purdue,Matt Painter [2455],,157,704,2,0,95,679
Weber State,Randy Rahe [2624],,246,704,2,0,1,679
Portland,Eric Reveno [2674],,70,704,2,0,157,679
Alabama-Birmingham,Mike Davis [768],,197,704,2,0,251,679
Kansas State,Frank Martin [2031],,75,704,2,0,64,679
Saint Peter's,John Dunne [905],,244,704,2,0,251,679
Maryland-Eastern Shore,Meredith Smith [2968],,297,704,2,0,296,679
Stephen F. Austin,Danny Kaspar [1706],,152,704,2,0,95,679
Penn State,Ed DeChellis [784],,175,704,2,0,276,679
Fordham,Dereck Whittenburg [3379],,151,704,2,0,157,679
Maine,Ted Woodward [3469],,177,704,2,0,219,679
Northern Illinois,Ricardo Patton [2482],,85,704,2,0,296,679
Buffalo,Reggie Witherspoon [3454],,87,704,2,0,276,679
Cal State Fullerton,Bob Burton [435],,41,704,2,0,64,679
East Carolina,Mack McCarthy [2075],,197,704,2,0,311,679
Eastern Kentucky,Jeff Neubauer [2352],,261,704,2,0,32,679
Illinois-Chicago,Jimmy Collins [617],,87,704,2,0,126,679
Bradley,Jim Les [1895],,155,704,2,0,95,679
North Carolina-Greensboro,Mike Dement [792],,75,704,2,0,95,679
St. Francis (NY),Brian Nash [2335],,256,704,2,0,95,679
Creighton,Dana Altman [51],,153,704,2,0,32,679
Mississippi Valley State,James Green [1255],,299,704,2,0,1,679
Bowling Green State,Louis Orr [2438],,87,704,2,0,311,679
Georgetown,John Thompson [3153],,40,704,2,0,1,679
Marshall,Donnie Jones [1666],,194,704,2,0,219,679
Wisconsin,Bo Ryan [2795],,12,704,2,0,32,679
Colorado State,Tim Miles [2202],,187,704,2,0,157,679
Colgate,Emmett Davis [757],,59,704,2,0,126,679
Duke,Mike Krzyzewski [1814],,261,704,2,0,126,679
Brigham Young,Dave Rose [2763],,136,704,2,0,32,679
Western Carolina,Larry Hunter [1570],,87,704,2,0,188,679
Washington,Lorenzo Romar [2755],,205,704,2,0,157,679
Tennessee-Martin,Bret Campbell [467],,270,704,2,0,188,679
Louisiana-Lafayette,Robert Lee [1881],,318,704,2,0,296,679
Arizona State,Herb Sendek [2882],,207,704,2,0,276,679
Florida International,Sergio Rouco [2776],,319,704,2,0,276,679
Florida Atlantic,Rex Walters [3297],,314,704,2,0,126,679
Austin Peay,Dave Loos [1939],,251,704,2,0,1,679
Portland State,Ken Bone [289],,248,704,2,0,95,679
College of Charleston,Bobby Cremins [695],,43,704,2,0,64,679
Southeast Missouri State,Scott Edgar [937],,269,704,2,0,157,679
Fairleigh Dickinson,Tom Green [1258],,254,704,2,0,219,679
Kent State,Jim Christian [561],,62,704,2,0,32,679
Robert Morris,Mike Rice [2688],,255,704,2,0,188,679
Seton Hall,Bobby Gonzalez [1222],,143,704,2,0,324,679
Murray State,Billy Kennedy [1738],,267,704,2,0,126,679
Princeton,Sydney Johnson [1656],,37,704,2,0,219,679
Saint Mary's (CA),Randy Bennett [213],,68,704,2,0,64,679
Marquette,Tom Crean [694],,132,704,2,0,126,679
Virginia Commonwealth,Anthony Grant [1241],,12,704,2,0,32,679
Gardner-Webb,Rick Scruggs [2872],,236,704,2,0,157,679
Tennessee Tech,Mike Sutton [3091],,267,704,2,0,95,679
Butler,Brad Stevens [3037],,43,704,2,0,32,679
Fresno State,Steve Cleveland [587],,180,704,2,0,32,679
North Carolina-Wilmington,Benny Moss [2287],,79,704,2,0,251,679
Army,Jim Crews [698],,62,704,2,0,157,679
Wichita State,Gregg Marshall [2023],,175,704,2,0,157,679
Baylor,Scott Drew [879],,148,704,2,0,276,679
Eastern Michigan,Charles Ramsey [2628],,83,704,2,0,188,679
South Alabama,Ronnie Arrow [96],,304,704,2,0,1,679
Florida State,Leonard Hamilton [1330],,262,704,2,0,251,679
Florida,Billy Donovan [853],,43,704,2,0,1,679
Alabama,Mark Gottfried [1234],,300,704,2,0,276,679
Georgia Southern,Jeff Price [2585],,88,704,2,0,126,679
Oregon State,Jay John [1635],Kevin Mouton [2292],206,704,2,0,251,679
Rider,Tommy Dempsey [794],,240,704,2,0,126,679
Nevada-Las Vegas,Lon Kruger [1811],,136,704,2,0,1,679
Miami (FL),Frank Haith [1312],,267,704,2,0,311,679
Navy,Billy Lange [1844],,60,704,2,0,188,679
San Jose State,George Nessman [2350],,184,704,2,0,219,679
Montana State,Brad Huse [1578],,250,704,2,0,157,679
Cal Poly,Kevin Bromley [358],,39,704,2,0,32,679
Boston College,Al Skinner [2941],,259,704,2,0,188,679
Idaho,George Pfeifer [2519],,185,704,2,0,251,679
Monmouth,Dave Calloway [460],,257,704,2,0,126,679
Virginia,Dave Leitao [1888],,256,704,2,0,64,679
Delaware State,Greg Jackson [1600],,47,704,2,0,32,679
St. John's (NY),Norman Roberts [2724],,138,704,2,0,276,679
Duquesne,Ron Everhart [1005],,160,704,2,0,251,679
Western Illinois,Derek Thomas [3142],,55,704,2,0,219,679
Texas,Rick Barnes [145],,44,704,2,0,95,679
Valparaiso,Homer Drew [877],,52,704,2,0,64,679
Ball State,Billy Taylor [3119],,84,704,2,0,219,679
Loyola (MD),Jimmy Patsos [2477],,239,704,2,0,64,679
Jacksonville,Cliff Warren [3306],,234,704,2,0,126,679
Texas-El Paso,Tony Barbee [137],,196,704,2,0,188,679
Washington State,Tony Bennett [214],,186,704,2,0,64,679
Louisiana-Monroe,Orlando Early [923],,313,704,2,0,157,679
Harvard,Tommy Amaker [53],,37,704,2,0,126,679
Villanova,Jay Wright [3478],,133,704,2,0,188,679
Michigan,John Beilein [189],,170,704,2,0,219,679
Arkansas,John Pelphrey [2499],,297,704,2,0,188,679
Georgia State,Rod Barnes [146],,77,704,2,0,296,679
Holy Cross,Ralph Willard [3392],,4,704,2,0,1,679
North Texas,Johnny Jones [1674],,314,704,2,0,64,679
Illinois State,Tim Jankovich [1615],,179,704,2,0,276,679
Rice,Willis Wilson [3440],,191,704,2,0,276,679
St. Bonaventure,Mark Schmidt [2846],,157,704,2,0,311,679
Coastal Carolina,Cliff Ellis [963],,128,704,2,0,64,679
Belmont,Rick Byrd [446],,63,704,2,0,1,679
Maryland-Baltimore County,Randy Monroe [2250],,175,704,2,0,126,679
Jacksonville State,Mike LaPlante [1852],,273,704,2,0,251,679
High Point,Bart Lundy [1956],,13,704,2,0,32,679
James Madison,Dean Keener [1719],,77,704,2,0,276,679
Iowa,Todd Lickliter [1905],,171,704,2,0,64,679
Northern Iowa,Ben Jacobson [1608],,176,704,2,0,126,679
Charlotte,Bobby Lutz [1962],,154,704,2,0,219,679
Michigan State,Tom Izzo [1597],,170,704,2,0,157,679
Georgia Tech,Paul Hewitt [1450],,268,704,2,0,157,679
Texas Southern,Robert Moreland [2264],,308,704,2,0,32,679
Kennesaw State,Kennesaw State_UNKNOWN_COACH,,234,704,2,0,95,679
Indiana,Dan Dakich [730],Kelvin Sampson [2806],172,704,2,0,188,679
Texas Christian,Neil Dougherty [862],,189,704,2,0,219,679
Notre Dame,Mike Brey [343],,133,704,2,0,32,679
Cal State Northridge,Bobby Braswell [327],,44,704,2,0,188,679
Pittsburgh,Jamie Dixon [828],,61,704,2,0,32,679
Central Michigan,Ernie Zeigler [3508],,83,704,2,0,251,679
Howard,Gil Jackson [1599],,295,704,2,0,251,679
Elon,Ernie Nestor [2351],,90,704,2,0,276,679
Lamar,Steve Roccaforte [2737],,155,704,2,0,126,679
Minnesota,Tubby Smith [2974],,174,704,2,0,251,679
Youngstown State,Jerry Slocum [2945],,82,704,2,0,157,679
Binghamton,Kevin Broadus [355],,177,704,2,0,157,679
Hawaii,Bobby Nash [2334],,183,704,2,0,157,679
Fairfield,Ed Cooley [650],,241,704,2,0,188,679
Citadel,Ed Conroy [642],,89,704,2,0,251,679
Texas-San Antonio,Brooks Thompson [3149],,160,704,2,0,311,679
Ohio State,Thad Matta [2047],,5,704,2,0,1,679
Niagara,Joe Mihalich [2201],,236,704,2,0,32,679
Montana,Wayne Tinkle [3177],,248,704,2,0,64,679
Manhattan,Barry Rohrssen [2752],,239,704,2,0,157,679
Davidson,Bob McKillop [2136],,4,704,2,0,32,679
North Carolina,Roy Williams [3414],,248,704,2,0,32,679
Iowa State,Greg McDermott [2101],,149,704,2,0,188,679
Utah State,Stew Morrill [2270],,181,704,2,0,126,679
Texas A&M,Mark Turgeon [3206],,64,704,2,0,1,679
Florida A&M,Eugene Harris [1370],,247,704,2,0,1,679
UCLA,Ben Howland [1540],,162,704,2,0,32,679
Coppin State,Fang Mitchell [2233],,291,704,2,0,157,679
Sacramento State,Jerome Jenkins [1628],,253,704,2,0,219,679
Wake Forest,Dino Gaudio [1167],,266,704,2,0,296,679
Lafayette,Fran O'Hanlon [2402],,62,704,2,0,219,679
California-Riverside,Jim Wooldridge [3470],,45,704,2,0,219,679
Wright State,Brad Brownell [395],,42,704,2,0,1,679
New Mexico,Steve Alford [34],,190,704,2,0,251,679
William & Mary,Tony Shaver [2896],,77,704,2,0,188,679
Dartmouth,Terry Dunn [904],,35,704,2,0,188,679
Lehigh,Brett Reed [2648],,63,704,2,0,64,679
Gonzaga,Mark Few [1033],,42,704,2,0,1,679
Eastern Washington,Kirk Earlywine [924],,252,704,2,0,188,679
Canisius,Tom Parrotta [2470],,243,704,2,0,219,679
California,Ben Braun [328],,204,704,2,0,219,679
San Francisco,Jessie Evans [999],Eddie Sutton [3090],67,704,2,0,95,679
East Tennessee State,Murry Bartow [164],,45,704,2,0,32,679
Sacred Heart,Dave Bike [245],,158,704,2,0,64,679
Lipscomb,Scott Sanderson [2814],,233,704,2,0,64,679
California-Irvine,Pat Douglass [865],,43,704,2,0,126,679
Iona,Kevin Willard [3391],,245,704,2,0,276,679
Santa Clara,Kerry Keating [1716],,60,704,2,0,32,679
Grambling,Larry Wright [3480],,306,704,2,0,157,679
Texas State,Doug Davalos [744],,158,704,2,0,276,679
Detroit Mercy,Kevin Mondro [2246],Perry Watson [3319],87,704,2,0,219,679
Yale,James Jones [1670],,32,704,2,0,1,679
Northeastern,Bill Coen [598],,71,704,2,0,219,679
Clemson,Oliver Purnell [2605],,262,704,2,0,219,679
Hampton,Kevin Nickelberry [2365],,291,704,2,0,126,679
Virginia Tech,Seth Greenberg [1262],,265,704,2,0,1,679
Temple,Fran Dunphy [906],,154,704,2,0,296,679
Drake,Keno Davis [764],,175,704,2,0,251,679
Wyoming,Heath Schroyer [2858],,187,704,2,0,95,679
Evansville,Marty Simmons [2929],,177,704,2,0,188,679
Kansas,Bill Self [2878],,13,704,2,0,32,679
Northwestern State,Mike McConathy [2085],,151,704,2,0,64,679
Furman,Jeff Jackson [1602],,85,704,2,0,157,679
Long Beach State,Dan Monson [2251],,13,704,2,0,1,679
Long Island University,Jim Ferry [1030],,257,704,2,0,276,679
Towson,Pat Kennedy [1742],,67,704,2,0,157,679
Charleston Southern,Barclay Radebaugh [2617],,131,704,2,0,188,679
Middle Tennessee,Kermit Davis [765],,317,704,2,0,188,679
Marist,Matt Brady [321],,236,704,2,0,1,679
George Mason,Jim Larranaga [1856],,70,704,2,0,126,679
Hartford,Dan Leibovitz [1887],,178,704,2,0,188,679
Boise State,Greg Graham [1238],,179,704,2,0,95,679
Cornell,Steve Donahue [845],,32,704,2,0,64,679
Louisville,Rick Pitino [2542],,75,704,2,0,64,679
Missouri,Mike Anderson [69],,147,704,2,0,219,679
Texas-Arlington,Scott Cross [704],,156,704,2,0,251,679
Mercer,Mark Slonaker [2946],,235,704,2,0,188,679
Radford,Brad Greenberg [1261],,131,704,2,0,219,679
Bethune-Cookman,C.J. Reed [2650],,295,704,2,0,276,679
Oregon,Ernie Kent [1745],,203,704,2,0,1,679
Miami (OH),Charlie Coles [609],,74,704,2,0,64,679
Pacific,Bob Thomason [3148],,43,704,2,0,157,679
Vanderbilt,Kevin Stallings [3013],,293,704,2,0,64,679
South Florida,Stan Heath [1413],,140,704,2,0,296,679
Akron,Keith Dambrot [734],,61,704,2,0,1,679
Stetson,Derek Waugh [3323],,238,704,2,0,251,679
Southern,Rob Spivery [3000],,309,704,2,0,251,679
Prairie View,Byron Rimm [2705],,311,704,2,0,188,679
North Carolina A&T,Jerry Eaves [930],,295,704,2,0,64,679
Illinois,Bruce Weber [3331],,170,704,2,0,126,679
Northern Colorado,Tad Boyle [310],,253,704,2,0,251,679
Oral Roberts,Scott Sutton [3092],,12,704,2,0,1,679
Nicholls State,J.P. Piper [2539],,158,704,2,0,157,679
Rutgers,Fred Hill [1467],,141,704,2,0,311,679
Connecticut,Jim Calhoun [454],,137,704,2,0,251,679
Siena,Fran McCaffery [2065],,238,704,2,0,95,679
Liberty,Ritchie McKay [2133],,127,704,2,0,157,679
Arizona,Kevin O'Neill [2409],,196,704,2,0,126,679
Albany (NY),Will Brown [391],,13,704,2,0,32,679
Oakland,Greg Kampe [1700],,40,704,2,0,32,679
