Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Brad Holland [1507],,8,669,2,0,94,640
Rhode Island,Jim Baron [151],,66,669,2,0,292,640
Southern Utah,Bill Evans [991],,45,669,2,0,1,640
Norfolk State,Wil Jones [1682],,162,669,2,0,125,640
Saint Francis (PA),Bobby Jones [1662],,250,669,2,0,125,640
Hofstra,Tom Pecora [2492],,11,669,2,0,1,640
Southern Mississippi,James Green [1255],,281,669,2,0,94,640
Old Dominion,Blaine Taylor [3120],,152,669,2,0,125,640
New Hampshire,Phil Rowe [2779],,219,669,2,0,249,640
Indiana State,Royce Waltman [3298],,283,669,2,0,1,640
Cincinnati,Bob Huggins [1552],,283,669,2,0,63,640
Troy,Don Maestri [1987],,226,669,2,0,32,640
Morehead State,Kyle Macy [1984],,143,669,2,0,188,640
Tennessee,Buzz Peterson [2513],,160,669,2,0,157,640
Chattanooga,Henry Dickerson [815],,172,669,2,0,94,640
Quinnipiac,Joe DeSantis [798],,252,669,2,0,304,640
Memphis,John Calipari [457],,282,669,2,0,125,640
Providence,Tim Welsh [3344],,133,669,2,0,94,640
Missouri State,Barry Hinson [1481],,287,669,2,0,157,640
American,Jeff Jones [1672],,156,669,2,0,249,640
La Salle,Billy Hahn [1309],,64,669,2,0,219,640
Mississippi,Rod Barnes [146],,158,669,2,0,94,640
Green Bay,Mike Heideman [1420],,66,669,2,0,188,640
Purdue,Gene Keady [1710],,169,669,2,0,219,640
Weber State,Joe Cravens [688],,219,669,2,0,125,640
Portland,Michael Holton [1523],,11,669,2,0,188,640
Alabama-Birmingham,Murry Bartow [164],,284,669,2,0,219,640
Kansas State,Jim Wooldridge [3470],,120,669,2,0,274,640
Saint Peter's,Bob Leckie [1876],,296,669,2,0,249,640
Maryland-Eastern Shore,Thomas Trotter [3196],,164,669,2,0,188,640
Stephen F. Austin,Danny Kaspar [1706],,310,669,2,0,219,640
Penn State,Jerry Dunn [902],,167,669,2,0,188,640
Fordham,Bob Hill [1463],,65,669,2,0,249,640
Maine,John Giannini [1181],,216,669,2,0,63,640
Northern Illinois,Rob Judson [1694],,249,669,2,0,292,640
Buffalo,Reggie Witherspoon [3454],,250,669,2,0,304,640
Cal State Fullerton,Donny Daniels [739],,112,669,2,0,188,640
East Carolina,Bill Herrion [1445],,154,669,2,0,188,640
Eastern Kentucky,Travis Ford [1089],,146,669,2,0,219,640
Illinois-Chicago,Jimmy Collins [617],,64,669,2,0,125,640
North Carolina-Greensboro,Fran McCaffery [2065],,164,669,2,0,63,640
Bradley,Jim Molinari [2243],,282,669,2,0,63,640
