Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Brad Holland [1507],,72,603,2,0,133,596
Rhode Island,Al Skinner [2941],,255,603,2,0,259,596
Southern Utah,Bill Evans [991],,1,603,2,0,1,596
Saint Francis (PA),Tom McConnell [2087],,289,603,2,0,197,596
Hofstra,Jay Wright [3478],,213,603,2,0,197,596
Old Dominion,Jeff Capel [480],,15,603,2,0,1,596
Southern Mississippi,M.K. Turk [3207],,251,603,2,0,1,596
Indiana State,Sherman Dillard [825],,182,603,2,0,295,596
New Hampshire,Gib Chapman [543],,190,603,2,0,34,596
Cincinnati,Bob Huggins [1552],,154,603,2,0,34,596
Troy,Don Maestri [1987],,191,603,2,0,67,596
Morehead State,Dick Fick [1035],,281,603,2,0,34,596
Tennessee,Kevin O'Neill [2409],,179,603,2,0,259,596
Chattanooga,Mack McCarthy [2075],,46,603,2,0,1,596
Memphis,Larry Finch [1041],,153,603,2,0,1,596
Providence,Pete Gillen [1192],,139,603,2,0,229,596
Missouri State,Steve Alford [34],,179,603,2,0,197,596
American,Chris Knoche [1785],,136,603,2,0,67,596
Mississippi,Rob Evans [1004],,182,603,2,0,299,596
Green Bay,Mike Heideman [1420],,46,603,2,0,34,596
La Salle,Speedy Morris [2274],,63,603,2,0,133,596
Purdue,Gene Keady [1710],,47,603,2,0,1,596
Weber State,Ron Abegglen [3],,47,603,2,0,34,596
Portland,Rob Chavez [547],,71,603,2,0,67,596
Alabama-Birmingham,Gene Bartow [163],,158,603,2,0,165,596
Kansas State,Tom Asbury [97],,138,603,2,0,229,596
Saint Peter's,Rodger Blind [273],,42,603,2,0,67,596
Maryland-Eastern Shore,Jeffrey Menday [2175],,156,603,2,0,133,596
Stephen F. Austin,Ned Fowler [1103],,283,603,2,0,100,596
Penn State,Jerry Dunn [902],,156,603,2,0,197,596
Fordham,Nick Macarchuk [1971],,58,603,2,0,165,596
Maine,Rudy Keeling [1718],,214,603,2,0,259,596
Northern Illinois,Brian Hammel [1333],,66,603,2,0,100,596
Buffalo,Tim Cohane [603],,181,603,2,0,100,596
Cal State Fullerton,Bob Hawking [1395],,254,603,2,0,229,596
East Carolina,Joe Dooley [857],,138,603,2,0,165,596
Eastern Kentucky,Mike Calhoun [455],,287,603,2,0,197,596
Illinois-Chicago,Bob Hallberg [1324],,64,603,2,0,165,596
North Carolina-Greensboro,Randy Peele [2494],,47,603,2,0,1,596
Bradley,Jim Molinari [2243],,174,603,2,0,100,596
St. Francis (NY),Ron Ganulin [1148],,291,603,2,0,259,596
Creighton,Dana Altman [51],,180,603,2,0,280,596
Mississippi Valley State,Lafayette Stribling [3069],,46,603,2,0,34,596
Bowling Green State,Jim Larranaga [1856],,189,603,2,0,100,596
Georgetown,John Thompson [3154],,137,603,2,0,67,596
Marshall,Billy Donovan [853],,138,603,2,0,34,596
Wisconsin,Dick Bennett [211],,158,603,2,0,259,596
Colorado State,Stew Morrill [2270],,252,603,2,0,197,596
Colgate,Jack Bruen [399],,44,603,2,0,1,596
Duke,Mike Krzyzewski [1814],,157,603,2,0,229,596
Brigham Young,Roger Reid [2663],,247,603,2,0,67,596
Western Carolina,Phil Hopkins [1530],,166,603,2,0,133,596
Washington,Bob Bender [202],,119,603,2,0,197,596
Tennessee-Martin,Cal Luther [1961],,285,603,2,0,229,596
Louisiana-Lafayette,Marty Fletcher [1070],,250,603,2,0,229,596
Arizona State,Bill Frieder [1126],,115,603,2,0,34,596
Florida International,Shakey Rodriguez [2743],,191,603,2,0,259,596
Austin Peay,Dave Loos [1939],,282,603,2,0,100,596
College of Charleston,John Kresse [1806],,7,603,2,0,1,596
Southeast Missouri State,Ron Shumate [2919],,283,603,2,0,165,596
Fairleigh Dickinson,Tom Green [1258],,285,603,2,0,67,596
Kent State,Dave Grube [1284],,190,603,2,0,229,596
Robert Morris,Jarrett Durham [912],,292,603,2,0,280,596
Seton Hall,George Blaney [266],,140,603,2,0,165,596
Murray State,Mark Gottfried [1234],,257,603,2,0,67,596
Princeton,Pete Carril [504],,11,603,2,0,34,596
Saint Mary's (CA),Ernie Kent [1745],,63,603,2,0,34,596
Marquette,Mike Deane [781],,156,603,2,0,100,596
Virginia Commonwealth,Sonny Smith [2972],,253,603,2,0,197,596
Tennessee Tech,Frank Harrell [1366],,283,603,2,0,133,596
Butler,Barry Collier [611],,66,603,2,0,229,596
Fresno State,Jerry Tarkanian [3114],,253,603,2,0,280,596
North Carolina-Wilmington,Jerry Wainwright [3273],,135,603,2,0,34,596
Army,Dino Gaudio [1167],,61,603,2,0,197,596
Wichita State,Scott Thompson [3157],,182,603,2,0,229,596
Baylor,Harry Miller [2211],,57,603,2,0,229,596
Eastern Michigan,Ben Braun [328],,185,603,2,0,67,596
Florida State,Pat Kennedy [1742],,155,603,2,0,165,596
South Alabama,Bill Musselman [2323],,249,603,2,0,165,596
Florida,Lon Kruger [1811],,175,603,2,0,165,596
Alabama,David Hobbs [1486],,173,603,2,0,100,596
Georgia Southern,Gregg Polinsky [2551],,168,603,2,0,165,596
Oregon State,Eddie Payne [2484],,118,603,2,0,229,596
Rider,Kevin Bannon [135],,284,603,2,0,34,596
Nevada-Las Vegas,Bill Bayno [177],,254,603,2,0,197,596
Miami (FL),Leonard Hamilton [1330],,138,603,2,0,133,596
Navy,Don DeVoe [808],,57,603,2,0,34,596
San Jose State,Stan Morrison [2281],,255,603,2,0,280,596
Montana State,Mick Durham [913],,49,603,2,0,67,596
Cal Poly,Jeff Schneider [2849],,4,603,2,0,100,596
Boston College,Jim O'Brien [2391],,143,603,2,0,259,596
Idaho,Joe Cravens [688],,52,603,2,0,165,596
Monmouth,Wayne Szoke [3107],,287,603,2,0,100,596
Virginia,Jeff Jones [1672],,150,603,2,0,100,596
Delaware State,Fred Goodman [1227],,159,603,2,0,229,596
St. John's (NY),Brian Mahoney [1995],,142,603,2,0,197,596
Duquesne,Scott Edgar [937],,254,603,2,0,229,596
Western Illinois,Jim Kerwin [1752],,148,603,2,0,34,596
Texas,Thomas Penders [2500],,44,603,2,0,1,596
Valparaiso,Homer Drew [877],,147,603,2,0,1,596
Ball State,Ray McCallum [2067],,188,603,2,0,1,596
Loyola (MD),Brian Ellerbe [959],,46,603,2,0,133,596
Jacksonville,George Scholz [2853],,246,603,2,0,34,596
Texas-El Paso,Don Haskins [1390],,247,603,2,0,34,596
Washington State,Kevin Eastman [927],,115,603,2,0,165,596
Harvard,Frank Sullivan [3082],,17,603,2,0,165,596
Louisiana-Monroe,Mike Vining [3254],,282,603,2,0,34,596
Villanova,Steve Lappas [1853],,64,603,2,0,1,596
Michigan,Steve Fisher [1054],,153,603,2,0,100,596
Georgia State,Carter Wilson [3428],,188,603,2,0,280,596
Arkansas,Nolan Richardson [2695],,149,603,2,0,1,596
Holy Cross,William Raynor [2642],,59,603,2,0,67,596
North Texas,Tim Jankovich [1615],,284,603,2,0,133,596
Illinois State,Kevin Stallings [3013],,177,603,2,0,34,596
Rice,Willis Wilson [3440],,46,603,2,0,67,596
St. Bonaventure,Jim Baron [151],,253,603,2,0,34,596
Coastal Carolina,Michael Hopkins [1529],,78,603,2,0,259,596
Maryland-Baltimore County,Tom Sullivan [3085],,74,603,2,0,67,596
James Madison,Lefty Driesell [883],,135,603,2,0,100,596
Iowa,Tom Davis [771],,157,603,2,0,229,596
Charlotte,Jeff Mullins [2304],,248,603,2,0,100,596
Northern Iowa,Eldon Miller [2208],,182,603,2,0,259,596
Michigan State,Tom Izzo [1597],,65,603,2,0,34,596
Georgia Tech,Bobby Cremins [695],,153,603,2,0,133,596
Texas Southern,Robert Moreland [2264],,17,603,2,0,1,596
Indiana,Bob Knight [1782],,155,603,2,0,133,596
Texas Christian,Billy Tubbs [3201],,56,603,2,0,100,596
Cal State Northridge,Pete Cassidy [525],,2,603,2,0,34,596
Pittsburgh,Ralph Willard [3392],,142,603,2,0,280,596
