Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Brad Holland [1507],,251,624,2,0,97,607
Rhode Island,Al Skinner [2941],,28,624,2,0,129,607
Southern Utah,Bill Evans [991],,18,624,2,0,1,607
Saint Francis (PA),Tom McConnell [2087],,74,624,2,0,129,607
Hofstra,Jay Wright [3478],,176,624,2,0,274,607
Southern Mississippi,James Green [1255],,98,624,2,0,191,607
Old Dominion,Jeff Capel [480],,65,624,2,0,33,607
New Hampshire,Jeff Jackson [1602],,174,624,2,0,191,607
Indiana State,Sherman Dillard [825],,198,624,2,0,222,607
Cincinnati,Bob Huggins [1552],,62,624,2,0,1,607
Troy,Don Maestri [1987],,288,624,2,0,191,607
Morehead State,Dick Fick [1035],,268,624,2,0,252,607
Tennessee,Kevin O'Neill [2409],,254,624,2,0,222,607
Chattanooga,Mack McCarthy [2075],,54,624,2,0,97,607
Memphis,Larry Finch [1041],,75,624,2,0,65,607
Providence,Pete Gillen [1192],,138,624,2,0,191,607
Missouri State,Steve Alford [34],,193,624,2,0,129,607
American,Chris Knoche [1785],,151,624,2,0,97,607
La Salle,Speedy Morris [2274],,34,624,2,0,298,607
Mississippi,Rob Evans [1004],,255,624,2,0,274,607
Green Bay,Mike Heideman [1420],,5,624,2,0,1,607
Purdue,Gene Keady [1710],,65,624,2,0,1,607
Weber State,Ron Abegglen [3],,80,624,2,0,33,607
Portland,Rob Chavez [547],,249,624,2,0,1,607
Alabama-Birmingham,Murry Bartow [164],,101,624,2,0,222,607
Kansas State,Tom Asbury [97],,167,624,2,0,33,607
Saint Peter's,Rodger Blind [273],,247,624,2,0,191,607
Maryland-Eastern Shore,Lonnie Williams [3410],,167,624,2,0,252,607
Stephen F. Austin,Derek Allister [49],,254,624,2,0,97,607
Penn State,Jerry Dunn [902],,176,624,2,0,97,607
Fordham,Nick Macarchuk [1971],,32,624,2,0,291,607
Maine,John Giannini [1181],,169,624,2,0,33,607
Northern Illinois,Brian Hammel [1333],,83,624,2,0,65,607
Buffalo,Tim Cohane [603],,288,624,2,0,160,607
Cal State Fullerton,Bob Hawking [1395],,300,624,2,0,274,607
East Carolina,Joe Dooley [857],,153,624,2,0,129,607
Eastern Kentucky,Mike Calhoun [455],,264,624,2,0,191,607
Illinois-Chicago,Jimmy Collins [617],,103,624,2,0,222,607
North Carolina-Greensboro,Randy Peele [2494],,65,624,2,0,1,607
Bradley,Jim Molinari [2243],,154,624,2,0,1,607
St. Francis (NY),Ron Ganulin [1148],,83,624,2,0,252,607
Creighton,Dana Altman [51],,196,624,2,0,191,607
Mississippi Valley State,Lafayette Stribling [3069],,61,624,2,0,1,607
Bowling Green State,Jim Larranaga [1856],,194,624,2,0,191,607
Georgetown,John Thompson [3154],,136,624,2,0,65,607
Marshall,Greg White [3365],,53,624,2,0,65,607
Wisconsin,Dick Bennett [211],,191,624,2,0,65,607
Colorado State,Stew Morrill [2270],,138,624,2,0,65,607
Colgate,Jack Bruen [399],,60,624,2,0,1,607
Duke,Mike Krzyzewski [1814],,170,624,2,0,129,607
Brigham Young,Tony Ingle [1592],Roger Reid [2663],140,624,2,0,160,607
Western Carolina,Phil Hopkins [1530],,51,624,2,0,33,607
Washington,Bob Bender [202],,190,624,2,0,191,607
Tennessee-Martin,Cal Luther [1961],,263,624,2,0,97,607
Louisiana-Lafayette,Marty Fletcher [1070],,240,624,2,0,97,607
Arizona State,Bill Frieder [1126],,190,624,2,0,222,607
Florida International,Shakey Rodriguez [2743],,248,624,2,0,274,607
Florida Atlantic,Kevin Billerman [246],,246,624,2,0,252,607
College of Charleston,John Kresse [1806],,5,624,2,0,33,607
Austin Peay,Dave Loos [1939],,262,624,2,0,129,607
Southeast Missouri State,Ron Shumate [2919],,266,624,2,0,222,607
Fairleigh Dickinson,Tom Green [1258],,82,624,2,0,160,607
Kent State,Gary Waters [3314],,195,624,2,0,222,607
Robert Morris,Jim Boone [291],,84,624,2,0,274,607
Seton Hall,George Blaney [266],,145,624,2,0,160,607
Murray State,Mark Gottfried [1234],,252,624,2,0,1,607
Princeton,Bill Carmody [497],,13,624,2,0,33,607
Saint Mary's (CA),Ernie Kent [1745],,250,624,2,0,160,607
Marquette,Mike Deane [781],,79,624,2,0,33,607
Virginia Commonwealth,Sonny Smith [2972],,15,624,2,0,1,607
Tennessee Tech,Frank Harrell [1366],,266,624,2,0,160,607
Butler,Barry Collier [611],,66,624,2,0,33,607
Fresno State,Jerry Tarkanian [3114],,140,624,2,0,97,607
North Carolina-Wilmington,Jerry Wainwright [3273],,87,624,2,0,65,607
Army,Dino Gaudio [1167],,73,624,2,0,129,607
Wichita State,Randy Smithson [2976],,198,624,2,0,291,607
Baylor,Harry Miller [2211],,67,624,2,0,160,607
Eastern Michigan,Milton Barnes [144],,156,624,2,0,1,607
Florida State,Pat Kennedy [1742],,174,624,2,0,252,607
South Alabama,Bill Musselman [2323],,244,624,2,0,274,607
Alabama,David Hobbs [1486],,253,624,2,0,65,607
Florida,Billy Donovan [853],,252,624,2,0,160,607
Georgia Southern,Gregg Polinsky [2551],,57,624,2,0,222,607
Oregon State,Eddie Payne [2484],,192,624,2,0,252,607
Rider,Kevin Bannon [135],,73,624,2,0,97,607
Nevada-Las Vegas,Bill Bayno [177],,301,624,2,0,191,607
Miami (FL),Leonard Hamilton [1330],,139,624,2,0,252,607
Navy,Don DeVoe [808],,70,624,2,0,97,607
San Jose State,Stan Morrison [2281],,295,624,2,0,65,607
Montana State,Mick Durham [913],,62,624,2,0,1,607
Cal Poly,Jeff Schneider [2849],,14,624,2,0,33,607
Boston College,Jim O'Brien [2391],,137,624,2,0,129,607
Idaho,Kermit Davis [765],,84,624,2,0,191,607
Monmouth,Wayne Szoke [3107],,72,624,2,0,65,607
Virginia,Jeff Jones [1672],,172,624,2,0,191,607
Delaware State,Art Perry [2506],,153,624,2,0,65,607
St. John's (NY),Fran Fraschilla [1113],,144,624,2,0,291,607
Duquesne,Scott Edgar [937],,34,624,2,0,274,607
Western Illinois,Jim Kerwin [1752],,284,624,2,0,1,607
Texas,Thomas Penders [2500],,13,624,2,0,33,607
Valparaiso,Homer Drew [877],,255,624,2,0,33,607
Ball State,Ray McCallum [2067],,190,624,2,0,33,607
Loyola (MD),Brian Ellerbe [959],,244,624,2,0,97,607
Jacksonville,Buster Harvey [1386],George Scholz [2853],180,624,2,0,65,607
Texas-El Paso,Don Haskins [1390],,143,624,2,0,222,607
Washington State,Kevin Eastman [927],,188,624,2,0,129,607
Louisiana-Monroe,Mike Vining [3254],,252,624,2,0,33,607
Harvard,Frank Sullivan [3082],,25,624,2,0,65,607
Villanova,Steve Lappas [1853],,68,624,2,0,33,607
Michigan,Steve Fisher [1054],,185,624,2,0,160,607
Georgia State,Carter Wilson [3428],,246,624,2,0,222,607
Arkansas,Nolan Richardson [2695],,250,624,2,0,252,607
Holy Cross,William Raynor [2642],,70,624,2,0,65,607
