Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Brad Holland [1507],,58,668,2,0,32,629
Rhode Island,Jim Baron [151],,20,668,2,0,156,629
Southern Utah,Bill Evans [991],,64,668,2,0,156,629
Norfolk State,Dwight Freeman [1119],,157,668,2,0,187,629
Saint Francis (PA),Bobby Jones [1662],,221,668,2,0,187,629
Hofstra,Tom Pecora [2492],,202,668,2,0,125,629
Southern Mississippi,James Green [1255],,196,668,2,0,307,629
Old Dominion,Blaine Taylor [3120],,200,668,2,0,218,629
New Hampshire,Phil Rowe [2779],,208,668,2,0,249,629
Indiana State,Royce Waltman [3298],,154,668,2,0,249,629
Cincinnati,Bob Huggins [1552],,180,668,2,0,125,629
Troy,Don Maestri [1987],,14,668,2,0,1,629
Morehead State,Kyle Macy [1984],,58,668,2,0,32,629
Tennessee,Buzz Peterson [2513],,131,668,2,0,94,629
Chattanooga,Jeff Lebo [1875],,255,668,2,0,63,629
Quinnipiac,Joe DeSantis [798],,220,668,2,0,125,629
Memphis,John Calipari [457],,137,668,2,0,94,629
Providence,Tim Welsh [3344],,159,668,2,0,187,629
Missouri State,Barry Hinson [1481],,49,668,2,0,94,629
American,Jeff Jones [1672],,143,668,2,0,63,629
Mississippi,Rod Barnes [146],,135,668,2,0,273,629
La Salle,Billy Hahn [1309],,23,668,2,0,218,629
Green Bay,Tod Kowalczyk [1797],,62,668,2,0,218,629
Purdue,Gene Keady [1710],,264,668,2,0,94,629
Weber State,Joe Cravens [688],,2,668,2,0,1,629
Portland,Michael Holton [1523],,73,668,2,0,156,629
Alabama-Birmingham,Mike Anderson [69],,190,668,2,0,187,629
Kansas State,Jim Wooldridge [3470],,139,668,2,0,249,629
Saint Peter's,Bob Leckie [1876],,193,668,2,0,249,629
Maryland-Eastern Shore,Thomas Trotter [3196],,160,668,2,0,273,629
Stephen F. Austin,Danny Kaspar [1706],,80,668,2,0,32,629
Penn State,Ed DeChellis [784],,269,668,2,0,293,629
Fordham,Dereck Whittenburg [3379],,27,668,2,0,307,629
Maine,John Giannini [1181],,205,668,2,0,125,629
Northern Illinois,Rob Judson [1694],,272,668,2,0,187,629
Buffalo,Reggie Witherspoon [3454],,304,668,2,0,317,629
Cal State Fullerton,Bob Burton [435],,277,668,2,0,94,629
