Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Bill Grier [1275],,11,725,2,0,32,709
Rhode Island,Jim Baron [151],,274,725,2,0,218,709
Southern Utah,Roger Reid [2663],,174,725,2,0,94,709
Norfolk State,Anthony Evans [990],,148,725,2,0,156,709
Saint Francis (PA),Don Friday [1124],,72,725,2,0,249,709
Hofstra,Tom Pecora [2492],,268,725,2,0,218,709
Southern Mississippi,Larry Eustachy [989],,74,725,2,0,94,709
Old Dominion,Blaine Taylor [3120],,267,725,2,0,94,709
New Hampshire,Bill Herrion [1445],,251,725,2,0,187,709
Indiana State,Kevin McKenna [2135],,176,725,2,0,187,709
Central Arkansas,Central Arkansas_UNKNOWN_COACH,,261,725,2,0,314,709
Cincinnati,Mick Cronin [702],,197,725,2,0,187,709
Troy,Don Maestri [1987],,184,725,2,0,314,709
Morehead State,Donnie Tyndall [3214],,323,725,2,0,94,709
Tennessee,Bruce Pearl [2489],,43,725,2,0,63,709
Chattanooga,John Shulman [2917],,313,725,2,0,63,709
Quinnipiac,Tom Moore [2261],,66,725,2,0,125,709
Memphis,John Calipari [457],,2,725,2,0,1,709
Missouri State,Cuonzo Martin [2027],,174,725,2,0,156,709
Providence,Keno Davis [764],,198,725,2,0,328,709
American,Jeff Jones [1672],,158,725,2,0,1,709
La Salle,John Giannini [1181],,274,725,2,0,249,709
Mississippi,Andy Kennedy [1737],,253,725,2,0,314,709
Green Bay,Tod Kowalczyk [1797],,285,725,2,0,156,709
Purdue,Matt Painter [2455],,59,725,2,0,63,709
Weber State,Randy Rahe [2624],,59,725,2,0,63,709
Portland,Eric Reveno [2674],,21,725,2,0,218,709
Alabama-Birmingham,Mike Davis [768],,46,725,2,0,32,709
Kansas State,Frank Martin [2031],,169,725,2,0,156,709
Saint Peter's,John Dunne [905],,275,725,2,0,249,709
Maryland-Eastern Shore,Frankie Allen [38],,155,725,2,0,276,709
Stephen F. Austin,Danny Kaspar [1706],,165,725,2,0,1,709
Penn State,Ed DeChellis [784],,93,725,2,0,218,709
Fordham,Dereck Whittenburg [3379],,278,725,2,0,276,709
Maine,Ted Woodward [3469],,254,725,2,0,249,709
Northern Illinois,Ricardo Patton [2482],,127,725,2,0,314,709
Buffalo,Reggie Witherspoon [3454],,125,725,2,0,298,709
Cal State Fullerton,Bob Burton [435],,153,725,2,0,32,709
East Carolina,Mack McCarthy [2075],,91,725,2,0,276,709
Eastern Kentucky,Jeff Neubauer [2352],,326,725,2,0,187,709
Illinois-Chicago,Jimmy Collins [617],,283,725,2,0,125,709
Bradley,Jim Les [1895],,174,725,2,0,125,709
North Carolina-Greensboro,Mike Dement [792],,313,725,2,0,32,709
St. Francis (NY),Brian Nash [2335],,71,725,2,0,276,709
Creighton,Dana Altman [51],,153,725,2,0,63,709
Mississippi Valley State,Sean Woods [3468],,270,725,2,0,63,709
Bowling Green State,Louis Orr [2438],,124,725,2,0,249,709
Georgetown,John Thompson [3153],,152,725,2,0,1,709
Marshall,Donnie Jones [1666],,90,725,2,0,156,709
Wisconsin,Bo Ryan [2795],,12,725,2,0,1,709
Colorado State,Tim Miles [2202],,90,725,2,0,249,709
Colgate,Emmett Davis [757],,265,725,2,0,63,709
Duke,Mike Krzyzewski [1814],,44,725,2,0,63,709
Brigham Young,Dave Rose [2763],,49,725,2,0,1,709
Western Carolina,Larry Hunter [1570],,320,725,2,0,276,709
Washington,Lorenzo Romar [2755],,75,725,2,0,187,709
Tennessee-Martin,Bret Campbell [467],,322,725,2,0,218,709
Louisiana-Lafayette,Robert Lee [1881],,179,725,2,0,125,709
Arizona State,Herb Sendek [2882],,72,725,2,0,156,709
Florida International,Sergio Rouco [2776],,186,725,2,0,276,709
Florida Atlantic,Mike Jarvis [1620],,180,725,2,0,298,709
Austin Peay,Dave Loos [1939],,156,725,2,0,1,709
Portland State,Ken Bone [289],,12,725,2,0,1,709
College of Charleston,Bobby Cremins [695],,318,725,2,0,249,709
Southeast Missouri State,Zac Roman [2754],,330,725,2,0,298,709
Fairleigh Dickinson,Tom Green [1258],,71,725,2,0,298,709
Kent State,Geno Ford [1088],,45,725,2,0,1,709
Robert Morris,Mike Rice [2688],,44,725,2,0,1,709
Seton Hall,Bobby Gonzalez [1222],,196,725,2,0,325,709
Murray State,Billy Kennedy [1738],,324,725,2,0,63,709
South Dakota State,Scott Nagy [2331],,176,725,2,0,276,709
Princeton,Sydney Johnson [1656],,21,725,2,0,156,709
Saint Mary's (CA),Randy Bennett [213],,12,725,2,0,63,709
Marquette,Buzz Williams [3397],,184,725,2,0,156,709
Virginia Commonwealth,Anthony Grant [1241],,149,725,2,0,1,709
Gardner-Webb,Rick Scruggs [2872],,70,725,2,0,125,709
Tennessee Tech,Mike Sutton [3091],,327,725,2,0,125,709
Butler,Brad Stevens [3037],,13,725,2,0,1,709
North Carolina-Wilmington,Benny Moss [2287],,264,725,2,0,32,709
Fresno State,Steve Cleveland [587],,159,725,2,0,187,709
Army,Jim Crews [698],,268,725,2,0,125,709
Wichita State,Gregg Marshall [2023],,177,725,2,0,276,709
Baylor,Scott Drew [879],,157,725,2,0,125,709
Eastern Michigan,Charles Ramsey [2628],,124,725,2,0,218,709
Florida State,Leonard Hamilton [1330],,174,725,2,0,156,709
South Alabama,Ronnie Arrow [96],,46,725,2,0,1,709
Alabama,Mark Gottfried [1234],Philip Pearson [2490],253,725,2,0,276,709
Florida,Billy Donovan [853],,248,725,2,0,125,709
Georgia Southern,Jeff Price [2585],,313,725,2,0,94,709
Oregon State,Craig Robinson [2728],,76,725,2,0,276,709
Rider,Tommy Dempsey [794],,268,725,2,0,1,709
Nevada-Las Vegas,Lon Kruger [1811],,63,725,2,0,32,709
Miami (FL),Frank Haith [1312],,176,725,2,0,218,709
Navy,Billy Lange [1844],,266,725,2,0,94,709
San Jose State,George Nessman [2350],,161,725,2,0,218,709
Montana State,Brad Huse [1578],,77,725,2,0,156,709
Cal Poly,Kevin Bromley [358],,170,725,2,0,187,709
Boston College,Al Skinner [2941],,178,725,2,0,298,709
Idaho,Don Verlin [3246],,159,725,2,0,156,709
Monmouth,Dave Calloway [460],,69,725,2,0,218,709
Virginia,Dave Leitao [1888],,177,725,2,0,276,709
Delaware State,Greg Jackson [1600],,147,725,2,0,32,709
St. John's (NY),Norman Roberts [2724],,196,725,2,0,314,709
Duquesne,Ron Everhart [1005],,277,725,2,0,325,709
Western Illinois,Jim Molinari [2243],,174,725,2,0,187,709
Texas,Rick Barnes [145],,58,725,2,0,1,709
Valparaiso,Homer Drew [877],,283,725,2,0,63,709
Ball State,Billy Taylor [3119],,128,725,2,0,276,709
Loyola (MD),Jimmy Patsos [2477],,270,725,2,0,32,709
Jacksonville,Cliff Warren [3306],,36,725,2,0,94,709
IPFW,Dane Fife [1039],,172,725,2,0,63,709
Texas-El Paso,Tony Barbee [137],,88,725,2,0,125,709
Washington State,Tony Bennett [214],,58,725,2,0,94,709
Harvard,Tommy Amaker [53],,21,725,2,0,187,709
Louisiana-Monroe,Orlando Early [923],,185,725,2,0,325,709
Villanova,Jay Wright [3478],,196,725,2,0,218,709
Michigan,John Beilein [189],,95,725,2,0,249,709
Arkansas,John Pelphrey [2499],,249,725,2,0,32,709
Georgia State,Rod Barnes [146],,273,725,2,0,314,709
Holy Cross,Ralph Willard [3392],,270,725,2,0,156,709
North Texas,Johnny Jones [1674],,181,725,2,0,187,709
Illinois State,Tim Jankovich [1615],,63,725,2,0,32,709
Rice,Ben Braun [328],,93,725,2,0,314,709
St. Bonaventure,Mark Schmidt [2846],,280,725,2,0,328,709
Coastal Carolina,Cliff Ellis [963],,199,725,2,0,187,709
Belmont,Rick Byrd [446],,12,725,2,0,1,709
Maryland-Baltimore County,Randy Monroe [2250],,46,725,2,0,1,709
Jacksonville State,James Green [1255],,330,725,2,0,276,709
High Point,Bart Lundy [1956],,197,725,2,0,94,709
James Madison,Matt Brady [321],,271,725,2,0,298,709
Iowa,Todd Lickliter [1905],,94,725,2,0,276,709
Charlotte,Bobby Lutz [1962],,271,725,2,0,94,709
Northern Iowa,Ben Jacobson [1608],,172,725,2,0,218,709
Michigan State,Tom Izzo [1597],,72,725,2,0,94,709
Georgia Tech,Paul Hewitt [1450],,176,725,2,0,249,709
Texas Southern,Tony Harvey [1388],,285,725,2,0,218,709
Kennesaw State,Kennesaw State_UNKNOWN_COACH,,75,725,2,0,187,709
Indiana,Tom Crean [694],,46,725,2,0,32,709
Texas Christian,Jim Christian [561],,88,725,2,0,187,709
Cal State Northridge,Bobby Braswell [327],,154,725,2,0,63,709
Notre Dame,Mike Brey [343],,167,725,2,0,94,709
Pittsburgh,Jamie Dixon [828],,189,725,2,0,125,709
Central Michigan,Ernie Zeigler [3508],,124,725,2,0,187,709
Howard,Gil Jackson [1599],,155,725,2,0,298,709
Elon,Ernie Nestor [2351],,316,725,2,0,156,709
Lamar,Steve Roccaforte [2737],,144,725,2,0,94,709
Minnesota,Tubby Smith [2974],,90,725,2,0,187,709
Youngstown State,Jerry Slocum [2945],,287,725,2,0,249,709
Binghamton,Kevin Broadus [355],,250,725,2,0,156,709
Hawaii,Bobby Nash [2334],,160,725,2,0,94,709
Fairfield,Ed Cooley [650],,272,725,2,0,156,709
Citadel,Ed Conroy [642],,320,725,2,0,298,709
Texas-San Antonio,Brooks Thompson [3149],,255,725,2,0,125,709
Ohio State,Thad Matta [2047],,84,725,2,0,125,709
Niagara,Joe Mihalich [2201],,269,725,2,0,94,709
Montana,Wayne Tinkle [3177],,70,725,2,0,94,709
Manhattan,Barry Rohrssen [2752],,274,725,2,0,218,709
Davidson,Bob McKillop [2136],,2,725,2,0,1,709
North Carolina,Roy Williams [3414],,12,725,2,0,1,709
Iowa State,Greg McDermott [2101],,172,725,2,0,314,709
Utah State,Stew Morrill [2270],,157,725,2,0,63,709
