Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Hank Egan [951],,25,500,2,0,94,488
Rhode Island,Brendan Malone [2004],,118,500,2,0,254,488
Saint Francis (PA),Kevin Porter [2561],,114,500,2,0,125,488
Hofstra,Dick Berg [219],,240,500,2,0,215,488
Old Dominion,Tom Young [3499],,47,500,2,0,32,488
Southern Mississippi,M.K. Turk [3207],,135,500,2,0,215,488
New Hampshire,Gerry Friel [1127],,58,500,2,0,215,488
Indiana State,Ronald Greene [1263],,215,500,2,0,185,488
Cincinnati,Tony Yates [3488],,130,500,2,0,155,488
Morehead State,Wayne Martin [2036],,168,500,2,0,215,488
Tennessee,Don DeVoe [808],,257,500,2,0,185,488
Chattanooga,Mack McCarthy [2075],,53,500,2,0,1,488
Memphis,Dana Kirk [1771],,7,500,2,0,1,488
Missouri State,Charles Spoonhour [3001],,134,500,2,0,1,488
Providence,Rick Pitino [2542],,66,500,2,0,215,488
American,Ed Tapscott [3113],,58,500,2,0,185,488
Green Bay,Dick Bennett [211],,137,500,2,0,215,488
Mississippi,Lee Hunt [1565],,257,500,2,0,242,488
La Salle,Lefty Ervin [984],,130,500,2,0,32,488
Purdue,Gene Keady [1710],,206,500,2,0,94,488
Weber State,Larry Farmer [1014],,164,500,2,0,94,488
Portland,Jack Avina [106],,26,500,2,0,185,488
Alabama-Birmingham,Gene Bartow [163],,47,500,2,0,63,488
Kansas State,Jack Hartman [1384],,115,500,2,0,215,488
Saint Peter's,Bob Dukiet [899],,133,500,2,0,155,488
Maryland-Eastern Shore,Howie Evans [998],,23,500,2,0,155,488
Penn State,Bruce Parkhill [2467],,117,500,2,0,242,488
Fordham,Thomas Penders [2500],,68,500,2,0,125,488
Maine,Skip Chappelle [546],,57,500,2,0,185,488
Northern Illinois,John McDougal [2114],,229,500,2,0,242,488
Cal State Fullerton,George McQuarn [2160],,127,500,2,0,32,488
East Carolina,Charlie Harrison [1375],,59,500,2,0,215,488
Eastern Kentucky,Max Good [1224],,155,500,2,0,94,488
Illinois-Chicago,Willie Little [1915],,133,500,2,0,155,488
Houston Baptist,Tommy Jones [1680],,122,500,2,0,63,488
Bradley,Dick Versace [3248],,211,500,2,0,94,488
St. Francis (NY),Bob Valvano [3228],,117,500,2,0,185,488
Creighton,Tony Barone [152],,212,500,2,0,155,488
Mississippi Valley State,Lafayette Stribling [3069],,139,500,2,0,94,488
Bowling Green State,John Weinert [3337],,227,500,2,0,185,488
Georgetown,John Thompson [3154],,18,500,2,0,1,488
Marshall,Rick Huckabay [1549],,54,500,2,0,32,488
Wisconsin,Steve Yoder [3493],,211,500,2,0,242,488
Colorado State,Tony McAndrews [2055],,212,500,2,0,155,488
Colgate,Tony Relvas [2672],,59,500,2,0,242,488
Duke,Mike Krzyzewski [1814],,221,500,2,0,94,488
Brigham Young,Ladell Andersen [57],,211,500,2,0,94,488
Western Carolina,Steve Cottrell [668],,72,500,2,0,125,488
Washington,Andy Russo [2793],,212,500,2,0,125,488
Arizona State,Steve Patterson [2479],,216,500,2,0,155,488
Austin Peay,Lake Kelly [1732],,166,500,2,0,155,488
Fairleigh Dickinson,Tom Green [1258],,111,500,2,0,1,488
Kent State,Jim McDonald [2108],,223,500,2,0,125,488
Robert Morris,Jarrett Durham [912],,117,500,2,0,215,488
Seton Hall,P.J. Carlesimo [490],,67,500,2,0,242,488
Murray State,Steve Newton [2359],,164,500,2,0,125,488
