Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Brad Holland [1507],,31,698,2,0,63,674
Rhode Island,Jim Baron [151],,121,698,2,0,251,674
Southern Utah,Bill Evans [991],,64,698,2,0,63,674
Norfolk State,Dwight Freeman [1119],,214,698,2,0,157,674
Saint Francis (PA),Bobby Jones [1662],,113,698,2,0,220,674
Hofstra,Tom Pecora [2492],,263,698,2,0,220,674
Southern Mississippi,James Green [1255],,71,698,2,0,309,674
Old Dominion,Blaine Taylor [3120],,259,698,2,0,188,674
New Hampshire,Phil Rowe [2779],,152,698,2,0,126,674
Indiana State,Royce Waltman [3298],,144,698,2,0,251,674
Cincinnati,Bob Huggins [1552],,11,698,2,0,1,674
Troy,Don Maestri [1987],,309,698,2,0,94,674
Morehead State,Kyle Macy [1984],,121,698,2,0,32,674
Tennessee,Buzz Peterson [2513],,263,698,2,0,275,674
Chattanooga,Jeff Lebo [1875],,255,698,2,0,94,674
Quinnipiac,Joe DeSantis [798],,111,698,2,0,188,674
Memphis,John Calipari [457],,49,698,2,0,94,674
Providence,Tim Welsh [3344],,197,698,2,0,317,674
Missouri State,Barry Hinson [1481],,134,698,2,0,94,674
American,Jeff Jones [1672],,206,698,2,0,32,674
Mississippi,Rod Barnes [146],,266,698,2,0,126,674
La Salle,Billy Hahn [1309],,118,698,2,0,188,674
Green Bay,Tod Kowalczyk [1797],,246,698,2,0,188,674
Purdue,Gene Keady [1710],,230,698,2,0,188,674
Weber State,Joe Cravens [688],,123,698,2,0,157,674
Portland,Michael Holton [1523],,34,698,2,0,188,674
Alabama-Birmingham,Mike Anderson [69],,70,698,2,0,275,674
Kansas State,Jim Wooldridge [3470],,71,698,2,0,275,674
Saint Peter's,Bob Leckie [1876],,299,698,2,0,275,674
Maryland-Eastern Shore,Thomas Trotter [3196],,216,698,2,0,251,674
Stephen F. Austin,Danny Kaspar [1706],,214,698,2,0,251,674
Penn State,Jerry Dunn [902],,229,698,2,0,296,674
Fordham,Bob Hill [1463],,122,698,2,0,309,674
Maine,John Giannini [1181],,151,698,2,0,94,674
Northern Illinois,Rob Judson [1694],,198,698,2,0,275,674
Buffalo,Reggie Witherspoon [3454],,196,698,2,0,296,674
Cal State Fullerton,Donny Daniels [739],,302,698,2,0,275,674
East Carolina,Bill Herrion [1445],,69,698,2,0,296,674
Eastern Kentucky,Travis Ford [1089],,127,698,2,0,251,674
Illinois-Chicago,Jimmy Collins [617],,245,698,2,0,126,674
Bradley,Jim Les [1895],,144,698,2,0,220,674
North Carolina-Greensboro,Fran McCaffery [2065],,224,698,2,0,32,674
St. Francis (NY),Ron Ganulin [1148],,110,698,2,0,94,674
Creighton,Dana Altman [51],,119,698,2,0,1,674
Mississippi Valley State,Lafayette Stribling [3069],,220,698,2,0,157,674
Bowling Green State,Dan Dakich [730],,123,698,2,0,63,674
Georgetown,Craig Esherick [986],,191,698,2,0,188,674
Marshall,Greg White [3365],,196,698,2,0,220,674
Wisconsin,Bo Ryan [2795],,228,698,2,0,32,674
Colorado State,Dale Layer [1871],,130,698,2,0,157,674
Colgate,Emmett Davis [757],,216,698,2,0,94,674
Duke,Mike Krzyzewski [1814],,13,698,2,0,1,674
Brigham Young,Steve Cleveland [587],,131,698,2,0,188,674
Western Carolina,Steve Shurina [2920],,258,698,2,0,251,674
Washington,Lorenzo Romar [2755],,231,698,2,0,188,674
Tennessee-Martin,Bret Campbell [467],,124,698,2,0,157,674
Louisiana-Lafayette,Jessie Evans [999],,43,698,2,0,32,674
Arizona State,Rob Evans [1004],,229,698,2,0,220,674
Florida International,Donnie Marsh [2022],,49,698,2,0,275,674
Florida Atlantic,Sidney Green [1257],,309,698,2,0,1,674
Austin Peay,Dave Loos [1939],,123,698,2,0,126,674
Portland State,Heath Schroyer [2858],,125,698,2,0,126,674
College of Charleston,Tom Herrion [1446],,253,698,2,0,220,674
Southeast Missouri State,Gary Garner [1158],,126,698,2,0,220,674
Fairleigh Dickinson,Tom Green [1258],,116,698,2,0,275,674
Kent State,Jim Christian [561],,4,698,2,0,1,674
Robert Morris,Mark Schmidt [2846],,113,698,2,0,126,674
Seton Hall,Louis Orr [2438],,196,698,2,0,275,674
Murray State,Tevester Anderson [71],,122,698,2,0,63,674
Princeton,John Thompson [3153],,31,698,2,0,32,674
Saint Mary's (CA),Randy Bennett [213],,34,698,2,0,157,674
Marquette,Tom Crean [694],,14,698,2,0,32,674
Virginia Commonwealth,Jeff Capel [479],,248,698,2,0,32,674
Tennessee Tech,Mike Sutton [3091],,11,698,2,0,1,674
Butler,Todd Lickliter [1905],,221,698,2,0,63,674
Fresno State,Ray Lopes [1940],,103,698,2,0,126,674
North Carolina-Wilmington,Brad Brownell [395],,126,698,2,0,1,674
