Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Bill Grier [1275],,32,680,2,0,161,656
Rhode Island,Dan Hurley [1577],,218,680,2,0,335,656
Southern Utah,Nick Robinson [2730],,282,680,2,0,193,656
Norfolk State,Anthony Evans [990],,77,680,2,0,33,656
Saint Francis (PA),Rob Krimmel [1810],,96,680,2,0,282,656
Hofstra,Mo Cassara [522],,84,680,2,0,305,656
Southern Mississippi,Donnie Tyndall [3214],,268,680,2,0,33,656
Old Dominion,Jim Corrigan [663],Blaine Taylor [3120],69,680,2,0,97,656
New Hampshire,Bill Herrion [1445],,69,680,2,0,129,656
Indiana State,Greg Lansing [1850],,300,680,2,0,193,656
Central Arkansas,Corliss Williamson [3421],,160,680,2,0,321,656
Cincinnati,Mick Cronin [702],,260,680,2,0,33,656
Troy,Don Maestri [1987],,216,680,2,0,305,656
Morehead State,Sean Woods [3468],,189,680,2,0,129,656
Tennessee,Cuonzo Martin [2027],,175,680,2,0,33,656
Chattanooga,John Shulman [2917],,298,680,2,0,321,656
Quinnipiac,Tom Moore [2261],,92,680,2,0,161,656
Utah Valley,Dick Hunsaker [1562],,16,680,2,0,33,656
Memphis,Josh Pastner [2476],,79,680,2,0,1,656
Providence,Ed Cooley [650],,269,680,2,0,338,656
Missouri State,Paul Lusk [1959],,298,680,2,0,161,656
American,Jeff Jones [1672],,66,680,2,0,97,656
La Salle,John Giannini [1181],,210,680,2,0,65,656
Mississippi,Andy Kennedy [1737],,183,680,2,0,161,656
Green Bay,Brian Wardle [3303],,305,680,2,0,193,656
Purdue,Matt Painter [2455],,292,680,2,0,161,656
Weber State,Randy Rahe [2624],,5,680,2,0,33,656
Portland,Eric Reveno [2674],,33,680,2,0,193,656
Alabama-Birmingham,Jerod Haase [1297],,269,680,2,0,129,656
Kansas State,Bruce Weber [3331],,110,680,2,0,129,656
Saint Peter's,John Dunne [905],,204,680,2,0,255,656
Maryland-Eastern Shore,Frankie Allen [38],,170,680,2,0,305,656
Stephen F. Austin,Danny Kaspar [1706],,81,680,2,0,97,656
Penn State,Patrick Chambers [538],,296,680,2,0,305,656
Fordham,Tom Pecora [2492],,218,680,2,0,338,656
Maine,Ted Woodward [3469],,68,680,2,0,193,656
Northern Illinois,Mark Montgomery [2253],,229,680,2,0,305,656
Buffalo,Reggie Witherspoon [3454],,191,680,2,0,97,656
Cal State Fullerton,Andy Newman [2355],,81,680,2,0,33,656
East Carolina,Jeff Lebo [1875],,271,680,2,0,255,656
Eastern Kentucky,Jeff Neubauer [2352],,193,680,2,0,255,656
Illinois-Chicago,Howard Moore [2260],,308,680,2,0,255,656
Houston Baptist,Ron Cotrell [667],,80,680,2,0,161,656
North Carolina-Greensboro,Wes Miller [2221],,294,680,2,0,193,656
Bradley,Geno Ford [1088],,302,680,2,0,282,656
North Carolina Central,LeVelle Moton [2289],,158,680,2,0,224,656
St. Francis (NY),Glenn Braica [322],,79,680,2,0,97,656
Creighton,Greg McDermott [2101],,101,680,2,0,1,656
Mississippi Valley State,Chico Potts [2566],,3,680,2,0,1,656
Bowling Green State,Louis Orr [2438],,192,680,2,0,161,656
Georgetown,John Thompson [3153],,260,680,2,0,65,656
Marshall,Tom Herrion [1446],,268,680,2,0,161,656
Wisconsin,Bo Ryan [2795],,290,680,2,0,65,656
Colorado State,Larry Eustachy [989],,175,680,2,0,65,656
Colgate,Matt Langel [1846],,70,680,2,0,193,656
Duke,Mike Krzyzewski [1814],,100,680,2,0,65,656
Brigham Young,Dave Rose [2763],,25,680,2,0,65,656
Western Carolina,Larry Hunter [1570],,293,680,2,0,224,656
Washington,Lorenzo Romar [2755],,286,680,2,0,65,656
Tennessee-Martin,Jason James [1610],,196,680,2,0,305,656
Louisiana-Lafayette,Bob Marlin [2020],,212,680,2,0,33,656
Arizona State,Herb Sendek [2882],,309,680,2,0,224,656
Florida International,Richard Pitino [2541],,220,680,2,0,193,656
Florida Atlantic,Mike Jarvis [1620],,218,680,2,0,282,656
Austin Peay,Dave Loos [1939],,191,680,2,0,161,656
Portland State,Tyler Geving [1179],,15,680,2,0,65,656
College of Charleston,Doug Wojcik [3460],,292,680,2,0,65,656
Southeast Missouri State,Dickey Nutt [2386],,190,680,2,0,97,656
Fairleigh Dickinson,Greg Vetrone [3250],,97,680,2,0,305,656
Kent State,Rob Senderoff [2883],,190,680,2,0,65,656
Robert Morris,Andrew Toole [3183],,91,680,2,0,33,656
Seton Hall,Kevin Willard [3391],,265,680,2,0,255,656
Murray State,Steve Prohm [2597],,3,680,2,0,1,656
South Dakota State,Scott Nagy [2331],,26,680,2,0,1,656
Princeton,Mitch Henderson [1429],,26,680,2,0,65,656
Saint Mary's (CA),Randy Bennett [213],,17,680,2,0,1,656
Marquette,Buzz Williams [3397],,179,680,2,0,129,656
Virginia Commonwealth,Shaka Smart [2950],,67,680,2,0,1,656
Gardner-Webb,Chris Holtmann [1522],,340,680,2,0,282,656
Tennessee Tech,Steve Payne [2485],,189,680,2,0,65,656
Butler,Brad Stevens [3037],,301,680,2,0,65,656
Fresno State,Rodney Terry [3135],,83,680,2,0,193,656
North Carolina-Wilmington,Buzz Peterson [2513],,84,680,2,0,193,656
South Dakota,David Boots [293],,284,680,2,0,224,656
Army,Zach Spiker [2999],,68,680,2,0,161,656
Wichita State,Gregg Marshall [2023],,80,680,2,0,33,656
Baylor,Scott Drew [879],,101,680,2,0,65,656
