Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Brad Holland [1507],,142,680,2,0,94,656
Rhode Island,Jim Baron [151],,243,680,2,0,275,656
Southern Utah,Bill Evans [991],,71,680,2,0,94,656
Norfolk State,Dwight Freeman [1119],,312,680,2,0,156,656
Saint Francis (PA),Bobby Jones [1662],,281,680,2,0,275,656
Hofstra,Tom Pecora [2492],,60,680,2,0,32,656
Old Dominion,Blaine Taylor [3120],,63,680,2,0,125,656
Southern Mississippi,Larry Eustachy [989],,58,680,2,0,295,656
New Hampshire,Bill Herrion [1445],,148,680,2,0,125,656
Indiana State,Royce Waltman [3298],,276,680,2,0,249,656
Cincinnati,Mick Cronin [702],,216,680,2,0,249,656
Troy,Don Maestri [1987],,230,680,2,0,275,656
Morehead State,Donnie Tyndall [3214],,269,680,2,0,275,656
Tennessee,Bruce Pearl [2489],,143,680,2,0,94,656
Chattanooga,John Shulman [2917],,227,680,2,0,218,656
Quinnipiac,Joe DeSantis [798],,280,680,2,0,94,656
Memphis,John Calipari [457],,5,680,2,0,1,656
Missouri State,Barry Hinson [1481],,269,680,2,0,156,656
Providence,Tim Welsh [3344],,220,680,2,0,319,656
American,Jeff Jones [1672],,7,680,2,0,94,656
Mississippi,Andy Kennedy [1737],,170,680,2,0,311,656
La Salle,John Giannini [1181],,228,680,2,0,156,656
Green Bay,Tod Kowalczyk [1797],,223,680,2,0,63,656
Purdue,Matt Painter [2455],,248,680,2,0,295,656
Weber State,Randy Rahe [2624],,77,680,2,0,218,656
Portland,Eric Reveno [2674],,145,680,2,0,187,656
Alabama-Birmingham,Mike Davis [768],,8,680,2,0,32,656
Kansas State,Bob Huggins [1552],,134,680,2,0,311,656
Saint Peter's,John Dunne [905],,243,680,2,0,63,656
Maryland-Eastern Shore,Lawrence Lesett [1896],,316,680,2,0,218,656
Stephen F. Austin,Danny Kaspar [1706],,153,680,2,0,218,656
Penn State,Ed DeChellis [784],,246,680,2,0,249,656
Fordham,Dereck Whittenburg [3379],,242,680,2,0,249,656
Maine,Ted Woodward [3469],,146,680,2,0,218,656
Northern Illinois,Rob Judson [1694],,79,680,2,0,125,656
Buffalo,Reggie Witherspoon [3454],,83,680,2,0,156,656
Cal State Fullerton,Bob Burton [435],,43,680,2,0,125,656
East Carolina,Ricky Stokes [3058],,61,680,2,0,311,656
Eastern Kentucky,Jeff Neubauer [2352],,267,680,2,0,218,656
Illinois-Chicago,Jimmy Collins [617],,222,680,2,0,156,656
North Carolina-Greensboro,Mike Dement [792],,232,680,2,0,275,656
Bradley,Jim Les [1895],,270,680,2,0,32,656
St. Francis (NY),Brian Nash [2335],,279,680,2,0,249,656
Creighton,Dana Altman [51],,270,680,2,0,125,656
Mississippi Valley State,James Green [1255],,314,680,2,0,187,656
Bowling Green State,Dan Dakich [730],,84,680,2,0,275,656
Georgetown,John Thompson [3153],,213,680,2,0,94,656
Marshall,Ron Jirsa [1633],,58,680,2,0,218,656
Wisconsin,Bo Ryan [2795],,245,680,2,0,187,656
Colorado State,Dale Layer [1871],,128,680,2,0,187,656
Colgate,Emmett Davis [757],,10,680,2,0,156,656
Duke,Mike Krzyzewski [1814],,15,680,2,0,1,656
Brigham Young,Dave Rose [2763],,125,680,2,0,1,656
Western Carolina,Larry Hunter [1570],,231,680,2,0,187,656
Washington,Lorenzo Romar [2755],,226,680,2,0,1,656
Tennessee-Martin,Bret Campbell [467],,266,680,2,0,156,656
Louisiana-Lafayette,Robert Lee [1881],,230,680,2,0,125,656
Arizona State,Herb Sendek [2882],,230,680,2,0,187,656
Florida International,Sergio Rouco [2776],,227,680,2,0,249,656
Florida Atlantic,Rex Walters [3297],,246,680,2,0,63,656
Austin Peay,Dave Loos [1939],,264,680,2,0,187,656
College of Charleston,Bobby Cremins [695],,227,680,2,0,94,656
Portland State,Ken Bone [289],,75,680,2,0,156,656
Southeast Missouri State,Scott Edgar [937],,270,680,2,0,295,656
Fairleigh Dickinson,Tom Green [1258],,245,680,2,0,1,656
Kent State,Jim Christian [561],,42,680,2,0,1,656
Robert Morris,Mark Schmidt [2846],,277,680,2,0,218,656
Seton Hall,Bobby Gonzalez [1222],,224,680,2,0,218,656
Murray State,Billy Kennedy [1738],,45,680,2,0,1,656
Princeton,Joe Scott [2869],,42,680,2,0,1,656
Saint Mary's (CA),Randy Bennett [213],,141,680,2,0,63,656
Marquette,Tom Crean [694],,216,680,2,0,187,656
Virginia Commonwealth,Anthony Grant [1241],,63,680,2,0,187,656
Gardner-Webb,Rick Scruggs [2872],,248,680,2,0,125,656
Tennessee Tech,Mike Sutton [3091],,263,680,2,0,125,656
Butler,Todd Lickliter [1905],,160,680,2,0,32,656
Fresno State,Steve Cleveland [587],,127,680,2,0,187,656
North Carolina-Wilmington,Benny Moss [2287],,45,680,2,0,1,656
Army,Jim Crews [698],,12,680,2,0,218,656
Wichita State,Mark Turgeon [3206],,249,680,2,0,94,656
Baylor,Scott Drew [879],,131,680,2,0,249,656
Eastern Michigan,Charles Ramsey [2628],,85,680,2,0,295,656
South Alabama,John Pelphrey [2499],,32,680,2,0,1,656
Florida State,Leonard Hamilton [1330],,140,680,2,0,125,656
Alabama,Mark Gottfried [1234],,167,680,2,0,63,656
Florida,Billy Donovan [853],,158,680,2,0,125,656
Georgia Southern,Jeff Price [2585],,227,680,2,0,1,656
Oregon State,Jay John [1635],,230,680,2,0,249,656
Rider,Tommy Dempsey [794],,246,680,2,0,249,656
Nevada-Las Vegas,Lon Kruger [1811],,125,680,2,0,94,656
Miami (FL),Frank Haith [1312],,138,680,2,0,218,656
Navy,Billy Lange [1844],,12,680,2,0,187,656
San Jose State,George Nessman [2350],,128,680,2,0,218,656
Montana State,Brad Huse [1578],,73,680,2,0,94,656
Cal Poly,Kevin Bromley [358],,42,680,2,0,94,656
Boston College,Al Skinner [2941],,135,680,2,0,32,656
Idaho,George Pfeifer [2519],,129,680,2,0,249,656
Monmouth,Dave Calloway [460],,273,680,2,0,32,656
Virginia,Dave Leitao [1888],,141,680,2,0,187,656
Delaware State,Greg Jackson [1600],,41,680,2,0,1,656
St. John's (NY),Norman Roberts [2724],,223,680,2,0,323,656
Duquesne,Ron Everhart [1005],,248,680,2,0,319,656
Western Illinois,Derek Thomas [3142],,72,680,2,0,218,656
Texas,Rick Barnes [145],,67,680,2,0,1,656
Valparaiso,Homer Drew [877],,69,680,2,0,125,656
Ball State,Ronny Thompson [3156],,84,680,2,0,249,656
Loyola (MD),Jimmy Patsos [2477],,243,680,2,0,187,656
Jacksonville,Cliff Warren [3306],,254,680,2,0,295,656
Texas-El Paso,Tony Barbee [137],,15,680,2,0,125,656
Washington State,Tony Bennett [214],,231,680,2,0,275,656
Harvard,Frank Sullivan [3082],,56,680,2,0,125,656
Louisiana-Monroe,Orlando Early [923],,155,680,2,0,249,656
Villanova,Jay Wright [3478],,29,680,2,0,63,656
Michigan,Tommy Amaker [53],,243,680,2,0,156,656
Arkansas,Stan Heath [1413],,163,680,2,0,32,656
Georgia State,Michael Perry [2508],,80,680,2,0,275,656
Holy Cross,Ralph Willard [3392],,5,680,2,0,32,656
