Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Hank Egan [951],,160,570,2,0,65,568
Rhode Island,Al Skinner [2941],,205,570,2,0,33,568
Saint Francis (PA),Tom McConnell [2087],,276,570,2,0,224,568
Southern Mississippi,M.K. Turk [3207],,54,570,2,0,129,568
Old Dominion,Oliver Purnell [2605],,129,570,2,0,65,568
New Hampshire,Gib Chapman [543],,60,570,2,0,224,568
Indiana State,Tates Locke [1927],,271,570,2,0,193,568
Cincinnati,Bob Huggins [1552],,19,570,2,0,1,568
Morehead State,Dick Fick [1035],,87,570,2,0,129,568
Tennessee,Wade Houston [1538],,209,570,2,0,282,568
Chattanooga,Mack McCarthy [2075],,19,570,2,0,1,568
Memphis,Larry Finch [1041],,26,570,2,0,65,568
Providence,Rick Barnes [145],,238,570,2,0,97,568
Missouri State,Mark Bernsen [225],,267,570,2,0,97,568
American,Chris Knoche [1785],,131,570,2,0,97,568
Green Bay,Dick Bennett [211],,168,570,2,0,129,568
Mississippi,Rob Evans [1004],,210,570,2,0,284,568
La Salle,Speedy Morris [2274],,32,570,2,0,65,568
Purdue,Gene Keady [1710],,122,570,2,0,161,568
Weber State,Ron Abegglen [3],,136,570,2,0,33,568
Portland,Larry Steele [3026],,163,570,2,0,193,568
Alabama-Birmingham,Gene Bartow [163],,33,570,2,0,129,568
Kansas State,Dana Altman [51],,228,570,2,0,65,568
Saint Peter's,Ted Fiore [1048],,67,570,2,0,193,568
Maryland-Eastern Shore,Rob Chavez [547],,234,570,2,0,224,568
Stephen F. Austin,Ned Fowler [1103],,269,570,2,0,224,568
Penn State,Bruce Parkhill [2467],,126,570,2,0,282,568
Fordham,Nick Macarchuk [1971],,17,570,2,0,65,568
Maine,Rudy Keeling [1718],,60,570,2,0,161,568
Northern Illinois,Brian Hammel [1333],,171,570,2,0,97,568
Cal State Fullerton,Brad Holland [1507],,235,570,2,0,129,568
East Carolina,Eddie Payne [2484],,134,570,2,0,129,568
Eastern Kentucky,Mike Calhoun [455],,81,570,2,0,97,568
Illinois-Chicago,Bob Hallberg [1324],,167,570,2,0,33,568
Bradley,Jim Molinari [2243],,273,570,2,0,161,568
