Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Hank Egan [951],,37,512,2,0,65,500
Rhode Island,Thomas Penders [2500],,88,512,2,0,219,500
Saint Francis (PA),Kevin Porter [2561],,179,512,2,0,129,500
Hofstra,Dick Berg [219],,131,512,2,0,65,500
Old Dominion,Tom Young [3499],,143,512,2,0,65,500
Southern Mississippi,M.K. Turk [3207],,65,512,2,0,129,500
Indiana State,Ronald Greene [1263],,147,512,2,0,246,500
New Hampshire,Gerry Friel [1127],,73,512,2,0,246,500
Cincinnati,Tony Yates [3488],,68,512,2,0,97,500
Morehead State,Wayne Martin [2036],,159,512,2,0,219,500
Tennessee,Don DeVoe [808],,164,512,2,0,259,500
Chattanooga,Mack McCarthy [2075],,226,512,2,0,33,500
Memphis,Larry Finch [1041],,36,512,2,0,33,500
Providence,Rick Pitino [2542],,35,512,2,0,129,500
Missouri State,Charles Spoonhour [3001],,128,512,2,0,97,500
American,Ed Tapscott [3113],,32,512,2,0,159,500
La Salle,Speedy Morris [2274],,217,512,2,0,97,500
Mississippi,Ed Murphy [2310],,163,512,2,0,246,500
Green Bay,Dick Bennett [211],,133,512,2,0,129,500
Purdue,Gene Keady [1710],,167,512,2,0,189,500
Weber State,Larry Farmer [1014],,254,512,2,0,129,500
Portland,Jack Avina [106],,45,512,2,0,189,500
Alabama-Birmingham,Gene Bartow [163],,146,512,2,0,33,500
Kansas State,Lon Kruger [1811],,136,512,2,0,189,500
Saint Peter's,Ted Fiore [1048],,218,512,2,0,65,500
Maryland-Eastern Shore,Howie Evans [998],,91,512,2,0,189,500
Penn State,Bruce Parkhill [2467],,87,512,2,0,246,500
Fordham,Bob Quinn [2611],,218,512,2,0,159,500
Maine,Skip Chappelle [546],,73,512,2,0,219,500
Northern Illinois,Jim Rosborough [2762],,219,512,2,0,129,500
Cal State Fullerton,George McQuarn [2160],,259,512,2,0,159,500
East Carolina,Charlie Harrison [1375],,28,512,2,0,129,500
Eastern Kentucky,Max Good [1224],,158,512,2,0,189,500
Illinois-Chicago,Willie Little [1915],,129,512,2,0,33,500
Houston Baptist,Tommy Jones [1680],,227,512,2,0,129,500
Bradley,Stan Albeck [26],,7,512,2,0,1,500
St. Francis (NY),Bob Valvano [3228],,182,512,2,0,246,500
Creighton,Tony Barone [152],,145,512,2,0,159,500
Mississippi Valley State,Lafayette Stribling [3069],,123,512,2,0,1,500
Bowling Green State,Jim Larranaga [1856],,223,512,2,0,259,500
Georgetown,John Thompson [3154],,34,512,2,0,65,500
Marshall,Rick Huckabay [1549],,233,512,2,0,97,500
Wisconsin,Steve Yoder [3493],,171,512,2,0,246,500
Colorado State,Tony McAndrews [2055],,153,512,2,0,189,500
Colgate,Joe Baker [120],,75,512,2,0,259,500
Duke,Mike Krzyzewski [1814],,28,512,2,0,1,500
Brigham Young,Ladell Andersen [57],,151,512,2,0,129,500
Western Carolina,Steve Cottrell [668],,236,512,2,0,159,500
Washington,Andy Russo [2793],,150,512,2,0,65,500
Arizona State,Steve Patterson [2479],,234,512,2,0,159,500
Austin Peay,Lake Kelly [1732],,154,512,2,0,33,500
Fairleigh Dickinson,Tom Green [1258],,150,512,2,0,1,500
Kent State,Jim McDonald [2108],,220,512,2,0,219,500
Robert Morris,Jarrett Durham [912],,180,512,2,0,189,500
Seton Hall,P.J. Carlesimo [490],,64,512,2,0,219,500
Murray State,Steve Newton [2359],,155,512,2,0,129,500
Princeton,Pete Carril [504],,164,512,2,0,97,500
Saint Mary's (CA),Lynn Nance [2333],,47,512,2,0,159,500
Virginia Commonwealth,Mike Pollio [2556],,148,512,2,0,159,500
Tennessee Tech,Tom Deaton [782],,155,512,2,0,159,500
Butler,Joe Sexson [2886],,47,512,2,0,189,500
Fresno State,Ron Adams [16],,261,512,2,0,219,500
North Carolina-Wilmington,Robert McPherson [2158],,27,512,2,0,97,500
Hardin-Simmons,Dick Danford [736],,228,512,2,0,159,500
Army,Les Wothke [3475],,221,512,2,0,189,500
Wichita State,Eddie Fogler [1083],,148,512,2,0,65,500
Baylor,Gene Iba [1588],,217,512,2,0,189,500
Eastern Michigan,Ben Braun [328],,222,512,2,0,246,500
South Alabama,Mike Hanks [1340],,150,512,2,0,189,500
Florida State,Pat Kennedy [1742],,68,512,2,0,159,500
Alabama,Wimp Sanderson [2815],,74,512,2,0,97,500
Florida,Norm Sloan [2944],,160,512,2,0,65,500
Georgia Southern,Frank Kerns [1749],,225,512,2,0,189,500
Oregon State,Ralph Miller [2217],,231,512,2,0,259,500
Rider,John Carpenter [503],,145,512,2,0,97,500
Nevada-Las Vegas,Jerry Tarkanian [3114],,29,512,2,0,1,500
San Jose State,Bill Berry [226],,260,512,2,0,189,500
Navy,Pete Herrmann [1447],,7,512,2,0,1,500
Montana State,Stu Starner [3021],,257,512,2,0,1,500
Boston College,Jim O'Brien [2391],,64,512,2,0,159,500
Idaho,Tim Floyd [1077],,257,512,2,0,219,500
Monmouth,Ron Kornegay [1796],Ron Krayel [1803],179,512,2,0,159,500
Virginia,Terry Holland [1508],,72,512,2,0,97,500
Delaware State,Marshall Emery [970],,89,512,2,0,65,500
St. John's (NY),Lou Carnesecca [500],,27,512,2,0,1,500
Duquesne,Jim Satalin [2816],,67,512,2,0,97,500
Western Illinois,Jack Margenthaler [2015],,130,512,2,0,159,500
Texas,Bob Weltlich [3345],,211,512,2,0,1,500
Valparaiso,Tom Smith [2973],,133,512,2,0,219,500
Ball State,Al Brown [364],,173,512,2,0,33,500
Loyola (MD),Mark Amatucci [54],,172,512,2,0,97,500
Jacksonville,Bob Wenzel [3347],,145,512,2,0,1,500
Texas-El Paso,Don Haskins [1390],,149,512,2,0,1,500
Washington State,Len Stevens [3038],,231,512,2,0,129,500
Harvard,Peter Roby [2736],,167,512,2,0,219,500
Louisiana-Monroe,Mike Vining [3254],,73,512,2,0,1,500
Villanova,Rollie Massimino [2043],,34,512,2,0,97,500
Michigan,Bill Frieder [1126],,151,512,2,0,33,500
Georgia State,Bob Reinhart [2668],,228,512,2,0,219,500
Arkansas,Nolan Richardson [2695],,217,512,2,0,219,500
Holy Cross,George Blaney [266],,219,512,2,0,129,500
North Texas,Jimmy Gales [1141],,92,512,2,0,97,500
