Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Hank Egan [951],,61,525,2,0,65,516
Rhode Island,Al Skinner [2941],,224,525,2,0,129,516
Saint Francis (PA),Jim Baron [151],,193,525,2,0,65,516
Hofstra,Butch van Breda Kolff [3230],,261,525,2,0,129,516
Southern Mississippi,M.K. Turk [3207],,74,525,2,0,65,516
Old Dominion,Tom Young [3499],,185,525,2,0,33,516
New Hampshire,Jim Boylan [307],,107,525,2,0,161,516
Indiana State,Tates Locke [1927],,229,525,2,0,224,516
Cincinnati,Bob Huggins [1552],,75,525,2,0,97,516
Morehead State,Tommy Gaither [1140],,29,525,2,0,129,516
Tennessee,Wade Houston [1538],,258,525,2,0,193,516
Chattanooga,Mack McCarthy [2075],,167,525,2,0,97,516
Memphis,Larry Finch [1041],,87,525,2,0,33,516
Providence,Rick Barnes [145],,183,525,2,0,224,516
Missouri State,Charles Spoonhour [3001],,16,525,2,0,1,516
American,Chris Knoche [1785],,170,525,2,0,33,516
Mississippi,Ed Murphy [2310],,259,525,2,0,161,516
Green Bay,Dick Bennett [211],,24,525,2,0,33,516
La Salle,Speedy Morris [2274],,1,525,2,0,1,516
Purdue,Gene Keady [1710],,98,525,2,0,33,516
Weber State,Denny Huston [1580],,163,525,2,0,193,516
Portland,Larry Steele [3026],,91,525,2,0,97,516
Alabama-Birmingham,Gene Bartow [163],,73,525,2,0,1,516
Kansas State,Dana Altman [51],,90,525,2,0,129,516
Saint Peter's,Ted Fiore [1048],,160,525,2,0,271,516
Maryland-Eastern Shore,Robert Hopkins [1531],,186,525,2,0,251,516
Stephen F. Austin,Ned Fowler [1103],,32,525,2,0,224,516
Penn State,Bruce Parkhill [2467],,222,525,2,0,65,516
Fordham,Nick Macarchuk [1971],,63,525,2,0,97,516
Maine,Rudy Keeling [1718],,106,525,2,0,129,516
Cal State Fullerton,John Sneed [2977],,77,525,2,0,224,516
East Carolina,Mike Steele [3027],,171,525,2,0,129,516
Eastern Kentucky,Mike Pollio [2556],,27,525,2,0,33,516
Illinois-Chicago,Bob Hallberg [1324],,33,525,2,0,129,516
Bradley,Stan Albeck [26],,227,525,2,0,161,516
St. Francis (NY),Rich Zvosec [3513],,197,525,2,0,224,516
Creighton,Tony Barone [152],,225,525,2,0,65,516
Mississippi Valley State,Lafayette Stribling [3069],,181,525,2,0,161,516
Bowling Green State,Jim Larranaga [1856],,225,525,2,0,97,516
Georgetown,John Thompson [3154],,180,525,2,0,65,516
Marshall,Dwight Freeman [1119],,165,525,2,0,65,516
Wisconsin,Steve Yoder [3493],,121,525,2,0,224,516
Colorado State,Tiny Grant [1243],,253,525,2,0,1,516
Colgate,Jack Bruen [399],,108,525,2,0,193,516
Duke,Mike Krzyzewski [1814],,235,525,2,0,33,516
Brigham Young,Roger Reid [2663],,253,525,2,0,33,516
Western Carolina,Greg Blatt [269],,170,525,2,0,161,516
Washington,Lynn Nance [2333],,166,525,2,0,251,516
Louisiana-Lafayette,Marty Fletcher [1070],,16,525,2,0,97,516
Arizona State,Bill Frieder [1126],,164,525,2,0,193,516
Austin Peay,Dave Loos [1939],,31,525,2,0,161,516
Fairleigh Dickinson,Tom Green [1258],,197,525,2,0,193,516
Kent State,Jim McDonald [2108],,182,525,2,0,33,516
Robert Morris,Jarrett Durham [912],,181,525,2,0,1,516
Seton Hall,P.J. Carlesimo [490],,184,525,2,0,161,516
Murray State,Steve Newton [2359],,14,525,2,0,1,516
Princeton,Pete Carril [504],,76,525,2,0,1,516
Saint Mary's (CA),Dave Fehte [1024],Paul Landreaux [1838],95,525,2,0,161,516
Marquette,Kevin O'Neill [2409],,109,525,2,0,65,516
Virginia Commonwealth,Sonny Smith [2972],,182,525,2,0,193,516
Tennessee Tech,Frank Harrell [1366],,22,525,2,0,65,516
Butler,Barry Collier [611],,113,525,2,0,193,516
Fresno State,Gary Colson [619],,75,525,2,0,251,516
North Carolina-Wilmington,Kevin Eastman [927],,173,525,2,0,224,516
Hardin-Simmons,Hardin-Simmons_UNKNOWN_COACH,,76,525,2,0,161,516
Army,Tom Miller [2219],,163,525,2,0,129,516
Wichita State,Mike Cohen [604],,228,525,2,0,193,516
Baylor,Gene Iba [1588],,83,525,2,0,97,516
Eastern Michigan,Ben Braun [328],,226,525,2,0,224,516
Florida State,Pat Kennedy [1742],,87,525,2,0,161,516
South Alabama,Ronnie Arrow [96],,186,525,2,0,97,516
Alabama,Wimp Sanderson [2815],,254,525,2,0,1,516
Florida,Lon Kruger [1811],,262,525,2,0,265,516
Georgia Southern,Frank Kerns [1749],,74,525,2,0,97,516
Oregon State,Jim Anderson [67],,98,525,2,0,1,516
Rider,Kevin Bannon [135],,265,525,2,0,193,516
Nevada-Las Vegas,Jerry Tarkanian [3114],,16,525,2,0,33,516
San Jose State,Stan Morrison [2281],,76,525,2,0,193,516
Navy,Pete Herrmann [1447],,172,525,2,0,161,516
Montana State,Mick Durham [913],,163,525,2,0,129,516
Boston College,Jim O'Brien [2391],,186,525,2,0,251,516
Idaho,Larry Eustachy [989],,75,525,2,0,1,516
Monmouth,Wayne Szoke [3107],,182,525,2,0,33,516
Virginia,Jeff Jones [1672],,238,525,2,0,65,516
Delaware State,Jeff Jones [1671],,184,525,2,0,161,516
St. John's (NY),Lou Carnesecca [500],,181,525,2,0,97,516
Duquesne,John Carroll [508],,228,525,2,0,193,516
Western Illinois,Jack Margenthaler [2015],,34,525,2,0,97,516
Texas,Thomas Penders [2500],,17,525,2,0,65,516
Valparaiso,Homer Drew [877],,36,525,2,0,193,516
Ball State,Dick Hunsaker [1562],,75,525,2,0,1,516
Loyola (MD),Tom Schneider [2850],,163,525,2,0,272,516
Jacksonville,Rich Haddad [1300],,185,525,2,0,224,516
Texas-El Paso,Don Haskins [1390],,253,525,2,0,97,516
Washington State,Kelvin Sampson [2806],,167,525,2,0,265,516
Louisiana-Monroe,Mike Vining [3254],,3,525,2,0,1,516
Harvard,Peter Roby [2736],,115,525,2,0,129,516
Villanova,Rollie Massimino [2043],,183,525,2,0,193,516
Michigan,Steve Fisher [1054],,112,525,2,0,65,516
Georgia State,Bob Reinhart [2668],,79,525,2,0,251,516
Arkansas,Nolan Richardson [2695],,15,525,2,0,1,516
Holy Cross,George Blaney [266],,17,525,2,0,65,516
North Texas,Jimmy Gales [1141],,32,525,2,0,193,516
Rice,Scott Thompson [3157],,84,525,2,0,193,516
Illinois State,Bob Bender [202],,224,525,2,0,1,516
St. Bonaventure,Tom Chapman [545],,230,525,2,0,265,516
Coastal Carolina,Russ Bergman [221],,3,525,2,0,1,516
James Madison,Lefty Driesell [883],,167,525,2,0,65,516
Iowa,Tom Davis [771],,122,525,2,0,265,516
Charlotte,Jeff Mullins [2304],,183,525,2,0,129,516
