Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Jim Brovelli [363],,17,402,2,0,175,397
Rhode Island,Claude English [978],,171,402,2,0,175,397
Saint Francis (PA),Dave Magarity [1988],,192,402,2,0,235,397
Hofstra,Dick Berg [219],,47,402,2,0,175,397
Old Dominion,Paul Webb [3329],,51,402,2,0,59,397
New Hampshire,Gerry Friel [1127],,30,402,2,0,201,397
Indiana State,Dave Schellhase [2836],,153,402,2,0,235,397
Cincinnati,Ed Badger [112],,96,402,2,0,117,397
Morehead State,Wayne Martin [2036],,150,402,2,0,88,397
Tennessee,Don DeVoe [808],,230,402,2,0,59,397
Chattanooga,Murray Arnold [94],,7,402,2,0,1,397
Memphis,Dana Kirk [1771],,38,402,2,0,1,397
Providence,Joseph Mullaney [2298],,166,402,2,0,175,397
West Chester,West Chester_UNKNOWN_COACH,,102,402,2,0,146,397
American,Ed Tapscott [3113],,30,402,2,0,117,397
Mississippi,Lee Hunt [1565],,233,402,2,0,88,397
La Salle,Lefty Ervin [984],,30,402,2,0,59,397
Purdue,Gene Keady [1710],,185,402,2,0,88,397
Weber State,Neil McCarthy [2076],,102,402,2,0,175,397
Portland,Jack Avina [106],,10,402,2,0,59,397
Alabama-Birmingham,Gene Bartow [163],,7,402,2,0,1,397
Kansas State,Jack Hartman [1384],,155,402,2,0,30,397
Saint Peter's,Bob Dukiet [899],,37,402,2,0,1,397
Maryland-Eastern Shore,Kirkland Hall [1321],,107,402,2,0,175,397
Fordham,Thomas Penders [2500],,39,402,2,0,59,397
Maine,Skip Chappelle [546],,30,402,2,0,146,397
Northern Illinois,John McDougal [2114],,234,402,2,0,88,397
Cal State Fullerton,George McQuarn [2160],,95,402,2,0,30,397
East Carolina,Charlie Harrison [1375],,59,402,2,0,146,397
Eastern Kentucky,Max Good [1224],,154,402,2,0,201,397
Houston Baptist,Gene Iba [1588],,222,402,2,0,201,397
Bradley,Dick Versace [3248],,145,402,2,0,1,397
St. Francis (NY),Gene Roberti [2716],,186,402,2,0,117,397
Creighton,Willie Reed [2654],,152,402,2,0,222,397
Mississippi Valley State,Jerry Lewis [1904],,50,402,2,0,117,397
Bowling Green State,John Weinert [3337],,232,402,2,0,59,397
Georgetown,John Thompson [3154],,161,402,2,0,1,397
Marshall,Bob Zuffelato [3511],,214,402,2,0,117,397
Wisconsin,Steve Yoder [3493],,190,402,2,0,235,397
Colorado State,Tony McAndrews [2055],,157,402,2,0,222,397
Colgate,Tony Relvas [2672],,15,402,2,0,175,397
Duke,Mike Krzyzewski [1814],,85,402,2,0,146,397
Brigham Young,Frank Arnold [92],,153,402,2,0,117,397
Western Carolina,Steve Cottrell [668],,210,402,2,0,88,397
Washington,Marv Harshman [1381],,108,402,2,0,146,397
Louisiana-Lafayette,Bobby Paschal [2473],,41,402,2,0,1,397
Arizona State,Bob Weinhauer [3338],,110,402,2,0,175,397
Austin Peay,Ron Bargatze [139],,152,402,2,0,175,397
Fairleigh Dickinson,Donald Feeley [1021],,166,402,2,0,30,397
Kent State,Jim McDonald [2108],,238,402,2,0,222,397
Robert Morris,Matt Furjanic [1135],,188,402,2,0,88,397
Seton Hall,P.J. Carlesimo [490],,166,402,2,0,201,397
Murray State,Ronald Greene [1263],,148,402,2,0,59,397
Princeton,Pete Carril [504],,93,402,2,0,59,397
Saint Mary's (CA),Bill Oates [2418],,18,402,2,0,146,397
Virginia Commonwealth,J.D. Barnett [150],,39,402,2,0,30,397
Tennessee Tech,Tom Deaton [782],,151,402,2,0,117,397
Butler,Joe Sexson [2886],,67,402,2,0,175,397
Fresno State,Tiny Grant [1243],,7,402,2,0,1,397
Hardin-Simmons,Jim Hatfield [1393],,223,402,2,0,222,397
Army,Les Wothke [3475],,42,402,2,0,146,397
Wichita State,Gene Smithson [2975],,145,402,2,0,59,397
Baylor,Jim Haller [1325],,191,402,2,0,88,397
Eastern Michigan,Jim Boyce [303],,239,402,2,0,146,397
South Alabama,Cliff Ellis [963],,53,402,2,0,117,397
Florida State,Joe Williams [3407],,97,402,2,0,146,397
Florida,Norm Sloan [2944],,236,402,2,0,222,397
Alabama,Wimp Sanderson [2815],,230,402,2,0,30,397
Georgia Southern,Frank Kerns [1749],,220,402,2,0,146,397
Oregon State,Ralph Miller [2217],,40,402,2,0,1,397
Rider,John Carpenter [503],,103,402,2,0,201,397
San Jose State,Bill Berry [226],,109,402,2,0,117,397
Navy,Paul Evans [1003],,57,402,2,0,88,397
Montana State,Bruce Haroldson [1359],,104,402,2,0,146,397
Boston College,Gary Williams [3403],,162,402,2,0,88,397
Idaho,Don Monson [2252],,7,402,2,0,30,397
Virginia,Terry Holland [1508],,40,402,2,0,30,397
Delaware State,Ajac Triplett [3195],,105,402,2,0,146,397
St. John's (NY),Lou Carnesecca [500],,162,402,2,0,59,397
Duquesne,Jim Satalin [2816],,171,402,2,0,117,397
Texas,Bob Weltlich [3345],,193,402,2,0,201,397
Ball State,Al Brown [364],,214,402,2,0,30,397
Loyola (MD),Mark Amatucci [54],,190,402,2,0,175,397
Jacksonville,Bob Wenzel [3347],,51,402,2,0,59,397
Texas-El Paso,Don Haskins [1390],,152,402,2,0,1,397
Washington State,George Raveling [2636],,108,402,2,0,88,397
Harvard,Frank McLaughlin [2143],,97,402,2,0,175,397
Oklahoma City,Lonnie Nichols [2363],,64,402,2,0,59,397
Louisiana-Monroe,Mike Vining [3254],,216,402,2,0,30,397
Villanova,Rollie Massimino [2043],,153,402,2,0,30,397
Michigan,Bill Frieder [1126],,189,402,2,0,201,397
Arkansas,Eddie Sutton [3090],,169,402,2,0,1,397
Holy Cross,George Blaney [266],,12,402,2,0,117,397
Illinois State,Bob Donewald [847],,148,402,2,0,117,397
Rice,Tommy Suitts [3081],,192,402,2,0,175,397
St. Bonaventure,Jim O'Brien [2391],,168,402,2,0,30,397
James Madison,Lou Campanelli [465],,39,402,2,0,1,397
Iowa,Lute Olson [2434],,183,402,2,0,30,397
Charlotte,Hal Wissel [3452],,53,402,2,0,146,397
Michigan State,Jud Heathcote [1414],,188,402,2,0,146,397
Baltimore,Frank Szymanski [3108],,190,402,2,0,146,397
Georgia Tech,Bobby Cremins [695],,85,402,2,0,201,397
Texas Southern,Robert Moreland [2264],,45,402,2,0,59,397
Indiana,Bob Knight [1782],,185,402,2,0,59,397
Texas Christian,Jim Killingsworth [1760],,190,402,2,0,146,397
Pittsburgh,Roy Chipman [558],,166,402,2,0,59,397
Central Michigan,Dick Parfitt [2461],,239,402,2,0,235,397
Howard,A.B. Williamson [3420],,43,402,2,0,30,397
Minnesota,Jim Dutcher [914],,168,402,2,0,1,397
Lamar,Pat Foster [1101],,95,402,2,0,30,397
Youngstown State,Mike Rice [2689],,153,402,2,0,146,397
Hawaii,Larry Little [1914],,152,402,2,0,88,397
Citadel,Les Robinson [2729],,213,402,2,0,146,397
Fairfield,Terry O'Connor [2397],,40,402,2,0,88,397
Ohio State,Eldon Miller [2208],,184,402,2,0,117,397
Niagara,Pete Lonergan [1932],,9,402,2,0,30,397
Montana,Mike Montgomery [2254],,100,402,2,0,1,397
Manhattan,Gordon Chiesa [554],,41,402,2,0,117,397
