Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
San Diego,Brad Holland [1507],,164,642,2,0,93,639
Rhode Island,Jim Harrick [1367],,48,642,2,0,93,639
Saint Francis (PA),Tom McConnell [2087],,229,642,2,0,153,639
Hofstra,Jay Wright [3478],,148,642,2,0,153,639
Southern Mississippi,James Green [1255],,51,642,2,0,243,639
Old Dominion,Jeff Capel [480],,272,642,2,0,1,639
Indiana State,Royce Waltman [3298],,236,642,2,0,243,639
New Hampshire,Jeff Jackson [1602],,163,642,2,0,267,639
Cincinnati,Bob Huggins [1552],,37,642,2,0,32,639
Troy,Don Maestri [1987],,130,642,2,0,62,639
Morehead State,Kyle Macy [1984],,280,642,2,0,183,639
Tennessee,Jerry Green [1256],,72,642,2,0,243,639
Chattanooga,Henry Dickerson [815],,41,642,2,0,1,639
Memphis,Tic Price [2589],,49,642,2,0,1,639
Providence,Pete Gillen [1192],,284,642,2,0,214,639
Missouri State,Steve Alford [34],,230,642,2,0,62,639
American,Art Perry [2506],,286,642,2,0,214,639
La Salle,Speedy Morris [2274],,73,642,2,0,183,639
Mississippi,Rob Evans [1004],,63,642,2,0,62,639
Green Bay,Mike Heideman [1420],,185,642,2,0,93,639
Purdue,Gene Keady [1710],,130,642,2,0,62,639
Weber State,Ron Abegglen [3],,73,642,2,0,153,639
Portland,Rob Chavez [547],,166,642,2,0,153,639
Alabama-Birmingham,Murry Bartow [164],,52,642,2,0,214,639
Kansas State,Tom Asbury [97],,172,642,2,0,296,639
Saint Peter's,Rodger Blind [273],,150,642,2,0,93,639
Maryland-Eastern Shore,Lonnie Williams [3410],,267,642,2,0,243,639
Stephen F. Austin,Derek Allister [49],,278,642,2,0,214,639
Penn State,Jerry Dunn [902],,143,642,2,0,267,639
Fordham,Nick Macarchuk [1971],,75,642,2,0,296,639
Maine,John Giannini [1181],,161,642,2,0,123,639
Northern Illinois,Brian Hammel [1333],,189,642,2,0,183,639
Buffalo,Tim Cohane [603],,129,642,2,0,93,639
Cal State Fullerton,Bob Hawking [1395],,151,642,2,0,243,639
East Carolina,Joe Dooley [857],,283,642,2,0,93,639
Eastern Kentucky,Scott Perry [2509],,280,642,2,0,243,639
Illinois-Chicago,Jimmy Collins [617],,171,642,2,0,62,639
North Carolina-Greensboro,Randy Peele [2494],,148,642,2,0,153,639
Bradley,Jim Molinari [2243],,232,642,2,0,1,639
St. Francis (NY),Ron Ganulin [1148],,231,642,2,0,183,639
Creighton,Dana Altman [51],,232,642,2,0,123,639
Mississippi Valley State,Lafayette Stribling [3069],,151,642,2,0,32,639
Bowling Green State,Dan Dakich [730],,241,642,2,0,62,639
Georgetown,John Thompson [3154],,282,642,2,0,32,639
Marshall,Greg White [3365],,57,642,2,0,32,639
Wisconsin,Dick Bennett [211],,141,642,2,0,153,639
Colorado State,Stew Morrill [2270],,67,642,2,0,183,639
Colgate,Paul Aiello [23],Jack Bruen [399],19,642,2,0,62,639
Duke,Mike Krzyzewski [1814],,225,642,2,0,32,639
Brigham Young,Steve Cleveland [587],,75,642,2,0,286,639
Western Carolina,Phil Hopkins [1530],,68,642,2,0,183,639
Washington,Bob Bender [202],,166,642,2,0,183,639
Tennessee-Martin,Cal Luther [1961],,276,642,2,0,123,639
Louisiana-Lafayette,Jessie Evans [999],,201,642,2,0,183,639
Arizona State,Don Newman [2356],,170,642,2,0,267,639
Florida International,Shakey Rodriguez [2743],,13,642,2,0,32,639
Florida Atlantic,Kevin Billerman [246],,18,642,2,0,123,639
College of Charleston,John Kresse [1806],,1,642,2,0,1,639
Austin Peay,Dave Loos [1939],,273,642,2,0,1,639
Portland State,Portland State_UNKNOWN_COACH,,75,642,2,0,183,639
Southeast Missouri State,Gary Garner [1158],,278,642,2,0,214,639
Fairleigh Dickinson,Tom Green [1258],,150,642,2,0,32,639
Kent State,Gary Waters [3314],,246,642,2,0,183,639
Robert Morris,Jim Boone [291],,234,642,2,0,267,639
Seton Hall,Tommy Amaker [53],,291,642,2,0,286,639
Murray State,Mark Gottfried [1234],,272,642,2,0,62,639
Princeton,Bill Carmody [497],,1,642,2,0,1,639
Saint Mary's (CA),Dave Bollwinkel [286],,147,642,2,0,1,639
Marquette,Mike Deane [781],,43,642,2,0,93,639
Virginia Commonwealth,Sonny Smith [2972],,281,642,2,0,153,639
Tennessee Tech,Frank Harrell [1366],,274,642,2,0,32,639
Butler,Barry Collier [611],,144,642,2,0,1,639
Fresno State,Jerry Tarkanian [3114],,71,642,2,0,1,639
North Carolina-Wilmington,Jerry Wainwright [3273],,281,642,2,0,62,639
Army,Pat Harris [1371],,22,642,2,0,153,639
Wichita State,Randy Smithson [2976],,237,642,2,0,183,639
Baylor,Harry Miller [2211],,169,642,2,0,286,639
Eastern Michigan,Milton Barnes [144],,244,642,2,0,123,639
Florida State,Steve Robinson [2731],,231,642,2,0,93,639
South Alabama,Bob Weltlich [3345],,150,642,2,0,1,639
Florida,Billy Donovan [853],,71,642,2,0,214,639
Alabama,David Hobbs [1486],,74,642,2,0,286,639
Georgia Southern,Gregg Polinsky [2551],,71,642,2,0,243,639
Oregon State,Eddie Payne [2484],,170,642,2,0,243,639
Rider,Don Harnum [1358],,229,642,2,0,123,639
Nevada-Las Vegas,Bill Bayno [177],,68,642,2,0,93,639
Miami (FL),Leonard Hamilton [1330],,290,642,2,0,123,639
Navy,Don DeVoe [808],,13,642,2,0,1,639
San Jose State,Stan Morrison [2281],,73,642,2,0,214,639
Montana State,Mick Durham [913],,71,642,2,0,32,639
Cal Poly,Jeff Schneider [2849],,152,642,2,0,286,639
Boston College,Al Skinner [2941],,273,642,2,0,1,639
Idaho,David Farrar [1016],,149,642,2,0,153,639
Monmouth,Dave Calloway [460],Wayne Szoke [3107],228,642,2,0,93,639
Virginia,Jeff Jones [1672],,228,642,2,0,183,639
Delaware State,Jimmy DuBose [889],,264,642,2,0,183,639
St. John's (NY),Fran Fraschilla [1113],,285,642,2,0,267,639
Duquesne,Scott Edgar [937],,76,642,2,0,243,639
Western Illinois,Jim Kerwin [1752],,129,642,2,0,32,639
Texas,Thomas Penders [2500],,165,642,2,0,62,639
Valparaiso,Homer Drew [877],,43,642,2,0,1,639
Ball State,Ray McCallum [2067],,250,642,2,0,214,639
Loyola (MD),Dino Gaudio [1167],,148,642,2,0,62,639
Jacksonville,Hugh Durham [911],,202,642,2,0,243,639
Texas-El Paso,Don Haskins [1390],,68,642,2,0,267,639
Washington State,Kevin Eastman [927],,169,642,2,0,214,639
Louisiana-Monroe,Mike Vining [3254],,275,642,2,0,32,639
Harvard,Frank Sullivan [3082],,9,642,2,0,32,639
Villanova,Steve Lappas [1853],,280,642,2,0,153,639
Michigan,Brian Ellerbe [959],,141,642,2,0,214,639
Georgia State,Lefty Driesell [883],,127,642,2,0,286,639
Arkansas,Nolan Richardson [2695],,70,642,2,0,153,639
Holy Cross,William Raynor [2642],,23,642,2,0,123,639
North Texas,Vic Trilli [3193],,148,642,2,0,183,639
Rice,Willis Wilson [3440],,71,642,2,0,183,639
Illinois State,Kevin Stallings [3013],,149,642,2,0,32,639
St. Bonaventure,Jim Baron [151],,71,642,2,0,267,639
Coastal Carolina,Michael Hopkins [1529],,147,642,2,0,183,639
Maryland-Baltimore County,Tom Sullivan [3085],,149,642,2,0,214,639
Jacksonville State,Bill Jones [1661],,124,642,2,0,183,639
James Madison,Sherman Dillard [825],,282,642,2,0,32,639
Iowa,Tom Davis [771],,137,642,2,0,32,639
Charlotte,Melvin Watkins [3316],,48,642,2,0,123,639
Northern Iowa,Eldon Miller [2208],,234,642,2,0,153,639
Michigan State,Tom Izzo [1597],,140,642,2,0,93,639
Georgia Tech,Bobby Cremins [695],,232,642,2,0,243,639
Texas Southern,Robert Moreland [2264],,199,642,2,0,123,639
Indiana,Bob Knight [1782],,140,642,2,0,123,639
Texas Christian,Billy Tubbs [3201],,68,642,2,0,123,639
Cal State Northridge,Bobby Braswell [327],,72,642,2,0,123,639
Notre Dame,John MacLeod [1980],,289,642,2,0,243,639
Pittsburgh,Ralph Willard [3392],,286,642,2,0,93,639
Central Michigan,Jay Smith [2961],,250,642,2,0,267,639
Howard,Mike McLeese [2148],,268,642,2,0,214,639
Minnesota,Clem Haskins [1389],,15,642,2,0,1,639
Lamar,Grey Giovanine [1203],,204,642,2,0,123,639
Youngstown State,Dan Peters [2511],,135,642,2,0,243,639
Hawaii,Riley Wallace [3288],,63,642,2,0,62,639
Citadel,Pat Dennis [796],,69,642,2,0,153,639
Fairfield,Paul Cormier [660],,153,642,2,0,183,639
Texas-San Antonio,Tim Carter [514],,281,642,2,0,243,639
Ohio State,Jim O'Brien [2391],,144,642,2,0,243,639
Niagara,Jack Armstrong [89],,151,642,2,0,153,639
Montana,Blaine Taylor [3120],,57,642,2,0,93,639
Manhattan,John Leonard [1893],,153,642,2,0,123,639
Davidson,Bob McKillop [2136],,50,642,2,0,62,639
North Carolina,Bill Guthridge [1292],,225,642,2,0,1,639
Iowa State,Tim Floyd [1077],,131,642,2,0,93,639
Utah State,Larry Eustachy [989],,144,642,2,0,93,639
Texas A&M,Tony Barone [152],,170,642,2,0,267,639
Florida A&M,Mickey Clayton [581],,267,642,2,0,267,639
UCLA,Steve Lavin [1865],,42,642,2,0,32,639
Coppin State,Fang Mitchell [2233],,41,642,2,0,1,639
Sacramento State,Tom Abatemarco [1],,76,642,2,0,214,639
Wake Forest,Dave Odom [2421],,226,642,2,0,62,639
Lafayette,Fran O'Hanlon [2402],,21,642,2,0,93,639
Wright State,Ed Schilling [2839],,190,642,2,0,214,639
New Mexico,Dave Bliss [274],,53,642,2,0,32,639
William & Mary,Charles Woollum [3471],,286,642,2,0,123,639
Lehigh,Sal Mentesana [2178],,23,642,2,0,183,639
Dartmouth,Dave Faucher [1019],,9,642,2,0,62,639
Gonzaga,Dan Monson [2251],,165,642,2,0,123,639
Eastern Washington,Steve Aggers [20],,76,642,2,0,243,639
California,Ben Braun [328],,165,642,2,0,62,639
Canisius,Mike MacDonald [1972],,149,642,2,0,1,639
San Francisco,Philip Mathews [2046],,162,642,2,0,32,639
East Tennessee State,Ed DeChellis [784],,72,642,2,0,267,639
California-Irvine,Pat Douglass [865],,154,642,2,0,296,639
Santa Clara,Dick Davey [746],,162,642,2,0,62,639
Iona,Tim Welsh [3344],,147,642,2,0,32,639
