Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 12 1942,Sat,North Carolina Pre-Flight,13,,Catawba College,2,Winston-Salem NC
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 18 1942,Fri,Auburn,20,,Chattanooga,7,Montgomery AL
3,2,Sep 18 1942,Fri,Denver,21,,Colorado Mines,0,
4,2,Sep 19 1942,Sat,Baylor,68,,Blackland Field,0,
5,2,Sep 19 1942,Sat,Clemson,32,,Presbyterian,13,
6,2,Sep 19 1942,Sat,Drake,32,,Central (Iowa),0,
7,2,Sep 19 1942,Sat,Georgia,7,@,Kentucky,6,Louisville KY
8,2,Sep 19 1942,Sat,Hardin-Simmons,12,,Howard Payne,0,
9,2,Sep 19 1942,Sat,Iowa,26,,Washington (MO),7,
10,2,Sep 19 1942,Sat,Iowa Pre-Flight,61,@,Kansas,0,
11,2,Sep 19 1942,Sat,Jacksonville Naval Air Station,20,,Florida,7,
12,2,Sep 19 1942,Sat,Kansas State,37,@,Kansas Wesleyan,6,
13,2,Sep 19 1942,Sat,Louisiana State,40,,Northwestern State,0,
14,2,Sep 19 1942,Sat,Missouri,31,,Fort Riley,0,St. Joseph MO
15,2,Sep 19 1942,Sat,New Mexico,7,,Kirtland Field,6,
16,2,Sep 19 1942,Sat,New Mexico State,27,,Western New Mexico,6,
17,2,Sep 19 1942,Sat,North Carolina State,0,,Davidson,0,Wilmington NC
18,2,Sep 19 1942,Sat,Richmond,27,,Camp Pickett,0,
19,2,Sep 19 1942,Sat,Saint Mary's (CA) Pre-Flight,38,@,Pacific,9,
20,2,Sep 19 1942,Sat,Texas,40,,Corpus Christi NAS,0,
21,2,Sep 19 1942,Sat,Virginia Tech,28,,Catawba College,14,
22,2,Sep 19 1942,Sat,William & Mary,27,@,Hampden-Sydney,0,
23,2,Sep 19 1942,Sat,Wisconsin,7,,Camp Grant,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
24,3,Sep 25 1942,Fri,Alabama,54,,Louisiana-Lafayette,0,Montgomery AL
