Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 16 1961,Sat,Cincinnati,16,,Dayton,12,
2,1,Sep 16 1961,Sat,Davidson,21,,Catawba College,15,Charlotte NC
3,1,Sep 16 1961,Sat,Florida State,15,,George Washington,7,
4,1,Sep 16 1961,Sat,Furman,27,,Presbyterian,6,
5,1,Sep 16 1961,Sat,Iowa State,21,@,Drake,0,
6,1,Sep 16 1961,Sat,Memphis,40,,Citadel,0,
7,1,Sep 16 1961,Sat,New Mexico State,56,,Northern Arizona,6,
8,1,Sep 16 1961,Sat,Pacific,12,,Long Beach State,7,
9,1,Sep 16 1961,Sat,Pittsburgh,10,@,Miami (FL),7,
10,1,Sep 16 1961,Sat,Richmond,35,@,West Virginia,26,
11,1,Sep 16 1961,Sat,San Jose State,14,@,Brigham Young,13,
12,1,Sep 16 1961,Sat,Tulsa,27,,Hardin-Simmons,0,
13,1,Sep 16 1961,Sat,Utah,40,,Colorado State,0,
14,1,Sep 16 1961,Sat,Utah State,21,,Texas-El Paso,6,
15,1,Sep 16 1961,Sat,Villanova,33,@,Miami (OH),0,
16,1,Sep 16 1961,Sat,Virginia Military Institute,33,,Marshall,6,
17,1,Sep 16 1961,Sat,Virginia Tech,20,,William & Mary,6,Roanoke VA
18,1,Sep 16 1961,Sat,Wichita State,12,@,Toledo,7,
19,1,Sep 16 1961,Sat,Wyoming,29,@,Montana,0,
20,1,Sep 16 1961,Sat,Xavier,16,,Kent State,8,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
21,2,Sep 22 1961,Fri,Detroit Mercy,21,,Western Michigan,14,
22,2,Sep 22 1961,Fri,Georgia Tech,27,@,Southern California,7,
23,2,Sep 22 1961,Fri,San Jose State,16,,Pacific,0,
24,2,Sep 23 1961,Sat,(3) Alabama,32,@,Georgia,6,
25,2,Sep 23 1961,Sat,Arizona,28,,Colorado State,6,
26,2,Sep 23 1961,Sat,Arizona State,21,,Wichita State,7,
27,2,Sep 23 1961,Sat,Army,24,,Richmond,6,
28,2,Sep 23 1961,Sat,Baylor,31,,Wake Forest,0,
29,2,Sep 23 1961,Sat,Boston College,23,,Cincinnati,0,
30,2,Sep 23 1961,Sat,Buffalo,24,@,Boston University,12,
31,2,Sep 23 1961,Sat,Duke,7,@,South Carolina,6,
32,2,Sep 23 1961,Sat,Florida,21,,Clemson,17,
33,2,Sep 23 1961,Sat,Furman,45,,Davidson,19,
34,2,Sep 23 1961,Sat,George Washington,17,@,Citadel,13,
35,2,Sep 23 1961,Sat,Houston,7,,Texas A&M,7,
36,2,Sep 23 1961,Sat,Iowa State,14,,Oklahoma State,7,
37,2,Sep 23 1961,Sat,Kansas State,14,,Indiana,8,
38,2,Sep 23 1961,Sat,Kent State,38,,Dayton,14,
39,2,Sep 23 1961,Sat,Maryland,14,@,Southern Methodist,6,
40,2,Sep 23 1961,Sat,Memphis,48,@,Tulsa,12,
41,2,Sep 23 1961,Sat,Miami (FL),14,@,Kentucky,7,
42,2,Sep 23 1961,Sat,Miami (OH),3,,Xavier,0,
43,2,Sep 23 1961,Sat,(9) Mississippi,16,,Arkansas,0,Jackson MS
44,2,Sep 23 1961,Sat,Mississippi State,6,,Texas Tech,0,Jackson MS
45,2,Sep 23 1961,Sat,Missouri,28,,Washington State,6,
46,2,Sep 23 1961,Sat,Nebraska,33,,North Dakota,0,
47,2,Sep 23 1961,Sat,New Mexico,41,,New Mexico State,7,
48,2,Sep 23 1961,Sat,North Texas,9,@,Hardin-Simmons,7,
49,2,Sep 23 1961,Sat,Oregon,51,,Idaho,0,
50,2,Sep 23 1961,Sat,(7) Penn State,20,,Navy,10,
51,2,Sep 23 1961,Sat,Purdue,13,@,Washington,6,
52,2,Sep 23 1961,Sat,Rice,16,,(5) Louisiana State,3,
53,2,Sep 23 1961,Sat,Stanford,9,,Tulane,7,
54,2,Sep 23 1961,Sat,(10) Syracuse,19,@,Oregon State,8,Portland OR
55,2,Sep 23 1961,Sat,(4) Texas,28,@,California,3,
56,2,Sep 23 1961,Sat,Texas Christian,17,,(8) Kansas,16,
57,2,Sep 23 1961,Sat,UCLA,19,@,Air Force,6,Denver CO
58,2,Sep 23 1961,Sat,Utah State,54,,Montana,6,
59,2,Sep 23 1961,Sat,Vanderbilt,16,,West Virginia,6,
60,2,Sep 23 1961,Sat,Villanova,22,,Virginia Military Institute,0,
61,2,Sep 23 1961,Sat,Virginia,21,,William & Mary,6,
62,2,Sep 23 1961,Sat,West Texas A&M,55,,Brigham Young,8,
63,2,Sep 23 1961,Sat,Wisconsin,7,,Utah,0,
64,2,Sep 23 1961,Sat,Wyoming,15,,North Carolina State,14,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
65,3,Sep 29 1961,Fri,Detroit Mercy,34,,Xavier,8,
66,3,Sep 29 1961,Fri,Miami (FL),25,,(8) Penn State,8,
67,3,Sep 29 1961,Fri,Pacific,40,@,San Diego,7,
68,3,Sep 29 1961,Fri,Southern California,21,,Southern Methodist,16,
69,3,Sep 29 1961,Fri,Virginia Military Institute,8,@,Richmond,6,
70,3,Sep 30 1961,Sat,(4) Alabama,9,,Tulane,0,Mobile AL
71,3,Sep 30 1961,Sat,Arizona,14,,Nebraska,14,
72,3,Sep 30 1961,Sat,Arizona State,14,@,Colorado State,6,
73,3,Sep 30 1961,Sat,Arkansas,6,,Tulsa,0,
74,3,Sep 30 1961,Sat,Army,31,,Boston University,7,
75,3,Sep 30 1961,Sat,Auburn,24,@,Tennessee,21,
76,3,Sep 30 1961,Sat,Baylor,16,@,Pittsburgh,13,
77,3,Sep 30 1961,Sat,Bowling Green State,28,,Dayton,11,
78,3,Sep 30 1961,Sat,Citadel,20,,Davidson,12,
79,3,Sep 30 1961,Sat,Colorado,24,,Oklahoma State,0,
80,3,Sep 30 1961,Sat,Columbia,50,@,Brown,0,
81,3,Sep 30 1961,Sat,Cornell,34,,Colgate,0,
82,3,Sep 30 1961,Sat,Dartmouth,28,,New Hampshire,3,
83,3,Sep 30 1961,Sat,Duke,42,@,Virginia,0,Richmond VA
84,3,Sep 30 1961,Sat,Florida State,3,,Florida,3,
85,3,Sep 30 1961,Sat,Furman,13,,George Washington,9,
86,3,Sep 30 1961,Sat,Georgia Tech,24,,(7) Rice,0,
87,3,Sep 30 1961,Sat,Idaho,27,,San Jose State,18,
88,3,Sep 30 1961,Sat,(1) Iowa,28,,California,7,
89,3,Sep 30 1961,Sat,Kansas State,14,@,Air Force,12,
90,3,Sep 30 1961,Sat,Lehigh,22,@,Harvard,17,
91,3,Sep 30 1961,Sat,Louisiana State,16,,Texas A&M,7,
92,3,Sep 30 1961,Sat,Maryland,24,@,Clemson,21,
93,3,Sep 30 1961,Sat,Memphis,56,,Hardin-Simmons,0,
94,3,Sep 30 1961,Sat,Michigan,29,,(9) UCLA,6,
95,3,Sep 30 1961,Sat,(10) Michigan State,20,@,Wisconsin,0,
96,3,Sep 30 1961,Sat,(2) Mississippi,20,@,Kentucky,6,
97,3,Sep 30 1961,Sat,Mississippi State,10,@,Houston,7,
98,3,Sep 30 1961,Sat,Missouri,6,@,Minnesota,0,
99,3,Sep 30 1961,Sat,Montana,40,,New Mexico,8,
100,3,Sep 30 1961,Sat,Navy,44,,William & Mary,6,
101,3,Sep 30 1961,Sat,New Mexico State,35,,McMurry,7,
102,3,Sep 30 1961,Sat,North Carolina,27,,North Carolina State,22,
103,3,Sep 30 1961,Sat,North Texas,41,,Brigham Young,30,
104,3,Sep 30 1961,Sat,Northwestern,45,,Boston College,0,
105,3,Sep 30 1961,Sat,Notre Dame,19,,Oklahoma,6,
106,3,Sep 30 1961,Sat,Pennsylvania,14,,Lafayette,7,
107,3,Sep 30 1961,Sat,Rutgers,16,@,Princeton,13,
108,3,Sep 30 1961,Sat,South Carolina,10,@,Wake Forest,7,
109,3,Sep 30 1961,Sat,Stanford,34,@,Oregon State,0,
110,3,Sep 30 1961,Sat,(5) Syracuse,29,,West Virginia,14,
111,3,Sep 30 1961,Sat,(6) Texas,42,,Texas Tech,14,
112,3,Sep 30 1961,Sat,Texas Christian,7,,(3) Ohio State,7,
113,3,Sep 30 1961,Sat,Utah,14,,Oregon,6,
114,3,Sep 30 1961,Sat,Utah State,34,@,Washington State,14,Spokane WA
115,3,Sep 30 1961,Sat,Vanderbilt,21,@,Georgia,0,
116,3,Sep 30 1961,Sat,Villanova,20,@,Holy Cross,6,
117,3,Sep 30 1961,Sat,Washington,20,@,Illinois,7,
118,3,Sep 30 1961,Sat,West Texas A&M,56,@,Texas-El Paso,27,
119,3,Sep 30 1961,Sat,Wichita State,21,,Cincinnati,13,
120,3,Sep 30 1961,Sat,Wyoming,6,,Kansas,6,
121,3,Sep 30 1961,Sat,Yale,18,,Connecticut,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
122,4,Oct 6 1961,Fri,Florida,14,@,Tulane,3,
123,4,Oct 6 1961,Fri,Navy,17,@,Miami (FL),6,
124,4,Oct 6 1961,Fri,Penn State,32,@,Boston University,0,
125,4,Oct 7 1961,Sat,(4) Alabama,35,@,Vanderbilt,6,
126,4,Oct 7 1961,Sat,Arizona,53,,Hardin-Simmons,7,
127,4,Oct 7 1961,Sat,Arkansas,28,,Texas Christian,3,Little Rock AR
128,4,Oct 7 1961,Sat,Brigham Young,7,,Montana,6,
129,4,Oct 7 1961,Sat,California,14,,Missouri,14,
130,4,Oct 7 1961,Sat,Citadel,24,,Richmond,6,
131,4,Oct 7 1961,Sat,Clemson,27,@,North Carolina,0,
132,4,Oct 7 1961,Sat,Colgate,13,,Bucknell,0,
133,4,Oct 7 1961,Sat,Colorado,20,,Kansas,19,
134,4,Oct 7 1961,Sat,Dartmouth,30,@,Pennsylvania,0,
135,4,Oct 7 1961,Sat,Davidson,21,,Presbyterian,7,
136,4,Oct 7 1961,Sat,Duke,23,,Wake Forest,3,
137,4,Oct 7 1961,Sat,Fresno State,20,@,Pacific,19,
138,4,Oct 7 1961,Sat,George Washington,30,,Virginia Military Institute,6,
139,4,Oct 7 1961,Sat,Georgia,17,,South Carolina,14,
140,4,Oct 7 1961,Sat,Harvard,14,,Cornell,0,
141,4,Oct 7 1961,Sat,Holy Cross,20,@,Buffalo,8,
142,4,Oct 7 1961,Sat,Houston,21,,Boston College,0,
143,4,Oct 7 1961,Sat,(1) Iowa,35,@,Southern California,34,
144,4,Oct 7 1961,Sat,Iowa State,21,@,Oklahoma,15,
145,4,Oct 7 1961,Sat,Kentucky,14,@,Auburn,12,
146,4,Oct 7 1961,Sat,Louisiana State,10,,(3) Georgia Tech,0,
147,4,Oct 7 1961,Sat,Maryland,22,,(7) Syracuse,21,
148,4,Oct 7 1961,Sat,Memphis,28,@,Louisville,13,
149,4,Oct 7 1961,Sat,(9) Michigan,38,,Army,8,
150,4,Oct 7 1961,Sat,(6) Michigan State,31,,Stanford,3,
151,4,Oct 7 1961,Sat,Minnesota,14,,Oregon,7,
152,4,Oct 7 1961,Sat,(2) Mississippi,33,,Florida State,0,
153,4,Oct 7 1961,Sat,Nebraska,24,@,Kansas State,0,
154,4,Oct 7 1961,Sat,New Mexico,7,,Texas-El Paso,6,
155,4,Oct 7 1961,Sat,New Mexico State,14,,North Texas,14,
156,4,Oct 7 1961,Sat,North Carolina State,21,@,Virginia,14,
157,4,Oct 7 1961,Sat,Northwestern,28,@,Illinois,7,
158,4,Oct 7 1961,Sat,Notre Dame,22,@,Purdue,20,
159,4,Oct 7 1961,Sat,Ohio,14,@,Dayton,13,
160,4,Oct 7 1961,Sat,(8) Ohio State,13,,UCLA,3,
