Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 20 1924,Sat,Davidson,14,,Elon,0,
2,1,Sep 20 1924,Sat,Samford,29,,Marion,0,
3,1,Sep 20 1924,Sat,Sewanee,27,,Transylvania,0,
4,1,Sep 20 1924,Sat,Texas A&M,40,,Tarleton State,0,
5,1,Sep 20 1924,Sat,Virginia Military Institute,33,,Wofford,0,
6,1,Sep 20 1924,Sat,Washington,32,,West Seattle A.C.,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
7,2,Sep 27 1924,Sat,Alabama,55,,Union (Tennessee),0,
8,2,Sep 27 1924,Sat,Arkansas,54,,Northeastern Oklahoma State,6,
9,2,Sep 27 1924,Sat,Auburn,7,@,Birmingham-Southern,0,
10,2,Sep 27 1924,Sat,Baylor,10,,Hardin-Simmons,6,
11,2,Sep 27 1924,Sat,California,13,,Santa Clara,7,
12,2,Sep 27 1924,Sat,Carnegie Mellon,14,,Dayton,3,
13,2,Sep 27 1924,Sat,Citadel,12,,Southern College,0,
14,2,Sep 27 1924,Sat,Clemson,60,,Elon,0,
15,2,Sep 27 1924,Sat,Colorado College,20,,Western State,0,
16,2,Sep 27 1924,Sat,Colorado Mines,7,@,Regis (CO),0,
17,2,Sep 27 1924,Sat,Columbia,29,,Haverford,3,
18,2,Sep 27 1924,Sat,Cornell,56,,St. Bonaventure,0,
19,2,Sep 27 1924,Sat,Dartmouth,40,,Norwich,0,
20,2,Sep 27 1924,Sat,Davidson,15,@,Presbyterian,3,
21,2,Sep 27 1924,Sat,Furman,14,,Newberry,0,
22,2,Sep 27 1924,Sat,Georgia,26,,Mercer,7,
23,2,Sep 27 1924,Sat,Georgia Tech,19,,Oglethorpe,0,
24,2,Sep 27 1924,Sat,Gonzaga,27,,Eastern Washington,0,
25,2,Sep 27 1924,Sat,Indiana,65,,Rose-Hulman,0,
26,2,Sep 27 1924,Sat,Iowa State,23,,Nebraska Wesleyan,13,
27,2,Sep 27 1924,Sat,Jacksonville State,14,@,Chattanooga,13,
28,2,Sep 27 1924,Sat,Louisiana State,7,,Spring Hill,6,
29,2,Sep 27 1924,Sat,Maryland,23,,Washington (Maryland),0,
30,2,Sep 27 1924,Sat,Millsaps,14,,Clarke Memorial,0,
31,2,Sep 27 1924,Sat,North Carolina State,14,,Duke,0,
32,2,Sep 27 1924,Sat,Oklahoma State,9,,Southwestern Oklahoma State,0,
33,2,Sep 27 1924,Sat,Oregon,0,,Willamette,0,
34,2,Sep 27 1924,Sat,Penn State,47,,Lebanon Valley,3,
35,2,Sep 27 1924,Sat,Pennsylvania,34,,Ursinus,0,
36,2,Sep 27 1924,Sat,Pittsburgh,14,,Grove City,0,
37,2,Sep 27 1924,Sat,Purdue,21,,Wabash,7,
38,2,Sep 27 1924,Sat,Sewanee,7,,Rhodes,0,
39,2,Sep 27 1924,Sat,South Carolina,47,,Erskine,0,
40,2,Sep 27 1924,Sat,Southern California,78,,California Tech,6,
41,2,Sep 27 1924,Sat,Southern Methodist,7,,North Texas,0,
42,2,Sep 27 1924,Sat,Syracuse,35,,Hobart,0,
43,2,Sep 27 1924,Sat,Texas,27,,Southwestern (TX),0,
44,2,Sep 27 1924,Sat,Texas A&M,33,,Trinity (Texas),0,
45,2,Sep 27 1924,Sat,Texas Christian,43,,Texas A&M-Commerce,0,
46,2,Sep 27 1924,Sat,Tulane,14,,Louisiana-Lafayette,0,
47,2,Sep 27 1924,Sat,Vanderbilt,13,,Henderson State,0,
