Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 12 1959,Sat,New Mexico State,35,,Northern Arizona,0,
2,1,Sep 12 1959,Sat,North Dakota,27,@,Montana,19,
3,1,Sep 13 1959,Sun,Xavier,27,,St. Ambrose,7,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
4,2,Sep 18 1959,Fri,Detroit Mercy,38,@,George Washington,6,
5,2,Sep 18 1959,Fri,Florida,30,@,Tulane,0,
6,2,Sep 18 1959,Fri,(11) Purdue,0,,UCLA,0,
7,2,Sep 18 1959,Fri,San Jose State,14,@,Denver,13,
8,2,Sep 19 1959,Sat,Arizona State,43,,West Texas A&M,22,
9,2,Sep 19 1959,Sat,Arkansas,28,,Tulsa,0,
10,2,Sep 19 1959,Sat,Brigham Young,18,@,Arizona,14,
11,2,Sep 19 1959,Sat,California,20,@,Washington State,6,Spokane WA
12,2,Sep 19 1959,Sat,Cincinnati,22,@,Oklahoma State,9,
13,2,Sep 19 1959,Sat,Citadel,48,,Newberry,0,
14,2,Sep 19 1959,Sat,(18) Clemson,20,@,(12) North Carolina,18,
15,2,Sep 19 1959,Sat,Colorado State,9,@,Pacific,6,
16,2,Sep 19 1959,Sat,Davidson,42,,Catawba College,6,Charlotte NC
17,2,Sep 19 1959,Sat,Dayton,6,,Richmond,3,
18,2,Sep 19 1959,Sat,Georgia,17,,Alabama,3,
19,2,Sep 19 1959,Sat,Georgia Tech,14,@,Kentucky,12,
20,2,Sep 19 1959,Sat,Iowa State,41,@,Drake,0,
21,2,Sep 19 1959,Sat,(1) Louisiana State,26,,Rice,3,
22,2,Sep 19 1959,Sat,Maryland,27,,West Virginia,7,
23,2,Sep 19 1959,Sat,(8) Mississippi,16,@,Houston,0,
24,2,Sep 19 1959,Sat,Navy,24,@,Boston College,8,
25,2,Sep 19 1959,Sat,New Mexico State,29,@,New Mexico,12,
26,2,Sep 19 1959,Sat,North Carolina State,15,,Virginia Tech,13,Norfolk VA
27,2,Sep 19 1959,Sat,North Texas,46,@,Hardin-Simmons,24,
28,2,Sep 19 1959,Sat,Oregon,28,@,Stanford,27,
29,2,Sep 19 1959,Sat,Penn State,19,@,Missouri,8,
30,2,Sep 19 1959,Sat,Pittsburgh,21,@,Marquette,15,
31,2,Sep 19 1959,Sat,Presbyterian,24,@,Furman,23,
32,2,Sep 19 1959,Sat,(14) South Carolina,12,,Duke,7,
33,2,Sep 19 1959,Sat,Southern California,27,@,Oregon State,6,Portland OR
34,2,Sep 19 1959,Sat,(17) Texas,20,@,Nebraska,0,
35,2,Sep 19 1959,Sat,(13) Texas Christian,14,,Kansas,7,
36,2,Sep 19 1959,Sat,Texas Tech,20,,Texas A&M,14,Dallas TX
37,2,Sep 19 1959,Sat,Texas-El Paso,43,,University of Mexico,8,
38,2,Sep 19 1959,Sat,Utah State,14,,Idaho,0,
39,2,Sep 19 1959,Sat,Virginia Military Institute,46,@,Marshall,0,
40,2,Sep 19 1959,Sat,Wake Forest,22,@,Florida State,20,
41,2,Sep 19 1959,Sat,Washington,21,@,Colorado,12,
42,2,Sep 19 1959,Sat,West Chester,13,@,Villanova,7,
43,2,Sep 19 1959,Sat,Wichita State,19,@,Kansas State,0,
44,2,Sep 19 1959,Sat,William & Mary,37,@,Virginia,0,
45,2,Sep 19 1959,Sat,Wyoming,58,,Montana,0,Billings MT
46,2,Sep 19 1959,Sat,Xavier,28,,Louisville,13,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
47,3,Sep 25 1959,Fri,George Washington,18,@,Boston University,14,
48,3,Sep 25 1959,Fri,Iowa State,28,@,Denver,12,
49,3,Sep 25 1959,Fri,Miami (FL),26,,Tulane,7,
50,3,Sep 25 1959,Fri,(11) Southern California,23,,Pittsburgh,0,
51,3,Sep 26 1959,Sat,Air Force,20,@,Wyoming,7,
52,3,Sep 26 1959,Sat,Alabama,3,@,Houston,0,
53,3,Sep 26 1959,Sat,Arizona,7,@,West Texas A&M,6,
54,3,Sep 26 1959,Sat,Arizona State,34,,Utah State,12,
55,3,Sep 26 1959,Sat,Arkansas,13,,Oklahoma State,7,Little Rock AR
56,3,Sep 26 1959,Sat,(7) Army,44,,Boston College,8,
57,3,Sep 26 1959,Sat,Baylor,15,@,Colorado,7,
58,3,Sep 26 1959,Sat,Cincinnati,21,,Dayton,7,
59,3,Sep 26 1959,Sat,(5) Clemson,47,@,Virginia,0,
60,3,Sep 26 1959,Sat,Colorado State,14,,New Mexico,9,
61,3,Sep 26 1959,Sat,Columbia,21,@,Brown,6,
62,3,Sep 26 1959,Sat,Cornell,20,@,Colgate,15,
63,3,Sep 26 1959,Sat,Detroit Mercy,14,@,Marquette,0,
64,3,Sep 26 1959,Sat,(19) Florida,14,,Mississippi State,13,
65,3,Sep 26 1959,Sat,Florida State,47,,Citadel,6,
66,3,Sep 26 1959,Sat,Fresno State,27,,Brigham Young,16,
67,3,Sep 26 1959,Sat,(17) Georgia,21,,Vanderbilt,6,
68,3,Sep 26 1959,Sat,(16) Georgia Tech,16,,(6) Southern Methodist,12,
69,3,Sep 26 1959,Sat,Harvard,36,,Massachusetts,22,
70,3,Sep 26 1959,Sat,Holy Cross,31,@,Dartmouth,8,
71,3,Sep 26 1959,Sat,Indiana,20,,Illinois,0,
72,3,Sep 26 1959,Sat,(13) Iowa,42,@,California,12,
73,3,Sep 26 1959,Sat,Kansas State,28,@,South Dakota State,12,
74,3,Sep 26 1959,Sat,(1) Louisiana State,10,,(9) Texas Christian,0,
75,3,Sep 26 1959,Sat,(4) Mississippi,16,@,Kentucky,0,
76,3,Sep 26 1959,Sat,Missouri,20,@,Michigan,15,
77,3,Sep 26 1959,Sat,(13) Navy,29,,William & Mary,2,
78,3,Sep 26 1959,Sat,Nebraska,32,@,Minnesota,12,
79,3,Sep 26 1959,Sat,North Texas,31,@,Texas-El Paso,7,
80,3,Sep 26 1959,Sat,(10) Northwestern,45,,(2) Oklahoma,13,
81,3,Sep 26 1959,Sat,Notre Dame,28,,North Carolina,8,
82,3,Sep 26 1959,Sat,(12) Ohio State,14,,Duke,13,
83,3,Sep 26 1959,Sat,Oregon,21,,Utah,6,
84,3,Sep 26 1959,Sat,(18) Penn State,21,,Virginia Military Institute,0,
85,3,Sep 26 1959,Sat,Pennsylvania,26,,Lafayette,0,
86,3,Sep 26 1959,Sat,Presbyterian,25,@,Davidson,21,
87,3,Sep 26 1959,Sat,Rutgers,8,@,Princeton,6,
88,3,Sep 26 1959,Sat,(20) South Carolina,30,,Furman,0,
89,3,Sep 26 1959,Sat,Syracuse,35,,Kansas,21,
90,3,Sep 26 1959,Sat,Tennessee,3,,(3) Auburn,0,
91,3,Sep 26 1959,Sat,(15) Texas,26,,Maryland,0,
92,3,Sep 26 1959,Sat,Texas A&M,9,@,Michigan State,7,
93,3,Sep 26 1959,Sat,Texas Tech,15,,Oregon State,14,
94,3,Sep 26 1959,Sat,Tulsa,28,,New Mexico State,27,
95,3,Sep 26 1959,Sat,Wake Forest,27,,Virginia Tech,18,
96,3,Sep 26 1959,Sat,Washington,23,,Idaho,0,
97,3,Sep 26 1959,Sat,Washington State,30,@,San Jose State,6,
98,3,Sep 26 1959,Sat,West Virginia,10,,Richmond,7,
99,3,Sep 26 1959,Sat,Wichita State,27,,Hardin-Simmons,13,
100,3,Sep 26 1959,Sat,(8) Wisconsin,16,,Stanford,14,
