Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 10 1949,Sat,Texas Tech,20,,Abilene Christian,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 16 1949,Fri,Georgia,25,,Furman,0,
3,2,Sep 16 1949,Fri,Mississippi,40,@,Memphis,7,
4,2,Sep 16 1949,Fri,Oregon,24,@,Saint Mary's (CA),7,
5,2,Sep 16 1949,Fri,UCLA,35,,Oregon State,13,
6,2,Sep 17 1949,Sat,Bradley,14,,Ripon,0,Pekin IL
7,2,Sep 17 1949,Sat,California,21,,Santa Clara,7,
8,2,Sep 17 1949,Sat,Clemson,69,,Presbyterian,7,
9,2,Sep 17 1949,Sat,Colorado State,14,@,Colorado College,7,
10,2,Sep 17 1949,Sat,Denver,48,@,Colorado Mines,0,
11,2,Sep 17 1949,Sat,Drake,40,,South Dakota State,0,
12,2,Sep 17 1949,Sat,Hardin-Simmons,13,,North Texas,7,
13,2,Sep 17 1949,Sat,Idaho,79,,Willamette,0,
14,2,Sep 17 1949,Sat,Iowa State,64,,Dubuque,0,
15,2,Sep 17 1949,Sat,Kentucky,71,,Southern Mississippi,7,
16,2,Sep 17 1949,Sat,Marquette,66,,North Dakota State,0,
17,2,Sep 17 1949,Sat,Montana,33,,South Dakota,13,
18,2,Sep 17 1949,Sat,Nevada,41,@,Cincinnati,21,
19,2,Sep 17 1949,Sat,New Mexico State,68,,White Sands,0,
20,2,Sep 17 1949,Sat,Pacific,7,,San Francisco,6,Lodi CA
21,2,Sep 17 1949,Sat,Pepperdine,39,,Northern Arizona,0,
22,2,Sep 17 1949,Sat,Quantico Marines,33,,Virginia Tech,14,Alexandria VA
23,2,Sep 17 1949,Sat,Richmond,27,,Randolph-Macon,0,
24,2,Sep 17 1949,Sat,Stanford,49,,San Jose State,0,
25,2,Sep 17 1949,Sat,Texas,43,,Texas Tech,0,
26,2,Sep 17 1949,Sat,Texas Christian,28,@,Kansas,0,
27,2,Sep 17 1949,Sat,Texas-El Paso,47,@,Brigham Young,6,
28,2,Sep 17 1949,Sat,Tulsa,27,,McMurry,26,
29,2,Sep 17 1949,Sat,Villanova,35,@,Texas A&M,0,
30,2,Sep 17 1949,Sat,Wake Forest,22,,Duquesne,7,
31,2,Sep 17 1949,Sat,Washington,14,,Utah,7,
32,2,Sep 17 1949,Sat,Washington State,33,,Utah State,0,
33,2,Sep 17 1949,Sat,West Texas A&M,41,,Texas A&M-Commerce,7,
34,2,Sep 17 1949,Sat,West Virginia,42,,Waynesburg,7,
35,2,Sep 17 1949,Sat,William & Mary,14,@,Houston,13,
36,2,Sep 17 1949,Sat,Wyoming,58,@,Idaho State,13,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
37,3,Sep 23 1949,Fri,Boston University,33,@,Syracuse,21,
38,3,Sep 23 1949,Fri,Detroit Mercy,20,,Tulsa,14,
39,3,Sep 23 1949,Fri,Georgia,42,,Chattanooga,6,
40,3,Sep 23 1949,Fri,Mississippi,40,@,Auburn,7,Montgomery AL
41,3,Sep 23 1949,Fri,Oklahoma,46,@,Boston College,0,
42,3,Sep 23 1949,Fri,Pacific,52,@,Loyola Marymount,0,
43,3,Sep 23 1949,Fri,Pacific Fleet,27,@,Brigham Young,13,
44,3,Sep 23 1949,Fri,Washington & Lee,27,@,Furman,7,
45,3,Sep 24 1949,Sat,Arizona,40,,New Mexico State,7,
46,3,Sep 24 1949,Sat,Arizona State,33,@,Pepperdine,13,
47,3,Sep 24 1949,Sat,Arkansas,33,,North Texas,19,Little Rock AR
48,3,Sep 24 1949,Sat,Army,47,,Davidson,7,
49,3,Sep 24 1949,Sat,Baylor,20,,South Carolina,6,
50,3,Sep 24 1949,Sat,Bradley,20,,Louisiana Tech,18,
51,3,Sep 24 1949,Sat,California,29,,Saint Mary's (CA),7,
52,3,Sep 24 1949,Sat,Cincinnati,27,,Hardin-Simmons,21,
53,3,Sep 24 1949,Sat,Colgate,32,,Buffalo,0,
54,3,Sep 24 1949,Sat,Colorado,13,,Kansas,12,
55,3,Sep 24 1949,Sat,Colorado State,14,@,Denver,13,
56,3,Sep 24 1949,Sat,Columbia,27,,Amherst,7,
57,3,Sep 24 1949,Sat,Cornell,27,,Niagara,0,
58,3,Sep 24 1949,Sat,Drake,42,,Emporia State,0,
59,3,Sep 24 1949,Sat,Duke,67,,Richmond,0,
60,3,Sep 24 1949,Sat,Florida,13,,Citadel,0,
61,3,Sep 24 1949,Sat,Georgetown,20,@,Holy Cross,13,
62,3,Sep 24 1949,Sat,Georgia Tech,12,,Vanderbilt,7,
63,3,Sep 24 1949,Sat,Iowa State,20,,Illinois,20,
64,3,Sep 24 1949,Sat,Kansas State,55,,Fort Hays State,0,
65,3,Sep 24 1949,Sat,Kentucky,19,@,Louisiana State,0,
66,3,Sep 24 1949,Sat,Maryland,34,@,Virginia Tech,7,
67,3,Sep 24 1949,Sat,McMurry,34,@,West Texas A&M,7,
68,3,Sep 24 1949,Sat,Miami (OH),23,@,Wichita State,6,
69,3,Sep 24 1949,Sat,Michigan,7,,Michigan State,3,
70,3,Sep 24 1949,Sat,Minnesota,48,,Washington,20,
71,3,Sep 24 1949,Sat,Nebraska,33,,South Dakota,6,
72,3,Sep 24 1949,Sat,North Carolina,26,,North Carolina State,6,
73,3,Sep 24 1949,Sat,Northern Arizona,43,,California Tech,13,
74,3,Sep 24 1949,Sat,Northwestern,20,,Purdue,6,
75,3,Sep 24 1949,Sat,Notre Dame,49,,Indiana,6,
76,3,Sep 24 1949,Sat,Ohio,17,,West Virginia,7,
77,3,Sep 24 1949,Sat,Ohio State,35,,Missouri,34,
78,3,Sep 24 1949,Sat,Oklahoma State,33,,Texas Christian,33,
79,3,Sep 24 1949,Sat,Oregon,41,,Idaho,0,
80,3,Sep 24 1949,Sat,Oregon State,27,,Utah,7,Portland OR
81,3,Sep 24 1949,Sat,Pittsburgh,13,,William & Mary,7,
82,3,Sep 24 1949,Sat,Princeton,26,,Lafayette,14,
83,3,Sep 24 1949,Sat,Quantico Marines,14,@,Virginia Military Institute,7,
84,3,Sep 24 1949,Sat,Rice,33,,Clemson,7,
85,3,Sep 24 1949,Sat,Rutgers,79,,Merchant Marine,6,
86,3,Sep 24 1949,Sat,Santa Clara,14,@,San Jose State,13,
87,3,Sep 24 1949,Sat,Southern California,42,,Navy,20,
88,3,Sep 24 1949,Sat,Southern Methodist,13,,Wake Forest,7,
89,3,Sep 24 1949,Sat,Stanford,44,,Harvard,0,
90,3,Sep 24 1949,Sat,Tennessee,10,,Mississippi State,0,
91,3,Sep 24 1949,Sat,Texas,54,@,Temple,0,
92,3,Sep 24 1949,Sat,Texas A&M,26,,Texas Tech,7,San Antonio TX
93,3,Sep 24 1949,Sat,Texas-El Paso,33,,John Carroll,7,
94,3,Sep 24 1949,Sat,Tulane,28,@,Alabama,14,Mobile AL
95,3,Sep 24 1949,Sat,UCLA,41,@,Iowa,25,
96,3,Sep 24 1949,Sat,Utah State,26,,Pacific Submarines,7,
97,3,Sep 24 1949,Sat,Villanova,27,@,Penn State,6,
98,3,Sep 24 1949,Sat,Virginia,27,,George Washington,13,
99,3,Sep 24 1949,Sat,Washington State,13,,Montana,7,
100,3,Sep 24 1949,Sat,Wisconsin,41,,Marquette,0,
101,3,Sep 24 1949,Sat,Wyoming,41,@,New Mexico,14,
102,3,Sep 24 1949,Sat,Yale,26,,Connecticut,0,
103,3,Sep 25 1949,Sun,Nevada,53,@,Portland,27,
104,3,Sep 25 1949,Sun,San Francisco,34,,St. Bonaventure,21,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
105,4,Sep 30 1949,Fri,Boston College,13,,Wake Forest,7,
106,4,Sep 30 1949,Fri,Furman,14,@,South Carolina,7,
107,4,Sep 30 1949,Fri,Maryland,33,,Georgetown,7,
108,4,Sep 30 1949,Fri,Miami (FL),52,,Rollins,13,
109,4,Sep 30 1949,Fri,New Mexico,14,@,New Mexico State,13,
110,4,Sep 30 1949,Fri,Saint Louis,48,,Truman State,6,
111,4,Sep 30 1949,Fri,San Francisco,27,,Loyola Marymount,12,
112,4,Sep 30 1949,Fri,UCLA,35,,Oregon,27,
113,4,Sep 30 1949,Fri,Villanova,34,@,Detroit Mercy,7,
114,4,Oct 1 1949,Sat,Arkansas,27,,Texas Christian,7,
115,4,Oct 1 1949,Sat,Army,42,,Penn State,7,
116,4,Oct 1 1949,Sat,Baylor,14,@,Mississippi State,6,
117,4,Oct 1 1949,Sat,Brown,28,,Holy Cross,6,
118,4,Oct 1 1949,Sat,Bucknell,14,,New York University,0,
119,4,Oct 1 1949,Sat,California,41,@,Oregon State,0,Portland OR
120,4,Oct 1 1949,Sat,Citadel,14,,Newberry,12,
121,4,Oct 1 1949,Sat,Clemson,7,@,North Carolina State,6,
122,4,Oct 1 1949,Sat,Columbia,14,,Harvard,7,
123,4,Oct 1 1949,Sat,Cornell,39,,Colgate,27,
124,4,Oct 1 1949,Sat,Delaware,21,,Richmond,7,
125,4,Oct 1 1949,Sat,Drake,17,@,Bradley,7,
126,4,Oct 1 1949,Sat,Duke,21,@,Tennessee,7,
127,4,Oct 1 1949,Sat,Duquesne,14,@,Muhlenberg,6,
128,4,Oct 1 1949,Sat,Florida,40,@,Tulsa,7,
129,4,Oct 1 1949,Sat,Hardin-Simmons,34,,Arizona State,13,
130,4,Oct 1 1949,Sat,Houston,26,,Wichita State,6,
131,4,Oct 1 1949,Sat,Iowa,21,@,Purdue,7,
132,4,Oct 1 1949,Sat,Iowa State,19,@,Kansas,6,
133,4,Oct 1 1949,Sat,Kansas State,27,,Colorado,13,
134,4,Oct 1 1949,Sat,Kentucky,47,@,Mississippi,0,
135,4,Oct 1 1949,Sat,Louisiana State,14,,Rice,7,
136,4,Oct 1 1949,Sat,Michigan,27,@,Stanford,7,
137,4,Oct 1 1949,Sat,Michigan State,48,,Marquette,7,
138,4,Oct 1 1949,Sat,Minnesota,28,@,Nebraska,6,
139,4,Oct 1 1949,Sat,Montana,16,@,Utah State,13,
140,4,Oct 1 1949,Sat,Navy,28,,Princeton,7,Baltimore MD
141,4,Oct 1 1949,Sat,North Carolina,21,,Georgia,14,
142,4,Oct 1 1949,Sat,Notre Dame,27,@,Washington,7,
143,4,Oct 1 1949,Sat,Ohio State,46,,Indiana,7,
144,4,Oct 1 1949,Sat,Oklahoma,33,,Texas A&M,13,
145,4,Oct 1 1949,Sat,Oklahoma State,48,@,Denver,2,
146,4,Oct 1 1949,Sat,Pennsylvania,21,,Dartmouth,0,
147,4,Oct 1 1949,Sat,Pittsburgh,16,@,Northwestern,7,
148,4,Oct 1 1949,Sat,Presbyterian,27,@,Davidson,7,
149,4,Oct 1 1949,Sat,San Jose State,40,@,Brigham Young,21,
150,4,Oct 1 1949,Sat,Santa Clara,53,@,Fresno State,0,
151,4,Oct 1 1949,Sat,Southern California,35,,Washington State,7,
