Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 9 1947,Tue,Southern Methodist,22,@,Santa Clara,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 19 1947,Fri,Detroit Mercy,34,,Central Michigan,14,
3,2,Sep 19 1947,Fri,Georgia,13,,Furman,7,
4,2,Sep 19 1947,Fri,McMurry,22,@,New Mexico State,7,
5,2,Sep 19 1947,Fri,San Francisco,20,@,San Jose State,6,
6,2,Sep 19 1947,Fri,Texas-El Paso,19,@,Drake,7,
7,2,Sep 20 1947,Sat,Alabama,34,,Southern Mississippi,7,Birmingham AL
8,2,Sep 20 1947,Sat,Arizona State,33,,Cal Poly,6,
9,2,Sep 20 1947,Sat,Arkansas,64,,Northwestern State,0,
10,2,Sep 20 1947,Sat,Baylor,34,,Stephen F. Austin,0,
11,2,Sep 20 1947,Sat,Brigham Young,45,,Western State,0,
12,2,Sep 20 1947,Sat,California,33,,Santa Clara,7,
13,2,Sep 20 1947,Sat,Clemson,42,,Presbyterian,0,
14,2,Sep 20 1947,Sat,Colorado State,20,,Colorado Mines,12,
15,2,Sep 20 1947,Sat,Davidson,19,,Elon,0,
16,2,Sep 20 1947,Sat,Duquesne,7,,Geneva,0,
17,2,Sep 20 1947,Sat,Idaho,27,,Puget Sound,7,
18,2,Sep 20 1947,Sat,Iowa,59,,North Dakota State,0,
19,2,Sep 20 1947,Sat,Iowa State,31,,Northern Iowa,14,
20,2,Sep 20 1947,Sat,Mississippi,14,,Kentucky,7,
21,2,Sep 20 1947,Sat,Missouri,19,,Saint Louis,0,
22,2,Sep 20 1947,Sat,Montana,21,@,Eastern Washington,0,Spokane WA
23,2,Sep 20 1947,Sat,Nevada,50,,Northern Arizona,0,
24,2,Sep 20 1947,Sat,Oklahoma State,12,@,Kansas State,0,
25,2,Sep 20 1947,Sat,Oregon,27,,Montana State,14,
26,2,Sep 20 1947,Sat,Penn State,27,,Washington State,6,Hershey PA
27,2,Sep 20 1947,Sat,Richmond,28,,Randolph-Macon,7,
28,2,Sep 20 1947,Sat,Saint Mary's (CA),26,@,Portland,13,
29,2,Sep 20 1947,Sat,San Diego State,24,@,Utah State,19,
30,2,Sep 20 1947,Sat,South Carolina,27,,Newberry,6,
31,2,Sep 20 1947,Sat,Texas,33,,Texas Tech,0,
32,2,Sep 20 1947,Sat,Texas A&M,48,,Southwestern (TX),0,
33,2,Sep 20 1947,Sat,Texas Christian,0,,Kansas,0,Kansas City MO
34,2,Sep 20 1947,Sat,Tulsa,26,,West Texas A&M,13,
35,2,Sep 20 1947,Sat,Villanova,60,,Merchant Marine,0,
36,2,Sep 20 1947,Sat,Washington & Lee,13,,Quantico Marines,0,
37,2,Sep 20 1947,Sat,Wichita State,33,,Central Missouri State,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
38,3,Sep 26 1947,Fri,Baylor,18,@,Miami (FL),7,
39,3,Sep 26 1947,Fri,Boston College,32,,Clemson,22,
40,3,Sep 26 1947,Fri,Brigham Young,19,,Montana State,14,
41,3,Sep 26 1947,Fri,Kansas,9,@,Denver,0,
42,3,Sep 26 1947,Fri,Mississippi State,19,,Chattanooga,0,
43,3,Sep 26 1947,Fri,Northern Colorado,14,,New Mexico State,13,
44,3,Sep 26 1947,Fri,Oklahoma,24,@,Detroit Mercy,20,
45,3,Sep 26 1947,Fri,Saint Louis,61,,Missouri-Rolla,0,
46,3,Sep 26 1947,Fri,Syracuse,14,,Niagara,7,
47,3,Sep 26 1947,Fri,Texas-El Paso,20,,Kansas State,6,
48,3,Sep 26 1947,Fri,UCLA,22,,Iowa,7,
49,3,Sep 27 1947,Sat,Abilene Christian,13,,West Texas A&M,7,
50,3,Sep 27 1947,Sat,Arizona,27,,Wyoming,7,
51,3,Sep 27 1947,Sat,Arizona State,25,@,New Mexico,12,
52,3,Sep 27 1947,Sat,Arkansas,12,,North Texas,0,Little Rock AR
53,3,Sep 27 1947,Sat,Army,13,,Villanova,0,
54,3,Sep 27 1947,Sat,Boston University,45,,Mohawk,7,
55,3,Sep 27 1947,Sat,Brown,33,,Connecticut,13,
56,3,Sep 27 1947,Sat,California,14,,Navy,7,
57,3,Sep 27 1947,Sat,Citadel,13,,Presbyterian,6,
58,3,Sep 27 1947,Sat,Colorado,7,@,Iowa State,0,
59,3,Sep 27 1947,Sat,Colorado State,23,@,Drake,19,
60,3,Sep 27 1947,Sat,Columbia,40,,Rutgers,28,
61,3,Sep 27 1947,Sat,Cornell,27,,Lehigh,0,
62,3,Sep 27 1947,Sat,Dartmouth,0,,Holy Cross,0,
63,3,Sep 27 1947,Sat,Duke,7,,North Carolina State,0,
64,3,Sep 27 1947,Sat,Duquesne,6,,Western Reserve,0,
