Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 22 1923,Sat,California,3,,California Alumni,0,
2,1,Sep 22 1923,Sat,Carson-Newman,0,,Sewanee,0,
3,1,Sep 22 1923,Sat,Colgate,14,,Alfred,0,
4,1,Sep 22 1923,Sat,Davidson,19,,Elon,0,
5,1,Sep 22 1923,Sat,Samford,19,,Marion,0,
6,1,Sep 22 1923,Sat,Texas A&M,53,,Sam Houston State,0,
7,1,Sep 22 1923,Sat,Virginia Military Institute,6,,Quantico Marines,0,
8,1,Sep 22 1923,Sat,Washington,33,,USS Mississippi,0,
9,1,Sep 22 1923,Sat,William & Mary,21,@,Norfolk Fire Department,0,
10,1,Sep 24 1923,Mon,West Virginia,21,,West Virginia Wesleyan,7,Fairmount WV
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
11,2,Sep 28 1923,Fri,Chattanooga,35,,Bryson,0,
12,2,Sep 28 1923,Fri,Texas,31,,Austin,0,
13,2,Sep 29 1923,Sat,Alabama,12,,Union (Tennessee),0,
14,2,Sep 29 1923,Sat,Arkansas,32,,Central Arkansas,0,
15,2,Sep 29 1923,Sat,Army,41,,Tennessee,0,
16,2,Sep 29 1923,Sat,Auburn,0,,Clemson,0,
17,2,Sep 29 1923,Sat,Baylor,14,,Hardin-Simmons,0,
18,2,Sep 29 1923,Sat,Brigham Young,16,,Montana State,15,
19,2,Sep 29 1923,Sat,Brown,34,,Haverford,0,
20,2,Sep 29 1923,Sat,California,49,,Saint Mary's (CA),0,
21,2,Sep 29 1923,Sat,Carnegie Mellon,32,,Toledo,12,
22,2,Sep 29 1923,Sat,Chicago,34,,Michigan State,0,
23,2,Sep 29 1923,Sat,Citadel,31,,Fort Bragg,0,
24,2,Sep 29 1923,Sat,Colgate,42,,Clarkson,0,
25,2,Sep 29 1923,Sat,Colorado College,10,,Western State,3,
26,2,Sep 29 1923,Sat,Colorado State,33,,Wyoming,0,
27,2,Sep 29 1923,Sat,Columbia,13,,Ursinus,0,
28,2,Sep 29 1923,Sat,Cornell,41,,St. Bonaventure,6,
29,2,Sep 29 1923,Sat,Dartmouth,13,,Norwich,0,
30,2,Sep 29 1923,Sat,Davidson,3,@,Presbyterian,0,
31,2,Sep 29 1923,Sat,Denver,13,,Regis (CO),0,
32,2,Sep 29 1923,Sat,Duke,68,,Guilford,0,
33,2,Sep 29 1923,Sat,Furman,13,@,Virginia,10,
34,2,Sep 29 1923,Sat,Georgia,7,,Mercer,0,
35,2,Sep 29 1923,Sat,Georgia Tech,28,,Oglethorpe,13,
36,2,Sep 29 1923,Sat,Iowa,20,,Oklahoma State,0,
37,2,Sep 29 1923,Sat,Iowa State,14,,Simpson,6,
38,2,Sep 29 1923,Sat,Kentucky,41,,Marshall,0,
39,2,Sep 29 1923,Sat,Lafayette,20,,Muhlenberg,0,
40,2,Sep 29 1923,Sat,Louisiana State,40,,Northwestern State,0,
41,2,Sep 29 1923,Sat,Maryland,53,,Randolph-Macon,0,
42,2,Sep 29 1923,Sat,Mississippi,14,,Bethel,6,
43,2,Sep 29 1923,Sat,Navy,39,,William & Mary,10,
44,2,Sep 29 1923,Sat,Newberry,26,,Lenoir-Rhyne,0,
45,2,Sep 29 1923,Sat,North Carolina,22,,Wake Forest,0,
