Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Aug 25 1944,Fri,Washington Redskins (NFL),7,@,March Field,3,Los Angeles CA
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 2 1944,Sat,Second Air Force,38,,Peru State,0,Sioux City IA
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
3,3,Sep 8 1944,Fri,Second Air Force,24,,Colorado College,0,
4,3,Sep 8 1944,Fri,Second Air Force (Colorado),24,,Colorado College,0,
5,3,Sep 10 1944,Sun,Fort Warren,21,,Brooklyn Tigers (NFL),20,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
6,4,Sep 15 1944,Fri,Kansas,47,,Washburn,0,Lawrence KS
7,4,Sep 16 1944,Sat,Amarillo Field,21,@,New Mexico,2,
8,4,Sep 16 1944,Sat,Bucknell,24,@,Muhlenberg,7,
9,4,Sep 16 1944,Sat,Coast Guard,33,@,Bates,0,
10,4,Sep 16 1944,Sat,Great Lakes Navy,62,,Fort Sheridan,0,
11,4,Sep 16 1944,Sat,Illinois,79,,Illinois State,0,
12,4,Sep 16 1944,Sat,Indiana,72,,Fort Knox,0,
13,4,Sep 16 1944,Sat,Michigan,12,,Iowa Pre-Flight,7,
14,4,Sep 17 1944,Sun,Second Air Force (Colorado),45,@,Idaho State,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
15,5,Sep 23 1944,Sat,Arkansas,7,@,Missouri,6,St. Louis MO
16,5,Sep 23 1944,Sat,Bucknell,14,,Muhlenberg,0,
17,5,Sep 23 1944,Sat,California,31,,Saint Mary's (CA),7,
18,5,Sep 23 1944,Sat,Clemson,34,,Presbyterian,0,
19,5,Sep 23 1944,Sat,Coast Guard,40,,Tufts,7,
20,5,Sep 23 1944,Sat,Colorado College,67,,Washburn,0,
21,5,Sep 23 1944,Sat,Cornell,39,@,Syracuse,6,
22,5,Sep 23 1944,Sat,Duke,61,,Richmond,7,
23,5,Sep 23 1944,Sat,Florida,36,,Mayport NAS,6,
24,5,Sep 23 1944,Sat,Fort Warren,7,@,Colorado,6,
25,5,Sep 23 1944,Sat,Great Lakes Navy,27,,Purdue,18,
26,5,Sep 23 1944,Sat,Idaho State,27,,Idaho Marines,0,
27,5,Sep 23 1944,Sat,Illinois,26,,Indiana,18,
28,5,Sep 23 1944,Sat,Iowa Pre-Flight,19,@,Minnesota,13,
29,5,Sep 23 1944,Sat,Kentucky,27,,Mississippi,7,
30,5,Sep 23 1944,Sat,Lubbock Field,27,@,Texas Tech,13,
31,5,Sep 23 1944,Sat,Michigan,14,@,Marquette,0,
32,5,Sep 23 1944,Sat,New Mexico,47,,Northern Arizona,14,
33,5,Sep 23 1944,Sat,North Carolina State,27,,Milligan,7,
34,5,Sep 23 1944,Sat,Northwestern,62,,DePauw,0,
35,5,Sep 23 1944,Sat,Oklahoma State,41,,West Texas A&M,6,
36,5,Sep 23 1944,Sat,Pacific,14,,Saint Mary's (CA) Pre-Flight,6,
37,5,Sep 23 1944,Sat,Pittsburgh,26,,West Virginia,13,
38,5,Sep 23 1944,Sat,Randolph Field,67,,Abilene Field,0,
39,5,Sep 23 1944,Sat,Rice,57,,Galveston Field,0,
40,5,Sep 23 1944,Sat,Second Air Force,78,,Whitman,0,Boise ID
41,5,Sep 23 1944,Sat,South Carolina,48,,Newberry,0,
42,5,Sep 23 1944,Sat,Texas A&M,39,,Bryan Field,0,
43,5,Sep 23 1944,Sat,Texas Christian,7,@,Kansas,0,Kansas City MO
44,5,Sep 23 1944,Sat,Tulsa,47,,Texas-Arlington,6,
45,5,Sep 23 1944,Sat,UCLA,13,,Southern California,13,
46,5,Sep 23 1944,Sat,Villanova,13,@,Scranton,7,
47,5,Sep 23 1944,Sat,Virginia,37,,Hampden-Sydney,0,
48,5,Sep 23 1944,Sat,Wake Forest,7,@,North Carolina,0,
49,5,Sep 23 1944,Sat,Washington,71,,Willamette,0,
50,5,Sep 24 1944,Sun,Fleet City,7,,Alameda Coast Guard,7,San Francisco CA
51,5,Sep 24 1944,Sun,March Field,56,@,San Diego Bombers (PCFL),7,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
52,6,Sep 29 1944,Fri,Auburn,32,,Samford,0,Montgomery AL
53,6,Sep 29 1944,Fri,Hampden-Sydney,12,@,Maryland,0,
54,6,Sep 29 1944,Fri,Iowa State,49,,Gustavus Adolphus,0,
55,6,Sep 29 1944,Fri,Kansas,14,,Denver,14,
56,6,Sep 29 1944,Fri,Oklahoma State,19,,Arkansas,0,Oklahoma City OK
57,6,Sep 29 1944,Fri,Temple,34,,Swarthmore,12,
58,6,Sep 29 1944,Fri,Wake Forest,14,@,Georgia,7,
59,6,Sep 30 1944,Sat,Alabama,27,,Louisiana State,27,
60,6,Sep 30 1944,Sat,Alameda Coast Guard,35,@,Nevada,0,
61,6,Sep 30 1944,Sat,Amarillo Field,19,@,Lubbock Field,0,
62,6,Sep 30 1944,Sat,Army,46,,North Carolina,0,
63,6,Sep 30 1944,Sat,Brown,44,,Tufts,0,
64,6,Sep 30 1944,Sat,California,6,,UCLA,0,
65,6,Sep 30 1944,Sat,Catawba College,7,@,Virginia Military Institute,6,
66,6,Sep 30 1944,Sat,Colorado College,25,@,New Mexico,7,
67,6,Sep 30 1944,Sat,Columbia,21,,Union (NY),0,
68,6,Sep 30 1944,Sat,Cornell,26,,Bucknell,0,
69,6,Sep 30 1944,Sat,Drake,27,,Cornell College,0,
70,6,Sep 30 1944,Sat,Georgia Pre-Flight,20,@,South Carolina,14,
71,6,Sep 30 1944,Sat,Georgia Tech,51,,Clemson,0,
72,6,Sep 30 1944,Sat,Holy Cross,6,,Dartmouth,6,
73,6,Sep 30 1944,Sat,Illinois,26,,Great Lakes Navy,26,
74,6,Sep 30 1944,Sat,Indiana,20,@,Michigan,0,
75,6,Sep 30 1944,Sat,Iowa Pre-Flight,45,,Olathe Navy,12,
76,6,Sep 30 1944,Sat,Michigan State,40,,Scranton,12,
77,6,Sep 30 1944,Sat,Minnesota,39,,Nebraska,0,
78,6,Sep 30 1944,Sat,Mississippi,26,@,Florida,6,Jacksonville FL
79,6,Sep 30 1944,Sat,Mississippi State,41,,Jackson Field,0,
80,6,Sep 30 1944,Sat,Norman Naval Air Station,28,@,Oklahoma,14,
81,6,Sep 30 1944,Sat,North Carolina Pre-Flight,21,@,Navy,14,
82,6,Sep 30 1944,Sat,North Carolina State,13,,Virginia,0,Norfolk VA
83,6,Sep 30 1944,Sat,Notre Dame,58,@,Pittsburgh,0,
84,6,Sep 30 1944,Sat,Ohio State,54,,Missouri,0,
85,6,Sep 30 1944,Sat,Penn State,58,,Muhlenberg,13,
86,6,Sep 30 1944,Sat,Pennsylvania,18,,Duke,7,
87,6,Sep 30 1944,Sat,Purdue,40,,Marquette,7,
88,6,Sep 30 1944,Sat,Randolph Field,59,@,Rice,0,
89,6,Sep 30 1944,Sat,Richmond,34,,Richmond Field,0,
90,6,Sep 30 1944,Sat,Second Air Force (Colorado),33,@,Colorado,6,
91,6,Sep 30 1944,Sat,Southern California,18,,Pacific,6,
92,6,Sep 30 1944,Sat,Southern Methodist,49,,Texas-Arlington,0,
93,6,Sep 30 1944,Sat,Tennessee,26,,Kentucky,13,
94,6,Sep 30 1944,Sat,Texas,20,,Southwestern (TX),0,
95,6,Sep 30 1944,Sat,Texas A&M,27,,Texas Tech,14,San Antonio TX
96,6,Sep 30 1944,Sat,Texas Christian,34,,South Plains Field,0,
97,6,Sep 30 1944,Sat,Utah,24,,Idaho State,0,
98,6,Sep 30 1944,Sat,Villanova,14,@,Franklin & Marshall,6,
99,6,Sep 30 1944,Sat,Washington,65,,Whitman,6,
100,6,Sep 30 1944,Sat,West Virginia,32,,Case,7,
101,6,Sep 30 1944,Sat,Wichita State,6,,Kansas State,6,
102,6,Sep 30 1944,Sat,William & Mary,46,,Fort Monroe,0,
103,6,Sep 30 1944,Sat,Wisconsin,7,@,Northwestern,6,
104,6,Sep 30 1944,Sat,Yale,7,,Coast Guard,3,
105,6,Oct 1 1944,Sun,Fleet City,12,,Saint Mary's (CA) Pre-Flight,0,
106,6,Oct 1 1944,Sun,Lincoln Field,14,,Fort Warren,5,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
107,7,Oct 6 1944,Fri,Denver,28,,Utah,12,
108,7,Oct 6 1944,Fri,Georgia,67,,Presbyterian,0,
109,7,Oct 6 1944,Fri,William & Mary,38,,Hampden-Sydney,0,Richmond VA
110,7,Oct 7 1944,Sat,Alabama,63,@,Samford,7,
111,7,Oct 7 1944,Sat,Amarillo Field,31,,Lubbock Field,0,
112,7,Oct 7 1944,Sat,Arkansas,6,,Texas Christian,6,
113,7,Oct 7 1944,Sat,Army,59,,Brown,7,
114,7,Oct 7 1944,Sat,Auburn,7,,Fort Benning,0,
115,7,Oct 7 1944,Sat,Bucknell,16,,Franklin & Marshall,13,
116,7,Oct 7 1944,Sat,California,6,,Southern California,6,
117,7,Oct 7 1944,Sat,Clemson,13,,North Carolina State,7,Charlotte NC
118,7,Oct 7 1944,Sat,Coast Guard,39,@,WPI,0,
119,7,Oct 7 1944,Sat,Columbia,26,,Syracuse,2,
120,7,Oct 7 1944,Sat,Drake,25,,Gustavus Adolphus,14,
121,7,Oct 7 1944,Sat,Florida,27,,Jacksonville Naval Air Station,20,
122,7,Oct 7 1944,Sat,Fort Warren,33,@,Colorado College,13,
123,7,Oct 7 1944,Sat,Georgia Tech,28,,North Carolina,0,
124,7,Oct 7 1944,Sat,Great Lakes Navy,25,@,Northwestern,0,
125,7,Oct 7 1944,Sat,Harvard,13,,Boston College,0,
126,7,Oct 7 1944,Sat,Holy Cross,30,@,Temple,0,
127,7,Oct 7 1944,Sat,Iowa Pre-Flight,12,,Second Air Force (Colorado),6,Lincoln NE
128,7,Oct 7 1944,Sat,Iowa State,59,,Doane,0,
129,7,Oct 7 1944,Sat,Lafayette,39,@,New York University,0,
130,7,Oct 7 1944,Sat,March Field,39,,Fleet City,0,
131,7,Oct 7 1944,Sat,Michigan,28,@,Minnesota,13,
132,7,Oct 7 1944,Sat,Michigan State,2,@,Kentucky,0,
133,7,Oct 7 1944,Sat,Mississippi State,56,,Millsaps,0,
134,7,Oct 7 1944,Sat,Missouri,33,@,Kansas State,0,
135,7,Oct 7 1944,Sat,Navy,55,,Penn State,14,
136,7,Oct 7 1944,Sat,North Carolina Pre-Flight,13,@,Duke,6,
137,7,Oct 7 1944,Sat,Notre Dame,26,,Tulane,0,
138,7,Oct 7 1944,Sat,Ohio State,34,,Iowa,0,
139,7,Oct 7 1944,Sat,Oklahoma,21,,Texas A&M,14,Oklahoma City OK
140,7,Oct 7 1944,Sat,Oklahoma State,14,@,Texas Tech,7,
141,7,Oct 7 1944,Sat,Pennsylvania,20,,Dartmouth,6,
142,7,Oct 7 1944,Sat,Pittsburgh,50,,Bethany (West Virginia),13,
143,7,Oct 7 1944,Sat,Purdue,35,@,Illinois,19,
144,7,Oct 7 1944,Sat,Randolph Field,42,@,Texas,6,
145,7,Oct 7 1944,Sat,Rice,14,,Louisiana State,13,
146,7,Oct 7 1944,Sat,Rochester,20,,Colgate,13,
147,7,Oct 7 1944,Sat,San Diego Navy,14,,UCLA,12,
148,7,Oct 7 1944,Sat,South Carolina,0,,Miami (FL),0,
149,7,Oct 7 1944,Sat,Southern Methodist,16,,Southwestern (TX),15,
150,7,Oct 7 1944,Sat,Tennessee,20,,Mississippi,7,Memphis TN
151,7,Oct 7 1944,Sat,Tulsa,27,,Kansas,0,
152,7,Oct 7 1944,Sat,Villanova,7,,Sampson NTS,6,Philadelphia PA
153,7,Oct 7 1944,Sat,Virginia,24,,West Virginia,6,Charleston WV
154,7,Oct 7 1944,Sat,Virginia Military Institute,26,@,Richmond,20,
155,7,Oct 7 1944,Sat,Wake Forest,39,,Maryland,0,
156,7,Oct 7 1944,Sat,Washington,40,@,Willamette,6,
157,7,Oct 7 1944,Sat,West Texas A&M,19,@,New Mexico,12,
158,7,Oct 7 1944,Sat,Wisconsin,21,,Marquette,2,
159,7,Oct 7 1944,Sat,Yale,16,,Cornell,7,
160,7,Oct 8 1944,Sun,Alameda Coast Guard,18,@,Saint Mary's (CA),0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
161,8,Oct 13 1944,Fri,Boston College,33,,City College of New York,0,
162,8,Oct 13 1944,Fri,Colorado College,20,,Denver,12,
163,8,Oct 13 1944,Fri,Georgia,13,,Kentucky,12,
164,8,Oct 14 1944,Sat,Alabama,55,,Millsaps,0,
165,8,Oct 14 1944,Sat,Amarillo Field,38,@,West Texas A&M,7,
166,8,Oct 14 1944,Sat,(3) Army,69,,Pittsburgh,7,
167,8,Oct 14 1944,Sat,California,14,,Pacific,0,
168,8,Oct 14 1944,Sat,Coast Guard,38,,Rensselaer,6,
169,8,Oct 14 1944,Sat,Colgate,14,@,Cornell,7,
170,8,Oct 14 1944,Sat,Colorado,26,@,Utah,0,
171,8,Oct 14 1944,Sat,Drake,26,@,Washburn,6,
172,8,Oct 14 1944,Sat,(10) Georgia Tech,27,,Auburn,0,
173,8,Oct 14 1944,Sat,(5) Great Lakes Navy,38,,Western Michigan,0,
174,8,Oct 14 1944,Sat,Holy Cross,26,,Villanova,0,
175,8,Oct 14 1944,Sat,(14) Illinois,40,,Iowa,6,
176,8,Oct 14 1944,Sat,(19) Indiana,54,,Nebraska,0,
177,8,Oct 14 1944,Sat,(11) Iowa Pre-Flight,13,@,(7) Purdue,6,
178,8,Oct 14 1944,Sat,Iowa State,25,,Kansas,0,
179,8,Oct 14 1944,Sat,Lubbock Field,19,,Beaumont Hospital,6,
180,8,Oct 14 1944,Sat,Marquette,45,,Lawrence,0,
181,8,Oct 14 1944,Sat,(12) Michigan,27,,Northwestern,0,
182,8,Oct 14 1944,Sat,Michigan State,45,,Kansas State,6,
183,8,Oct 14 1944,Sat,Minnesota,39,,Missouri,27,
184,8,Oct 14 1944,Sat,Mississippi State,49,,Arkansas-Monticello,20,
185,8,Oct 14 1944,Sat,(6) Navy,7,,Duke,0,Baltimore MD
186,8,Oct 14 1944,Sat,Norman Naval Air Station,27,@,Arkansas,7,
187,8,Oct 14 1944,Sat,North Carolina,20,,Cherry Point Marines,14,
188,8,Oct 14 1944,Sat,North Carolina Pre-Flight,13,,Virginia,13,
189,8,Oct 14 1944,Sat,North Carolina State,12,,Catawba College,7,
190,8,Oct 14 1944,Sat,(1) Notre Dame,64,,Dartmouth,0,Boston MA
191,8,Oct 14 1944,Sat,(8) Ohio State,20,@,(19) Wisconsin,7,
192,8,Oct 14 1944,Sat,Penn State,20,,Bucknell,6,
193,8,Oct 14 1944,Sat,(9) Pennsylvania,46,,William & Mary,0,
194,8,Oct 14 1944,Sat,Presbyterian,20,,Newberry,6,
195,8,Oct 14 1944,Sat,(4) Randolph Field,41,,Southern Methodist,0,
196,8,Oct 14 1944,Sat,Richmond,18,,Hampden-Sydney,0,
197,8,Oct 14 1944,Sat,Second Air Force (Colorado),89,,New Mexico,6,El Paso TX
198,8,Oct 14 1944,Sat,Southern California,6,,Saint Mary's (CA) Pre-Flight,0,Fresno CA
199,8,Oct 14 1944,Sat,Syracuse,32,,Lafayette,7,
200,8,Oct 14 1944,Sat,Temple,25,@,New York University,0,
201,8,Oct 14 1944,Sat,(15) Tennessee,40,,Florida,0,
202,8,Oct 14 1944,Sat,Texas,20,,Oklahoma,0,Dallas TX
203,8,Oct 14 1944,Sat,Texas A&M,7,@,Louisiana State,0,
204,8,Oct 14 1944,Sat,Tulane,21,,Rice,0,
205,8,Oct 14 1944,Sat,(13) Tulsa,34,,Texas Tech,7,
206,8,Oct 14 1944,Sat,UCLA,39,,Saint Mary's (CA),0,
207,8,Oct 14 1944,Sat,Utah State,40,,Idaho Marines,0,
208,8,Oct 14 1944,Sat,(17) Wake Forest,38,,Virginia Military Institute,7,Greensboro NC
209,8,Oct 14 1944,Sat,Washington,71,@,Whitman,0,
210,8,Oct 14 1944,Sat,West Virginia,6,,Maryland,6,
211,8,Oct 14 1944,Sat,Yale,27,,Columbia,10,
212,8,Oct 15 1944,Sun,Fort Warren,66,,Idaho State,0,
213,8,Oct 15 1944,Sun,March Field,20,,Alameda Coast Guard,20,San Francisco CA
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
214,9,Oct 19 1944,Thu,Clemson,20,@,South Carolina,13,
215,9,Oct 20 1944,Fri,Boston College,42,,New York University,13,Boston MA
216,9,Oct 20 1944,Fri,Fort Pierce,38,@,Miami (FL),0,
217,9,Oct 20 1944,Fri,Georgia,57,,Daniel Field,6,
218,9,Oct 20 1944,Fri,Kentucky,26,,Virginia Military Institute,2,
219,9,Oct 21 1944,Sat,Alabama,0,,(17) Tennessee,0,
220,9,Oct 21 1944,Sat,Alameda Coast Guard,19,@,Pacific,0,
221,9,Oct 21 1944,Sat,(2) Army,76,,Coast Guard,0,
