Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 18 1953,Fri,Denver,19,@,Colorado College,13,
2,1,Sep 18 1953,Fri,Detroit Mercy,33,,North Dakota State,6,
3,1,Sep 18 1953,Fri,Furman,33,,Newberry,0,
4,1,Sep 18 1953,Fri,Richmond,28,,Randolph-Macon,0,
5,1,Sep 18 1953,Fri,San Jose State,34,,Idaho,6,
6,1,Sep 18 1953,Fri,Southern Mississippi,25,@,(5) Alabama,19,Montgomery AL
7,1,Sep 18 1953,Fri,(4) UCLA,41,,Oregon State,0,
8,1,Sep 19 1953,Sat,(20) Baylor,25,@,(14) California,0,
9,1,Sep 19 1953,Sat,Brigham Young,27,,Montana,13,
10,1,Sep 19 1953,Sat,Cincinnati,14,@,Tulsa,7,
11,1,Sep 19 1953,Sat,Clemson,33,,Presbyterian,7,
12,1,Sep 19 1953,Sat,Colorado,21,@,Washington,20,
13,1,Sep 19 1953,Sat,(10) Duke,20,@,South Carolina,7,
14,1,Sep 19 1953,Sat,Georgia,32,@,Villanova,19,Philadelphia PA
15,1,Sep 19 1953,Sat,(3) Georgia Tech,53,,Davidson,0,
16,1,Sep 19 1953,Sat,Iowa State,35,,South Dakota,0,
17,1,Sep 19 1953,Sat,Kansas State,50,,Drake,0,
18,1,Sep 19 1953,Sat,Louisiana State,20,,(11) Texas,7,
19,1,Sep 19 1953,Sat,Marquette,46,,South Dakota State,13,
20,1,Sep 19 1953,Sat,(9) Maryland,20,@,Missouri,6,
21,1,Sep 19 1953,Sat,Mississippi,39,,Chattanooga,6,Jackson MS
22,1,Sep 19 1953,Sat,Mississippi State,34,@,Memphis,6,
23,1,Sep 19 1953,Sat,Oklahoma State,20,,Hardin-Simmons,0,
24,1,Sep 19 1953,Sat,Oregon,20,@,Nebraska,12,
25,1,Sep 19 1953,Sat,Pacific,25,@,Stanford,20,
26,1,Sep 19 1953,Sat,(12) Rice,20,,(15) Florida,16,
27,1,Sep 19 1953,Sat,San Diego Navy,19,@,Arizona State,14,
28,1,Sep 19 1953,Sat,(8) Southern California,29,@,Washington State,13,
29,1,Sep 19 1953,Sat,Texas A&M,7,@,Kentucky,6,
30,1,Sep 19 1953,Sat,Texas Christian,13,,Kansas,0,
31,1,Sep 19 1953,Sat,Texas Tech,40,,West Texas A&M,14,
32,1,Sep 19 1953,Sat,Texas-El Paso,26,,Sul Ross State,7,
33,1,Sep 19 1953,Sat,Tulane,54,,Citadel,6,
34,1,Sep 19 1953,Sat,Utah,28,@,Arizona,7,
35,1,Sep 19 1953,Sat,Utah State,14,,Wichita State,7,
36,1,Sep 19 1953,Sat,Virginia Military Institute,44,,Catawba College,0,
37,1,Sep 19 1953,Sat,Virginia Tech,7,,Marshall,0,Bluefield WV
38,1,Sep 19 1953,Sat,Washington & Lee,47,,Shepherd,0,
39,1,Sep 19 1953,Sat,William & Mary,16,,Wake Forest,14,Richmond VA
40,1,Sep 19 1953,Sat,Wyoming,47,,New Mexico State,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
41,2,Sep 25 1953,Fri,Auburn,47,,Stetson,0,Montgomery AL
42,2,Sep 25 1953,Fri,Detroit Mercy,48,,Wayne State,0,Detroit MI
43,2,Sep 25 1953,Fri,Miami (FL),27,,Florida State,0,
44,2,Sep 25 1953,Fri,San Jose State,28,@,Brigham Young,25,
45,2,Sep 25 1953,Fri,(4) UCLA,19,,Kansas,7,
46,2,Sep 26 1953,Sat,Amherst,7,@,Brown,6,
47,2,Sep 26 1953,Sat,Arizona State,14,@,North Texas,0,
48,2,Sep 26 1953,Sat,Army,41,,Furman,0,
49,2,Sep 26 1953,Sat,(14) California,26,@,Oregon State,0,Portland OR
50,2,Sep 26 1953,Sat,Clemson,14,,Boston College,14,
51,2,Sep 26 1953,Sat,Colorado,20,,Arizona,14,
52,2,Sep 26 1953,Sat,Colorado State,14,,Kansas State,13,
53,2,Sep 26 1953,Sat,Columbia,14,,Lehigh,7,
54,2,Sep 26 1953,Sat,Cornell,27,,Colgate,7,
55,2,Sep 26 1953,Sat,Denver,33,,Drake,14,
56,2,Sep 26 1953,Sat,(10) Duke,19,,Wake Forest,0,
57,2,Sep 26 1953,Sat,George Washington,14,@,Virginia Military Institute,13,
58,2,Sep 26 1953,Sat,Georgia,16,,Tulane,14,
