Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 21 1929,Sat,Baylor,88,,Stephen F. Austin,0,
2,1,Sep 21 1929,Sat,Clemson,68,,Newberry,0,
3,1,Sep 21 1929,Sat,Davidson,20,,Elon,6,
4,1,Sep 21 1929,Sat,Indiana,19,,Wabash,2,
5,1,Sep 21 1929,Sat,Montana,18,,Anaconda Anodes,2,
6,1,Sep 21 1929,Sat,Montana State,25,,Centerville (Butte),0,
7,1,Sep 21 1929,Sat,Oregon State,37,,Willamette,6,
8,1,Sep 21 1929,Sat,Southern Methodist,13,,North Texas,3,
9,1,Sep 21 1929,Sat,Stanford,45,,West Coast Army,0,
10,1,Sep 21 1929,Sat,Virginia Military Institute,19,,Hampden-Sydney,0,
11,1,Sep 21 1929,Sat,Wake Forest,20,,Catawba College,0,
12,1,Sep 21 1929,Sat,West Virginia,16,,West Virginia Wesleyan,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
13,2,Sep 27 1929,Fri,Auburn,7,,Birmingham-Southern,0,Montgomery AL
14,2,Sep 27 1929,Fri,Henderson State,7,@,Mississippi State,0,
15,2,Sep 27 1929,Fri,Maryland,34,,Washington (Maryland),7,
16,2,Sep 27 1929,Fri,Michigan,39,,Albion,0,
17,2,Sep 27 1929,Fri,Wisconsin,22,,Ripon,0,
18,2,Sep 27 1929,Fri,Wyoming,13,,Black Hills State,6,
19,2,Sep 28 1929,Sat,Alabama,55,,Mississippi College,0,
20,2,Sep 28 1929,Sat,Arkansas,37,,Ozarks,0,
21,2,Sep 28 1929,Sat,Army,26,,Boston University,0,
22,2,Sep 28 1929,Sat,Baylor,32,,North Texas,0,
23,2,Sep 28 1929,Sat,Brigham Young,10,@,Nevada,7,
24,2,Sep 28 1929,Sat,California,27,,Santa Clara,6,
25,2,Sep 28 1929,Sat,Clemson,32,,Davidson,14,Charlotte NC
26,2,Sep 28 1929,Sat,Colgate,59,,St. Lawrence,0,
27,2,Sep 28 1929,Sat,Colorado State,14,@,Regis (CO),0,
28,2,Sep 28 1929,Sat,Columbia,38,,Middlebury,6,
29,2,Sep 28 1929,Sat,Cornell,60,,Clarkson,0,
30,2,Sep 28 1929,Sat,Dartmouth,67,,Norwich,0,
31,2,Sep 28 1929,Sat,Davis & Elkins,13,@,West Virginia,6,
32,2,Sep 28 1929,Sat,Detroit Mercy,27,,DePaul,7,
33,2,Sep 28 1929,Sat,Drake,39,,Simpson,0,
34,2,Sep 28 1929,Sat,Duke,19,@,Mercer,6,
35,2,Sep 28 1929,Sat,Florida,54,,Florida Southern,0,
36,2,Sep 28 1929,Sat,Fordham,43,,Westminster (Pennsylvania),0,
37,2,Sep 28 1929,Sat,Georgetown,26,,Mount St. Mary's,0,
38,2,Sep 28 1929,Sat,Grinnell,13,,William Penn,0,
39,2,Sep 28 1929,Sat,Howard Payne,13,,Southern Methodist,13,
40,2,Sep 28 1929,Sat,Idaho,39,,Montana State,6,
41,2,Sep 28 1929,Sat,Louisiana State,58,,Louisiana College,0,
42,2,Sep 28 1929,Sat,Loyola (LA),38,@,Rice,0,
43,2,Sep 28 1929,Sat,Michigan,16,,Mount Union,6,
44,2,Sep 28 1929,Sat,Michigan State,59,,Alma,6,
45,2,Sep 28 1929,Sat,Montana,19,,Carroll (Montana),0,
46,2,Sep 28 1929,Sat,Navy,47,,Denison,0,
47,2,Sep 28 1929,Sat,New York University,77,,Vermont,0,
48,2,Sep 28 1929,Sat,North Carolina,48,,Wake Forest,0,
49,2,Sep 28 1929,Sat,Oglethorpe,13,@,Georgia,6,
50,2,Sep 28 1929,Sat,Ohio,18,@,Indiana,0,
51,2,Sep 28 1929,Sat,Oklahoma State,12,,Northwestern Oklahoma State,0,
52,2,Sep 28 1929,Sat,Oregon State,19,,California-Davis,0,
53,2,Sep 28 1929,Sat,Penn State,16,,Niagara,0,
54,2,Sep 28 1929,Sat,Pennsylvania,14,,Franklin & Marshall,7,
55,2,Sep 28 1929,Sat,Pittsburgh,53,,Waynesburg,0,
56,2,Sep 28 1929,Sat,Sewanee,46,,Tennessee Tech,0,
57,2,Sep 28 1929,Sat,South Carolina,26,,Erskine,7,
58,2,Sep 28 1929,Sat,Southern California,76,,UCLA,0,
59,2,Sep 28 1929,Sat,Springfield,14,,Brown,6,
60,2,Sep 28 1929,Sat,Stanford,6,,Olympic Club,0,
61,2,Sep 28 1929,Sat,Syracuse,77,,Hobart,0,
62,2,Sep 28 1929,Sat,Tennessee,40,,Centre,0,
63,2,Sep 28 1929,Sat,Texas A&M,54,,Southwestern (TX),7,
64,2,Sep 28 1929,Sat,Texas Christian,61,,Daniel Baker,0,
65,2,Sep 28 1929,Sat,Tulane,40,,Northwestern State,6,
66,2,Sep 28 1929,Sat,Vanderbilt,19,,Mississippi,7,
67,2,Sep 28 1929,Sat,Virginia,27,,Randolph-Macon,6,
68,2,Sep 28 1929,Sat,Virginia Military Institute,40,@,Richmond,0,
69,2,Sep 28 1929,Sat,Virginia Tech,19,,Roanoke,0,
70,2,Sep 28 1929,Sat,Washington,47,,Whitman,0,
71,2,Sep 28 1929,Sat,Washington & Jefferson,33,,Ohio Northern,0,
72,2,Sep 28 1929,Sat,Washington & Lee,64,,Lynchburg,6,
73,2,Sep 28 1929,Sat,Washington State,48,,Albertson,0,
74,2,Sep 28 1929,Sat,Wisconsin,21,,South Dakota State,0,
75,2,Sep 29 1929,Sun,Iowa,46,,Carroll (Wisconsin),0,
76,2,Sep 29 1929,Sun,Oregon,58,,Pacific (Oregon),0,
77,2,Sep 29 1929,Sun,Texas,13,,St. Edward's,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
78,3,Oct 4 1929,Fri,Chicago,27,,Beloit,0,
79,3,Oct 4 1929,Fri,Colorado State,20,,Wyoming,7,
80,3,Oct 4 1929,Fri,Northwestern,27,,Cornell College,18,
81,3,Oct 4 1929,Fri,Washington & Lee,27,@,North Carolina State,6,
82,3,Oct 5 1929,Sat,Alabama,22,,Mississippi,7,
83,3,Oct 5 1929,Sat,Arkansas,30,,Henderson State,7,
84,3,Oct 5 1929,Sat,Army,33,,Gettysburg,7,
85,3,Oct 5 1929,Sat,Baylor,43,,Trinity (Texas),0,
86,3,Oct 5 1929,Sat,Brown,14,,Rhode Island,6,
87,3,Oct 5 1929,Sat,Carnegie Mellon,21,,Bethany (West Virginia),0,
88,3,Oct 5 1929,Sat,Chicago,9,,Lake Forest,6,
89,3,Oct 5 1929,Sat,Clemson,26,,Auburn,7,
90,3,Oct 5 1929,Sat,Colorado,27,,Regis (CO),13,
91,3,Oct 5 1929,Sat,Columbia,31,,Union (NY),0,
92,3,Oct 5 1929,Sat,Cornell,22,,Niagara,6,
93,3,Oct 5 1929,Sat,Creighton,18,@,St. Mary's (Kansas),0,
