Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 20 1913,Sat,Carlisle,26,,Albright,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 24 1913,Wed,Carlisle,26,,Lebanon Valley,0,
3,2,Sep 24 1913,Wed,Yale,21,,Wesleyan (CT),0,
4,2,Sep 27 1913,Sat,Alabama,27,,Samford,0,
5,2,Sep 27 1913,Sat,Baylor,15,,Howard Payne,6,
6,2,Sep 27 1913,Sat,Bucknell,34,,Harry Hillman Academy,0,
7,2,Sep 27 1913,Sat,Carlisle,25,,West Virginia Wesleyan,0,
8,2,Sep 27 1913,Sat,Citadel,34,,Charleston Navy,0,
9,2,Sep 27 1913,Sat,Colby,10,@,Brown,0,
10,2,Sep 27 1913,Sat,Colorado College,54,,Colorado Springs High,0,
11,2,Sep 27 1913,Sat,Cornell,41,,Ursinus,0,
12,2,Sep 27 1913,Sat,Dartmouth,13,,Massachusetts,3,
13,2,Sep 27 1913,Sat,Drake,24,,Central (Iowa),0,
14,2,Sep 27 1913,Sat,Georgia Tech,19,,Camp McPherson,0,
15,2,Sep 27 1913,Sat,Harvard,34,,Maine,0,
16,2,Sep 27 1913,Sat,Indiana,48,,DePauw,3,
17,2,Sep 27 1913,Sat,Iowa State,6,@,Grinnell,0,
18,2,Sep 27 1913,Sat,Lehigh,64,,Albright,0,
19,2,Sep 27 1913,Sat,Minnesota,14,,South Dakota,0,
20,2,Sep 27 1913,Sat,Muhlenberg,7,,Lafayette,7,
21,2,Sep 27 1913,Sat,North Carolina,7,,Wake Forest,0,
22,2,Sep 27 1913,Sat,Oklahoma,74,,Kingfisher,0,
23,2,Sep 27 1913,Sat,Pennsylvania,53,,Gettysburg,0,
24,2,Sep 27 1913,Sat,Pittsburgh,67,,Ohio Northern,0,
25,2,Sep 27 1913,Sat,Princeton,14,,Rutgers,3,
26,2,Sep 27 1913,Sat,Syracuse,41,,Hobart,0,
27,2,Sep 27 1913,Sat,Tennessee,58,,Carson-Newman,0,
28,2,Sep 27 1913,Sat,Virginia,40,,Randolph-Macon,0,
29,2,Sep 27 1913,Sat,Virginia Military Institute,9,,Hampden-Sydney,0,
30,2,Sep 27 1913,Sat,Virginia Tech,26,,Roanoke,0,
31,2,Sep 27 1913,Sat,Washington & Jefferson,35,,Mount Union,0,
32,2,Sep 27 1913,Sat,Washington & Lee,27,,Virginia Medical,0,
33,2,Sep 27 1913,Sat,West Virginia,43,,Davis & Elkins,0,
34,2,Sep 27 1913,Sat,Yale,10,,Holy Cross,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
35,3,Oct 1 1913,Wed,Colgate,0,,Cornell,0,
36,3,Oct 1 1913,Wed,Pennsylvania,13,,Franklin & Marshall,6,
37,3,Oct 3 1913,Fri,Arkansas,3,,Henderson State,0,
38,3,Oct 3 1913,Fri,Southwestern (Kansas),13,@,Kansas State,10,
39,3,Oct 3 1913,Fri,Texas,14,,Fort Worth,7,
40,3,Oct 4 1913,Sat,Alabama,81,,Birmingham,0,
41,3,Oct 4 1913,Sat,Army,34,,Stevens,0,
42,3,Oct 4 1913,Sat,Auburn,53,,Mercer,0,
43,3,Oct 4 1913,Sat,Baylor,9,,Texas State,7,
44,3,Oct 4 1913,Sat,Brown,19,,Rhode Island,0,
45,3,Oct 4 1913,Sat,Bucknell,45,,Lebanon Valley,0,
46,3,Oct 4 1913,Sat,Carlisle,21,@,Lehigh,7,
47,3,Oct 4 1913,Sat,Chicago,21,,Indiana,7,
48,3,Oct 4 1913,Sat,Clemson,6,,Davidson,3,
49,3,Oct 4 1913,Sat,Coe,0,,Drake,0,
50,3,Oct 4 1913,Sat,Colgate,21,,Amherst,0,
51,3,Oct 4 1913,Sat,Colorado,7,@,Wyoming,0,
52,3,Oct 4 1913,Sat,Colorado College,34,,Colorado College Alumni,7,
53,3,Oct 4 1913,Sat,Cornell,37,,Oberlin,12,
54,3,Oct 4 1913,Sat,Dartmouth,53,,Colby,0,
55,3,Oct 4 1913,Sat,Georgetown,44,,Randolph-Macon,0,
56,3,Oct 4 1913,Sat,Georgia,108,,Alabama Presbyterian,0,
57,3,Oct 4 1913,Sat,Georgia Tech,47,@,Citadel,0,
58,3,Oct 4 1913,Sat,Harvard,14,,Bates,0,
59,3,Oct 4 1913,Sat,Illinois,21,,Kentucky,0,
60,3,Oct 4 1913,Sat,Kansas,7,,William Jewell,0,
61,3,Oct 4 1913,Sat,Louisiana State,20,@,Louisiana Tech,2,
62,3,Oct 4 1913,Sat,Maine,0,,Yale,0,
63,3,Oct 4 1913,Sat,Michigan,48,,Case,0,
64,3,Oct 4 1913,Sat,Minnesota,25,,Iowa State,0,
65,3,Oct 4 1913,Sat,Mississippi State,66,,Samford,0,
66,3,Oct 4 1913,Sat,Missouri,69,,Drury,0,
67,3,Oct 4 1913,Sat,Nebraska,19,,Washburn,0,
68,3,Oct 4 1913,Sat,North Carolina,15,,Virginia Medical,0,
69,3,Oct 4 1913,Sat,Northwestern,10,,Lake Forest,0,
70,3,Oct 4 1913,Sat,Notre Dame,87,,Ohio Northern,0,
71,3,Oct 4 1913,Sat,Ohio State,58,,Ohio Wesleyan,0,
72,3,Oct 4 1913,Sat,Oklahoma,83,@,Central Oklahoma,0,
73,3,Oct 4 1913,Sat,Penn State,49,,Carnegie Mellon,0,
74,3,Oct 4 1913,Sat,Pennsylvania,10,,Lafayette,0,
