Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 16 1938,Fri,Furman,13,,Oglethorpe,6,
2,1,Sep 16 1938,Fri,Richmond,6,@,Newport News,0,
3,1,Sep 17 1938,Sat,Centenary (LA),14,,Northwestern State,0,
4,1,Sep 17 1938,Sat,Clemson,26,,Presbyterian,0,
5,1,Sep 17 1938,Sat,Davidson,12,@,Citadel,6,
6,1,Sep 17 1938,Sat,Drake,45,,Central (Iowa),0,
7,1,Sep 17 1938,Sat,Oklahoma State,23,,Central Oklahoma,12,
8,1,Sep 17 1938,Sat,Texas Tech,35,,Montana State,0,
9,1,Sep 17 1938,Sat,Virginia Military Institute,33,,Elon,7,
10,1,Sep 17 1938,Sat,Virginia Tech,33,,Emory & Henry,0,
11,1,Sep 17 1938,Sat,Wake Forest,57,,Randolph-Macon,6,
12,1,Sep 17 1938,Sat,William & Mary,27,@,Norfolk Navy,0,
13,1,Sep 17 1938,Sat,Wyoming,20,@,Fort Warren,7,
14,1,Sep 18 1938,Sun,San Francisco,31,,St. Mary's (Texas),0,
15,1,Sep 19 1938,Mon,San Jose State,18,@,Arizona State,7,
16,1,Sep 19 1938,Mon,South Carolina,53,,Erskine,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
17,2,Sep 23 1938,Fri,Auburn,14,,Birmingham-Southern,0,Montgomery AL
18,2,Sep 23 1938,Fri,Bucknell,28,,Furman,6,
19,2,Sep 23 1938,Fri,Duquesne,34,,Waynesburg,7,Pittsburgh PA
20,2,Sep 23 1938,Fri,Gonzaga,38,,Puget Sound,0,
21,2,Sep 23 1938,Fri,Iowa State,14,@,Denver,7,
22,2,Sep 23 1938,Fri,New Mexico,40,,Western New Mexico,0,
23,2,Sep 23 1938,Fri,New Mexico State,27,,Montana State,7,
24,2,Sep 23 1938,Fri,San Francisco,20,,Hardin-Simmons,0,
25,2,Sep 23 1938,Fri,UCLA,27,,Iowa,3,
26,2,Sep 23 1938,Fri,Washington & Lee,7,,Hampden-Sydney,6,
27,2,Sep 24 1938,Sat,Alabama,19,@,Southern California,7,
28,2,Sep 24 1938,Sat,Arkansas,27,,Oklahoma State,7,
29,2,Sep 24 1938,Sat,Army,32,,Wichita State,0,
30,2,Sep 24 1938,Sat,Baylor,33,,Southwestern (TX),0,
31,2,Sep 24 1938,Sat,Boston College,63,,Canisius,12,
32,2,Sep 24 1938,Sat,Bradley,6,,Saint Louis,0,
33,2,Sep 24 1938,Sat,Brigham Young,19,,Northern Arizona,0,
34,2,Sep 24 1938,Sat,California,12,,Saint Mary's (CA),7,
35,2,Sep 24 1938,Sat,Clemson,13,@,Tulane,10,
36,2,Sep 24 1938,Sat,Colorado State,12,@,Colorado Mines,6,
37,2,Sep 24 1938,Sat,Dartmouth,46,,Bates,0,
38,2,Sep 24 1938,Sat,Drake,47,,Monmouth,0,
39,2,Sep 24 1938,Sat,Duke,18,,Virginia Tech,0,Greensboro NC
40,2,Sep 24 1938,Sat,Holy Cross,28,,Providence,0,
41,2,Sep 24 1938,Sat,Idaho,13,@,Oregon State,0,
42,2,Sep 24 1938,Sat,Kansas,19,,Texas,18,
43,2,Sep 24 1938,Sat,Kentucky,46,,Maryville (TN),7,
44,2,Sep 24 1938,Sat,Loyola Marymount,51,@,California Tech,0,
45,2,Sep 24 1938,Sat,Michigan State,34,,Wayne State,6,
46,2,Sep 24 1938,Sat,Minnesota,15,,Washington,0,
47,2,Sep 24 1938,Sat,Mississippi,20,@,Louisiana State,7,
48,2,Sep 24 1938,Sat,Montana,27,,Eastern Washington,0,
49,2,Sep 24 1938,Sat,Navy,26,,William & Mary,0,
50,2,Sep 24 1938,Sat,North Carolina,14,,Wake Forest,6,
51,2,Sep 24 1938,Sat,North Carolina State,19,,Davidson,7,Charlotte NC
52,2,Sep 24 1938,Sat,Ohio,6,@,Illinois,0,
53,2,Sep 24 1938,Sat,Oregon,10,@,Washington State,2,
54,2,Sep 24 1938,Sat,Pittsburgh,19,,West Virginia,0,
55,2,Sep 24 1938,Sat,Purdue,19,,Detroit Mercy,6,
56,2,Sep 24 1938,Sat,Richmond,19,@,Maryland,6,
57,2,Sep 24 1938,Sat,South Carolina,6,@,Xavier,0,
58,2,Sep 24 1938,Sat,Southern Methodist,34,,North Texas,7,
59,2,Sep 24 1938,Sat,St. Bonaventure,7,@,Manhattan,6,New York NY
60,2,Sep 24 1938,Sat,Stetson,16,@,Florida,14,
61,2,Sep 24 1938,Sat,Temple,6,,Albright,0,
62,2,Sep 24 1938,Sat,Tennessee,26,,Sewanee,3,
63,2,Sep 24 1938,Sat,Texas A&M,52,,Texas A&M-Kingsville,0,
64,2,Sep 24 1938,Sat,Texas Christian,13,,Centenary (LA),0,
65,2,Sep 24 1938,Sat,Texas Tech,39,,Wyoming,0,
66,2,Sep 24 1938,Sat,Tulsa,20,,Central Oklahoma,0,
67,2,Sep 24 1938,Sat,Vanderbilt,20,@,Washington (MO),0,
68,2,Sep 24 1938,Sat,Virginia Military Institute,12,,Virginia,12,
69,2,Sep 24 1938,Sat,Washburn,34,,Baker,0,
70,2,Sep 25 1938,Sun,Mississippi State,19,,Samford,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
71,3,Sep 27 1938,Tue,Georgia,20,,Citadel,12,
72,3,Sep 30 1938,Fri,Boston College,13,,Northeastern,0,
73,3,Sep 30 1938,Fri,Brigham Young,20,@,Denver,0,
74,3,Sep 30 1938,Fri,Central Arkansas,12,@,New Mexico State,6,
75,3,Sep 30 1938,Fri,Detroit Mercy,7,,Western Michigan,0,
76,3,Sep 30 1938,Fri,George Washington,7,,Furman,0,
77,3,Sep 30 1938,Fri,Loyola Marymount,7,,Pacific,0,
78,3,Sep 30 1938,Fri,Manhattan,19,,Niagara,0,New York NY
79,3,Sep 30 1938,Fri,Miami (FL),40,,Spring Hill,0,
80,3,Sep 30 1938,Fri,New Mexico,21,,Arizona State,0,
81,3,Sep 30 1938,Fri,Rhodes,47,,Sewanee,0,
82,3,Sep 30 1938,Fri,Syracuse,27,,Clarkson,0,
83,3,Sep 30 1938,Fri,Texas Tech,7,@,Duquesne,6,Buffalo NY
84,3,Sep 30 1938,Fri,Wake Forest,31,,Citadel,0,Charlotte NC
85,3,Oct 1 1938,Sat,Alabama,34,,Samford,0,
86,3,Oct 1 1938,Sat,Army,39,,Virginia Tech,0,
87,3,Oct 1 1938,Sat,Auburn,0,,Tulane,0,
88,3,Oct 1 1938,Sat,Baylor,20,,Oklahoma State,6,Wichita Falls TX
89,3,Oct 1 1938,Sat,Bradley,0,,Chicago,0,
90,3,Oct 1 1938,Sat,Brown,20,@,Harvard,13,
