Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 16 1916,Sat,California,23,,Olympic Club,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 23 1916,Sat,Bucknell,31,,Bloomsburg,0,
3,2,Sep 23 1916,Sat,California,23,,Originals A.C.,0,
4,2,Sep 23 1916,Sat,Dartmouth,33,,New Hampshire,0,
5,2,Sep 23 1916,Sat,Harvard,10,,Colby,0,
6,2,Sep 23 1916,Sat,Oklahoma,27,,Central Oklahoma,0,
7,2,Sep 23 1916,Sat,Oregon State Alumni,13,,Oregon State,7,
8,2,Sep 23 1916,Sat,Penn State,27,,Susquehanna,0,
9,2,Sep 23 1916,Sat,Washington & Jefferson,37,@,Bethany (West Virginia),6,
10,2,Sep 23 1916,Sat,West Virginia Wesleyan,28,,Davis & Elkins,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
11,3,Sep 28 1916,Thu,Haskell,20,,Bethany (Kansas),3,
12,3,Sep 30 1916,Sat,Alabama,13,,Birmingham,0,
13,3,Sep 30 1916,Sat,Arkansas,34,,Pittsburg State,20,
14,3,Sep 30 1916,Sat,Army,3,,Lebanon Valley,0,
15,3,Sep 30 1916,Sat,Baylor,76,,Texas State,0,
16,3,Sep 30 1916,Sat,Brown,18,,Rhode Island,0,
17,3,Sep 30 1916,Sat,Bucknell,37,,Albright,0,
18,3,Sep 30 1916,Sat,Clemson,7,,Furman,6,
19,3,Sep 30 1916,Sat,Colgate,34,,Susquehanna,0,
20,3,Sep 30 1916,Sat,Colorado Alumni,0,,Colorado,0,
21,3,Sep 30 1916,Sat,Colorado State,40,,Wyoming,0,
22,3,Sep 30 1916,Sat,Dartmouth,32,,Boston College,6,
23,3,Sep 30 1916,Sat,Denver Freshmen,0,,Denver,0,
24,3,Sep 30 1916,Sat,Dickinson,0,,Navy,0,
25,3,Sep 30 1916,Sat,Drake,7,,William Penn,2,
26,3,Sep 30 1916,Sat,Fordham,0,,Lafayette,0,
27,3,Sep 30 1916,Sat,Georgia,6,,Citadel,0,
28,3,Sep 30 1916,Sat,Georgia Tech,61,,Mercer,0,
29,3,Sep 30 1916,Sat,Harvard,26,,Bates,0,
30,3,Sep 30 1916,Sat,Indiana,20,,DePauw,0,
31,3,Sep 30 1916,Sat,Iowa State,19,,Northern Iowa,0,
32,3,Sep 30 1916,Sat,Kansas,13,,Emporia State,0,
33,3,Sep 30 1916,Sat,Kansas State,20,,Baker,0,
34,3,Sep 30 1916,Sat,Kentucky,39,,Butler,3,
35,3,Sep 30 1916,Sat,Lehigh,21,@,Ursinus,0,
36,3,Sep 30 1916,Sat,Louisiana State,24,@,Louisiana-Lafayette,0,
37,3,Sep 30 1916,Sat,Mississippi,30,,Union (Tennessee),0,
38,3,Sep 30 1916,Sat,Multnomah A.C.,3,@,Oregon State,0,
39,3,Sep 30 1916,Sat,North Carolina,20,,Wake Forest,0,
40,3,Sep 30 1916,Sat,North Carolina State,13,,Roanoke,3,
41,3,Sep 30 1916,Sat,Notre Dame,48,,Case,0,
42,3,Sep 30 1916,Sat,Oklahoma,107,@,Oklahoma Baptist,0,
43,3,Sep 30 1916,Sat,Olympic Club,0,,California,0,
44,3,Sep 30 1916,Sat,Penn State,55,,Westminster (Pennsylvania),0,
45,3,Sep 30 1916,Sat,Pennsylvania,3,,West Virginia,0,
46,3,Sep 30 1916,Sat,Princeton,21,@,Holy Cross,0,
47,3,Sep 30 1916,Sat,Sewanee,107,,Cumberland,0,
48,3,Sep 30 1916,Sat,Syracuse,57,,Syracuse Alumni,0,
49,3,Sep 30 1916,Sat,Tennessee,33,,Tusculum,0,
50,3,Sep 30 1916,Sat,Texas,74,,Southern Methodist,0,
51,3,Sep 30 1916,Sat,Texas A&M,6,,Southwestern (TX),0,
52,3,Sep 30 1916,Sat,Texas Christian,7,@,Meridian,0,
53,3,Sep 30 1916,Sat,Vanderbilt,86,,Rhodes,0,
54,3,Sep 30 1916,Sat,Virginia,14,,Davidson,0,
55,3,Sep 30 1916,Sat,Virginia Military Institute,19,,Hampden-Sydney,0,
56,3,Sep 30 1916,Sat,Virginia Tech,13,,Richmond,0,
57,3,Sep 30 1916,Sat,Washington & Jefferson,53,,Geneva,0,
58,3,Sep 30 1916,Sat,Washington & Lee,80,,Randolph-Macon,0,
59,3,Sep 30 1916,Sat,West Virginia Wesleyan,40,,Muskingum,0,
60,3,Sep 30 1916,Sat,Yale,25,,Carnegie Mellon,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
