Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 16 1932,Fri,California,20,,California-Davis,6,
2,1,Sep 17 1932,Sat,California,13,,West Coast Navy,0,
3,1,Sep 17 1932,Sat,Oklahoma State,13,,Phillips,0,
4,1,Sep 17 1932,Sat,Oregon State,19,@,Gonzaga,16,
5,1,Sep 17 1932,Sat,Sewanee,12,,Middle Tennessee State,0,
6,1,Sep 17 1932,Sat,Stanford,6,,Olympic Club,0,
7,1,Sep 17 1932,Sat,Texas Christian,14,,North Texas,2,
8,1,Sep 17 1932,Sat,Texas Tech,44,,Panhandle State,0,
9,1,Sep 17 1932,Sat,Virginia Military Institute,18,,King George,6,
10,1,Sep 17 1932,Sat,William & Mary,6,@,Roanoke,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
11,2,Sep 23 1932,Fri,Auburn,61,,Birmingham-Southern,0,Montgomery AL
12,2,Sep 23 1932,Fri,Brigham Young,6,,Montana State,0,
13,2,Sep 23 1932,Fri,Butler,13,,Ball State,12,
14,2,Sep 23 1932,Fri,Clemson,13,,Presbyterian,0,
15,2,Sep 23 1932,Fri,Duquesne,3,,West Virginia,0,
16,2,Sep 23 1932,Fri,Oregon,26,,Pacific (Oregon),6,
17,2,Sep 23 1932,Fri,UCLA,26,,California-Davis,0,
18,2,Sep 24 1932,Sat,Alabama,45,,Rhodes,6,
19,2,Sep 24 1932,Sat,Arizona,19,@,Occidental,0,Pasadena CA
20,2,Sep 24 1932,Sat,Bucknell,35,,St. Thomas,0,
21,2,Sep 24 1932,Sat,Central Oklahoma,0,,Oklahoma State,0,
22,2,Sep 24 1932,Sat,Chicago,41,,Monmouth,0,
23,2,Sep 24 1932,Sat,Citadel,19,@,Erskine,0,
24,2,Sep 24 1932,Sat,Colgate,41,,St. Lawrence,0,
25,2,Sep 24 1932,Sat,Columbia,51,,Middlebury,0,
26,2,Sep 24 1932,Sat,Cornell,72,,Buffalo,0,
27,2,Sep 24 1932,Sat,Dartmouth,73,,Norwich,0,
28,2,Sep 24 1932,Sat,Denver,13,,Colorado Mines,7,
29,2,Sep 24 1932,Sat,Duke,13,,Davidson,0,
30,2,Sep 24 1932,Sat,George Washington,18,@,Washington & Lee,0,
31,2,Sep 24 1932,Sat,Hendrix,0,,Arkansas,0,
32,2,Sep 24 1932,Sat,Idaho,49,,Whitman,0,
33,2,Sep 24 1932,Sat,Iowa State,21,,Simpson,0,
34,2,Sep 24 1932,Sat,Kansas State,26,,Wichita State,0,
