Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 17 1927,Sat,Stanford,44,,Fresno State,7,
2,1,Sep 17 1927,Sat,Virginia Military Institute,37,,Wofford,0,
3,1,Sep 17 1927,Sat,Washington,32,,Willamette,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
4,2,Sep 23 1927,Fri,Furman,13,@,Duke,7,
5,2,Sep 24 1927,Sat,Alabama,46,,Millsaps,0,
6,2,Sep 24 1927,Sat,Army,13,,Boston University,0,
7,2,Sep 24 1927,Sat,Brown,27,,Rhode Island,0,
8,2,Sep 24 1927,Sat,California,14,,Santa Clara,6,
9,2,Sep 24 1927,Sat,Carnegie Mellon,25,@,Westminster (Pennsylvania),0,
10,2,Sep 24 1927,Sat,Carroll (Montana),6,,Washington State,6,
11,2,Sep 24 1927,Sat,Colgate,21,,Hamilton,0,
12,2,Sep 24 1927,Sat,Columbia,32,,Vermont,0,
13,2,Sep 24 1927,Sat,Dartmouth,47,,Norwich,0,
14,2,Sep 24 1927,Sat,Davidson,5,,Citadel,0,Gastonia NC
15,2,Sep 24 1927,Sat,Detroit Mercy,44,,Adrian,0,
16,2,Sep 24 1927,Sat,Florida,26,,Florida Southern,7,
17,2,Sep 24 1927,Sat,Georgetown,80,,Lenoir-Rhyne,0,
18,2,Sep 24 1927,Sat,Kansas State,30,,Fort Hays State,6,
19,2,Sep 24 1927,Sat,Lafayette,39,,Schuylkill,13,
20,2,Sep 24 1927,Sat,Louisiana State,45,,Louisiana Tech,0,
21,2,Sep 24 1927,Sat,Loyola (LA),13,,Rice,0,
22,2,Sep 24 1927,Sat,Marquette,29,,St. Viator,0,
23,2,Sep 24 1927,Sat,Maryland,80,,Washington (Maryland),0,
24,2,Sep 24 1927,Sat,Maryville (TN),6,,Kentucky,6,
25,2,Sep 24 1927,Sat,Michigan State,12,,Kalamazoo,6,
26,2,Sep 24 1927,Sat,Mississippi,58,,Ozarks,0,
27,2,Sep 24 1927,Sat,Montana,19,,Centerville (Butte),0,
28,2,Sep 24 1927,Sat,Montana State,22,,North Dakota State,0,
29,2,Sep 24 1927,Sat,New York University,27,,Niagara,0,
30,2,Sep 24 1927,Sat,North Carolina State,39,,Elon,0,
31,2,Sep 24 1927,Sat,Northern Colorado,16,,Hastings State,13,
32,2,Sep 24 1927,Sat,Penn State,27,,Lebanon Valley,0,
33,2,Sep 24 1927,Sat,Pennsylvania,8,,Franklin & Marshall,0,
34,2,Sep 24 1927,Sat,Pittsburgh,42,,Thiel,0,
35,2,Sep 24 1927,Sat,Presbyterian,0,,Clemson,0,
36,2,Sep 24 1927,Sat,Sewanee,34,,Transylvania,6,
37,2,Sep 24 1927,Sat,South Carolina,13,,Erskine,6,
38,2,Sep 24 1927,Sat,Southern California,33,,Occidental,0,
