Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 19 1935,Thu,Centenary (LA),21,@,Louisiana College,0,
2,1,Sep 20 1935,Fri,Duquesne,20,,Illinois Wesleyan,6,
3,1,Sep 20 1935,Fri,Mississippi,20,@,Millsaps,0,
4,1,Sep 20 1935,Fri,Mississippi State,20,,Samford,7,
5,1,Sep 20 1935,Fri,Texas Tech,9,@,Hardin-Simmons,0,
6,1,Sep 20 1935,Fri,Washburn,32,,Baker,7,
7,1,Sep 20 1935,Fri,Xavier,34,,Georgetown (Kentucky),0,
8,1,Sep 21 1935,Sat,Baylor,39,,Southwestern (TX),0,
9,1,Sep 21 1935,Sat,Clemson,25,,Presbyterian,6,
10,1,Sep 21 1935,Sat,Davidson,7,,Elon,0,
11,1,Sep 21 1935,Sat,Duke,26,,Wake Forest,7,Greensboro NC
12,1,Sep 21 1935,Sat,Eastern Washington,13,@,Gonzaga,7,
13,1,Sep 21 1935,Sat,George Washington,13,,North Dakota,0,
14,1,Sep 21 1935,Sat,Grinnell,13,,Central (Iowa),3,
15,1,Sep 21 1935,Sat,Kentucky,60,,Maryville (TN),0,
16,1,Sep 21 1935,Sat,Loyola Marymount,52,@,California Tech,6,
17,1,Sep 21 1935,Sat,New Mexico,46,,Western New Mexico,0,
18,1,Sep 21 1935,Sat,Northern Arizona,61,,Adams State,0,
19,1,Sep 21 1935,Sat,Oregon State,31,,Linfield,0,
20,1,Sep 21 1935,Sat,Rice,38,@,St. Mary's (Texas),0,
21,1,Sep 21 1935,Sat,Saint Louis,32,@,Sewanee,0,
22,1,Sep 21 1935,Sat,South Carolina,33,,Erskine,0,
23,1,Sep 21 1935,Sat,Southern Methodist,39,,North Texas,0,
24,1,Sep 21 1935,Sat,Temple,51,,St. Joseph's (Pennsylvania),0,
25,1,Sep 21 1935,Sat,Texas A&M,37,,Stephen F. Austin,6,
26,1,Sep 21 1935,Sat,Texas Christian,41,,Howard Payne,0,
27,1,Sep 21 1935,Sat,Utah State,33,,Montana State,7,
28,1,Sep 21 1935,Sat,Vanderbilt,34,,Union (Tennessee),0,
29,1,Sep 21 1935,Sat,Villanova,41,,Pennsylvania Military,0,
30,1,Sep 21 1935,Sat,Virginia,0,,William & Mary,0,
31,1,Sep 21 1935,Sat,Virginia Military Institute,26,,Hampden-Sydney,0,Lynchburg VA
32,1,Sep 21 1935,Sat,Virginia Tech,7,,Roanoke,0,
33,1,Sep 22 1935,Sun,Wyoming,15,@,Fort Warren,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
34,2,Sep 27 1935,Fri,Auburn,25,,Birmingham-Southern,7,Montgomery AL
35,2,Sep 27 1935,Fri,California,47,,California-Davis,0,
36,2,Sep 27 1935,Fri,Central Oklahoma,9,@,Tulsa,0,
37,2,Sep 27 1935,Fri,Denver,19,,Colorado College,0,
38,2,Sep 27 1935,Fri,Detroit Mercy,43,,Central Michigan,0,
39,2,Sep 27 1935,Fri,Kansas State,12,@,Duquesne,0,
40,2,Sep 27 1935,Fri,Kentucky,21,@,Xavier,7,
41,2,Sep 27 1935,Fri,Spring Hill,12,@,Loyola (LA),6,
42,2,Sep 27 1935,Fri,Texas Tech,27,,Daniel Baker,6,
43,2,Sep 27 1935,Fri,Washburn,12,,Emporia State,7,
44,2,Sep 28 1935,Sat,Arizona,26,,Arizona State,0,
45,2,Sep 28 1935,Sat,Arkansas,12,,Pittsburg State,0,
46,2,Sep 28 1935,Sat,Baylor,14,,Hardin-Simmons,0,
47,2,Sep 28 1935,Sat,Bucknell,7,,Pennsylvania Military,0,
48,2,Sep 28 1935,Sat,California,6,,Whittier,0,
49,2,Sep 28 1935,Sat,Carnegie Mellon,6,,Case,3,
50,2,Sep 28 1935,Sat,Centenary (LA),21,,Northwestern State,0,
51,2,Sep 28 1935,Sat,Clemson,28,@,Virginia Tech,7,
52,2,Sep 28 1935,Sat,Colgate,30,,Niagara,0,
53,2,Sep 28 1935,Sat,Colorado State,12,@,Wyoming,3,
