Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 14 1940,Sat,Virginia Military Institute,33,,Roanoke,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 20 1940,Fri,Gonzaga,31,,Albertson,0,
3,2,Sep 20 1940,Fri,New Mexico State,12,,Western New Mexico,0,
4,2,Sep 20 1940,Fri,Richmond,38,@,Newport News,0,
5,2,Sep 20 1940,Fri,Washburn,26,,Emporia State,0,
6,2,Sep 21 1940,Sat,Arizona State,21,,California-Davis,13,
7,2,Sep 21 1940,Sat,Boston College,40,,Centre,0,
8,2,Sep 21 1940,Sat,Clemson,38,@,Presbyterian,0,
9,2,Sep 21 1940,Sat,Davidson,19,,Rollins,7,
10,2,Sep 21 1940,Sat,Iowa State,27,,Luther,0,
11,2,Sep 21 1940,Sat,Kentucky,59,,Baldwin-Wallace,7,
12,2,Sep 21 1940,Sat,Louisiana State,39,,Louisiana Tech,7,
13,2,Sep 21 1940,Sat,Loyola Marymount,13,,Redlands,0,
14,2,Sep 21 1940,Sat,Mississippi,37,,Union (Tennessee),0,
15,2,Sep 21 1940,Sat,North Carolina,56,,Appalachian State,6,
16,2,Sep 21 1940,Sat,North Carolina State,16,,William & Mary,0,
17,2,Sep 21 1940,Sat,Oklahoma State,25,,Central Oklahoma,6,
18,2,Sep 21 1940,Sat,Texas-El Paso,28,@,Northern Arizona,7,
19,2,Sep 21 1940,Sat,Virginia Tech,34,,Catawba College,12,
20,2,Sep 21 1940,Sat,Wake Forest,79,,William Jewell,0,
21,2,Sep 21 1940,Sat,Washington & Lee,26,,Hampden-Sydney,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
22,3,Sep 27 1940,Fri,Alabama,26,@,Spring Hill,0,
23,3,Sep 27 1940,Fri,Auburn,27,,Samford,13,Montgomery AL
24,3,Sep 27 1940,Fri,Denver,14,,Iowa State,7,
25,3,Sep 27 1940,Fri,Detroit Mercy,42,,Wayne State,7,Detroit MI
26,3,Sep 27 1940,Fri,Drake,54,,Montana State,0,
27,3,Sep 27 1940,Fri,Duquesne,26,,Waynesburg,0,
28,3,Sep 27 1940,Fri,Furman,40,,Erskine,0,
29,3,Sep 27 1940,Fri,George Washington,12,,Mount St. Mary's,0,
30,3,Sep 27 1940,Fri,Georgia,53,@,Oglethorpe,0,
31,3,Sep 27 1940,Fri,Howard Payne,10,@,New Mexico State,0,
32,3,Sep 27 1940,Fri,Kentucky,13,@,Xavier,0,
33,3,Sep 27 1940,Fri,Nevada,6,,Brigham Young,6,
34,3,Sep 27 1940,Fri,Oklahoma State,6,,Texas Tech,6,
35,3,Sep 27 1940,Fri,Oregon,12,,San Diego Marines,2,
36,3,Sep 27 1940,Fri,Syracuse,33,,Clarkson,0,
37,3,Sep 28 1940,Sat,Arizona,41,,Northern Arizona,0,
38,3,Sep 28 1940,Sat,Arizona State,19,@,West Texas A&M,13,
39,3,Sep 28 1940,Sat,Arkansas,38,,East Central Oklahoma,0,
40,3,Sep 28 1940,Sat,Baylor,27,,North Texas,20,
41,3,Sep 28 1940,Sat,Boston College,27,@,Tulane,7,
42,3,Sep 28 1940,Sat,Brown,41,@,Wesleyan (CT),0,
43,3,Sep 28 1940,Sat,Clemson,26,,Wofford,0,
44,3,Sep 28 1940,Sat,Colgate,44,,Akron,0,
45,3,Sep 28 1940,Sat,Colorado State,25,@,Colorado Mines,0,
46,3,Sep 28 1940,Sat,Creighton,20,,Northern Iowa,0,
47,3,Sep 28 1940,Sat,Dartmouth,36,,St. Lawrence,0,
48,3,Sep 28 1940,Sat,Duke,23,,Virginia Military Institute,0,
49,3,Sep 28 1940,Sat,Georgetown,66,,Roanoke,0,
50,3,Sep 28 1940,Sat,Hampden-Sydney,7,@,Maryland,6,
51,3,Sep 28 1940,Sat,Hardin-Simmons,33,,Daniel Baker,0,
52,3,Sep 28 1940,Sat,Holy Cross,34,,Providence,6,
53,3,Sep 28 1940,Sat,Kansas State,21,,Emporia State,16,
54,3,Sep 28 1940,Sat,Loyola Marymount,18,,Whittier,0,
55,3,Sep 28 1940,Sat,Manhattan,45,,St. Bonaventure,0,New York NY
56,3,Sep 28 1940,Sat,Marshall,13,,Virginia Tech,7,
57,3,Sep 28 1940,Sat,Michigan,41,@,California,0,
58,3,Sep 28 1940,Sat,Minnesota,19,,Washington,14,
59,3,Sep 28 1940,Sat,Mississippi,19,@,Louisiana State,6,
60,3,Sep 28 1940,Sat,Mississippi State,27,@,Florida,7,
61,3,Sep 28 1940,Sat,Missouri,40,,Saint Louis,26,
62,3,Sep 28 1940,Sat,Montana,9,,Eastern Washington,0,
63,3,Sep 28 1940,Sat,Navy,19,,William & Mary,7,
64,3,Sep 28 1940,Sat,New York University,32,,Pennsylvania Military,6,
65,3,Sep 28 1940,Sat,North Carolina State,34,@,Davidson,0,
66,3,Sep 28 1940,Sat,Ohio State,30,,Pittsburgh,7,
67,3,Sep 28 1940,Sat,Oregon State,41,,Idaho,0,
68,3,Sep 28 1940,Sat,Purdue,28,,Butler,0,
69,3,Sep 28 1940,Sat,Richmond,28,,Randolph-Macon,0,
70,3,Sep 28 1940,Sat,Saint Mary's (CA),16,,Gonzaga,0,
71,3,Sep 28 1940,Sat,Santa Clara,34,,Utah,13,San Francisco CA
72,3,Sep 28 1940,Sat,Stanford,27,@,San Francisco,0,
73,3,Sep 28 1940,Sat,Tennessee,49,,Mercer,0,
74,3,Sep 28 1940,Sat,Texas,39,,Colorado,7,
75,3,Sep 28 1940,Sat,Texas A&M,26,,Texas A&M-Kingsville,0,
76,3,Sep 28 1940,Sat,Texas Christian,41,,Centenary (LA),6,
77,3,Sep 28 1940,Sat,Texas-El Paso,20,,North Dakota,6,
78,3,Sep 28 1940,Sat,Tulsa,37,,Washburn,6,
79,3,Sep 28 1940,Sat,Vanderbilt,19,,Washington & Lee,0,
80,3,Sep 28 1940,Sat,Virginia,32,,Lehigh,0,
81,3,Sep 28 1940,Sat,Wake Forest,12,@,North Carolina,0,
82,3,Sep 28 1940,Sat,Washington State,14,,Southern California,14,
83,3,Sep 28 1940,Sat,West Virginia,47,,Westminster (Pennsylvania),0,
84,3,Sep 28 1940,Sat,Wyoming,7,,New Mexico,3,
85,3,Sep 29 1940,Sun,Southern Methodist,9,@,UCLA,6,
86,3,Sep 30 1940,Mon,San Jose State,19,@,Utah State,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
87,4,Oct 4 1940,Fri,Detroit Mercy,13,,Catholic,0,
88,4,Oct 4 1940,Fri,Emporia College,38,,Washburn,7,
89,4,Oct 4 1940,Fri,George Washington,21,@,Manhattan,18,New York NY
90,4,Oct 4 1940,Fri,Georgetown,14,@,Temple,0,
91,4,Oct 4 1940,Fri,Miami (FL),19,,Stetson,0,
92,4,Oct 4 1940,Fri,New Mexico,28,,Western New Mexico,0,
93,4,Oct 4 1940,Fri,Pacific Lutheran,16,@,Gonzaga,13,
94,4,Oct 4 1940,Fri,Saint Louis,0,,Missouri-Rolla,0,
95,4,Oct 4 1940,Fri,Santa Clara,9,@,UCLA,6,
96,4,Oct 5 1940,Sat,Alabama,20,,Mercer,0,
97,4,Oct 5 1940,Sat,Arizona,41,,New Mexico State,0,
98,4,Oct 5 1940,Sat,Army,20,,Williams,19,
99,4,Oct 5 1940,Sat,Auburn,20,@,Tulane,14,
100,4,Oct 5 1940,Sat,Baylor,14,@,Denver,7,
101,4,Oct 5 1940,Sat,Brown,20,,Rhode Island,17,
102,4,Oct 5 1940,Sat,California,9,,Saint Mary's (CA),6,
103,4,Oct 5 1940,Sat,Carnegie Mellon,21,,Geneva,0,
104,4,Oct 5 1940,Sat,Citadel,45,,Erskine,0,
105,4,Oct 5 1940,Sat,Clemson,26,,North Carolina State,7,Charlotte NC
106,4,Oct 5 1940,Sat,Colorado,7,,Kansas State,6,
107,4,Oct 5 1940,Sat,Colorado State,0,,Wyoming,0,
108,4,Oct 5 1940,Sat,Columbia,15,,Maine,0,
109,4,Oct 5 1940,Sat,Cornell,34,,Colgate,0,
110,4,Oct 5 1940,Sat,Creighton,43,,Colorado Mines,0,
111,4,Oct 5 1940,Sat,Drake,20,,Grinnell,7,
112,4,Oct 5 1940,Sat,Florida,23,@,Tampa,0,
113,4,Oct 5 1940,Sat,Fordham,20,,West Virginia,7,Randalls Island NY
114,4,Oct 5 1940,Sat,Franklin & Marshall,23,@,Dartmouth,21,
115,4,Oct 5 1940,Sat,Georgia,33,@,South Carolina,2,
116,4,Oct 5 1940,Sat,Georgia Tech,27,,Samford,0,
117,4,Oct 5 1940,Sat,Hampden-Sydney,7,,Delaware,0,
118,4,Oct 5 1940,Sat,Hardin-Simmons,17,,Arizona State,0,
119,4,Oct 5 1940,Sat,Harvard,13,,Amherst,0,
120,4,Oct 5 1940,Sat,Illinois,31,,Bradley,0,
121,4,Oct 5 1940,Sat,Iowa,46,,South Dakota,0,
122,4,Oct 5 1940,Sat,Iowa State,7,,Kansas,0,
123,4,Oct 5 1940,Sat,Kentucky,47,,Washington & Lee,12,
124,4,Oct 5 1940,Sat,Lafayette,9,@,New York University,7,
125,4,Oct 5 1940,Sat,Louisiana State,25,,Holy Cross,0,
126,4,Oct 5 1940,Sat,Louisiana Tech,19,,Texas-El Paso,7,
127,4,Oct 5 1940,Sat,Michigan,21,,Michigan State,14,
128,4,Oct 5 1940,Sat,Minnesota,13,,Nebraska,7,
129,4,Oct 5 1940,Sat,Mississippi,27,@,Rhodes,6,
130,4,Oct 5 1940,Sat,Mississippi State,20,,Louisiana-Lafayette,0,
131,4,Oct 5 1940,Sat,Navy,14,,Cincinnati,0,
132,4,Oct 5 1940,Sat,North Carolina,27,,Davidson,7,Winston-Salem NC
133,4,Oct 5 1940,Sat,Northern Arizona,33,,California Tech,14,
134,4,Oct 5 1940,Sat,Northwest Missouri State,7,@,Washington (MO),6,
135,4,Oct 5 1940,Sat,Northwestern,40,@,Syracuse,0,
136,4,Oct 5 1940,Sat,Notre Dame,25,,Pacific,7,
137,4,Oct 5 1940,Sat,Ohio State,17,,Purdue,14,
138,4,Oct 5 1940,Sat,Oklahoma,29,,Oklahoma State,27,
139,4,Oct 5 1940,Sat,Oregon State,0,,Southern California,0,
140,4,Oct 5 1940,Sat,Penn State,9,,Bucknell,0,
141,4,Oct 5 1940,Sat,Pennsylvania,51,,Maryland,0,
142,4,Oct 5 1940,Sat,Pittsburgh,19,,Missouri,13,
143,4,Oct 5 1940,Sat,Princeton,7,,Vanderbilt,6,
144,4,Oct 5 1940,Sat,Rice,25,,Centenary (LA),0,
145,4,Oct 5 1940,Sat,Richmond,13,@,Virginia Tech,7,
146,4,Oct 5 1940,Sat,Sewanee,49,,Cumberland,0,
147,4,Oct 5 1940,Sat,Southern Methodist,20,,North Texas,7,
148,4,Oct 5 1940,Sat,Stanford,13,,Oregon,0,
149,4,Oct 5 1940,Sat,Tennessee,13,,Duke,0,
150,4,Oct 5 1940,Sat,Texas,13,@,Indiana,6,
151,4,Oct 5 1940,Sat,Texas A&M,41,,Tulsa,6,San Antonio TX
152,4,Oct 5 1940,Sat,Texas Christian,20,,Arkansas,0,
153,4,Oct 5 1940,Sat,Texas Tech,19,,Loyola Marymount,0,
154,4,Oct 5 1940,Sat,Utah,12,,Brigham Young,6,
