Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 19 1925,Sat,Davidson,34,,Elon,0,
2,1,Sep 19 1925,Sat,Montana State,21,@,Centerville (Butte),0,
3,1,Sep 19 1925,Sat,Virginia Military Institute,9,,Wofford,0,
4,1,Sep 19 1925,Sat,Virginia Tech,10,,Lynchburg,0,
5,1,Sep 19 1925,Sat,Washington,108,,Willamette,0,
6,1,Sep 19 1925,Sat,William & Mary,13,@,Norfolk Navy,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
7,2,Sep 25 1925,Fri,North Carolina State,20,,Richmond,0,
8,2,Sep 25 1925,Fri,Southern California,74,,Whittier,0,
9,2,Sep 26 1925,Sat,Alabama,53,,Union (Tennessee),0,
10,2,Sep 26 1925,Sat,Auburn,25,@,Birmingham-Southern,6,
11,2,Sep 26 1925,Sat,Brown,33,,Rhode Island,0,
12,2,Sep 26 1925,Sat,California,28,,Santa Clara,0,
13,2,Sep 26 1925,Sat,Chadron State,3,@,Colorado,0,
14,2,Sep 26 1925,Sat,Citadel,7,,Parris Island Marines,0,
15,2,Sep 26 1925,Sat,Colgate,28,,Canisius,0,
16,2,Sep 26 1925,Sat,Colorado College,6,@,Western State,0,
17,2,Sep 26 1925,Sat,Columbia,59,,Haverford,0,
18,2,Sep 26 1925,Sat,Cornell,80,,Susquehanna,0,
19,2,Sep 26 1925,Sat,Dartmouth,59,,Norwich,0,
20,2,Sep 26 1925,Sat,Davidson,7,,Wofford,0,
21,2,Sep 26 1925,Sat,Duke,33,,Guilford,0,
22,2,Sep 26 1925,Sat,Furman,27,,Newberry,10,
23,2,Sep 26 1925,Sat,Georgia,32,@,Mercer,0,
24,2,Sep 26 1925,Sat,Georgia Tech,13,,Oglethorpe,7,
25,2,Sep 26 1925,Sat,Gonzaga,37,,Eastern Washington,0,
26,2,Sep 26 1925,Sat,Grinnell,27,,William Penn,13,
27,2,Sep 26 1925,Sat,Iowa State,28,,Simpson,0,
28,2,Sep 26 1925,Sat,Kansas State,26,,Emporia State,7,
29,2,Sep 26 1925,Sat,Kentucky,13,,Maryville (TN),6,
30,2,Sep 26 1925,Sat,Louisiana State,27,,Northwestern State,0,
31,2,Sep 26 1925,Sat,Maryland,13,,Washington (Maryland),0,
32,2,Sep 26 1925,Sat,Michigan State,16,,Adrian,0,
33,2,Sep 26 1925,Sat,Mississippi,53,,Arkansas State,0,
34,2,Sep 26 1925,Sat,Montana State,86,,Englewood,0,
35,2,Sep 26 1925,Sat,Notre Dame,41,,Baylor,0,
36,2,Sep 26 1925,Sat,Olympic Club,9,@,Stanford,0,
37,2,Sep 26 1925,Sat,Penn State,14,,Lebanon Valley,0,
38,2,Sep 26 1925,Sat,Pennsylvania,32,,Ursinus,0,
39,2,Sep 26 1925,Sat,Pittsburgh,28,,Washington & Lee,0,
40,2,Sep 26 1925,Sat,Presbyterian,14,@,Clemson,0,
41,2,Sep 26 1925,Sat,Rice,33,,Stephen F. Austin,0,
42,2,Sep 26 1925,Sat,Roanoke,0,,Virginia Tech,0,
43,2,Sep 26 1925,Sat,Sewanee,14,,Bryson,0,
44,2,Sep 26 1925,Sat,South Carolina,33,,Erskine,0,
45,2,Sep 26 1925,Sat,Southern California,32,,California Tech,0,
46,2,Sep 26 1925,Sat,Southern Methodist,48,,North Texas,0,
47,2,Sep 26 1925,Sat,Syracuse,32,,Hobart,0,
48,2,Sep 26 1925,Sat,Texas,33,,Southwestern (TX),0,
49,2,Sep 26 1925,Sat,Texas A&M,20,,Trinity (Texas),10,
50,2,Sep 26 1925,Sat,Texas Christian,31,,Texas A&M-Commerce,0,
51,2,Sep 26 1925,Sat,Tulane,77,,Louisiana College,0,
52,2,Sep 26 1925,Sat,Vanderbilt,27,,Middle Tennessee State,0,
53,2,Sep 26 1925,Sat,Virginia,40,,Hampden-Sydney,0,
54,2,Sep 26 1925,Sat,Virginia Military Institute,46,,Emory & Henry,0,
55,2,Sep 26 1925,Sat,Wake Forest,6,@,North Carolina,0,
56,2,Sep 26 1925,Sat,Washington,59,,USS Oklahoma,0,
57,2,Sep 26 1925,Sat,Washington & Jefferson,19,@,Geneva,13,
58,2,Sep 26 1925,Sat,West Virginia,18,@,Allegheny,0,Erie PA
59,2,Sep 26 1925,Sat,William & Mary,44,@,Lenoir-Rhyne,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
60,3,Oct 2 1925,Fri,Alabama,50,,Birmingham-Southern,7,
61,3,Oct 3 1925,Sat,Army,31,,Detroit Mercy,6,
62,3,Oct 3 1925,Sat,Auburn,13,@,Clemson,6,
63,3,Oct 3 1925,Sat,Baylor,20,,North Texas,6,
64,3,Oct 3 1925,Sat,Brown,33,,Colby,0,
65,3,Oct 3 1925,Sat,California,54,,Nevada,0,
66,3,Oct 3 1925,Sat,Carnegie Mellon,27,,Thiel,7,
67,3,Oct 3 1925,Sat,Centre,10,,Kentucky Wesleyan,7,
68,3,Oct 3 1925,Sat,Chicago,9,,Kentucky,0,
69,3,Oct 3 1925,Sat,Citadel,27,,Rollins,0,
70,3,Oct 3 1925,Sat,Colgate,60,,Clarkson,0,
71,3,Oct 3 1925,Sat,Colorado,23,,Montana State,3,
72,3,Oct 3 1925,Sat,Colorado State,34,,Regis (CO),0,
73,3,Oct 3 1925,Sat,Columbia,47,,Johns Hopkins,0,
